"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"espace";-0,452595229096213;0,294848985239153;0,00386950594238014;-0,0264970978340371;0,677950493681367;-0,521877561134641;0,339983851855676;0,00446184182727225;-0,030553218208656;0,781729738775582;0,420516263831235;0,133022648892922;2,08469189398427e-05;0,000887989732244538;0,44555225062466;0,000762756298140623;0,000323716721915194;5,57541109404374e-08;2,61434246695855e-06;0,00171144056555452;0,00372362432767894;0,660391518315939;0,0016239357125249
"http";-0,400799587282452;-1,57454343174819;0,218158070591926;0,110250964125871;-0,206919101736959;-0,24202630656867;-0,950801705914479;0,131736642823192;0,0665760007986612;-0,124949894014264;0,077660243087592;0,893340382975767;0,0156046765198065;0,00362040768397192;0,00977428973286422;0,00169479846244414;0,0261560897686244;0,000502118355809676;0,000128241421105687;0,000451715194010165;0,0105502689284237;1,36085172011127;0,0195382266467976
"urn";-0,403084096322744;-1,48132964094413;0,166828489450007;0,0751802075111787;-0,0319655355453154;-0,260661460693991;-0,95792801427878;0,107882593588094;0,0486166109849457;-0,0206710789711637;0,0892298666811194;0,89822638126748;0,0103663851443179;0,00191238103953328;0,000264985867552302;0,00157972881036226;0,0213350977951106;0,000270602401723631;5,495386621161e-05;9,93470971180071e-06;0,00972279685560612;1,27680170836206;0,0158503231932943
"ufo";-0,188780913512274;-0,663481049921452;-0,3173280282105;0,102777467614055;0,748350372451991;-0,176258887972099;-0,619471692736099;-0,296279344845552;0,095960136081574;0,698711548788631;0,0506941307028625;0,466726030264999;0,0971463231563561;0,00925733138879538;0,376176184486988;8,84689283571255e-05;0,00109277725346679;0,000249972058306902;2,62222784836361e-05;0,00139022328493761;0,00248241621845263;0,79334512415586;0,0015624240447378
"wat";-0,313736265321199;-1,38540607787501;0,133335962481582;0,0578056851853788;0,0556749563162312;-0,219551718412566;-0,969503110471683;0,0933081155251664;0,0404522489724689;0,0389611711583893;0,063725169550946;0,926188096122757;0,00780628033034919;0,00133281887093705;0,000947635125013189;0,000651587549376542;0,0127056681877569;0,000117689558235101;2,21199651783277e-05;2,05193265093207e-05;0,00661977658254034;1,17595888115391;0,00915435194151261
"vidéo";-0,279082246548138;-0,623230793222893;0,169034319258107;-0,00448048768405512;-0,0611456499972675;-0,3952217490889;-0,882587005193567;0,239377603339299;-0,00634503341278678;-0,0865912864039146;0,200454436394019;0,745096496442894;0,0498734047543544;3,18310012177826e-05;0,00454383140751707;0,000644492348683127;0,00321403907009711;0,000236430294472915;1,66113114497059e-07;3,09374473610951e-05;0,00827472072817542;0,589803421835081;0,00287851118252685
"watch";-0,400799587282452;-1,57454343174819;0,218158070591926;0,110250964125871;-0,206919101736959;-0,24202630656867;-0,950801705914479;0,131736642823192;0,0665760007986612;-0,124949894014264;0,077660243087592;0,893340382975768;0,0156046765198066;0,00362040768397192;0,00977428973286422;0,00122955966883202;0,0189759866948844;0,000364281944410941;9,30378937433418e-05;0,000327714944674041;0,00765411667356227;1,36085172011127;0,01417479188101
"the";1,76924908345789;-0,321033064635048;-0,00820478880367066;0,0878084402219681;-0,0717749167158368;0,981971944219621;-0,1781803735754;-0,00455383726846713;0,0487356051614485;-0,0398366488769918;0,973852183826089;0,0238989090320762;1,42042361803591e-05;0,00147786948153711;0,00075683342412212;0,0181313167027026;0,000596967811437977;3,89929594695801e-07;4,4660533901121e-05;2,98398598981855e-05;0,0057923045097228;1,69638870359257;0,0166687152964298
"fr";-0,429718155442187;-0,431579853791209;0,543521544376329;0,284889602168775;-0,161906627283421;-0,488533661016182;-0,490650169938687;0,61791331493105;0,323882429844601;-0,184066780441614;0,314993889342836;0,236821165013467;0,341771809825302;0,0852975176369215;0,0211156181814762;0,00114599313063696;0,00115594437442144;0,00183336162102543;0,000503695192949212;0,000162683632343562;0,00620604054613157;0,724461902724634;0,00325720965142365
"radio";-0,448268321304468;1,32351932267646;1,95119016282638;0,244516465243042;-0,278361561173081;-0,184595076576613;0,545019889001142;0,8034921951976;0,100690888649981;-0,114628161881263;0,0482798660825381;0,313699621388957;0,620379077602254;0,00885023186540902;0,00879120306084424;0,00174589749507143;0,0152195992335363;0,0330781977996355;0,000519468074999581;0,000673226451598269;0,0086884567645842;1,93035833036334;0,0323756512021787
"partie";-0,542837764111363;0,659695133153747;-1,74364878700095;1,715891815776;-0,370421395906675;-0,207382244277157;0,252025681146375;-0,666132355900753;0,655528261330454;-0,141513405091036;0,0646241671826341;0,0711385283328996;0,452210732355817;0,397816810042741;0,0142097620859081;0,000426708702320639;0,000630199354767725;0,00440260191288152;0,0042635484203826;0,000198693436867635;0,0014480761274307;2,02048433227065;0,0059115636240501
"mystère";-0,459837883666839;0,986644275547537;1,11710803282674;0,350578132469965;-0,323606290859717;-0,281919567263088;0,604896501756025;0,684881834200531;0,214934086356055;-0,198398063150627;0,110790317651352;0,380169241334228;0,443456116678263;0,0396744057276889;0,025909918608472;0,00153098485186842;0,00704827108532796;0,00903549079338256;0,000889879177454383;0,000758220128659376;0,0072403806371535;1,30718410297113;0,0123718576266271
"saison";-0,458281591303224;0,598813936985302;-1,33358256486237;-2,28916378031427;-1,56710806617629;-0,14460976823469;0,188954446974178;-0,420809103586644;-0,722340696210648;-0,49449757212378;0,0345906142631418;0,0440190546895563;0,19865580271464;0,531735496110211;0,190999032222452;0,000695149414736997;0,00118685355772557;0,00588644586613119;0,0173447110073735;0,00812851532006549;0,00330988829127017;2,3315041295513;0,0179922598464701
"hd";-0,400799587282452;-1,57454343174819;0,218158070591926;0,110250964125871;-0,206919101736959;-0,24202630656867;-0,950801705914479;0,131736642823192;0,0665760007986612;-0,124949894014264;0,077660243087592;0,893340382975768;0,0156046765198065;0,00362040768397192;0,00977428973286423;0,000132925369603462;0,00205145802106858;3,93818318282098e-05;1,00581506749559e-05;3,54286426674639e-05;0,000827472072817542;1,36085172011127;0,00153240993308216
