"";"X.typedemission_Collectiondémissionscomposites";"X.typedemission_Collectiondémissionssimples";"X.typedemission_Emissioncomposite";"X.typedemission_Emissionsimple";"X.typedemission_Emissionsimpleincluse";"X.typedemission_Episodeoupartiedunprogramme";"X.typedemission_Episodeoupartiedunprogrammeinclus";"X.typedemission_Tranchehoraire";"X.typedemission_Tranchehoraireincluse"
"devenir";-0,0205;2,1694;0,3752;-0,3135;-0,3286;-0,5379;-0,5918;0,3573;-0,0139
"lors";-0,0098;-0,1578;0,9027;-0,3708;-1,1686;2,2815;-0,5586;-0,1201;-0,0066
"accidentellement";-0,0116;-0,1865;-2,4787;8,4469;-2,1736;-0,6175;-0,6602;-0,142;-0,0078
"maloney";-0,0062;-0,1004;-1,3345;-2,7349;-2,1703;-0,3325;-0,3555;26,6975;-0,0042
"évolution";-0,0053;1,7995;-1,1439;0,3445;0,5579;-0,285;-0,3047;-0,0655;-0,0036
"substance";-0,0049;-0,0789;-1,0485;2,5709;-0,9478;0,3449;-0,2793;-0,06;-0,0033
"karim";-0,0062;-0,1004;-0,6875;4,7662;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"vigi";-0,0062;-0,1004;-1,3345;6,1756;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"rythmé";-0,0365;-0,5886;-7,8213;-14,3514;16,6709;-1,9483;6,8975;-0,4479;-0,0247
"unir";-0,0147;-0,2368;-0,463;1,9988;-0,3478;-0,7838;-0,838;-0,1802;-0,0099
"leurs";-0,0392;0,3729;0,4332;3,1352;-2,7507;0,2962;-1,436;-0,4807;-0,0265
"sortir";-0,012;-0,1937;-1,1148;1,9077;-0,8685;1,277;-0,6856;-0,1474;-0,0081
"commentaire";-0,0093;-0,1507;6,3799;-1,1257;-1,5683;-0,4987;-0,5332;-0,1146;-0,0063
"machine";-0,0044;1,9564;-0,9532;0,9583;-1,5501;1,0183;-0,2539;-0,0546;-0,003
"zorbb";-0,0049;-0,0789;-1,0485;-2,1488;5,75;-0,2612;-0,2793;-0,06;-0,0033
"réalisateur";-0,0044;-0,0717;0,2109;1,5003;-1,5501;0,3755;-0,2539;-0,0546;-0,003
"sentir";-0,0085;-0,1363;-1,8113;5,6293;-2,9455;0,5714;-0,4824;-0,1037;-0,0057
"peur";-0,0053;-0,0861;-1,1439;0,3445;0,5579;0,8821;-0,3047;-0,0655;-0,0036
"député";-0,0142;-0,2296;-0,425;7,5387;-4,9614;-0,76;-0,8126;-0,1747;-0,0096
"espèce";-0,0044;-0,0717;-0,4148;0,9583;-1,5501;1,866;-0,2539;-0,0546;-0,003
"toute";-0,0107;-0,1722;-0,5598;2,6267;-2,6678;0,8763;-0,6094;-0,131;1,7824
"affaire";-0,0111;-0,1794;0,6806;1,4641;-1,4802;-0,2125;-0,6348;-0,1365;-0,0075
"chronique";-0,0151;-0,2439;0,9346;4,3149;-5,2716;-0,8075;-0,8634;-0,1856;-0,0102
"vigier";-0,0062;-0,1004;-1,3345;6,1756;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"ambre";-0,0231;-0,3731;28,83;-6,5067;-6,696;-1,2352;-1,3207;-0,284;-0,0157
"rick";-0,0058;-0,0933;-1,2392;-2,5395;6,7957;-0,3087;-0,3301;-0,071;-0,0039
"guerre";-0,0071;-0,1148;0,4088;0,2587;-0,3474;0,6817;-0,4062;-0,0873;-0,0048
"souvenir";-0,0071;-0,1148;-0,8326;-0,5929;-1,0039;7,5609;-0,4062;-0,0873;-0,0048
"demander";-0,0093;-0,1507;-0,4166;-1,1257;-0,2597;4,1431;-0,5332;0,6345;-0,0063
"parler";-0,0125;-0,2009;0,7668;1,715;-2,424;0,3533;-0,711;-0,1529;-0,0084
"fry";-0,0236;-0,3803;-5,054;12,4268;-6,8432;1,6645;-1,3461;-0,2894;-0,016
"penser";-0,0133;0,4081;-0,5718;1,384;-0,7986;0,6723;-0,7618;-0,1638;-0,009
"suivre";-0,0089;1,3777;1,5289;-0,429;-1,4516;0,54;-0,5078;-0,1092;-0,006
"superhéros";-0,0254;0,2146;-5,4356;-9,6158;13,4913;-1,354;2,8941;-0,3113;-0,0172
"évoquer";-0,0209;-0,3372;14,0467;-0,8485;-7,2882;-1,1164;-1,1936;-0,2566;-0,0142
"emploi";-0,0049;-0,0789;6,0997;-1,2885;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"tête";-0,0548;-0,1722;-7,154;-13,0727;14,3144;-1,4222;8,9483;-0,6721;-0,0371
"empêcher";-0,0049;0,7795;-0,2026;-1,2885;-0,5054;1,745;0,899;-0,06;-0,0033
"marcher";-0,0053;-0,0861;2,4474;-0,2615;-1,0715;-0,285;-0,3047;-0,0655;-0,0036
"possible";-0,0089;0,5508;-1,135;2,6537;-0,9715;-0,1477;-0,5078;-0,1092;-0,006
"hassaine";-0,0049;-0,0789;7,7611;-2,1488;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"théorie";-0,0071;0,634;-1,5252;5,5927;-2,4803;-0,38;-0,4062;-0,0873;-0,0048
"fou";-0,0085;1,4188;-1,8113;1,8127;-0,3249;-0,4512;-0,4824;-0,1037;-0,0057
"expérience";-0,0053;-0,0861;-0,245;1,5012;-0,5979;-0,285;-0,3047;-0,0655;-0,0036
"technologie";-0,0098;-0,1578;-0,4627;2,0879;-1,1686;0,4837;-0,5586;-0,1201;-0,0066
"observation";-0,0049;-0,0789;-0,4803;3,5429;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"sol";-0,0044;-0,0717;0,2109;0,5593;-1,5501;1,866;-0,2539;-0,0546;-0,003
"son";-0,1373;1,8681;-0,4849;0,6896;-5,0143;13,9229;-4,0478;0,2696;-0,093
"ligue";-0,0102;2,2162;-1,37;-3,3452;-1,8064;-0,5462;0,422;20,8302;-0,0069
"corps";-0,0111;-0,1794;-1,5298;0,8111;-0,4685;1,3832;0,3777;-0,1365;-0,0075
"minute";-0,0151;0,9718;-0,5024;-6,6432;8,422;-0,8075;-0,8634;-0,1856;-0,0102
"cette";-0,0427;-0,274;2,937;0,8026;-8,0571;1,8824;-0,2716;-0,1788;-0,0289
"solère";-0,0062;-0,1004;-1,3345;6,1756;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"égyptien";-0,0049;-0,0789;-1,0485;4,852;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"sommaire";-0,0071;-0,1148;6,6871;-1,4371;-2,4803;-0,38;-0,4062;0,7395;-0,0048
"nadia";-0,008;-0,1291;12,7017;-3,5165;-2,7904;-0,4275;-0,457;-0,0983;-0,0054
"daam";-0,008;-0,1291;12,7017;-3,5165;-2,7904;-0,4275;-0,457;-0,0983;-0,0054
"reportage";-0,0151;-0,2439;5,481;0,4794;-4,0787;-0,8075;-0,8634;-0,1856;-0,0102
"explorer";-0,0062;-0,1004;0,2669;2,0986;-1,3248;-0,3325;-0,3555;-0,0764;-0,0042
"convaincre";-0,0062;-0,1004;-1,3345;-0,4142;-0,2338;3,246;0,2527;-0,0764;-0,0042
"si";-0,0223;2,042;-0,9485;2,1149;-1,3982;-0,6065;-0,6665;0,8888;-0,0151
"sa";-0,0913;0,913;-0,7081;-0,6952;-1,8394;16,1485;-2,6096;-1,1208;-0,0618
"se";-0,1552;-0,7522;-5,7792;3,7641;-0,6131;5,3346;-2,3289;-0,4357;-0,1051
"extraterrestre";-0,2682;-0,6334;-37,0452;3,7319;11,5326;-1,8538;0,4082;-1,7118;-0,1815
"internet";-0,012;-0,1937;2,5185;0,615;-4,186;0,3718;-0,6856;0,5409;-0,0081
"million";-0,0098;-0,1578;0,5925;2,6353;-2,392;-0,5225;-0,5586;-0,1201;-0,0066
"city";-0,0739;-1,1923;-15,8452;-27,3209;31,7118;-3,9468;13,6079;-0,9073;-0,05
"2";-0,0205;-0,3301;8,954;0,2889;-5,816;-1,0926;-1,1682;-0,2512;-0,0139
"plein";-0,045;-0,2961;-4,6865;-8,1381;11,9701;-2,4001;5,4299;-0,5518;-0,0304
"tendance";-0,0049;-0,0789;0,4285;1,8135;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"sophie";-0,0062;-0,1004;0,2669;2,8142;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"aller";-0,0352;2,0126;1,2938;-1,1303;0,2888;-0,2305;-0,7776;-0,4315;-0,0238
"perdre";-0,0085;2,457;-0,3298;-1,3232;0,7391;-0,1356;-0,1512;-0,1037;-0,0057
"affirmer";-0,0102;-0,165;0,3143;2,9261;-3,5657;0,4583;-0,584;-0,1256;-0,0069
"semaine";-0,0125;-0,2009;2,9015;0,3594;-1,3259;-0,665;-0,711;-0,1529;-0,0084
"comédien";-0,0089;-0,1435;1,5289;1,586;-3,1006;-0,475;-0,5078;-0,1092;-0,006
"différent";-0,0067;0,6586;-0,7594;1,7911;-0,8978;0,2521;-0,3809;-0,0819;-0,0045
"extra_terrestre";-0,0187;3,221;-0,8585;-3,3969;0,7839;1,6406;1,0556;-0,2293;-0,0126
"inattendu";-0,0067;-0,1076;-1,4299;-2,9303;6,2851;-0,3562;-0,3809;0,7649;-0,0045
"monde";-0,1003;1,105;-7,513;-1,3328;4,9366;-1,7398;5,3116;-1,2304;-0,0679
"roger";-0,0445;-0,2917;-9,5397;-15,0536;23,2216;4,6884;-2,5408;-0,5463;-0,0301
"visiteur";-0,0116;-0,1865;-2,4787;3,8382;-4,0309;3,4925;-0,6602;-0,142;-0,0078
"naulleau";-0,0053;-0,0861;-1,1439;5,2932;-1,8602;-0,285;-0,3047;-0,0655;-0,0036
"lilia";-0,0049;-0,0789;7,7611;-2,1488;-1,7052;-0,2612;-0,2793;-0,06;-0,0033
"désert";-0,0125;1,1159;-2,6694;3,178;-0,4388;-0,665;-0,711;-0,1529;-0,0084
"humoriste";-0,0076;-0,122;4,185;-0,2386;-2,6354;-0,4037;-0,4316;-0,0928;-0,0051
"s";-0,098;2,9534;-0,9175;-0,3603;-2,3954;8,1453;-0,7126;0,2844;-0,0664
"seulement";-0,0044;1,9564;0,2109;-1,1286;0,8224;-0,2375;-0,2539;-0,0546;-0,003
"ceux";-0,0044;1,9564;-0,4148;0,2847;-0,1876;-0,2375;-0,2539;-0,0546;-0,003
"former";-0,0142;-0,2296;-1,4624;-3,9985;9,5534;-0,313;-0,8126;-0,1747;-0,0096
"situation";-0,0067;4,0726;-0,3881;-0,8271;0,5547;-0,3562;-0,3809;-0,0819;-0,0045
"perquisition";-0,0089;-0,1435;-1,9066;8,823;-3,1006;-0,475;-0,5078;-0,1092;-0,006
"twiste";-0,0125;-0,2009;-2,6694;-5,4706;-4,3411;-0,665;-0,711;53,503;-0,0084
"esprit";-0,0044;-0,0717;-0,9532;2,2116;-1,5501;0,3755;-0,2539;0,9277;-0,003
"succès";-0,0062;-0,1004;2,6642;0,4015;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"tomber";-0,0129;0,4195;-0,8269;0,4623;0,6388;0,3359;-0,7364;-0,1583;-0,0087
"vouloir";-0,02;0,2802;1,043;-1,1851;-0,421;2,0367;-0,5734;-0,2457;-0,0136
"laisser";-0,0218;0,2557;-2,7481;0,6873;1,7093;0,312;-1,2445;-0,2676;-0,0148
"époque";-0,0116;-0,1865;-1,0477;-0,6586;3,0684;-0,2262;-0,6602;-0,142;-0,0078
"intervenir";-0,0396;0,3672;-5,2003;-15,6861;15,346;-2,1147;6,304;-0,4862;-0,0268
"télé";-0,0085;-0,1363;5,2635;-0,9;-1,3366;-0,4512;-0,4824;-0,1037;-0,0057
"origine";-0,0191;0,2937;-2,2803;3,4493;-1,5094;-0,4876;1,0216;-0,2348;-0,013
"italie";-0,0058;0,7139;3,8331;-0,6051;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"plusieurs";-0,0111;-0,1794;-0,3613;2,3601;-1,045;-0,2125;-0,6348;-0,1365;-0,0075
"édition";-0,0178;-0,287;22,4009;-5,3755;-4,9429;-0,9501;-1,0158;-0,2184;-0,012
"répondre";-0,0169;0,3314;-1,3735;-1,8522;6,6619;-0,9025;-0,965;-0,2075;-0,0114
"présenter";-0,0271;0,1972;1,3605;0,3446;-5,9532;-0,8026;-1,5494;14,9909;-0,0184
"chaîne";-0,0067;-0,1076;4,9709;-0,5006;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"an";-0,0365;0,4095;0,4611;1,8799;-2,2616;0,8353;-2,0831;-0,1386;-0,0247
"au";0,6051;1,3864;2,8963;2,0039;-9,4654;1,3747;-4,0997;0,8631;1,7955
"spatial";-0,0089;-0,1435;1,5289;-1,4558;-0,6253;0,54;0,9938;-0,1092;-0,006
"écrivain";-0,012;-0,1937;-0,4411;1,5025;-0,2391;-0,6412;-0,6856;-0,1474;-0,0081
"terre";-0,0606;2,7246;-4,7965;3,164;-0,4741;0,3592;-0,961;-0,308;-0,041
"tv";-0,0062;-0,1004;0,9081;0,4015;-1,3248;-0,3325;-0,3555;1,8916;-0,0042
"criminalité";-0,0245;-0,3947;-5,2448;-10,7487;14,5742;-1,3065;3,0185;-0,3003;-0,0166
"projet";-0,0049;-0,0789;2,7467;-0,4066;-0,9478;-0,2612;-0,2793;-0,06;-0,0033
"retourner";-0,0044;-0,0717;0,2109;-0,6271;-0,4175;1,0183;0,9701;-0,0546;-0,003
"sans";-0,0187;2,3108;-0,2595;1,3307;-2,8236;-0,2134;0,3673;-0,2293;-0,0126
"animer";-0,0044;-0,0717;-0,4148;3,141;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"christophe";-0,024;-0,3875;-1,1443;14,9104;-8,3742;-1,2827;-1,3715;-0,2949;-0,0163
"espace";-0,0231;0,2392;3,3111;-5,646;1,143;-1,2352;0,7655;-0,284;-0,0157
"vie";-0,0539;-0,3889;2,5402;6,383;-10,4774;-0,961;-1,5344;-0,6611;-0,0365
"mort";1,789;-0,1148;0,4088;1,0864;-2,4803;0,6817;-0,4062;-0,0873;-0,0048
"teen";-0,0467;-0,7538;-8,5887;-20,5304;19,9754;-2,4952;9,8612;-0,5736;-0,0316
"tester";-0,0044;-0,0717;0,2109;2,2116;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"science";-0,0058;0,7139;3,8331;-1,0138;-1,1972;-0,3087;-0,3301;-0,071;-0,0039
"information";-0,0089;-0,1435;3,3083;-0,429;-3,1006;1,0589;-0,5078;-0,1092;-0,006
"notre";-0,0231;0,6789;-2,9864;3,3003;0,4128;-1,2352;-1,3207;-0,284;-0,0157
"débat";-0,0151;-0,2439;2,9823;1,8208;-5,2716;-0,8075;-0,8634;-0,1856;-0,0102
"signe";-0,0049;-0,0789;-0,2026;0,7692;-1,7052;1,745;-0,2793;-0,06;-0,0033
"visuel";-0,0138;-0,2224;-0,3884;7,1694;-4,8064;-0,7362;-0,7872;-0,1693;-0,0093
"boucherie";-0,0044;-0,0717;-0,9532;4,4109;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"personne";1,4295;0,3398;1,0167;0,8391;-1,3592;-0,3902;-0,9396;-0,202;-0,0111
"recette";-0,0062;-0,1004;-0,338;3,6869;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"comprendre";-0,0218;0,2557;-2,1197;4,4791;-3,6493;1,8392;-0,3296;-0,2676;-0,0148
"jusqu_à";-0,0053;-0,0861;-0,5478;0,3445;-0,308;1,6373;-0,3047;-0,0655;-0,0036
"jeu";-0,0102;0,5002;2,0958;-0,6654;-0,5716;-0,5462;-0,584;0,6002;-0,0069
"avec";2,7293;-2,6795;-0,7752;0,4299;-0,5498;-0,7312;4,1722;-0,4091;-0,1536
"contre";-0,0436;-0,2828;-3,8588;-4,9296;6,6883;1,8199;1,2867;-0,5354;-0,0295
"diffusion";-0,0049;-0,0789;1,966;-0,4066;-0,9478;0,3449;-0,2793;-0,06;-0,0033
"dernier";-0,0227;-0,366;1,4889;2,3063;-3,8918;0,2886;-1,2953;-0,2785;-0,0154
"leçon";-0,0062;-0,1004;3,4698;-0,4142;-1,3248;-0,3325;-0,3555;-0,0764;-0,0042
"grandir";-0,0383;-0,6173;-6,858;-11,427;14,9751;-2,0434;6,5498;-0,4698;-0,0259
"plan";-0,0116;0,457;-0,4004;0,3196;-1,5878;3,4925;-0,251;-0,142;-0,0078
"toujours";-0,0174;0,8736;-0,3127;0,8825;-2,4827;3,051;-0,9904;-0,2129;-0,0117
"ahmed";-0,0044;-0,0717;7,0554;-1,9534;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"secte";-0,0067;-0,1076;1,2418;-2,9303;1,8157;-0,3562;-0,3809;-0,0819;-0,0045
"croire";-0,0125;-0,2009;-1,1828;2,63;-1,8077;1,2281;-0,711;0,5277;-0,0084
"ses";-0,1816;-1,4373;-19,5029;-12,3178;22,9531;-0,3015;12,7433;-0,9376;0,6081
"notamment";-0,0049;-0,0789;2,7467;-0,4066;-0,9478;-0,2612;-0,2793;-0,06;-0,0033
"europe";-0,0067;-0,1076;2,4152;0,5555;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"incident";-0,0387;-0,2352;-8,2986;-9,7155;31,7889;-2,0672;-1,4147;-0,4752;-0,0262
"recherche";-0,0263;-0,4234;6,4314;-1,5445;-3,0389;1,0322;-0,2464;-0,3222;-0,0178
"garçon";-0,0102;1,2672;-0,5105;0,3346;0,2512;0,4583;-0,584;-0,1256;-0,0069
"environnement";-0,0138;0,3971;-2,9555;7,1694;-2,8066;-0,7362;0,2741;-0,1693;-0,0093
"robin";-0,0717;-1,1563;-15,3672;-29,53;34,0142;-3,8278;11,9345;-0,8799;-0,0485
"vol";-0,0044;-0,0717;-0,4148;-1,1286;-0,8267;6,9036;-0,2539;-0,0546;-0,003
"belhousse";-0,0067;-0,1076;10,5841;-2,9303;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"35";-0,008;-0,1291;6,7447;-0,793;-2,7904;-0,4275;-0,457;-0,0983;-0,0054
"consacrer";-0,0098;-0,1578;2,2603;1,2152;-3,4107;-0,5225;-0,5586;-0,1201;-0,0066
"témoin";-0,0116;-0,1865;-1,0477;6,2679;-4,0309;0,3914;-0,6602;-0,142;-0,0078
"mystère";-0,0076;0,6111;-1,6206;1,7984;-1,7166;0,6419;0,6004;-0,0928;-0,0051
"kelly";-0,0053;-0,0861;-1,1439;5,2932;-1,8602;-0,285;-0,3047;-0,0655;-0,0036
"hôpital";-0,0044;-0,0717;-0,4148;-0,6271;-0,4175;4,0681;-0,2539;-0,0546;-0,003
"retrouver";-0,0289;-0,4665;-3,301;1,1964;-0,8605;7,4693;-1,651;-0,355;-0,0196
"couple";-0,0089;-0,1435;0,2399;-2,8151;-3,1006;-0,475;-0,5078;24,4433;-0,006
"victime";-0,0067;-0,1076;0,2285;0,3227;0,5547;-0,3562;-0,3809;-0,0819;-0,0045
"d";-0,2507;0,2952;-4,7211;-1,0517;4,572;-1,2962;5,1584;-3,0765;-0,1342
"personnalité";-0,0049;-0,0789;-0,2026;0,4389;0,3656;-0,2612;-0,2793;-0,06;-0,0033
"alexandre";-0,008;-0,1291;-1,7159;5,2348;-2,7904;0,6053;-0,457;-0,0983;-0,0054
"frère";-0,0076;-0,122;2,0011;-0,6905;-0,411;0,218;-0,4316;-0,0928;-0,0051
"t";-0,0125;-0,2009;-0,771;1,3422;-0,9492;0,733;0,3211;-0,1529;-0,0084
"directeur";-0,0098;0,5161;9,1956;-1,7292;-3,4107;-0,5225;-0,5586;-0,1201;-0,0066
"millénaire";-0,02;-0,3229;-4,2908;17,9533;-5,67;-1,0689;-1,1428;-0,2457;-0,0136
"bientôt";-0,0049;-0,0789;-1,0485;-0,4066;-0,5054;0,9463;2,6057;-0,06;-0,0033
"ailleurs";-0,008;-0,1291;0,5645;0,509;-1,8498;0,2032;0,5647;0,6936;-0,0054
"meilleur";-0,0067;-0,1076;-0,3881;1,7911;-0,8978;-0,3562;0,2336;-0,0819;-0,0045
"un";-0,5398;0,5972;-11,6099;10,2805;-1,8512;0,3332;0,3659;2,5417;-0,3654
"tard";-0,0053;-0,0861;-1,1439;0,3445;-0,5979;3,6098;-0,3047;-0,0655;-0,0036
"menace";-0,0058;-0,0933;-0,2903;-0,3343;-1,1972;1,5405;1,4676;-0,071;-0,0039
"coda";-0,0076;1,5089;-1,6206;-3,3211;5,9945;-0,4037;-0,4316;-0,0928;-0,0051
"tirailleur";-0,0044;-0,0717;7,0554;-1,9534;-1,5501;-0,2375;-0,2539;-0,0546;-0,003
"astronaute";-0,0182;0,308;-0,3713;7,2596;-5,0879;-0,9738;-1,0412;-0,2239;-0,0123
"pouvoir";-0,1266;-0,5024;-4,9631;1,1202;1,5993;-3,8427;3,7231;-0,8902;-0,0857
"découverte";-0,0151;0,3668;-0,764;0,8909;-3,1963;4,279;0,2347;-0,1856;-0,0102
"millier";-0,0071;-0,1148;-0,4403;3,5184;-1,5847;-0,38;-0,4062;-0,0873;-0,0048
"continuer";-0,008;-0,1291;0,3131;2,0741;-2,7904;0,6053;-0,457;-0,0983;-0,0054
"garder";-0,0044;-0,0717;0,504;-0,6271;-0,1876;1,0183;-0,2539;-0,0546;-0,003
"apparence";-0,0049;0,7795;-0,4803;-0,7509;-0,2448;1,745;0,3239;-0,06;-0,0033
"les";-0,264;1,2568;-2,3931;1,5348;0,2996;-0,5594;-0,3603;0,7356;-0,1417
"beaucoup";-0,0085;-0,1363;0,8105;2,3596;-2,9455;-0,4512;-0,4824;-0,1037;-0,0057
"marc";-0,0067;-0,1076;3,1555;0,3227;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"on";-0,0343;-0,5526;0,9598;3,8324;-4,4291;-0,6653;-1,956;1,1419;-0,0232
"laëtitia";-0,0067;-0,1076;-1,4299;6,6168;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"devant";-0,0044;-0,0717;0,2109;-0,318;-0,4175;1,0183;-0,2539;0,9277;-0,003
"pour";-0,2354;0,4393;0,7009;-1,2517;0,387;-0,6022;1,5709;-0,2902;-0,1593
"animal";-0,0102;-0,165;-0,8523;2,9261;-0,5716;-0,5462;-0,584;-0,1256;-0,0069
"pyramide";-0,0062;-0,1004;-1,3345;6,1756;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"robot";-0,0165;-0,2655;-2,524;8,4343;-2,2605;-0,3902;-0,9396;-0,202;-0,0111
"comme";-0,0632;-0,2304;-5,7836;-2,6684;5,9511;-0,6427;3,3455;0,5819;-0,0428
"temps";-0,012;-0,1937;-0,7163;2,3719;-1,697;0,7658;-0,2663;-0,1474;-0,0081
"oeil";-0,0058;-0,0933;0,3121;-0,3343;-0,3766;1,5405;-0,3301;-0,071;-0,0039
"david";-0,0133;-0,2152;3,7126;0,3993;-2,0334;-0,7125;-0,7618;-0,1638;-0,009
"façon";-0,0044;0,8174;1,5104;-0,6271;-0,8267;-0,2375;-0,2539;0,9277;-0,003
"envoyer";-0,0071;0,634;0,4088;-0,9453;0,4676;0,2343;-0,4062;0,7395;-0,0048
"voyage";-0,0125;-0,2009;1,4487;0,5338;-4,3411;0,3533;1,1446;-0,1529;-0,0084
"06";-0,0053;-0,0861;5,407;-0,88;-1,8602;-0,285;-0,3047;-0,0655;-0,0036
"chien";-0,0076;-0,122;-0,4945;-1,5842;3,1815;-0,4037;-0,4316;0,7158;-0,0051
"face";-0,0085;0,5696;-0,3298;0,6623;-0,8767;-0,4512;0,5317;0,6727;-0,0057
"rouge";-0,0049;0,7795;-0,2026;0,4389;-0,2448;-0,2612;-0,2793;-0,06;-0,0033
"montrer";-0,0067;-0,1076;-0,3881;1,2813;-0,5281;0,2521;-0,3809;-0,0819;-0,0045
"lala";-0,0062;-0,1004;-1,3345;-2,7349;-2,1703;-0,3325;-0,3555;26,6975;-0,0042
"tenter";-0,0445;-0,7179;-8,1317;7,8128;-0,9479;-0,2531;0,2969;-0,5463;-0,0301
"attaquer";-0,0044;-0,0717;-0,9532;0,9583;0,4549;-0,2375;-0,2539;-0,0546;-0,003
"télévision";-0,0062;-0,1004;2,6642;-0,4142;-2,1703;-0,3325;0,728;-0,0764;-0,0042
"quitter";-0,0454;0,3014;-4,1391;-9,708;11,0732;-1,0611;5,364;-0,5572;-0,0307
"astrobiologiste";-0,0067;-0,1076;10,5841;-2,9303;-2,3253;-0,3562;-0,3809;-0,0819;-0,0045
"inviter";-0,0245;-0,3947;19,8264;-2,1457;-8,5293;-1,3065;-1,3969;0,3017;-0,0166
"ce";0,7754;0,4718;0,396;6,1521;-7,2784;0,6092;-2,1091;-0,2128;-0,054
"seuil";-0,0062;-0,1004;9,8783;-2,7349;-2,1703;-0,3325;-0,3555;-0,0764;-0,0042
"après";-0,0793;-1,2786;-5,9941;0,5794;2,7166;-0,7971;2,2042;-0,973;-0,0537
"ados";-0,0369;-0,5957;-5,5608;-16,2252;16,2253;-1,9721;6,8083;-0,4534;-0,025
"éléphant";-0,012;-0,1937;-2,5741;-5,2751;14,1172;-0,6412;-0,6856;-0,1474;-0,0081
"site";-0,0156;-0,2511;0,4162;2,031;-5,4267;2,6652;-0,8888;-0,1911;-0,0105
"paul";-0,0294;-0,4737;20,7748;-2,555;-8,7687;-0,2748;-1,6764;-0,3605;-0,0199
"politique";-0,0147;-0,2368;11,2288;-0,9861;-5,1165;-0,7838;-0,838;-0,1802;-0,0099
"crise";-0,0058;-0,0933;4,8555;-1,0138;-2,0152;0,2935;-0,3301;-0,071;-0,0039
"manège";-0,0049;-0,0789;-0,2026;0,7692;-0,2448;-0,2612;-0,2793;-0,06;-0,0033
"imedia";0,3569;-2,3154;-24,2379;0,8721;13,3254;-3,1502;0,4199;1,9081;0,489
"hier";-0,0058;-0,0933;9,1725;-2,5395;-2,0152;-0,3087;-0,3301;-0,071;-0,0039
"alliance";-0,0076;-0,122;-0,4945;4,843;-2,6354;-0,4037;-0,4316;-0,0928;-0,0051
"catherine";-0,0111;-0,1794;-0,9816;5,0129;-3,8759;0,8374;-0,6348;-0,1365;-0,0075
"lune";-0,0058;-0,0933;0,6132;-0,3343;-2,0152;-0,3087;2,3096;0,8217;-0,0039
"nommer";-0,0044;-0,0717;0,2109;0,2847;-0,1876;0,3755;-0,2539;-0,0546;-0,003
"milieu";-0,0053;-0,0861;-0,5478;0,3445;-0,308;0,8821;-0,3047;0,8538;-0,0036
"participer";-0,0053;-0,0861;0,3653;-0,5026;0,2942;0,8821;-0,3047;-0,0655;-0,0036
"seul";-0,0125;0,4314;-0,4832;1,0226;-0,6584;0,3533;-0,2818;-0,1529;-0,0084
"survivre";-0,0076;-0,122;-1,6206;-1,5842;5,9945;-0,4037;-0,4316;-0,0928;-0,0051
"tamaran";-0,0361;-0,5814;-7,7259;-15,834;17,1324;-1,9245;6,9882;-0,4424;-0,0244
"mauvais";-0,0071;-0,1148;2,1959;0,2587;-1,0039;-0,38;-0,4062;-0,0873;-0,0048
"chez";-0,0169;-0,2726;3,3959;-0,3272;-2,3711;0,4824;-0,4479;-0,2075;-0,0114
"chef";-0,0085;-0,1363;2,8543;0,424;-1,984;-0,4512;-0,4824;-0,1037;-0,0057
"hors";-0,0138;0,3971;-2,0204;-6,0569;10,2117;-0,298;-0,7872;0,4911;-0,0093
"communauté";-0,0067;-0,1076;0,8049;1,2813;-1,454;-0,3562;-0,3809;-0,0819;-0,0045
"servir";-0,0174;-0,2798;-3,7185;-1,5718;9,6107;-0,9263;-0,9904;-0,2129;-0,0117
"appeler";-0,0067;0,6586;0,4675;0,3227;-2,3253;2,1673;-0,3809;-0,0819;-0,0045
"falloir";-0,0116;3,0953;-1,0477;0,4891;0,2674;-0,2262;-0,6602;-0,142;-0,0078
"soucoupe";-0,008;0,5897;-1,7159;-0,793;3,5685;-0,4275;-0,457;-0,0983;-0,0054
