"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"oeuf";-0,254;-0,215;-0,459;59,7;-0,246;-0,272;-0,352;1,479;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"occasion";1,843;-0,258;-0,551;-0,316;11,144;9,832;-0,423;1,004;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"observer";-0,357;-0,302;-0,644;-0,369;1,466;-0,381;0,685;-0,494;-0,469;28,064;12,838;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"nommer";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;46,638;-0,207;-0,185;-0,294;-0,375;-0,362;3,126;-0,436;-0,33;-0,181
"new";2,52;3,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;3,956;-0,294;-0,375;-0,362;3,126;-0,436;-0,33;-0,181
"musée";-0,203;-0,172;1,444;17,186;-0,196;-0,217;-0,282;-0,282;-0,267;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"militant";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;5,378;-0,235;2,018;-0,289;4,329;-0,348;-0,264;-0,145
"michaël";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;83,691;-0,264;-0,523;-0,396;-0,217
"maudit";-0,305;-0,258;0,539;-0,316;-0,295;-0,327;1,004;1,004;7,555;2,567;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"liste";-0,203;4,442;1,444;-0,21;-0,196;-0,217;2,225;-0,282;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"laurence";1,843;2,411;-0,551;1,74;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;1,429;-0,451;0,952;-0,264;-0,523;-0,396;-0,217
"journée";-0,305;-0,258;-0,551;1,74;-0,295;1,644;-0,423;-0,423;-0,402;-0,248;-0,222;1,429;17,256;-0,434;-0,264;-0,523;-0,396;-0,217
"janvier";68,04;-0,302;-0,644;-0,369;-0,344;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;0,584;0,643;-0,308;-0,611;-0,463;-0,254
"horizon";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;1,429;-0,451;56,456;-0,264;-0,523;-0,396;-0,217
"h";1,374;-0,302;0,32;-0,369;-0,344;1,208;0,685;-0,494;-0,469;-0,29;2,361;1,031;0,584;-0,507;-0,308;-0,611;-0,463;-0,254
"gérard";1,843;-0,258;0,539;-0,316;52,122;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"glace";-0,254;3,215;0,883;-0,263;-0,246;12,516;-0,352;1,479;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"exercice";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;53,67;-0,289;-0,175;-0,348;-0,264;-0,145
"eugène";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;137,861;-0,523;-0,396;-0,217
"enlèvement";68,04;-0,302;-0,644;-0,369;-0,344;1,208;-0,494;-0,494;-0,469;-0,29;2,361;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"emmener";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;1,004;1,004;-0,402;2,567;-0,222;22,803;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"défense";-0,254;-0,215;-0,459;2,393;-0,246;-0,272;-0,352;1,479;24,774;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"don";-0,203;-0,172;1,444;-0,21;-0,196;3,248;-0,282;-0,282;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;5,536
"domaine";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;1,479;24,774;-0,207;-0,185;-0,294;-0,375;1,413;-0,22;-0,436;-0,33;-0,181
"disparition";-0,357;-0,302;0,32;-0,369;-0,344;-0,381;-0,494;48,311;0,777;-0,29;-0,26;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"cuisine";-0,305;-0,258;-0,551;48,477;-0,295;1,644;-0,423;-0,423;-0,402;-0,248;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"crise";2,52;16,404;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;11,408;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"contacter";-0,357;-0,302;-0,644;1,288;1,466;-0,381;-0,494;-0,494;-0,469;-0,29;58,913;-0,412;-0,526;-0,507;1,787;-0,611;-0,463;-0,254
"compte";-0,203;-0,172;-0,367;-0,21;-0,196;3,248;-0,282;2,225;2,411;-0,165;-0,148;-0,235;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"civil";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cinéma";80,966;-0,258;-0,551;-0,316;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"christelle";-0,357;-0,302;-0,644;-0,369;1,466;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;67,455;-0,507;-0,308;-0,611;-0,463;-0,254
"chambre";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;-0,282;-0,267;-0,165;25,228;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"carburant";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;57,145;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"bourret";1,843;-0,258;-0,551;10,241;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;8,913;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"ballestrero";-0,357;-0,302;-0,644;-0,369;1,466;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;67,455;-0,507;-0,308;-0,611;-0,463;-0,254
"aubry";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;0,584;-0,507;116,543;-0,611;-0,463;-0,254
"atterrir";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;12,35;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"atr";-0,305;-0,258;-0,551;1,74;1,953;-0,327;1,004;-0,423;-0,402;-0,248;15,58;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"artificiel";-0,305;-0,258;-0,551;-0,316;-0,295;1,644;-0,423;18,555;-0,402;-0,248;-0,222;-0,353;6,48;-0,434;-0,264;-0,523;-0,396;-0,217
"arrêter";-0,254;-0,215;-0,459;2,393;-0,246;-0,272;-0,352;1,479;1,622;3,405;-0,185;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"argent";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;80,632;-0,434;-0,264;-0,523;-0,396;-0,217
"apparence";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;35,525;1,118;2,567;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"apercevoir";1,843;-0,258;-0,551;-0,316;1,953;-0,327;-0,423;1,004;19,712;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"andré";1,374;-0,302;21,802;-0,369;-0,344;-0,381;-0,494;0,685;0,777;-0,29;-0,26;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"accueillir";8,65;26,81;-0,644;-0,369;-0,344;1,208;-0,494;-0,494;-0,469;-0,29;2,361;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"accepter";-0,305;-0,258;-0,551;10,241;-0,295;-0,327;1,004;-0,423;-0,402;-0,248;-0,222;1,429;0,878;0,952;-0,264;-0,523;-0,396;-0,217
"éviter";-0,203;-0,172;-0,367;3,399;-0,196;-0,217;-0,282;2,225;2,411;-0,165;5,378;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"élève";-0,254;3,215;-0,459;-0,263;2,655;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;21,821;-0,362;-0,22;-0,436;-0,33;-0,181
"zerbi";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;137,861;-0,523;-0,396;-0,217
"zeitoun";-0,254;-0,215;-0,459;2,393;64,073;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"végan";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;137,861;-0,523;-0,396;-0,217
"vraiment";1,843;13,061;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;3,02;-0,353;6,48;-0,434;-0,264;-0,523;-0,396;-0,217
"vieux";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;71,487;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"valérie";-0,254;3,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;3,956;2,01;-0,375;1,413;-0,22;-0,436;-0,33;-0,181
"traiter";-0,305;32,207;-0,551;-0,316;-0,295;-0,327;-0,423;7,048;-0,402;-0,248;-0,222;-0,353;-0,451;0,952;-0,264;-0,523;-0,396;-0,217
"tradition";-0,305;-0,258;-0,551;-0,316;-0,295;1,644;35,525;-0,423;1,118;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"tour";2,52;-0,215;-0,459;-0,263;-0,246;2,275;1,479;-0,352;1,622;-0,207;-0,185;2,01;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"top";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;1,118;2,567;-0,222;-0,353;33,207;-0,434;-0,264;-0,523;-0,396;-0,217
"thouanel";-0,305;-0,258;-0,551;10,241;11,144;-0,327;-0,423;-0,423;-0,402;-0,248;15,58;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"tester";-0,254;39,78;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;-0,185;2,01;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"tenir";-0,203;-0,172;-0,367;3,399;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;2,909;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"surprise";-0,305;-0,258;0,539;-0,316;-0,295;-0,327;-0,423;1,004;1,118;-0,248;-0,222;1,429;-0,451;0,952;2,338;-0,523;-0,396;-0,217
"succès";10,678;13,061;0,539;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"stéphane";-0,203;-0,172;-0,367;3,399;18,548;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"spirou";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;2,225;-0,267;-0,165;-0,148;15,178;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"solaire";-0,254;-0,215;17,423;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;17,182;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"soeur";-0,305;-0,258;-0,551;1,74;-0,295;-0,327;-0,423;-0,423;1,118;-0,248;-0,222;22,803;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"show";-0,254;-0,215;-0,459;2,393;2,655;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;2,01;8,468;-0,362;-0,22;-0,436;-0,33;-0,181
"savant";-0,305;-0,258;0,539;-0,316;-0,295;-0,327;7,048;1,004;7,555;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"satellite";-0,254;-0,215;6,538;-0,263;-0,246;2,275;-0,352;9,155;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"sang";2,52;-0,215;0,883;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;3,956;-0,294;8,468;-0,362;-0,22;-0,436;-0,33;-0,181
"saint";61,815;-0,215;-0,459;2,393;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"région";-0,152;-0,129;-0,275;5,108;5,559;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"réel";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;1,004;7,048;1,118;-0,248;-0,222;8,913;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"réalisateur";-0,305;2,411;-0,551;-0,316;-0,295;1,644;-0,423;-0,423;-0,402;-0,248;-0,222;43,101;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"réagir";-0,305;-0,258;4,89;-0,316;-0,295;-0,327;-0,423;1,004;-0,402;-0,248;-0,222;-0,353;-0,451;18,017;-0,264;-0,523;-0,396;-0,217
"roi";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;9,155;1,479;1,622;-0,207;-0,185;2,01;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"responsable";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;34,91;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"remplacer";1,843;-0,258;0,539;-0,316;-0,295;-0,327;-0,423;7,048;1,118;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;3,123
"remonter";-0,203;-0,172;-0,367;-0,21;-0,196;16,568;2,225;-0,282;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"recueillir";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;61,187;-0,248;3,02;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"présent";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;7,048;1,004;1,118;13,708;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"projet";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;61,187;-0,248;-0,222;-0,353;-0,451;0,952;-0,264;-0,523;-0,396;-0,217
"produire";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;23,382;-0,352;1,622;-0,207;-0,185;-0,294;-0,375;1,413;-0,22;-0,436;-0,33;-0,181
"pratiquer";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;34,91;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"populaire";2,52;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;3,956;28,488;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"pen";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;11,408;1,319;8,871;-0,22;-0,436;-0,33;-0,181
"parcours";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;5,378;-0,235;11,486;2,139;-0,175;-0,348;-0,264;-0,145
"ouvrier";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;137,861;-0,523;-0,396;-0,217
"nde";-0,305;-0,258;0,539;-0,316;-0,295;-0,327;-0,423;-0,423;1,118;-0,248;69,986;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"médium";-0,305;-0,258;0,539;1,74;-0,295;-0,327;-0,423;1,004;-0,402;-0,248;3,02;-0,353;6,48;-0,434;-0,264;-0,523;-0,396;-0,217
"musique";-0,254;3,215;-0,459;32,112;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;2,01;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"monstre";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;13,121;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;5,536
"mondial";2,52;-0,215;-0,459;-0,263;2,655;12,516;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"modifier";-0,305;-0,258;0,539;-0,316;-0,295;-0,327;18,555;-0,423;1,118;2,567;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"ministère";2,52;-0,215;-0,459;2,393;-0,246;-0,272;-0,352;-0,352;9,769;-0,207;-0,185;-0,294;-0,375;-0,362;3,126;-0,436;-0,33;-0,181
"milieu";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;1,479;-0,334;-0,207;-0,185;11,408;1,319;1,413;-0,22;-0,436;-0,33;-0,181
"menace";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;7,048;7,048;7,555;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"mathématique";-0,203;-0,172;-0,367;3,399;3,732;-0,217;-0,282;-0,282;-0,267;4,682;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"manon";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;1,004;-0,402;-0,248;-0,222;-0,353;-0,451;56,456;-0,264;-0,523;-0,396;-0,217
"lumière";-0,203;-0,172;-0,367;3,399;-0,196;-0,217;-0,282;-0,282;2,411;22,412;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"louis";1,843;-0,258;-0,551;-0,316;11,144;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;8,913;-0,451;0,952;-0,264;-0,523;-0,396;-0,217
"levallois";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;83,691;-0,264;-0,523;-0,396;-0,217
"leboeuf";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;137,861;-0,523;-0,396;-0,217
"julia";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;7,048;-0,402;-0,248;69,986;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"islamique";1,843;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;56,456;-0,264;-0,523;-0,396;-0,217
"installer";13,535;3,215;-0,459;-0,263;-0,246;-0,272;1,479;-0,352;-0,334;-0,207;-0,185;2,01;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"inspirer";-0,305;-0,258;-0,551;-0,316;1,953;9,832;1,004;-0,423;-0,402;2,567;3,02;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"inexplicable";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;121,982;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"indiquer";-0,254;-0,215;17,423;-0,263;-0,246;2,275;1,479;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"inde";-0,305;-0,258;0,539;1,74;-0,295;1,644;7,048;-0,423;-0,402;-0,248;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"imaginer";2,52;-0,215;6,538;-0,263;-0,246;-0,272;1,479;-0,352;-0,334;-0,207;-0,185;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"hypothèse";-0,254;-0,215;6,538;13,009;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"homosexuel";1,843;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;33,207;0,952;-0,264;-0,523;-0,396;-0,217
"habitant";13,535;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;1,479;1,622;3,405;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"futur";-0,305;-0,258;-0,551;1,74;-0,295;-0,327;1,004;1,004;1,118;-0,248;-0,222;1,429;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"fred";5,326;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"fr";1,843;13,061;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;31,517;-0,523;-0,396;-0,217
"fondation";-0,305;-0,258;-0,551;1,74;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;56,456;-0,264;-0,523;-0,396;-0,217
"fondateur";3,56;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;15,178;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"fameux";1,843;-0,258;-0,551;1,74;-0,295;-0,327;-0,423;1,004;1,118;-0,248;-0,222;-0,353;6,48;-0,434;-0,264;-0,523;-0,396;-0,217
"exposer";26,81;-0,258;0,539;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;2,567;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"euro";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;3,232;3,398;-0,131;-0,261;-0,198;-0,108
"espèce";1,843;-0,258;4,89;-0,316;-0,295;-0,327;7,048;1,004;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"entendre";-0,305;-0,258;-0,551;1,74;1,953;1,644;1,004;1,004;-0,402;-0,248;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"enfance";-0,254;-0,215;0,883;2,393;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;-0,185;11,408;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"eau";-0,203;4,442;9,054;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"détruire";-0,254;3,215;-0,459;-0,263;-0,246;-0,272;-0,352;23,382;1,622;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"droit";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;6,838;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"dominique";-0,203;-0,172;-0,367;-0,21;18,548;-0,217;2,225;-0,282;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"célèbre";1,843;2,411;-0,551;-0,316;-0,295;-0,327;1,004;-0,423;1,118;-0,248;-0,222;1,429;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"couple";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;67,14;-0,362;-0,22;-0,436;-0,33;-0,181
"coup";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;-0,185;53,251;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"coronavirus";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;83,691;-0,264;-0,523;-0,396;-0,217
"contenir";1,843;-0,258;-0,551;-0,316;-0,295;9,832;7,048;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;0,952;-0,264;-0,523;-0,396;-0,217
"conséquence";-0,254;-0,215;-0,459;2,393;2,655;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;21,821;-0,362;-0,22;-0,436;-0,33;-0,181
"code";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;71,487;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"coach";1,843;-0,258;-0,551;-0,316;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;33,207;-0,434;-0,264;-0,523;-0,396;-0,217
"château";80,966;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;1,118;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"choix";-0,254;-0,215;-0,459;-0,263;2,655;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;41,379;-0,362;-0,22;-0,436;-0,33;-0,181
"chemin";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;12,35;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"chat";17,845;4,442;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"caville";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;-0,451;83,691;-0,264;-0,523;-0,396;-0,217
"capacité";-0,254;-0,215;0,883;-0,263;-0,246;-0,272;23,382;-0,352;1,622;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"canular";-0,305;59,851;-0,551;-0,316;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;3,02;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"bois";10,678;-0,258;-0,551;1,74;-0,295;-0,327;-0,423;7,048;-0,402;-0,248;-0,222;1,429;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"bermudes";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;60,241;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"bender";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;5,536
"beaugé";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;69,687;-0,22;-0,436;-0,33;-0,181
"ballon";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;1,479;9,769;3,405;-0,185;-0,294;-0,375;1,413;-0,22;-0,436;-0,33;-0,181
