"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"*notice_1131352113";0,75;0,001;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,017;0,704;0,767;0,677;0,717;0,788
"*duree_00063700";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0;0,788
"*duree_00112600";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1075020011";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1075020012";0,75;0,769;0,669;0,746;0,754;0,004;0,013;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1278024012";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencehomme_122";0,507;0,49;0,239;0,446;0,461;0,438;0,377;0;0,39;0,015;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*notice_75677002";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*annéededatediffusion_2019";0,015;0,083;0,004;0,004;0,005;0,003;0,008;0,022;0,282;0,034;0,015;0,056;0,002;0,001;0;0;0;0,016
"*genregroupe_Longmétrage";0,652;0,678;0,003;0,647;0,658;0,641;0,596;0,596;0,121;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"*annéededatediffusion_2013";0,55;0,583;0,422;0,544;0,557;0,272;0,408;0,018;0,014;0,159;0,61;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"*annéededatediffusion_2012";0,128;0,057;0,318;0,117;0,139;0,033;0,135;0,931;0,975;0,942;0,611;0,749;0,495;0,014;0,055;0,007;0,019;0
"*duree_00470200";0,498;0,533;0,363;0,491;0,505;0,415;0,057;0,425;0;0,005;0,563;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"*annéededatediffusion_2010";0;0,687;0,206;0,375;0,566;0,151;0,289;0;0,244;0,645;0,538;0,135;0,707;0,098;0,197;0,069;0,114;0,241
"*duree_00464900";0,696;0,72;0,6;0,691;0,701;0;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*annéededatediffusion_2016";0,633;0,828;0,322;0,667;0,22;0,65;0,47;0,129;0,017;0,86;0,054;0,784;0,507;0,137;0,246;0,102;0,514;0,293
"*annéededatediffusion_2015";0,246;0,945;0,399;0,12;0,254;0,23;0,572;0;0,758;0,296;0,322;0,704;0,013;0,167;0,281;0,129;0,187;0,328
"*notice_4268111001";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*notice_1056039067";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1056039066";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_5681413001";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_527261072";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencehomme_14";0,372;0,167;0,004;0,07;0,09;0,006;0,006;0,114;0,064;0,017;0,082;0,638;0;0,032;0;0,001;0,003;0,026
"*notice_4352564001";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_5918167001";0,523;0;0,673;0,516;0,006;0,509;0,452;0,452;0,464;0,565;0,586;0,016;0,438;0,446;0,553;0,403;0,467;0,59
"*duree_01060400";0,614;0,643;0,498;0,608;0;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"*duree_00063200";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0;0,742
"*duree_00531700";0,75;0,769;0,034;0,746;0,754;0,742;0,013;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audience_101";0,928;0,252;0,875;0,481;0,092;0,141;0,093;0,714;0,085;0,04;0,022;0,19;0,854;0,089;0,185;0,062;0,104;0,229
"*notice_3631215001";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,072;0,065;0,717;0,609;0,657;0,742
"*notice_5012822001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_01";0,498;0,533;0,767;0,491;0,357;0,483;0,58;0,58;0,545;0,541;0,563;0;0,623;0,419;0,529;0,375;0,44;0,568
"*partdemarche_03";0,415;0,453;0,273;0,407;0,423;0,399;0,197;0,337;0,35;0,462;0,486;0,38;0,322;0,331;0,449;0;0,353;0,491
"*partdemarche_02";0,58;0,611;0;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*partdemarche_05";0,276;0,954;0,143;0,888;0,284;0,26;0,665;0,034;0,704;0,326;0,353;0,241;0,741;0,194;0,311;0;0,714;0,358
"*partdemarche_04";0,38;0,42;0,486;0,372;0,389;0,009;0,302;0,287;0,315;0,429;0,454;0,346;0,287;0,296;0,415;0;0,318;0,46
"*duree_01481700";0,415;0,453;0,928;0;0,603;0,399;0,337;0,869;0,828;0,462;0;0,38;0,917;0,331;0,449;0,286;0,353;0,491
"*partdemarche_06";0,237;0,277;0,112;0,229;0,245;0,589;0,858;0,334;0,063;0,287;0,313;0,204;0,151;0,159;0,272;0;0,178;0,319
"*partdemarche_09";0,718;0,43;0,708;0,095;0,35;0,005;0,035;0,842;0,06;0,145;0,53;0,461;0,415;0,05;0,127;0,123;0,931;0,166
"*partdemarche_08";0,153;0,745;0,875;0,966;0,161;0;0;0,093;0,335;0,651;0,223;0,125;0,083;0,089;0,185;0,003;0,687;0,229
"*annéededatediffusion_2017";0,422;0;0,35;0,048;0,49;0,381;0,944;0,49;0,268;0,56;0,719;0,085;0,242;0,07;0,158;0,047;0,083;0,2
"*duree_00462900";0,696;0,72;0,6;0,691;0,701;0;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_01063900";0,397;0,436;0;0,389;0,405;0,381;0,24;0,93;0,332;0,538;0,466;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*audience_06";0,276;0,316;0,481;0,268;0,284;0,862;0,205;0,205;0,002;0,922;0,353;0,241;0,186;0,194;0,311;0,154;0,215;0
"*audiencehomme_142";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audience_04";0,017;0,028;0,399;0,135;0,019;0,002;0;0,243;0,834;0,321;0,041;0,093;0,004;0,004;0,026;0,909;0;0
"*duree_00465600";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audience_02";0,141;0,941;0,15;0,04;0,047;0,959;0,637;0,055;0,27;0,998;0,277;0,915;0,046;0,016;0,06;0,086;0;0,381
"*audience_01";0,231;0,17;0,017;0,031;0,04;0,078;0,15;0,037;0,902;0,418;0,098;0,823;0,664;0,002;0,018;0;0,931;0,031
"*duree_01194000";0,523;0;0,391;0,516;0,53;0,509;0,496;0,452;0,463;0,565;0,586;0,016;0,438;0,446;0,553;0,403;0,467;0,59
"*duree_00201300";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_1852443003";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*partdemarche_143";0,175;0,12;0,463;0,574;0,587;0,568;0,316;0,515;0,526;0,618;0,082;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*audience_09";0;0,945;0,898;0;0,093;0,763;0,172;0,172;0,609;0,978;0,001;0,212;0,529;0,167;0,281;0,129;0,187;0,328
"*duree_00303400";0,55;0,583;0,422;0,256;0;0,272;0,482;0,482;0,494;0,59;0,61;0,521;0,024;0,476;0,579;0,434;0,496;0,615
"*annéededecennie_2000";0;0,819;0,041;0;0;0,006;0,001;0,591;0,98;0,901;0,283;0,021;0,048;0,001;0,005;0;0,001;0,036
"*partdemarche_265";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0,791;0,796;0,839;0,848;0;0,784;0,788;0,834;0,768;0,798;0,849
"*notice_1285623012";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_01181900";0,523;0,557;0;0,516;0,53;0,509;0,452;0,452;0,464;0,565;0,586;0,387;0,438;0,446;0,553;0,403;0,467;0,59
"*partdemarche_109";0,433;0,459;0,995;0,426;0,441;0,418;0,356;0,01;0,764;0,48;0,504;0,67;0;0,35;0,467;0,305;0,372;0,509
"*duree_01103200";0,453;0,49;0,239;0;0,461;0,551;0,377;0,377;0,695;0,499;0;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*partdemarche_463";0,652;0,678;0,545;0,647;0,658;0,641;0;0,136;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"*notice_762891005";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencehomme_117";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_550512022";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*notice_6050608001";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00472000";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00530600";0,696;0,72;0,118;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00462300";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1054792058";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_715430059";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_715430058";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00454600";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0,791;0,796;0;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*partdemarche_318";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00465300";0,58;0,611;0;0,574;0,587;0,568;0,515;0,515;0,526;0;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"*duree_00215400";0,652;0,678;0,545;0,647;0,658;0,641;0,136;0,136;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audiencefemme_79";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00381700";0,498;0,533;0,767;0,491;0,357;0,483;0,58;0,58;0,545;0,541;0,563;0;0,623;0,419;0,529;0,375;0,44;0,568
"*notice_6112318001";0,55;0;0,422;0,256;0,226;0,537;0,482;0,482;0,494;0,59;0,61;0,521;0,445;0,476;0,579;0,434;0,496;0,615
"*duree_01000000";0,023;0,259;0,771;0,631;0,753;0,677;0,149;0,149;0,529;0,269;0,295;0,619;0,453;0;0,255;0,109;0,163;0,301
"*notice_4337499001";0,652;0,678;0,545;0,647;0,658;0,641;0;0,136;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"*audiencefemme_76";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_360911007";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*audiencefemme_08";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*audiencefemme_09";0,498;0,288;0,363;0,491;0,505;0,483;0,425;0,425;0,437;0,541;0,563;0;0;0,419;0,529;0,375;0,44;0,568
"*audiencefemme_04";0,116;0,148;0,615;0,11;0,122;0;0;0,96;0,205;0,156;0,18;0,696;0,056;0,061;0,144;0,04;0,073;0,055
"*audiencefemme_05";0,148;0,773;0,838;0,464;0,51;0,157;0,005;0,685;0,32;0,005;0,217;0,209;0,891;0,085;0;0,058;0,099;0,222
"*notice_714382069";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*audiencefemme_07";0,365;0,405;0,549;0,357;0,135;0,839;0,96;0,286;0,037;0,635;0,439;0,9;0;0,28;0,4;0,236;0,302;0,445
"*notice_6045537001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencefemme_01";0,022;0,118;0,009;0,006;0,002;0,096;0,361;0,435;0,45;0,056;0,009;0,268;0,006;0;0,004;0;0;0,221
"*audiencefemme_02";0,047;0,09;0,227;0,014;0,019;0;0,035;0,249;0,783;0,111;0,054;0,493;0,018;0,001;0,009;0,786;0;0
"*audiencefemme_03";0,063;0,103;0,082;0,343;0,021;0;0,002;0,062;0,041;0,03;0,15;0,012;0,004;0,005;0,029;0,002;0,025;0
"*notice_592467056";0,75;0,769;0,669;0,003;0,754;0,742;0,708;0,708;0,715;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00394600";0,498;0,288;0,363;0,491;0,505;0,483;0,425;0,425;0,437;0,541;0,563;0;0;0,419;0,529;0,375;0,44;0,568
"*duree_00524700";0,58;0,611;0,458;0,574;0,587;0,568;0,008;0,008;0,006;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"*notice_1069413011";0,75;0,769;0,669;0,746;0,754;0,004;0,013;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1069413012";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00063600";0,523;0,557;0,391;0,516;0,53;0,509;0,452;0,452;0,464;0,565;0,586;0,492;0,438;0,446;0,553;0,403;0;0,59
"*duree_00535800";0,696;0,72;0,6;0,691;0,701;0;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_32129502";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*duree_00473100";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_762702005";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_720867025";0,696;0,72;0,118;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_714466055";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_714466054";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_714466057";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00110000";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1246225012";0,696;0,72;0,118;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_01351100";0,354;0,992;0,102;0,102;0,114;0,097;0,058;0,058;0,065;0,148;0,17;0,084;0,168;0,055;0;0,035;0,067;0,175
"*duree_00062900";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0;0,641
"*notice_1081835016";0,696;0,72;0,6;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00524800";0,696;0,011;0,6;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00070300";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*audiencehomme_13";0;0,436;0,423;0,389;0,086;0,381;0,319;0,319;0,332;0,538;0,47;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*audiencehomme_12";0,287;0,001;0,903;0,279;0,321;0,271;0,21;0,176;0,74;0,886;0,801;0,094;0,003;0,204;0,322;0,163;0,225;0,369
"*audiencehomme_11";0,498;0,533;0,363;0,491;0;0,483;0,425;0,425;0,437;0,541;0;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"*audiencehomme_16";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,708;0,715;0,774;0,786;0,732;0,017;0,704;0,767;0,677;0,717;0,788
"*audiencehomme_15";0,001;0,799;0,184;0,315;0,331;0,98;0,482;0,244;0,257;0,373;0,399;0,288;0,23;0;0,358;0,196;0,26;0,404
"*mediamatgroupe_Jeunesse";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencehomme_18";0,829;0,984;0,008;0,68;0,595;0,328;0,495;0,201;0,224;0,498;0,816;0,387;0,439;0;0,14;0,037;0,07;0,18
"*chaine_France3";0,825;0,905;0,29;0,835;0,016;0,894;0,008;0,083;0,005;0,449;0;0,005;0,05;0,008;0,037;0,003;0,011;0,059
"*notice_3384746001";0,507;0,49;0,239;0,446;0,461;0,438;0,377;0;0,39;0,015;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*audiencefemme_9";0,75;0;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencefemme_8";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audiencefemme_3";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencefemme_2";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*mediamatgroupe_Information";0,614;0,643;0,498;0,608;0;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"*duree_02251200";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*publicgroupe_Programmejeunesse";0;0,002;0;0;0;0;0;0,417;0,584;0,018;0;0,024;0;0;0;0;0;0
"*audiencehomme_1";0,052;0,327;0,152;0,004;0,295;0,899;0,7;0,21;0,02;0,337;0,363;0,094;0;0,204;0,322;0,163;0,225;0,369
"*audiencehomme_0";0,38;0,218;0,341;0,042;0,164;0,039;0,062;0,299;0,851;0,237;0,291;0,635;0,312;0,017;0,064;0;0,225;0,092
"*notice_276150001";0,443;0,511;0,337;0;0;0,46;0,4;0,4;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"*notice_1274136012";0,75;0,769;0,669;0,746;0,754;0,004;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_02194000";0,75;0;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00112200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*duree_00464300";0,696;0,72;0,6;0,691;0,701;0;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00102500";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1056101056";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1056101057";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_7999734001";0,58;0,611;0;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*annéededatediffusion_2022";0,165;0,662;0,588;0,158;0,172;0;0;0,289;0,635;0,03;0,236;0,135;0,302;0,098;0,197;0,069;0,114;0,241
"*duree_00571900";0;0,403;0,314;0,529;0,484;0,438;0,377;0,377;0,39;0,38;0,32;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*annéededatediffusion_2020";0,033;0,506;0,294;0,197;0,212;0,625;0,98;0,98;0,482;0,253;0,279;0,569;0,123;0;0,238;0,018;0,148;0,285
"*annéededatediffusion_2021";0,081;0,914;0,693;0,069;0,013;0,751;0;0,002;0,373;0,377;0,112;0,876;0;0;0,059;0;0,001;0,013
"*duree_01295800";0,822;0,836;0,001;0,819;0,825;0,816;0,791;0,791;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*partdemarche_84";0,475;0,011;0,337;0,464;0;0,46;0,4;0,4;0,413;0,52;0,542;0,001;0,385;0,394;0,507;0,35;0,416;0,547
"*notice_5396981001";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*partdemarche_49";0;0,346;0,853;0,467;0,483;0,46;0,4;0,4;0,413;0,52;0,542;0;0,704;0,394;0,507;0,35;0,416;0,547
"*partdemarche_48";0,475;0,511;0,183;0,028;0;0,46;0,4;0,659;0,622;0,52;0,542;0,442;0,704;0,394;0,507;0,35;0,416;0,547
"*partdemarche_45";0,55;0,583;0,572;0,544;0,557;0,537;0,482;0,408;0,494;0,59;0,61;0,31;0,468;0,476;0,579;0;0,496;0,615
"*partdemarche_44";0,652;0,678;0,003;0,647;0,658;0,641;0,596;0,596;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*partdemarche_47";0,58;0,611;0,463;0,574;0,587;0,568;0,515;0,515;0,29;0,618;0,637;0,552;0,502;0,51;0,608;0;0,529;0,641
"*duree_01204900";0,397;0,054;0,006;0,389;0,658;0,381;0,319;0,93;0,211;0,445;0;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*partdemarche_43";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*partdemarche_42";0,526;0,383;0,112;0,558;0,245;0,222;0,164;0,164;0,581;0,287;0,967;0,033;0,151;0;0,272;0,122;0,178;0,319
"*duree_00521800";0,652;0,678;0,545;0,647;0,658;0;0,136;0,596;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00070000";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1113855013";0,526;0,383;0,112;0,558;0,245;0,222;0,164;0,164;0,581;0,287;0,967;0,033;0,151;0;0,272;0,122;0,178;0,319
"*notice_4128704001";0;0,403;0,314;0,529;0,484;0,438;0,377;0,377;0,39;0,38;0,32;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*genregroupe_Animation";0;0,001;0;0;0;0;0;0,046;0,704;0,003;0;0,03;0;0;0;0;0;0
"*notice_7479986001";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_583377017";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audience_18";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_3768429001";0,397;0,566;0,255;0,004;0,658;0,381;0,319;0,93;0,211;0,445;0,466;0,009;0,278;0,313;0,431;0,268;0,335;0,475
"*notice_5826898001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0;0,704;0,767;0,677;0,717;0,788
"*notice_3743671001";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,006;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00102600";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_345555007";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_345555006";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_3373231001";0;0,643;0,498;0;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"*notice_350247007";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_7277900001";0,001;0,799;0,184;0,315;0,331;0,98;0,482;0,244;0,257;0,373;0,399;0,288;0,23;0;0,358;0,196;0,26;0,404
"*duree_00243500";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,121;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0
"*partdemarche_32";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0;0,704;0,767;0,677;0,717;0,788
