"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"côté";8,13;1,76;0,32;1,51;0;0;0;0,54;1,87;5,11;0,39;0;1,08;0;0,61;0;0,57;0;0;0;0,4;0,94;0;0
"ex_membre";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lorsque";0;0;0;0,14;0;0;0;0,18;1,87;5,17;0;0;1,08;0;0,61;0;0;0;0;0;0,4;0,75;0;0
"dessin";0;0;0;0;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0,6;1,13;0;0
"mars";0;0;0,32;0,55;0;0;0;0;0;0,06;0,39;0;0;0;0;0,46;0;0;0;0,99;0;0,38;0;0
"quatre";0;0;0;2,33;0;0;0;0,18;0;0,06;0;0;0;0;1,22;0,23;0;1,82;0;1,98;0,2;0;0;0
"par";4,07;4,39;1,62;6,44;24,69;0;1,93;10,83;4,66;5,61;7,84;0;14,01;44,44;10,98;4,14;3,98;9,12;0;6,92;7,25;8,29;10,2;18,18
"pas";4,07;0,44;4,55;2,06;0;0;3,21;4,87;3,73;10,47;5,49;38,46;3,23;0;4,88;2,07;0;1,82;0;1,98;2,82;3,2;0;0
"tout";0;1,32;0,32;2,19;0;0;1,6;5,59;3,26;0,12;3,14;0;4,31;0;6,71;0,92;1,7;0;0;1,98;2,01;2,64;0;0
"autour";0;2,64;1,95;0,82;0;0;1,28;0,54;0;0;0,39;0;0;0;0;0;0;0;0;0;0,4;0,19;0;0
"entourer";0;0;0,32;0;0;0;0;1,08;0;0;1,18;0;0;0;0;0;0;0;0;0;0;0;0;0
"starfire";0;0;0;0;0;0;0;0;0;8,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"new_yorkais";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0;0;0
"4";0;0;0;0,14;0;0;0,96;0,36;0;0,25;0;0;0;0;0;0,46;0;0;0;0;0;0,19;0;0
"mot";0;0,44;0;0,14;0;0;0;0,18;0,47;0;1,96;0;0;0;1,22;0;0;0;0;0;0,2;0,38;0;0
"mon";0;0,88;0;0;0;0;1,28;0,36;0,93;0;2,35;0;0;0;1,22;0;0;0;0;0;0;0;0;0
"luthor";0;0;0;0;0;0;0;0;0;0,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"christine";0;0;3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"journée";0;0;0;0;0;71,43;0,32;0,72;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0,19;0;0
"titan";0;0;0;0;0;0;0;0;0;6,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"soudain";0;0;0;0,14;0;0;0;0;1,4;0;0,39;0;0;0;0;0;0;0;0;0;0;1,13;0;0
"gorg";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"venir";0;0,44;0;2,88;0;0;0,64;0,9;4,2;0,31;0,78;0;5,39;0;1,83;1,61;0;5,47;12,82;2,97;1,21;2,45;0;0
"fils";4,07;0;0;0,55;0;0;1,28;0;0;0;3,53;0;0;0;1,22;0,23;1,7;0;0;0;0;1,51;0;0
"citation";0;2,2;8,44;0,14;0;0;2,57;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0
"pourquoi";0;0;0,32;0,14;0;0;0;0,72;0;0,06;0;0;0;0;0;0,23;0;0;3,21;0;0,81;0,38;0;0
"eliot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,14;0;0
"film";0;0;0;1,51;0;0;0;1,44;0,47;0;0;0;0;0;1,83;2,53;0;0;0;0;0,2;2,45;0;0
"important";0;0,44;0;0,41;0;0;0,32;0,18;0;0;0,39;0;0;0;0;0;0;0;0;0;1,01;0,38;0;0
"emily";0;0;0;2,06;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"revenir";0;0;0,32;0,14;0;0;0,96;1,08;0,47;0;0;0;0;0;1,22;1,15;0;0;0;0;2,01;1,32;0;0
"poilu";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0
"révéler";0;0;0,32;0,14;0;0;0;0,18;0;0;0;0;0;0;0;0;0;1,82;3,21;0;2,01;0,38;0;0
"public";0;1,76;0;0,14;0;0;1,93;1,08;0,47;0;0,78;0;0;0;0;0;0;0;0;0;0,2;0;0;0
"à";48,78;30,32;1,95;20,84;37,04;0;13,16;28,15;29,85;14,96;18,42;0;25,86;44,44;25,63;14,5;9,65;36,5;16,03;9,89;14,31;20,53;61,22;0
"agathe";0;0;3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"des";12,2;13,18;25;21,39;49,38;0;15,73;17,14;15,86;12,59;21,17;0;18,32;22,22;9,15;11,74;3,98;10,95;57,69;83,09;50,37;20,72;40,82;18,18
"csa";0;0;3,9;0;0;0;0,32;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"civilisation";0;0;0;0,27;0;0;0;0;0,47;0;0;0;0;0;0;0;1,14;0;0;2,97;1,61;0;0;0
"delage";0;0;4,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trois";0;0;0;0,41;0;0;0;0,36;1,4;0;1,57;0;1,08;0;0,61;0;0;0;0;0;0;0,38;0;0
"théâtre";0;0;0,32;0,14;0;0;0,96;0,9;0;0;0;0;0;0;0;0,23;0;1,82;0;0;0,4;0,19;0;18,18
"24";0;2,2;0,97;0,14;0;0;1,93;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"25";0;2,2;0,32;0,27;0;0;0,96;0,36;0;0;0,39;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"26";0;2,2;0,97;0;0;0;2,25;0;0;0;0;0;0;0;1,83;1,38;0;0;0;0;0;0;0;0
"27";0;0,44;0,65;0,69;0;0;1,6;0;0;0;0,39;0;0;0;0;1,61;0;0;0;0;0;0,19;0;0
"22";0;1,76;6,49;0,27;0;0;0,96;0,18;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"23";0;0,44;6,49;0,27;0;0;1,28;0,18;0;0;0,78;0;0;0;0;2,3;0;0;0;0;0;0;0;0
"28";0;2,2;0,97;0,27;0;0;1,6;0;0;0;0,39;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"29";0;1,76;0,32;0,14;0;0;1,6;0;0;0;0,39;0;0;0;0;1,15;0;0;0;0;0;0,19;0;0
"etienne";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;9,21;0;0;0;0;0;0;0;0
"robbie";0;0;0;0,14;0;0;0;0,18;0;0;0;0;5,39;0;5,49;0;0;0;0;0;0;0;0;0
"porte";4,07;0,88;4,87;0,27;0;0;0,32;0,72;0;0;1,18;0;0;0;0;1,84;0;0;0;0;0,4;1,32;0;0
"président";0;0,88;3,9;0;0;0;0,64;0,54;0;0;1,18;0;0;0;0;2,76;0,57;0;0;0;0,2;0,19;0;0
"troisième";0;0,88;4,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"dont";0;0,44;0,32;0,41;0;0;0,32;1,08;1,87;0,06;0,78;0;0;0;0,61;0;0;0;0;0;0,2;1,32;0;0
"donc";0;0;0;0,82;0;0;0,32;0,54;0;0,06;0;0;1,08;0;0;0;0;0;0;0;0;0,56;0;0
"cirque";0;0;0,32;0;0;0;0;0,36;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pari";0;1,76;0,32;0,14;0;0;1,93;1,44;0;0;0;0;0;0;0;0,92;0;1,82;0;0;0;0,38;0;18,18
"part";0;0,44;0,32;0,27;0;0;0;0,18;0,93;0,06;0,39;0;0;0;0,61;0,23;0;0;3,21;0;0;0,94;0;0
"john";0;0,44;0;1,23;0;0;0;0;0;0;0;0;0;0;0;0,23;0;1,82;0;0;0;0,19;0;0
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,05;0;0;0;0;0;0;0;0
"recevoir";0;0;0,32;0,27;0;0;0;1,08;0,47;0;2,74;0;0;0;0;0,23;0;1,82;0;0,99;0,4;0,56;0;0
"relation";0;0,44;0;0,14;0;0;0;0,36;0,47;0;0;0;0;0;1,22;0,23;0;0;0;0;0;0,38;0;0
"témoignage";0;0;0,65;0,14;0;0;0,32;1,26;0;0;0,78;0;0;0;0;0,46;0;1,82;0;0;0;0,19;0;0
"express";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,15;2,84;0;0;0;0;0;0;0
"expert";0;0;0;0,14;0;0;0;1,44;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,19;0;0
"point";0;3,51;0,65;0,27;0;0;0;0,72;0;0;0;0;0;0;0;1,15;0;0;9,62;0;0,4;1,13;0;0
"léo";0;0;0;0;0;0;0;0;0;1,62;0;0;1,08;0;0;0;0;0;0;0;0;0;0;0
"secret";0;0,44;0;0,82;0;0;0,64;0,36;0;0;0;0;0;0;1,83;0;0,57;0;3,21;2,97;1,61;0,94;0;0
"cyborg";0;0;0;0;0;0;0;0;0;3,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puissant";0;0;0;0,27;0;0;0;0;0;0,12;0,78;0;0;0;0;0;0;0;0;1,98;0,81;0;0;0
"mener";0;0;0;0,41;0;0;0,32;0,72;0,47;0,06;0;0;0;0;0;0;0;0;0;0;0,6;0,75;0;0
"puis";0;0;0,32;0,41;0;0;0,32;0,72;0;0,06;0;0;0;0;0;0;0;0;0;0;0;0,94;0;0
"moment";0;0;0,32;0,14;0;0;0,32;0,9;0,93;0;0,78;0;0;0;0;0,69;0;1,82;0;0,99;0;0,56;0;0
"travers";0;0;0;0,55;0;0;0;0;0;0,06;1,96;0;2,16;0;0;0,23;0;1,82;0;0;0,2;0,19;0;0
"entre";0;0,88;0;0,96;0;0;0,64;0,36;0,93;0,06;1,18;0;0;0;1,83;1,84;0;1,82;0;0;0,4;1,32;0;0
"salvatore";0;0;0;0;0;0;0;0,18;4,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"y";0;1,76;0,97;1,1;0;0;2,57;1,26;4,2;0;1,96;0;4,31;0;1,22;2,3;0;0;3,21;2,97;2,01;1,88;0;0
"délirant";0;0;0;1,92;0;0;0;0,18;0;0;0;0;0;0;0,61;0;0;0;0;0;0;0;0;0
"source";16,26;3,51;1,3;12,2;0;71,43;1,6;2,71;10,26;13,03;5,88;38,46;16,16;0;10,98;2,76;20,44;9,12;22,44;39,56;14,91;3,77;10,2;18,18
"ça";0;0;0;0,41;0;0;0,32;0,72;0,93;0;0,78;0;2,16;0;0,61;0;0;0;0;0;0;0;0;0
"peu";4,07;0;0,32;0,82;0;0;1,28;0,72;0,47;0,06;0,39;0;0;0;0;0,46;0;0;0;0;0;0,38;0;0
"depuis";4,07;0;0;0,69;0;0;0,64;0,72;0,47;0;2,74;0;0;0;1,22;0,92;0,57;5,47;3,21;1,98;2,82;0,56;0;0
"jimmy";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aliens";4,07;0;0;1,65;0;0;0;0;0,47;0;0;38,46;1,08;0;0;0;1,14;0;0;1,98;0,81;0,19;10,2;0
"dewalle";0;0;4,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avenir";0;0;0;0,82;0;0;0;0,72;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0
"conseil";4,07;0;0;0,14;0;0;0,32;0,54;0;0,06;1,18;0;0;0;0,61;0,46;0;0;0;0;0;0;0;0
"travailler";0;0,88;0;0,27;0;0;0,64;0,54;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0,19;0;0
"lointain";0;0;0;0,27;0;0;0;0;0;5,05;0;0;0;0;0;0;0;0;0;0;1,61;0,38;0;0
"elles";0;0,44;0;0,55;0;0;0,64;1,26;0;0;0;0;2,16;0;0;0;0;0;0;4,95;2,62;0,19;0;0
"armée";0;0,88;0;0,41;0;0;0;0;0;0;0;0;0;0;0,61;0,23;0;0;0;0;0,4;0,38;10,2;0
"invité";0;5,71;2,92;1,1;0;0;2,25;1,08;0;0;2,35;0;0;0;0;4,83;0;0;0;0;0;0,56;0;0
"brainiac";0;0;0;0;0;0;0;0;0;0,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ennemi";0;0;0;1,23;0;0;0;0,18;0;0;0;0;0;0;0,61;0;0;0;0;0;0;0,38;0;0
"objet";0;0;0;0,14;0;0;0;0;0,47;0;0;0;1,08;0;0,61;0,46;0;1,82;0;0;1,81;0,56;0;0
"lorenzo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,07;0;0
"crop";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88;0;0
"39";0;2,2;0,32;0,14;0;0;1,28;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"38";0;0,44;0,65;0,27;0;0;0,64;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"33";0;1,32;0,32;0,14;0;0;2,57;0;0;0;0;0;0;0;0;2,07;0;0;0;0;0;0;0;0
"32";0;1,76;0;0,14;0;0;2,25;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0,19;0;0
"31";0;1,32;0,65;0,27;0;0;1,93;0;0;0;0,39;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"30";0;1,76;0,97;0,14;0;0;1,28;0;0;0;1,57;0;0;0;0;2,99;0;0;0;0;0;0;0;0
"37";0;1,32;0;0;0;0;1,93;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0
"36";0;0,44;0,32;0,14;0;0;1,93;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"34";0;0,44;0,32;0,27;0;0;1,28;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"composer";0;0,44;0;0,27;0;0;0;0,36;0;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"train";0;0;0;0,55;0;0;0,64;0;0,47;0,06;1,18;0;1,08;0;0;0;0;0;0;0;0;0,19;0;0
"souvent";0;0;0,32;0,14;12,35;0;0,64;0,72;0,47;0;0;0;0;0;2,44;0,23;0;0;0;0;0,81;0;0;0
"terrien";0;0;0;0,41;0;0;0;0;0,47;5,11;0,78;0;0;0;0;0;1,14;0;0;0;0;0,56;20,41;0
"laurie";0;0;0;1,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"extrait";0;0;0,32;0,41;0;0;0;0,36;0;0;0;0;0;0;0;2,76;0;0;0;0;0;3,01;0;0
"le";24,39;23,73;15,91;22,49;0;0;24,39;27,25;38,25;9,23;38,42;0;29,09;44,44;25,63;20,02;9,65;7,3;22,44;17,8;23,98;31,45;40,82;90,91
"la";24,39;52,28;22,08;28,79;12,35;71,43;27,6;30,86;35,91;21,14;31,36;0;35,56;0;30,51;30,61;11,36;32,85;44,87;31,65;24,58;33,9;40,82;18,18
"eux";0;0;0;0,27;0;0;0,32;0,54;0,93;0,12;0,39;0;0;0;0,61;0;0;0;0;0,99;0,6;0,56;0;0
"oggy";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"image";0;0;0;1,1;12,35;0;1,28;0,9;1,4;0;0,78;0;1,08;0;0;0,23;0;1,82;0;0;1,21;0,19;0;0
"tuer";0;0;0;0,41;0;0;0,32;0,18;0;0,12;0;0;1,08;0;0,61;0;1,14;1,82;0;0;0;0,75;0;18,18
"identifier";0;0;0;0,69;0;0;0;0;0;0;0;0;0;0;1,83;0,23;0;0;0;0;2,22;0,94;0;0
"lfi";0;0;4,22;0;0;0;0;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"expliquer";0;0;0;0,27;0;0;0;0,36;0,47;0,19;0,39;0;0;0;1,22;0,92;0;0;0;0;0,2;0,38;0;18,18
"réseau";0;0;0;0,69;0;0;0;0,18;0;0;0,39;0;0;0;0;0,46;0;0;0;0;0,2;0;0;0
"là";0;0;0;0,69;0;0;0;0;0,93;0,06;1,57;0;3,23;22,22;1,83;0,23;0;1,82;0;0;0,6;0,56;0;0
"que";8,13;2,64;1,62;6,99;0;0;2,89;6,5;12,13;3,74;7,84;38,46;11,85;0;12,81;1,61;1,14;7,3;16,03;13,85;13,5;7,16;10,2;0
"qui";24,39;5,27;2,27;12,75;12,35;71,43;8,34;10,29;9,79;22,26;8,62;0;11,85;0;15,86;6,21;1,14;14,6;12,82;4,95;12,49;9,04;0;36,36
"parvenir";0;0,44;0;0,82;0;0;0;0,18;0,47;0;0,39;0;0;0;0;0;1,14;0;0;0;0,2;0,56;0;0
"publier";0;0;0;0,14;0;0;1,28;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0
"auproux";0;0;3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"seines";0;0;4,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tromper";0;0;0,32;0,14;0;0;0;0;0;1,62;0;0;0;0;0,61;0;0;0;0;0;0;0;0;0
"mélenchon";0;0,44;7,47;0;0;0;0,32;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"bernard";0;0;3,9;0;0;0;0;0,18;0;0;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"beau";0;0;0;0,14;0;0;1,28;0,9;1,4;0;0;0;0;0;0,61;0,23;0;1,82;0;0;0;0,56;0;0
"sembler";8,13;0;0;0,96;0;0;0;0,18;0,47;0;0;0;0;0;1,22;0,23;0;0;0;0,99;0,81;1,32;0;0
"crabe";0;0;0;0;0;0;0;0;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cacher";0;0;0;0,69;0;0;0,64;0,36;0,47;0;0,39;0;0;0;1,83;0;0;0;0;1,98;1,21;1,88;0;0
"fatou";0;0;0;0;0;0;0;0;0;4,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bruno";0;0,44;4,87;0,14;0;0;0;0,18;0;0;0;0;0;0;0;0,69;0;0;0;0;0;0;0;0
"françois";0;2,64;0,32;0,27;0;0;0,32;0,18;0;0;1,18;0;0;0;0;1,15;0;0;0;0;0;2,82;0;0
"comment";0;1,76;0;0,41;0;0;0,96;1,62;0;3,24;1,96;0;0;0;0;1,15;0;5,47;0;0;0;0,19;0;18,18
"concours";0;0,44;0;0;0;0;0,64;0,18;0;0,12;0,39;0;0;0;0;0,23;0,57;3,65;0;0;0;0;0;0
"colocataire";0;0;0;0;0;0;0;0;0;3,43;0;0;0;0;0;0;0;0;0;0;0;0;0;18,18
"parisien";0;0;0,32;0,27;0;0;0,32;0,54;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0,19;0;0
"raven";0;0;0;0;0;0;0;0;0;8,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"provoquer";0;0,44;0;0,27;12,35;0;0;0,36;0;4,99;0;0;1,08;0;0;0,23;0;0;0;0;0;0;0;0
"système";0;0;0;0,27;0;0;0;0,54;0;0;0;0;0;0;0;0,23;0;0;0;0;2,22;0;0;0
"brigitte";0;0;4,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"adolescent";0;0;0;0,14;0;0;0;0,18;0;1,43;0;0;0;0;0,61;0;0;0;0;0;0;0,19;0;0
"toutes";0;0,88;0,32;2,33;0;0;0;0,54;0,47;1,68;0,39;0;0;0;1,22;0;0;1,82;0;0;0,6;0,19;0;0
"oise";0;0;4,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monter";0;1,32;0;0;0;0;0,32;0,18;0;0;0,39;0;0;0;0,61;0;0;0;0;0,99;0;0,75;0;0
"48";0;0;1,95;0;0;0;1,93;0;0;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"49";0;0,44;0,97;0,41;0;0;1,93;0;0;0;0;0;0;0;0;0,69;0;0;0;0;0;0;0;0
"47";0;0,44;1,3;0,14;0;0;2,57;0;0;0;0;0;0;0;0;2,07;0;0;0;0;0;0;0;0
"44";0;1,76;3,25;0;0;0;1,28;0;0;0;0,39;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"45";0;0,88;2,27;0,14;0;0;1,6;0;1,4;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"42";0;1,32;0,32;0,27;0;0;2,57;0;0;0;0;0;0;0;0;1,15;0;0;0;0;0;0;0;0
"40";0;2,64;1,95;0,27;0;0;1,28;0,72;2,8;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0
"41";0;0,88;0,65;0,27;0;0;2,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"membre";0;0;9,09;0,55;0;0;0;0,72;0;0,06;1,18;0;0;0;0;0;1,14;0;0;0;0;0;0;0
"inédit";0;0;0;2,19;0;0;0;0;0,47;0;0,39;0;0;0;0;0;0;0;0;0;0;0,19;0;0
"direct";0;0;0;0,41;0;0;1,93;0;0;0;1,18;0;0;0;0;0,69;0;0;0;0;0,2;0,56;0;0
"air";0;0,44;0;0,14;0;0;0,32;0;0;0;1,18;0;0;0;0;0;0;0;0;0;0,2;0,56;0;0
"philippe";0;0,44;0,65;0,27;0;0;0,64;1,26;0;0;0,39;0;0;0;0;0,23;0;0;0;0;0;0,38;0;0
"même";4,07;0,88;0;0,55;0;0;1,28;1,08;1,4;0,19;1,18;0;6,47;0;1,83;0;0,57;1,82;9,62;1,98;1,81;1,51;0;0
"changer";0;0;0;0,55;0;0;1,6;0,18;0;0,06;0;0;0;0;0;0;0;0;0;0,99;0,4;0,19;0;0
"pendant";0;0;0,32;0,27;0;0;0,64;0,36;1,87;0,06;0,39;0;3,23;0;0,61;0,23;0;3,65;0;2,97;0,2;0,56;0;0
"actualité";0;1,76;0,65;0,41;0;0;0,64;1,26;0,47;0;1,57;0;1,08;0;0;2,07;0;0;0;0;0;0;0;0
"m6";0;0;0,65;0;0;0;4,17;0;0;0;0;0;0;0;3,05;0;0;0;0;0;0;0;0;0
"assez";0;0;0;2,19;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"mois";0;0,44;0;0,55;0;0;0,64;0,36;0;0;2,74;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"me";0;0;4,55;0,27;0;0;0,32;0,18;0,47;0;1,18;0;0;0;0;0;0;0;0;0;0;0;0;0
"ma";0;0,44;0;0;0;0;0,96;0,54;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"naître";0;0;0;0,55;0;0;0;0,9;0;5,05;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"mi";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"enquête";0;1,32;0;0,55;0;0;1,6;0,36;0,47;0,06;2,74;0;0;0;0,61;0,23;0;3,65;0;0;0,81;0,94;0;0
"entretien";0;0,44;0;0;0;0;2,57;0,54;0;0;0,78;0;0;0;0;0;0;0;0;0;0;0;0;0
"laquelle";0;0;0;0,41;0;0;0,32;0,18;0;0;0,39;0;0;0;0;0,23;0;0;0;0;0,2;0,75;0;0
"nouvelle";0;0;0,32;0,55;0;0;1,93;0,54;0,47;0,25;0;0;0;0;0,61;0,23;0;0;0;0;0,2;0,56;0;0
"vite";0;0;0;0,27;0;0;0;0,18;0;0;0,78;0;4,31;0;0;0;0;3,65;0;0;0;0,19;0;0
"mettre";4,07;1,32;0;1,37;0;0;1,28;0,9;2,8;0;1,18;0;2,16;0;0,61;0,23;0;0;0;0;0,4;0,94;0;0
"autre";0;0;0;0,69;0;0;0,64;0,36;0,47;0;0,39;0;1,08;0;0,61;0;0,57;3,65;0;0;0,81;1,32;10,2;0
"jeune";0;1,76;0;1,37;0;0;1,93;3,25;1,4;1,56;0,78;0;1,08;0;1,83;0,69;0;10,95;0;0;0;1,88;20,41;0
"construire";0;0;0;0,55;0;0;0;0,36;0;0;0;0;1,08;0;0;0;0;0;0;0,99;1,81;0;0;0
"réal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,07;0;0
"émission";0;1,76;0;1,23;0;71,43;9,95;1,99;0;0,06;1,18;0;0;0;1,22;2,76;0;1,82;0;0;0,2;4,71;0;0
"coeur";0;0,44;0;0,41;0;0;0;0,72;0;0,06;0,39;0;3,23;0;0,61;0,46;0;1,82;0;0;0;0;0;0
"claude";0;1,32;4,22;0,14;0;0;0,32;0,9;0;0,06;0,39;0;0;0;0;0;0;0;0;0;0;0,38;0;0
"présidentiel";0;1,32;0,32;0;0;0;0;0;0;0;0,78;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"photo";0;0,44;0;0;0;0;0,96;0;0;0;0;0;0;0;0;0,23;0;1,82;0;0;0,4;0,75;0;0
"boulot";0;0;0;0;0;0;0,32;0;0;3,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"transformer";0;0;0;0,69;0;0;0,32;0,18;1,4;0;0;0;1,08;0;0,61;0,23;0;1,82;0;0;0;0,19;0;0
"frontière";0;3,08;0;0;0;0;0,32;0;0;0;0,39;0;0;0;0;0,69;0;0;0;0;0;0,19;0;0
"candidat";0;1,32;0;0;0;0;0,64;0;0;0,06;0,39;0;0;0;0;2,07;0;0;0;0;0;0;0;0
"alien";4,07;0;0;0,14;0;0;0;0;0;0;0;0;1,08;0;1,83;0;0;0;0;0;1,61;0;0;0
"jean";0;5,71;11,69;1,51;0;0;0,96;1,44;0;0;2,35;0;0;0;0;1,15;0;0;0;0;0;1,13;0;0
"proposer";0;0;0;0,82;0;0;0;1,62;0,47;0,06;0;0;0;0;0,61;0,46;0;0;0;0;0;0,56;0;0
"fête";0;0;0;0,14;0;0;0,32;1,26;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"vérité";0;0,44;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;0;1,82;3,21;0,99;0,4;0,75;0;0
"manquer";0;0;0;0,14;0;0;0;0,72;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0
"enfin";0;0;0;0,69;0;0;0;0,36;0,47;0,19;0;0;1,08;0;0;0,23;0,57;0;0;0;0;0,19;0;0
"2999";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0;0;0
"bande";0;0;0,32;0,14;0;0;0,32;1,44;0,47;0;0,39;0;0;0;0,61;0,23;0;0;0;0;0;0,38;0;0
"59";0;0;0,97;0;0;0;2,57;0;0;0;0;0;0;0;0;2,3;0;0;0;0;0;0;0;0
"58";0;0;0,97;0;0;0;1,6;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"55";0;0,44;1,3;0,14;0;0;1,6;0;0;0;0;0;0;0;0,61;2,76;0;0;0;0;0;0;0;0
"54";0;0;2,27;0;0;0;3,53;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
