Notice;Base Id;Chaine;Annee de diff;Genre;Public;Type d emission;resume
7430873.001;TV;ARTE;2020;Culture connaissance;Participation du public à distance;Emission composite;"[Source iMedia]
Avec curiosité, vivacité et humour, Élisabeth Quin s'empare chaque soir de l'actualité, séduisant toujours plus de téléspectateurs. Elle est accompagnée, en alternance, des intervieweurs Anne Rosencher, Claude Askolovitch, Vincent Trémolet de Villers et Benjamin Sportouch, ainsi que des chroniqueurs Nadia Daam, Xavier Mauduit et François Saltiel. Sans oublier les rubriques ""Règle de 3"" de Gaël Legras, ""Mise au point"" de Sandrine Le Calvez, ""Rayon X"" de Thibaut Nolte, ""Désintox"" en partenariat avec ""Libération"" et ""Dérive des continents"" de Benoît Forgeard. Le vendredi, ""28 minutes ""retrouve ""Le club"" avec Renaud Dély et Sonia Chironi aux côtés d'Élisabeth Quin, ainsi que Claude Askolovitch et Benoît Forgeard pour leurs chroniques respectives : ""L'histoire de la semaine"" et ""Dérive des continents"".

Sommaire : 
- Autisme : mon frère, ma bataille
- Le prochain tour de vis sanitaire menace l'économie / Covid-19 : comment enrayer la montée du chômage ?


[Source Kantar Media] : 
Invités : Samuel Bénard, autiste ; Florent Bénard, auteur de ""Mon frère est un extra-terrestre"" aux éditions de L'Iconoclaste. Chroniqueurs : Paola Puerari ; François Saltiel ; Camille Diao ; Claude Askolovitch.
20:13:39 Samuel Bénard connaît toutes les stations de métro par coeur.

Le point sur les chiffres du chômage. 
20:19:50 Reportage d' Admira Suidène à propos des professionnels du spectacle. 
20:20:41 L'exécutif a différé 2 fois de suite l'entrée en vigueur de la réforme de l'assurance chômage. La restriction de l'accès aux allocations Pôle emploi est désormais repoussé à avril 2021.

Invités : Christophe Ramaux, économiste, maître de conférences à l' Université Paris I, co-auteur de ""Macron, un mauvais tournant"" aux éditions Les liens qui libèrent ; Dominique Carlac'h, vice-présidente et porte-parole du MEDEF ; Eric Heyer, directeur du département analyse et prévision de l' OFCE, enseignant à Sciences Po Paris. . Le prochain tour de vis sanitaire menace l'économie Française. Covid-19 : comment enrayer la montée du chômage ? 
20:22:09 Pôle emploi est évoqué. 
20:23:10 La crise en lien avec le monde de l'emploi est évoqué.

Crise de la Covid-19 : les conséquences sur l'économie française - Réflexions les enjeux de la crise sanitaire et les destructions d'emplois. 
20:24:39 Visuel du Pôle Emploi. 
20:25:25 L'INSEE va annoncer une hausse de la croissance au cours du troisième trimestre. 
20: 25:40 Les contrats courts et l'emploi intérimaire connaissent également une hausse. 
20:26:51 Citation de Pôle Emploi.

Covid-19 : comment enrayer la montée du chômage ? 
20:29:22 Déclaration Bruno Le Maire, ministre de l'Economie - le 26/10/2020. Il confirme qu'après un rebond au troisième trimestre 2020, la croissance négative au 4ème trimestre en 2020. Cela ne retire rien à la capacité de rebond de l'économie française. Nous surmonterons cette crise et nous nous donnons deux ans pour y parvenir.
20:30:04 Dominique Carlac'h évoque les projets d'investissement immobilier.  
20:30:28 Elle évoque les personnes inscrites à Pôle Emploi.
Les invités échangent sur la question de la reconversion professionnelle qui risque d'être inévitable dans de nombreux secteurs à cause de la crise.
La ministre de la Fonction publique, Amélie de Montchalin a annoncé hier que 100000 jeunes pourront trouver un emploi dans le public en 2021 que ce soit par concours, par contrat, en apprentissage ou encore en service civique et pour pousser les collectivités territoriales à accueillir ces jeunes, l'Etat soutiendra à hauteur de 3000 euros chaque contrat d'apprentissage dans la fonction publique territoriale et ce jusqu'en février prochain. 
20:38:29 L'emploi des jeunes est évoqué.

Desintox : les grands patrons informés avant tout le monde des plans secrets du gouvernement. Présentation du sujet. 
20:43:44 Visuel de Peugeot et de Suez (entreprises renommées PSA Groupe et Engie Solutions) 
20:44:17 La Fédération bancaire dément avoir été mise au courant par Bercy de la possibilité d'un reconfinement.  
20:44:31 Retour plateau."
7433244.001;TV;France 5;2020;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Tina, l'éléphant, et Tony, l'hippopotame, sont deux amis inséparables malgré leurs personnalités bien différentes. Ensemble, ils créent et imaginent leur propre monde rempli de joie, d'aventures et d'amour."
7463240.001;TV;Canal +;2020;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Pollution, réchauffement climatique, surpopulation, pour Jean-Claude et Maddy, une seule solution : quitter la terre en demandant de l'aide aux extraterrestres. Mais quand un petit homme vert répond enfin à leur appel et débarque sur terre pour les sauver, les choses ne vont pas tout à fait se passer comme prévu."
7471474.001;TV;Canal +;2020;Fiction;Déconseillé aux enfants;Emission simple;Une femme à la tête du service des recherches de vies extraterrestres reçoit un signal qui semble provenir d'une autre planète.
7471917.001;TV;Canal +;2020;Culture connaissance;Déconseillé aux enfants;Emission simple;"- 1ère partie : Les adolescentes Ambre, Charlotte et Océane expliquent l'origine de leur passion pour le stock car, sport qu'elles ont découvert petites au contact de leur père. Elles sont filmées dans leur vie quotidienne. Ambre, chez elle puis échangeant dans un garage avec son coéquipier, Charlotte dans le salon de beauté où elle travaille et Océane sortant de la caravane où elle réside. 
- 2e partie : 'La veille de la course' Océane fait part des brimades dont elle a été l'objet en tant que fille quand elle a commencé à pratiquer ce sport masculin. Images de passionnés préparant leurs véhicules à la course du lendemain, sur un parking à proximité du circuit. Interview d'un jeune garçon expliquant qu'il doit attendre d'avoir 16 ans pour faire du stock car et de la mère de Charlotte, décrivant ses craintes quand sa fille lui a annonçé qu'elle se lançait dans ce sport.
- 3e partie 'Jour de course' : Images de Charlotte et d'Océane s'équipant pour la course, images de la course et des gradins. Ambre fait partie du public. 
- 4e partie : Après la course. Plans fixes sur différents passionnés de stock car avant leur départ."
7479986.001;TV;France 3;2021;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Les Lemmings ont mis la main sur des magnets qui rendent les objets sur lesquels on les colle volants. Grizzy en fait les frais et se fait expulser hors de la cabane dans son canapé transformé en ovni. A l'atterrissage, Grizzy découvre que le magnet collé sur son front lui permet de voler comme Peter Pan..."
7483067.001;TV;Canal +;2021;Sport;Présence d'un public in situ;Emission composite;"[Source iMedia]
Une analyse de la rencontre écoulée avec un retour sur tous les faits de jeu marquants. Autour de la table, tous les buts, les statistiques et les dernières réactions par rapport au match sont passés à la loupe. L'actualité de la Ligue 1 est également évoquée, ainsi que les présentations des rencontres à venir pour le reste du week-end. Réactions à chaud et humeurs en plateau font le sel de l'émission qui met toujours l'accent sur l'utilisation des statistiques maison."
7564124.001;TV;Canal +;2021;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Londres, quatre mois après l'attaque. Les survivants organisent la résistance. Bill poursuit ses recherches sur les aliens et découvre que leur ADN est humain.
Londres, quatre mois après l'attaque. Les survivants organisent la Résistance. Bill poursuit ses recherches sur les aliens et comprend que leur ADN est humain mais que leurs organes souffrent de dégénérescence. Accompagné de Chloé et de Sacha, Jonathan, lui, continue de chercher sa famille. Dans un vaisseau déserté, Tom retrouve sa soeur Emily disparue depuis plusieurs mois. Parallèlement en France, un alien dissident grièvement blessé, parvient jusqu'à l'Observatoire..."
7564126.001;TV;Canal +;2021;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Alors qu'à l'Observatoire, Mokrani et Catherine s'affrontent sur le sort de Micah, Bill Ward tente d'en savoir plus sur Emily, toujours assaillie de visions.
A l'Observatoire, Mokrani et Catherine s'affrontent sur le sort à réserver à Micah, que Catherine considère comme une source d'informations capitale. Micah révèle à Catherine qu'elle doit trouver Bill Ward. Ce dernier, de son côté, tente d'en savoir plus sur Emily, toujours assaillie de visions d'Adina, la chef des aliens lui enjoignant de tuer Bill..."
7568324.001;TV;Canal +;2021;Fiction;Plus de douze ans;Emission simple;"[Source iMedia]
Sans rien dire à Emily, ni à ses parents, Bill décide avec Zoé de tester sur Emily l'arme biologique qu'il espère pouvoir utiliser contre les aliens. 
Sans rien dire à Emily, ni à ses parents, Bill décide avec Zoé de tester sur Emily l'arme biologique qu'il espère pouvoir utiliser contre les aliens. Catherine, de son côté, gère difficilement son chagrin depuis la mort de Mokrani. Elle n'a, à présent, plus qu'une chose en tête : découvrir qui est Bill Ward et le retrouver. Sophia est prête à l'aider, mais Nathan hésite..."
7568325.001;TV;Canal +;2021;Fiction;Plus de douze ans;Emission simple;"[Source iMedia]
Catherine, Sophia et Nathan font route vers Londres, en compagnie de Victor, survivant rencontré par hasard. En chemin, les dangers se multiplient.
Catherine, Sophia et Nathan font route vers Londres, en compagnie de Victor, survivant rencontré par hasard. En chemin, les dangers se multiplient. Les sentiments de Sacha envers Emily s'intensifient et le comportement du jeune homme devient de plus en plus inquiétant. Se sentant menacé, Bill est contraint de prendre la fuite..."
7578307.001;TV;Canal +;2021;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Emily laisse Bill tester le virus sur elle, mais subit bientôt de graves effets secondaires. Catherine, Sophia et Nathan repartent à la recherche de Bill.
Emily consent à aider Bill à tester le virus sur elle, mais subit bientôt de graves effets secondaires. Sacha qui a suivi secrètement le groupe pour rester proche d'Emily, tente de la soustraire au groupe. De leurs côtés, Catherine, Sophia et Nathan repartent à la recherche de Bill Ward..."
7578308.001;TV;Canal +;2021;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Après l'attaque du général Mokrani, les survivants connaissent le visage de leur ennemi. Ils cherchent désormais à déterminer l'origine de ces aliens.
Après l'attaque du général Mokrani et de ses hommes, les survivants connaissent désormais le visage de leur ennemi extraterrestre. Pour reprendre le contrôle sur Terre, ils cherchent à déterminer l'origine de ces aliens, et à savoir qui planifie cette invasion en coulisses. Devant les évidences, ils envisagent une explication rationnelle. Après les succès d'audience de la première saison, cette série revient avec le même casting haut de gamme pour enfin lever le voile sur les secrets de cette guerre. Deux réalisateurs se partagent le tournage des épisodes, Richard Clark et Ben A. Williams, faisant l'originalité de cette deuxième saison."
7647018.001;TV;ARTE;2021;Culture connaissance;Participation du public à distance;Emission composite;"[Source iMedia]
Renaud Dély présente 28 minutes samedi dans une formule adaptée au week-end, toujours en prise avec l'actualité, avec à ses côtés Nadia Daam, Jean-Mathieu Pernin et Marie Bonnisseau. L'émission apporte un éclairage tout particulier sur l'actualité française et internationale de la semaine, aux côtés d'un invité reconnu dans son domaine et croqué dans un portrait de Philippe Ridet en première partie, rejoint ensuite par deux correspondants étrangers. Sans oublier les rubriques ""Va voir ailleurs"" de Gaël Legras et ""Intéressant"" de David Castello-Lopes.

Sommaire : 
- Nathalie Cabrol : aventurière à la recherche de la vie extra-terrestre
- Permis de pêche refusés, trahison dans l'affaire des sous-marins : les Britanniques sont-ils encore nos alliés ?
- Immigration : le bras de fer avec le Maghreb est-il la solution ?

[Source Kantar Media] : 
Nathalie Cabrol, aventurière à la recherche de la vie extra-terrestre. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.

La question de la vie dans l'espace, les recherches, archives : vol dans l'espace de l'astronaute soviétique femme.  
20:14:04 Micro-trottoir 1963. On a découvert un grand nombre d'exoplanètes.
La recherche de la vie extra-terrestre dans l'espace, les hypothèses,  technologies utilisées, le tourisme spatial.  
20:20:33 Le changement climatique, les sécheresses.

Va voir ailleurs. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.

Permis de pêche refusés, trahison dans l'affaire des sous-marins. Les britanniques sont-ils encore nos alliés ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.  
20:25:08 Jon Henley : le problème de la pêche est un problème créé de toutes pièces. 
20:26:57 Citation : Annick Girardin, ministre de la Mer. Meriem Amellal : la Grande-Bretagne reste un partenaire important notamment au Sahel.

20:27:51 Jean-Mathieu Pernin : d'après le Daily Telegraph, Emmanuel Macron pourrait offrir le siège de la France à l' ONU à l'Union Européenne pour soutenir l'armée européenne. L'Elysée a démenti. 
20:28:34 Citation Sandro Gozi, eurodéputé italien. 
20:29:37 Commentaire Jon Henley. 
20:30:45 Meriem Amellal : la France a besoin de la Royal Air Force au Sahel. La coopération militaire avec les britanniques fonctionne.

Tunisie : Une femme cheffe de gouvernement, une première symbolique ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l' Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. 
20:31:44 Déclaration Kaïs Saïed, président tunisien. 
20:32:02 Retour plateau  
20:32:16 Meriem Amellal : pour beaucoup d'observateurs c'est une façon de faire diversion. 
20:33:55 Nathalie Cabrol : même si c'est une façade, la présence d'une femme a un effet modérateur.

Visas : L'Algérie convoque l'ambassadeur de France. Immigration : Le bras de fer avec le Maghreb est-il la solutions ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. Rappel sur l'affaire Pegasus en relation avec le Maroc, citation de l'Union européenne.
Le bras de fer avec le Maghreb est-il la solution ? 
20:43:28 ? Invités : Meriem Amellal,  journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. 
20:40:19 Déclaration Jean-Christophe Lagarde, député UDI de Seine-Saint-Denis. 
20:40:35 Retour plateau  
20:40:51 Meriem Amellal : les habitants du Maghreb suivent de très la politique française. 
20:41:31 Jon Henley : l'immigration est la cinquième préoccupation des Français. 
20:42:49 Nathalie Cabrol : la rhétorique favorise le fascisme.

Intéressant. Est-ce que c'est bien de choisir des mots de passe très compliqués ?

La transnistrie, état inconnu, mise sur le foot pour exister. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin ; Marie Bonnisseau."
