"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"nattraction";0,346;0,002;0,44;0,404;0,665;0,515
"nabonnez";0,346;0,002;0,44;0,404;0,665;0,515
"méditation";0,001;0,333;0,44;0,404;0,665;0,515
"mondial";0,662;0,695;0,433;0,404;0,665;0,515
"min";0,069;0,695;0,44;0,404;0,665;0,515
"martine";0,001;0,333;0,44;0,404;0,665;0,515
"marioncameleon";0,346;0,002;0,44;0,404;0,665;0,515
"maison";0,346;0,333;0,44;0,033;0,043;0,515
"magiche";0,346;0,333;0,44;0,404;0,665;0
"machine";0,662;0,695;0,433;0,404;0,665;0,515
"macchine";0,346;0,333;0,44;0,404;0,665;0
"lowe";0,346;0,08;0,433;0,404;0,665;0,515
"linda";0,662;0,695;0,433;0,404;0,665;0,515
"ligne";0,069;0,333;0,433;0,404;0,665;0,515
"lciwat";0,346;0,002;0,44;0,404;0,665;0,515
"jardin";0,346;0,002;0,44;0,404;0,665;0,515
"inédit";0,346;0,333;0,44;0,404;0;0,515
"inverse";0,346;0,333;0,44;0;0,665;0,515
"ingénierie";0,346;0,333;0,44;0;0,665;0,515
"imaginer";0,346;0,333;0,019;0,518;0,665;0,515
"igor";0,001;0,333;0,44;0,404;0,665;0,515
"hyper";0,662;0,333;0,019;0,404;0,665;0,515
"harbour";0,346;0,333;0,44;0;0,665;0,515
"gérard";0,346;0,002;0,44;0,404;0,665;0,515
"guérison";0,069;0,333;0,433;0,404;0,665;0,515
"groupe";0,346;0,695;0,433;0,518;0,665;0,515
"grichka";0,001;0,333;0,44;0,404;0,665;0,515
"gille";0,346;0,08;0,44;0,518;0,665;0,515
"georges";0,346;0,002;0,44;0,404;0,665;0,515
"french";0,346;0,333;0,433;0,033;0,665;0,515
"fondateur";0,662;0,333;0,433;0,518;0,665;0,515
"figure";0,346;0,333;0,44;0;0,665;0,515
"extraterestres";0,346;0,002;0,44;0,404;0,665;0,515
"explosion";0,346;0,695;0,44;0,033;0,665;0,515
"expert";0,069;0,333;0,433;0,404;0,665;0,515
"enigmes";0,001;0,333;0,44;0,404;0,665;0,515
"donner";0,346;0,695;0,44;0,033;0,665;0,515
"dominique";0,001;0,333;0,44;0,404;0,665;0,515
"disponible";0,346;0,08;0,433;0,404;0,665;0,515
"deuxième";0,069;0,695;0,44;0,404;0,665;0,515
"degorges";0,346;0,002;0,44;0,404;0,665;0,515
"couple";0,346;0,08;0,433;0,404;0,665;0,515
"corps";0,662;0,333;0,019;0,404;0,665;0,515
"continuer";0,069;0,695;0,44;0,404;0,665;0,515
"confirmer";0,662;0,333;0,019;0,404;0,665;0,515
"communiquer";0,069;0,695;0,44;0,404;0,665;0,515
"commencer";0,069;0,695;0,44;0,404;0,665;0,515
"colares";0,346;0,333;0;0,404;0,665;0,515
"claude";0,069;0,333;0,433;0,404;0,665;0,515
"bonheur";0,346;0,333;0,433;0,033;0,665;0,515
"bogdanov";0,001;0,333;0,44;0,404;0,665;0,515
"body";0,346;0,695;0,44;0,033;0,665;0,515
"aventure";0,346;0,08;0,433;0,404;0,665;0,515
"autorité";0,069;0,333;0,433;0,404;0,665;0,515
"atterrissage";0,346;0,333;0,019;0,518;0,665;0,515
"artificiel";0,346;0,333;0;0,404;0,665;0,515
"archeologia";0,346;0,333;0,44;0,404;0,665;0
"appeler";0,662;0,333;0,019;0,404;0,665;0,515
"ancient";0,346;0,333;0;0,404;0,665;0,515
"amzn";0,346;0,002;0,44;0,404;0,665;0,515
"accident";0,346;0,333;0,44;0;0,665;0,515
"abduction";0,662;0,333;0,433;0,518;0,665;0,515
"41z";0,346;0,002;0,44;0,404;0,665;0,515
"38z";0,662;0,08;0,44;0,404;0,665;0,515
"37z";0,346;0,002;0,44;0,404;0,665;0,515
"23z";0,662;0,08;0,44;0,404;0,665;0,515
"21z";0,346;0,002;0,44;0,404;0,665;0,515
"12z";0,346;0,002;0,44;0,404;0,665;0,515
"06z";0,346;0,002;0,44;0,404;0,665;0,515
"04z";0,346;0,002;0,44;0,404;0,665;0,515
"*provider_wat";0;0;0;0,01;0,045;0
"*user_BTLVRadioTV";0;0,029;0,299;0,226;0,329;0,143
"*user_NURÉATVAucoeurdelinexpliqué";0,713;0,139;0,871;0,009;0,507;0,319
"*id_aPJbOb5lAa4";0,001;0;0,593;0,091;0,089;0,011
"*user_BTLVNuméro1surleMystèreetlInexpliqué";0,01;0;0,029;0,118;0,002;0
"*user_shamballah13";0,346;0,333;0,44;0;0,665;0,515
"*user_Gentside";0,346;0,333;0,44;0;0,665;0,515
"*id_weCpNpgemig";0,287;0;0,24;0,018;0,143;0,028
"*user_ÉNIGMESEN7SECONDES";0,587;0,577;0,025;0,63;0,803;0,708
"*user_ExtraterrestresTV";0,182;0,013;0,274;0,237;0,004;0,357
"*user_INTROCRATE";0,23;0,052;0,441;0;0,384;0,191
"*user_LesZinzinsdelespace";0;0;0,003;0,001;0;0,012
"*user_androbate";0,182;0,129;0,027;0,237;0,539;0,357
"*user_Lavéritéestailleurs";0,012;0,009;0;0,028;0,171;0,04
"*user_noriko";0,093;0,242;0,592;0;0,298;0,118
"*user_MikeCrissBlog";0;0;0;0;0,008;0
"*user_BTLVBobVousDitTouteLaVérité";0;0;0,009;0;0,027;0,028
"*user_secureteam10";0,024;0;0,434;0,045;0,298;0,118
"*provider_dailymotion";0,013;0,027;0,983;0;0,097;0,013
"*user_bySankahOfficiel";0,02;0,204;0;0,039;0,284;0,108
"*user_MrSamPointdinterrogation";0,834;0,781;0,768;0,084;0,427;0,233
"*user_Introcrate";0,198;0,056;0,475;0;0,271;0,098
"*user_Shamballahtreize";0,123;0,454;0,757;0;0,478;0,287
"*id_5pggPAvOhM";0,01;0;0,074;0,004;0,089;0,254
"*user_Brut";0,065;0,577;0,656;0,63;0,803;0,708
"*user_LeHuffPost";0,182;0,171;0,027;0,049;0,539;0,357
"*provider_youtube";0;0;0;0;0,007;0
"*user_ODHTv";0;0,037;0,003;0;0,491;0,002
"*user_TrèsCurieuxYouCuriousFrench";0,014;0,012;0;0,888;0,258;0,09
"*user_odezenne";0,587;0,073;0,656;0,63;0,803;0,708
"*user_BTLVLemédiacomplémentaire";0;0;0,841;0,025;0,11;0,058
"*user_FuriousJumper";0,182;0,684;0;0,237;0,539;0,357
"*user_Scicos";0,001;0,001;0;0,586;0,143;0,028
"*user_BobVousDitTouteLaVérité";0;0;0,001;0;0,001;0
"*user_GillusZG";0,012;0,039;0,777;0;0,247;0,082
"*id_xp18wTH8Kd0";0,182;0;0,015;0;0,016;0
