"";"V1";"V2";"V3";"V4";"V5"
"57";"espace";"-0.346116652766415";"1.37377735864079";"0.9";"210"
"58";"notre";"-0.259560010741051";"0.871417451154623";"0.9";"211"
"59";"premier";"0.0135931350097321";"0.792687645614869";"0.9";"214"
"60";"ovni";"-0.314301300726393";"0.66361126876443";"0.9";"215"
"61";"au";"-0.196151994548512";"0.761985256433076";"0.9";"216"
"62";"leurs";"-0.0752295644395178";"0.408671147496518";"0.9";"217"
"63";"venir";"-0.287844095634689";"0.396217969060483";"0.9";"218"
"64";"jeune";"-0.364512658208071";"0.255560158622001";"0.9";"220"
"65";"tenter";"0.158423858420293";"1.27119522806599";"0.9";"221"
"66";"rentrer";"-0.359168058875728";"0.578263429424665";"0.9";"224"
"67";"base";"-0.377011730198402";"0.381738587900786";"0.9";"226"
"68";"commentaire";"-0.474954957750557";"-0.0267477119377673";"0.9";"227"
"69";"technologie";"-0.351953613355123";"0.678353129003981";"0.9";"228"
"70";"image";"0.0794645921651463";"0.779237375994431";"0.9";"231"
"71";"interview";"-0.372377051572168";"0.787956535713651";"0.9";"233"
"72";"servir";"-0.300035306480269";"1.47825819404013";"0.9";"234"
"73";"américain";"-0.313679327577704";"1.21525778094505";"0.9";"235"
"74";"film";"-0.267533274633913";"1.53586590954364";"0.9";"236"
"75";"présenter";"-0.21389649412426";"1.04094488291997";"0.9";"237"
"76";"organiser";"0.266241521529259";"0.0699193201985674";"0.9";"240"
"77";"cause";"-0.314919798870617";"0.811740526677379";"0.9";"244"
"78";"milieu";"0.328385816920034";"1.22030217816714";"0.9";"246"
"79";"nom";"-0.383233716379706";"0.506508586051868";"0.9";"247"
"80";"armée";"-0.394146292477476";"0.188876943379934";"0.9";"248"
"81";"sorte";"-0.230637952255203";"1.32151876132005";"0.9";"249"
"82";"voiture";"-0.192505755030144";"1.67670232940634";"0.9";"250"
"83";"new";"-0.292196404934044";"1.31822642467769";"0.9";"252"
"84";"on";"0.0388065659148588";"0.598932284922672";"0.9";"255"
"85";"victime";"-0.164597010767699";"1.7180964319011";"0.9";"256"
"86";"donc";"0.113501548332232";"1.22320571234971";"0.9";"258"
"87";"mois";"-0.366985872694495";"0.64823776453144";"0.9";"261"
"88";"visite";"-0.317205359100908";"0.845869990782581";"0.9";"262"
"89";"également";"-0.0217228006360315";"0.63316214077176";"0.9";"263"
"90";"certaines";"-0.593782654793052";"-0.278236381648277";"0.9";"264"
"91";"utiliser";"-0.453086237727354";"0.0602308159100591";"0.9";"265"
"92";"cours";"-0.0431375769525768";"0.751615990188717";"0.9";"266"
"93";"frère";"0.0412463877675263";"0.879428613715308";"0.9";"267"
"94";"dessin";"-0.354816545846982";"1.25410891197004";"0.9";"269"
"95";"mal";"-0.223788508750685";"1.70362673803077";"0.9";"271"
"96";"ennemi";"-0.473191088451625";"0.306543696095237";"0.9";"272"
"97";"université";"-0.418949130117846";"1.00698877732891";"0.9";"274"
"98";"envoyer";"0.084081971057662";"1.15294663526408";"0.9";"275"
"99";"aide";"-0.221516235330207";"1.24343974215767";"0.9";"277"
"100";"soir";"-0.274717910740522";"1.68865878186252";"0.9";"278"
"101";"arriver";"0.356337002219457";"0.380520399440548";"0.9";"281"
"102";"équipe";"-0.150660710592277";"0.768980446838553";"0.9";"285"
"103";"quand";"-0.267273899145444";"1.00553968929637";"0.9";"288"
"104";"livre";"-0.331613966083663";"1.08499743491232";"0.9";"289"
"105";"dire";"-0.311580601505088";"1.22421461096465";"0.9";"290"
"106";"décider";"0.0579184737314181";"1.13120008404289";"0.9";"291"
"107";"comprendre";"-0.0727666433699977";"0.0266671875775363";"0.9";"299"
"108";"deux";"0.155555771543951";"0.872679547257854";"0.9";"303"
"109";"dans";"-0.335133966398089";"0.357007182950438";"0.9";"304"
"110";"fry";"-0.20673949462569";"2.21153484268288";"0.9";"305"
"111";"zorbb";"-0.429208515037186";"1.01036199055981";"0.9";"306"
"112";"maître";"-0.26645497391926";"0.860079262657153";"0.9";"307"
"113";"bord";"-0.256237883073979";"1.04564534554665";"0.9";"308"
"114";"soudain";"-0.289294144667575";"1.39603055682772";"0.9";"309"
"115";"main";"-0.364169076107622";"0.985029634083942";"0.9";"311"
"116";"trois";"0.0586481948589912";"0.8993494292451";"0.9";"312"
"117";"perdre";"-0.414896731774649";"0.793147044099013";"0.9";"313"
"118";"spatial";"-0.0518308077150954";"1.05434723583542";"0.9";"314"
"119";"moment";"0.626445135523254";"0.972241259503417";"0.9";"315"
"120";"demander";"-0.243445690998329";"1.27836543790791";"0.9";"316"
"121";"pendant";"-0.106043846599662";"1.0167158933013";"0.9";"317"
"122";"empêcher";"0.10495934676518";"0.437040130429238";"0.9";"320"
"123";"apporter";"-0.441486933320954";"0.749283890065608";"0.9";"321"
"124";"au_dessus";"0.205890766664089";"0.663200187520411";"0.9";"322"
"125";"du";"0.230466116022182";"0.430359243226499";"0.9";"323"
"126";"recherche";"-0.12677999113246";"0.0552199024433313";"0.9";"324"
"127";"oeil";"-0.236569016633362";"1.40609076034513";"0.9";"325"
"128";"montrer";"-0.353386610057323";"0.505365279917704";"0.9";"327"
"129";"accompagner";"0.0986591534759894";"0.705755924853307";"0.9";"328"
"130";"tour";"-0.0212262914004108";"0.323861650470014";"0.9";"329"
"131";"ça";"-0.430130280737596";"0.819002928055511";"0.9";"330"
"132";"vrai";"-0.0107596819111584";"0.470729058960114";"0.9";"331"
"133";"ainsi";"-0.330372027373626";"0.69058106264658";"0.9";"332"
"134";"chien";"0.45300328914901";"0.541646136413942";"0.9";"333"
"135";"oeuf";"-0.351730084350539";"1.43640333337196";"0.9";"334"
"136";"participer";"-0.342793916807296";"0.958517570512509";"0.9";"336"
"137";"véritable";"-0.485806982165808";"0.589703712056863";"0.9";"337"
"138";"astronaute";"-0.483386547597803";"0.451011832472832";"0.9";"338"
"139";"enfant";"-0.266429494069003";"1.28304509315255";"0.9";"339"
"140";"prendre";"0.205549746744318";"1.44065200481999";"0.9";"341"
"141";"extraterrestre";"0.491969254625284";"-0.122266449411821";"0.9";"342"
"142";"neptuna";"-0.134815438512853";"1.46110382802059";"0.9";"343"
"143";"aider";"-0.366878944042342";"0.85931655653432";"0.9";"345"
"144";"travers";"0.0900692853014706";"1.13409109543677";"0.9";"346"
"145";"trop";"0.0538855689862887";"0.870805379718121";"0.9";"347"
"146";"suivre";"0.0230983989593805";"1.05464760483016";"0.9";"348"
"147";"incroyable";"-0.305283205337517";"1.38721471598118";"0.9";"349"
"148";"rencontre";"0.0360604333749823";"0.306249199520644";"0.9";"350"
"149";"curieux";"-0.324608236328189";"1.41582701665368";"0.9";"351"
"150";"répondre";"-0.277652841661843";"1.62489605125002";"0.9";"352"
"151";"nous";"-0.209737066444808";"0.776036559787056";"0.9";"356"
"152";"homme";"-0.138340855050872";"0.7625488612075";"0.9";"357"
"153";"extraire";"-0.196517737258098";"1.28349671422358";"0.9";"361"
"154";"émission";"-0.236368126717549";"1.20603808690072";"0.9";"363"
"155";"lemercier";"-0.223223006405467";"1.98260133226173";"0.9";"364"
"156";"valérie";"-0.380832694186958";"1.03140534814103";"0.9";"366"
"157";"fou";"-0.260913587020637";"1.26105469487482";"0.9";"367"
"158";"diffuser";"-0.23092854613178";"1.74781713531879";"0.9";"368"
"159";"comédien";"-0.34365063557807";"0.983151672381549";"0.9";"369"
"160";"royal";"0.107568602962348";"0.386214190684996";"0.9";"370"
"161";"non";"-0.301304413014733";"0.666701817917241";"0.9";"371"
"162";"diffusion";"-0.240058691198888";"2.15600180153719";"0.9";"372"
"163";"liste";"-0.215560506988003";"1.8745003149385";"0.9";"373"
"164";"rubrique";"0.150659816410052";"0.523861542950629";"0.9";"374"
"165";"garçon";"-0.26873097940947";"1.41803407875447";"0.9";"375"
"166";"acteur";"-0.296133790576471";"1.77791389606575";"0.9";"376"
