"";"";"";"";"cryogénisé";""
"348";"chef";"0.206333917613376";"-0.130333919720685";"0.552532290649712";"481"
"349";"temps";"0.085183115271026";"-0.0728180642626557";"0.552214298575561";"482"
"350";"fou";"0.19471424658488";"-0.114034359014365";"0.55202350333107";"483"
"351";"sujet";"0.471057699091652";"-0.457755318933714";"0.551890524827334";"485"
"352";"mettre";"0.180796728183076";"-0.0837113963356958";"0.550329472826958";"486"
"353";"écrire";"0.186778537416066";"-0.0727870061908961";"0.550011480752807";"487"
"354";"nucléaire";"0.335069004053144";"-0.283195833466823";"0.548022584870846";"488"
"355";"aimer";"0.179279013637294";"-0.0759038777839336";"0.547687247774468";"489"
"356";"élément";"0.195926325912242";"-0.108436675490793";"0.547687247774468";"490"
"357";"fois";"0.2509777225876";"-0.178755704349541";"0.546785306618695";"491"
"358";"mener";"-0.00949948606694406";"-0.0732361347459366";"0.545478648277639";"492"
"359";"moment";"0.291050498358818";"-0.246756584836305";"0.543541787462357";"493"
"360";"acteur";"0.196701720777138";"-0.0733569939070214";"0.542264037491679";"494"
"361";"plan";"0.0243571558542609";"-0.0609013223218035";"0.539702755876246";"496"
"362";"frère";"0.216388410697529";"-0.119361491060026";"0.539702755876246";"497"
"363";"explication";"0.184613764418934";"-0.0966208082053309";"0.538621582824133";"498"
"364";"visage";"0.167678073695518";"-0.107656166797992";"0.53821686563885";"499"
"365";"travail";"0.408348736147039";"-0.413176402661318";"0.53821686563885";"500"
"366";"chaîne";"0.16489135333659";"-0.109311379883275";"0.535875287638285";"501"
"367";"façon";"0.186217708901155";"-0.0806278458334052";"0.534915529741757";"503"
"368";"tourner";"0.209144370137472";"-0.0854305348077476";"0.534915529741757";"504"
"369";"appeler";"0.194600422275768";"-0.134974134699809";"0.533024922319079";"507"
"370";"zone";"0.184143095534829";"-0.135139071265502";"0.529752494792364";"508"
"371";"dossier";"0.393177448594104";"-0.350184995803053";"0.526584137399007";"510"
"372";"vendre";"-0.497171992494638";"0.0613653206345432";"0.523947694020593";"511"
"373";"nouvelle";"-0.220943845390293";"-0.123272664124193";"0.523323273220442";"512"
"374";"également";"0.318378109134926";"-0.286610628457685";"0.521068420331009";"513"
"375";"nuit";"-0.0330781690396459";"-0.0383131612051474";"0.517998351396935";"515"
"376";"julien";"0.173925166060071";"-0.127708680868776";"0.51478952228505";"518"
"377";"suivre";"0.330866475240447";"-0.321703594171074";"0.511256919424938";"519"
"378";"vidéo";"0.623179600167862";"0.00268108615749282";"0.5";"520"
