"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_M6";"X.chaine_NRJ12";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1"
"devenir";-0,0184;-0,2466;-0,7529;-0,4464;2,3001;-0,2436;-1,5716;0,7688;0,5967;0,432;-0,5236;-0,0619;-0,147;-0,288;1,0681
"commenter";-0,0108;-0,1457;-0,8299;-0,2637;2,6971;1,307;-1,4421;0,4418;-0,0749;-0,1185;-0,3093;-0,0366;-0,0869;-0,7035;0,5742
"accidentellement";-0,0217;-0,2915;-1,6608;-0,1764;-1,9981;-0,3164;-2,8862;-0,3901;-0,1498;-0,237;28,2839;-0,0732;-0,1738;-1,4079;-0,911
"évolution";-0,01;-0,1345;-0,766;-0,2434;-0,4001;5,515;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;2,5851;-0,0802;0,3782;-0,4202
"chine";-0,0092;0,6071;-0,7022;0,3961;-0,8447;0,2783;-1,2202;0,5004;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;4,194;-0,3852
"substance";-0,0083;-0,112;-0,6383;-0,2028;-0,3003;-0,2955;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;7,4414;-0,3501
"karim";-0,0117;-0,1569;10,169;-0,2839;-1,0753;-0,4137;-1,5532;0,4165;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"vigi";-0,0117;-0,1569;12,1242;-0,2839;-1,0753;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"rythmé";-0,0225;0,2993;-1,7248;-0,5479;-2,075;-0,7983;15,5445;-0,4051;-0,1556;-0,2462;-0,6427;-0,076;-0,1805;-1,4621;-0,9461
"unir";-0,0234;0,2885;-1,7887;-0,1988;-0,8376;-0,3544;-3,1085;-0,4201;2,2397;0,3521;-0,6665;-0,0788;0,4557;8,0549;-0,201
"sortir";-0,015;4,171;-1,1494;0,2452;0,2391;0,4768;-1,2018;0,9102;-0,1037;0,5023;-0,4283;-0,0506;-0,1203;-0,444;0,3856
"commentaire";-0,0083;1,5952;1,4338;2,0507;-0,7679;0,3067;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"zorbb";-0,0092;-0,1233;-0,7022;-0,2231;-0,8447;13,0334;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;-0,3852
"consacrer";-0,0184;-0,2466;-1,405;0,5761;12,0808;-0,6504;-2,4416;-0,33;-0,1267;-0,2005;-0,5236;-0,0619;-0,147;-1,1911;-0,3159
"sentir";-0,0134;-0,1793;-0,4731;-0,3245;4,4217;1,0781;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;-0,045;-0,1069;-0,866;0,4501
"député";-0,0234;-0,314;20,0973;-0,5682;-1,3439;-0,8279;-3,1085;0,2077;-0,1614;-0,2553;-0,6665;-0,0788;-0,1872;-1,5164;-0,9812
"perquisition";-0,0167;-0,2242;17,3348;-0,4057;-1,5365;-0,5912;-2,2195;-0,3;-0,1152;-0,1823;-0,4759;-0,0563;-0,1337;-1,0827;-0,7006
"ahmed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"affaire";-0,0225;0,2993;2,1243;-0,1875;-0,4656;2,8433;-2,9973;-0,4051;-0,1556;0,9693;-0,6427;-0,076;-0,1805;-1,4621;0,8176
"vigier";-0,0117;-0,1569;12,1242;-0,2839;-1,0753;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"rick";-0,0092;-0,1233;-0,7022;-0,2231;-0,8447;-0,325;7,1267;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;-0,3852
"guerre";-0,005;-0,0672;-0,3829;0,6121;0,5986;-0,1772;-0,2267;-0,0899;-0,0345;-0,0547;-0,1427;-0,0169;-0,0401;-0,3246;1,1375
"parler";-0,0409;-0,55;-1,0825;-0,2133;11,9095;0,9985;-5,4455;-0,7359;-0,2826;-0,137;-1,1675;-0,138;-0,3279;-2,6562;1,0886
"fry";-0,0384;-0,5162;-2,9411;-0,4282;-3,5384;-1,3613;-5,1114;-0,6907;-0,2653;-0,4198;56,3495;-0,1296;-0,3078;-2,4932;-1,6132
"penser";-0,0209;-0,2803;-1,5969;-0,5073;0,4187;-0,2977;-1,8564;0,2378;0,5493;1,8389;-0,595;-0,0704;0,4956;0,4748;3,3856
"suivre";-0,0067;0,7294;-0,1552;-0,1622;0,4194;0,3771;-0,8873;-0,1199;-0,0461;-0,0729;-0,1903;-0,0225;-0,0534;0,6216;0,323
"évoquer";-0,0292;0,2254;0,4653;3,8537;-0,3099;0,7086;-3,887;-0,1765;-0,2018;-0,3192;-0,8334;-0,0985;1,0029;0,4074;0,2873
"tête";-0,0468;0,3775;-2,5861;-1,1379;-2,4642;-0,9624;24,2491;-0,8413;-0,3231;-0,5112;-1,3347;-0,1578;-0,3749;-3,0367;-1,2071
"possible";-0,015;-0,2018;-1,1494;-0,3651;0,4794;-0,1762;-1,9973;-0,2699;-0,1037;-0,1641;-0,4283;-0,0506;0,6163;6,1006;-0,2303
"poser";-0,0092;-0,1233;-0,7022;-0,2231;1,057;0,7951;-1,2202;0,5004;0,8674;1,681;-0,2617;-0,0309;-0,0735;-0,2042;-0,3852
"hassaine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"théorie";-0,0117;-0,1569;-0,8938;0,3188;-0,5059;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;9,7716;-0,0935;2,4782;-0,4903
"fou";-0,0083;-0,112;-0,6383;-0,2028;0,6741;0,3067;-1,1092;1,3653;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,1742;1,4345
"expérience";-0,015;0,4299;-1,1494;-0,3651;1,7516;-0,532;-1,2018;-0,2699;-0,1037;-0,1641;0,2027;-0,0506;0,6163;0,451;1,3412
"corps";-0,0142;-0,1905;-1,0855;-0,3448;1,3516;-0,5024;-1,8863;0,9519;-0,0979;0,5228;-0,4045;2,2802;-0,1136;-0,9202;2,9044
"solère";-0,0117;-0,1569;12,1242;-0,2839;-1,0753;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"reportage";-0,0359;-0,4825;-2,7489;0,2292;10,2262;-0,341;-4,7773;0,3654;-0,248;-0,3923;-1,0243;-0,1211;-0,2877;-2,3303;3,4901
"explorer";-0,0092;-0,1233;-0,7022;0,3961;-0,8447;-0,325;-0,5966;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;6,7491;-0,3852
"convaincre";-0,0092;-0,1233;-0,7022;-0,2231;0,2575;0,2783;-1,2202;-0,1649;-0,0633;2,8904;-0,2617;-0,0309;-0,0735;-0,5952;3,0674
"internet";-0,0067;1,7867;-0,5106;0,5063;-0,2081;-0,2363;-0,8873;-0,1199;0,9973;1,9564;-0,1903;-0,0225;-0,0534;0,2;-0,2801
"city";-0,046;-0,6175;-3,5181;-1,1176;-4,2325;-1,6283;31,5257;-0,8262;-0,3173;-0,5021;-1,3108;-0,155;-0,3682;-2,9823;-0,7203
"sophie";-0,0184;-0,2466;-1,405;0,5761;8,2255;-0,6504;-2,4416;-0,33;-0,1267;-0,2005;-0,5236;-0,0619;-0,147;-1,1911;1,0681
"affirmer";-0,0184;-0,2466;-1,405;-0,1339;-0,2906;-0,2436;-2,4416;0,2739;-0,1267;0,432;-0,5236;4,9707;2,3621;0,5978;1,0681
"semaine";-0,0175;2,7571;-0,7046;-0,4261;1,8826;-0,2262;-2,3305;1,4851;-0,121;1,1577;-0,4997;2,0987;-0,1404;-1,1369;-0,7356
"comédien";-0,005;-0,0672;-0,3829;-0,1216;3,239;-0,1772;-0,6654;0,728;-0,0345;-0,0547;-0,1427;-0,0169;-0,0401;-0,3246;-0,21
"différent";-0,0092;-0,1233;-0,264;0,3961;2,4025;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;1,9344;-0,2042;-0,3852
"extra_terrestre";-0,0092;-0,1233;-0,7022;0,3961;2,4025;0,2783;-1,2202;-0,1649;-0,0633;1,681;-0,2617;-0,0309;-0,0735;-0,5952;0,2306
"monde";-0,1073;-0,8;-5,8537;-1,192;-1,7334;-1,1527;4,7617;-0,4385;1,0526;-0,2995;-3,0607;-0,3619;2,4639;5,1061;-0,4777
"visiteur";-0,0225;-0,3028;-1,7248;-0,5479;-2,075;-0,7983;-2,9973;-0,4051;-0,1556;-0,2462;-0,6427;-0,076;-0,1805;10,5924;3,9011
"naulleau";-0,01;-0,1345;10,3893;-0,2434;-0,9216;-0,3546;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;-0,4202
"lilia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"fille";-0,1107;-0,8349;-8,4742;-1,2511;-1,8865;-1,2247;42,4337;-1,2346;-0,7642;-1,2091;-1,1341;-0,3732;-0,8866;-7,1833;-1,2891
"désert";-0,0175;-0,2354;-1,3411;-0,4261;-0,5014;0,3915;-2,3305;0,8009;-0,121;0,448;-0,4997;-0,0591;-0,1404;8,3488;-0,7356
"humoriste";-0,0033;-0,0448;-0,2552;-0,0811;3,1631;-0,1181;-0,4435;-0,06;-0,023;-0,0364;-0,0951;-0,0112;-0,0267;-0,2164;-0,14
"apparition";-0,0134;-0,1793;-1,0216;-0,3245;-0,6164;-0,4729;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;-0,045;0,6611;0,9653;7,4159
"venir";-0,0401;-0,1848;-3,0693;-0,2045;-0,4941;1,4427;-2,0417;-0,2907;3,3961;0,5805;-1,1436;3,6009;0,2818;0,3024;1,9845
"tomber";3,3284;-0,1905;-1,0855;-0,3448;0,5345;1,6544;-1,8863;0,9519;-0,0979;0,5228;-0,4045;-0,0478;-0,1136;-0,4072;0,8544
"laisser";-0,0175;-0,2354;-1,3411;-0,4261;-0,2594;0,8057;-2,3305;0,2875;-0,121;2,0504;-0,4997;-0,0591;-0,1404;4,3112;-0,2938
"époque";-0,0125;-0,1681;-0,9577;0,2978;0,6661;1,8505;-1,6642;0,3934;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;0,5967;0,4873
"intervenir";-0,025;-0,3364;-1,9167;-0,6089;-0,9411;-0,8872;12,8536;-0,1371;-0,1729;-0,2736;-0,7142;-0,0844;-0,2006;-1,6248;-0,5042
"origine";-0,0284;0,2333;-2,1727;0,3341;-0,2841;0,7399;-3,7757;-0,5103;-0,196;-0,3101;-0,3443;4,1941;2,7698;3,5325;-0,6049
"image";-0,0342;-0,46;-2,6208;0,2488;2,4235;3,6091;-4,5546;0,3899;0,377;-0,3741;-0,9766;-0,1155;-0,2743;0,4602;1,0279
"mythe";-0,0092;-0,1233;-0,7022;2,962;-0,8447;3,3968;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;0,8078;-0,5952;0,2306
"italie";-0,005;-0,0672;-0,3829;0,6121;0,1846;0,4748;-0,6654;-0,0899;-0,0345;-0,0547;-0,1427;-0,0169;-0,0401;1,6129;-0,21
"édition";-0,0117;4,766;-0,8938;5,9903;-0,2229;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"répondre";-0,0083;-0,112;-0,6383;0,4282;1,1957;-0,2955;-1,1092;3,6333;-0,0576;0,723;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"présenter";-0,0476;0,3685;-3,6463;0,5825;8,1385;3,5672;-6,3371;0,5159;-0,3289;-0,1752;-1,3586;-0,1606;0,2331;-1,0649;-0,4601
"chaîne";-0,0033;-0,0448;-0,2552;-0,0811;0,2951;-0,1181;-0,4435;-0,06;-0,023;-0,0364;-0,0951;-0,0112;-0,0267;1,1552;0,5597
"spatial";-0,0159;-0,213;-1,2133;1,2753;-0,4147;0,9022;-2,1084;3,4645;1,5946;-0,1732;-0,4521;-0,0535;-0,127;-0,4814;0,749
"écrivain";-0,0167;-0,2242;4,8145;-0,4057;1,4925;-0,5912;-2,2195;0,3021;-0,1152;-0,1823;-0,4759;-0,0563;-0,1337;-1,0827;-0,2722
"terre";0,8401;-0,9104;-5,1875;0,5088;-1,1253;0,7907;-9,0162;-0,3202;2,3716;0,2978;-1,1852;-0,2285;2,8357;15,3853;-0,6229
"richard";-0,0108;-0,1457;-0,8299;-0,2637;5,6635;-0,3841;-1,4421;2,0658;-0,0749;-0,1185;-0,3093;-0,0366;-0,0869;-0,7035;-0,4552
"gagner";-0,0083;-0,112;-0,6383;-0,2028;1,1957;2,5489;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;0,7487
"christophe";-0,0435;-0,5837;28,3701;-0,5129;-0,619;-1,5393;-5,7798;-0,3286;-0,3;-0,4746;-1,2392;-0,1465;-0,348;-2,8192;-1,093
"espace";-0,0292;-0,3926;-2,2367;1,1342;-1,7993;5,0488;-3,887;5,7575;5,253;-0,3192;-0,3598;-0,0985;-0,2341;-0,6869;-0,6306
"vie";-0,0737;-0,4687;-3,5864;1,7305;8,7654;-0,3225;-7,2463;-0,7096;-0,5085;0,2609;-2,1005;0,957;1,9565;0,4781;0,6197
"mort";-0,0117;0,5183;-0,8938;-0,2839;-0,5059;0,6312;-1,5532;-0,2099;-0,0806;0,5943;-0,3331;4,0497;-0,0935;-0,7577;3,4317
"teen";-0,0409;-0,55;-3,1334;-0,9954;-3,7697;-1,4503;31,8687;-0,7359;-0,2826;-0,4472;-1,1675;-0,138;-0,3279;-2,6562;-1,7187
"damien";-0,0092;-0,1233;-0,7022;-0,2231;8,7061;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;-0,3852
"science";-0,0092;-0,1233;-0,264;5,4789;-0,3494;-0,325;-1,2202;0,5004;-0,0633;-0,1002;-0,2617;-0,0309;0,8078;-0,5952;0,2306
"information";-0,015;1,9983;-0,5635;3,994;-0,3733;-0,1762;-1,9973;-0,2699;-0,1037;-0,1641;-0,4283;-0,0506;-0,1203;-0,1898;0,7995
"débat";-0,0267;4,9006;8,6996;-0,2459;-0,6677;-0,9464;-3,5533;-0,4802;-0,1844;-0,2918;-0,7619;-0,0901;-0,214;-1,7333;-0,264
"créature";-0,0217;-0,2915;-1,6608;-0,5276;-1,2171;-0,7687;-2,8862;-0,3901;1,3417;-0,237;-0,6189;-0,0732;1,2274;13,625;-0,4076
"visuel";-0,0217;-0,2915;20,3289;-0,5276;-1,2171;-0,7687;-2,8862;-0,3901;-0,1498;-0,237;-0,6189;-0,0732;-0,1738;-1,4079;-0,911
"boucherie";-0,0083;-0,112;8,6554;-0,2028;-0,7679;-0,2955;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"astrophysicien";-0,0083;-0,112;-0,6383;3,1424;1,1957;-0,2955;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;0,7487
"recette";-0,01;-0,1345;-0,766;-0,2434;7,6963;-0,3546;-1,3311;0,4696;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;-0,4202
"comprendre";1,2376;-0,3477;4,6942;-0,2338;0,4114;-0,9168;-1,7464;-0,4652;-0,1787;0,3202;-0,738;0,7399;-0,2073;-1,6791;1,0585
"jeu";-0,0167;0,3944;-1,2772;-0,4057;1,4925;4,6814;-2,2195;-0,3;-0,1152;1,1954;-0,1481;-0,0563;-0,1337;-1,0827;-0,2722
"dernier";-0,0259;1,3621;-1,2083;0,3805;-0,2131;0,8436;-2,44;-0,4652;-0,1787;2,4362;-0,738;-0,0873;-0,2073;1,2002;0,6659
"leçon";-0,0025;-0,0336;-0,1914;0,8838;-0,2303;-0,0886;0,2716;1,0072;-0,0173;-0,0273;-0,0713;-0,0084;-0,02;-0,1623;-0,105
"grandir";-0,0259;-0,3477;-1,9807;-0,2338;-0,3763;-0,9168;12,1663;-0,4652;-0,1787;-0,2827;-0,738;-0,0873;-0,2073;-1,6791;-1,0864
"plan";-0,01;-0,1345;-0,766;-0,2434;-0,4001;0,2534;-0,6785;1,2182;-0,0691;0,6525;-0,2854;-0,0338;-0,0802;0,8014;1,2214
"secte";-0,0083;-0,112;-0,6383;-0,2028;6,1895;0,3067;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"notamment";-0,0075;1,6848;-0,5744;-0,1825;-0,2531;0,3393;-0,9982;2,554;-0,0518;-0,082;-0,2141;-0,0253;0,8885;-0,487;0,2874
"depétrini";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"incident";-0,0686;-0,9217;-5,2518;-1,6682;-6,3185;-2,4306;45,0627;-1,2333;-0,4737;-0,3101;-1,9567;-0,2313;-0,5495;-2,0011;-2,8805
"recherche";-0,0317;7,6075;-2,4287;1,0304;0,8225;0,6234;-4,2207;-0,5704;0,4021;0,7301;-0,905;-0,107;0,9431;-1,2765;0,7758
"garçon";-0,0083;-0,112;-0,6383;-0,2028;0,6741;2,5489;-1,1092;1,3653;-0,0576;0,723;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"environnement";-0,0242;-0,3252;-1,8527;-0,2103;-0,889;0,2387;-3,2197;-0,4351;-0,1671;-0,2644;25,7869;-0,0816;-0,1939;-1,5706;-1,0163
"nucléaire";-0,0083;0,6432;-0,226;0,4282;0,3018;-0,2955;-1,1092;1,3653;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;0,9892;-0,3501
"robin";-0,0418;-0,5612;-3,1975;-1,0157;-3,8468;-1,4799;30,2763;-0,7509;-0,2884;-0,4563;-1,1914;-0,1409;-0,3346;-2,7106;-1,0365
"belhousse";-0,0125;-0,1681;-0,9577;20,1994;-1,1521;-0,4433;-1,6642;-0,2249;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;-0,8118;-0,5253
"témoin";-0,025;-0,3364;4,1661;-0,6089;-0,3454;0,2249;-3,3308;-0,4502;-0,1729;-0,2736;0,3187;-0,0844;0,4319;0,5676;0,3836
"mystère";-0,0092;-0,1233;-0,7022;-0,2231;0,2575;0,7951;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;6,2931;-0,0735;-0,2042;0,6832
"kelly";-0,01;-0,1345;10,3893;-0,2434;-0,9216;-0,3546;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;-0,4202
"retrouver";-0,0292;-0,3926;-2,2367;-0,7105;0,4744;0,3904;-2,0952;-0,1765;1,9682;3,1425;-0,3598;-0,0985;0,3802;-1,1434;4,3806
"victime";-0,0092;-0,1233;-0,7022;1,0608;1,6621;-0,325;-1,2202;-0,1649;-0,0633;0,686;-0,2617;-0,0309;-0,0735;-0,5952;1,3213
"technologie";-0,0134;-0,1793;-1,0216;0,2787;-1,229;-0,145;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;5,5622;-0,1069;3,7278;0,4501
"alexandre";-0,0134;-0,1793;11,8469;-0,3245;-0,6164;-0,4729;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;-0,045;-0,1069;-0,866;-0,5604
"frère";-0,01;0,5747;-0,766;0,3675;0,9381;0,2534;-1,3311;1,2182;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;1,2214
"millénaire";-0,0376;-0,505;-2,8771;-0,4144;-3,4613;-1,3316;-5;-0,6757;-0,2595;-0,4106;49,993;-0,1267;0,8236;-2,4389;-1,5781
"meilleur";-0,0075;-0,1008;3,4273;-0,1825;0,3549;-0,2659;-0,9982;-0,1349;0,9489;-0,082;-0,2141;-0,0253;-0,0601;-0,487;-0,3151
"observation";-0,0092;-0,1233;-0,7022;0,3961;-0,8447;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;8,3345;-0,3852
"tirailleur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"décontraction";-0,0217;-0,2915;-1,6608;-0,5276;-1,9981;-0,7687;16,8705;-0,3901;-0,1498;-0,237;-0,6189;-0,0732;-0,1738;-1,4079;-0,911
"astronaute";-0,0326;-0,4375;-2,4928;-0,334;-1,4371;-0,5793;-4,332;2,0109;-0,2249;-0,3558;-0,9288;3,9558;4,6041;8,8053;-1,3673
"découverte";-0,0192;-0,2579;-0,4273;-0,4667;1,1817;-0,2613;-2,5528;0,2611;-0,1325;-0,2097;-0,5474;-0,0647;-0,1537;3,1484;0,5824
"millier";-0,0125;0,4935;-0,9577;-0,3042;-0,5606;0,1941;-1,6642;0,3934;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;6,0921;-0,1711
"continuer";-0,0117;-0,1569;-0,8938;-0,2839;0,3964;-0,4137;-1,5532;0,4165;0,771;-0,1276;-0,3331;-0,0394;-0,0935;3,3158;0,5284
"ambre";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"laëtitia";-0,0125;-0,1681;12,9921;-0,3042;-1,1521;-0,4433;-1,6642;-0,2249;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;-0,8118;-0,5253
"animal";-0,0159;0,4116;0,592;-0,3854;1,6159;-0,1925;-2,1084;-0,285;0,6522;-0,1732;-0,4521;-0,0535;-0,127;0,7564;-0,251
"pyramide";-0,01;-0,1345;-0,766;-0,2434;-0,9216;-0,3546;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;0,7732;9,2314;-0,4202
"robot";-0,0284;-0,3814;-2,1727;-0,2703;-1,7333;-0,2139;-3,7757;-0,1684;0,4399;0,2922;26,2489;-0,0957;-0,2274;-1,8418;-0,6049
"temps";1,383;-0,2466;-1,405;-0,1339;0,3117;0,3672;-1,5716;0,7688;0,5967;-0,2005;-0,5236;-0,0619;0,5418;1,4378;0,6195
"david";-0,025;-0,3364;-1,9167;5,3167;5,5025;0,5011;-3,3308;-0,4502;-0,1729;-0,2736;-0,7142;-0,0844;-0,2006;-0,5217;-1,0514
"façon";-0,0058;-0,0784;-0,4467;0,5547;0,4988;1,1386;-0,7763;-0,1049;-0,0403;-0,0638;-0,1665;-0,0197;-0,0468;0,7133;-0,2451
"face";-0,0092;-0,1233;-0,7022;-0,2231;3,2825;-0,325;-0,2726;-0,1649;-0,0633;0,686;-0,2617;-0,0309;-0,0735;-0,5952;0,2306
"rouge";-0,0075;-0,1008;-0,5744;-0,1825;2,1035;0,9421;-0,9982;0,5734;-0,0518;0,7644;-0,2141;-0,0253;-0,0601;-0,487;-0,3151
"montrer";-0,0192;-0,2579;-0,8017;-0,4667;1,6304;4,1681;-2,5528;0,2611;-0,1325;0,4169;-0,5474;-0,0647;-0,1537;-0,6371;0,5824
"tenter";-0,0493;-0,6625;-3,7746;-0,6154;-1,1703;-1,747;-5,2984;-0,8864;-0,3405;0,9081;40,005;-0,1663;-0,395;-3,1998;0,7708
"quitter";-0,0301;-0,4038;-1,4735;-0,2954;-0,3367;-1,0649;9,5165;-0,5403;-0,2075;-0,3284;-0,8573;-0,1014;-0,2408;-1,9503;0,2713
"inviter";-0,0192;0,9384;-1,469;5,3247;1,1817;-0,6799;-2,5528;2,16;-0,1325;0,4169;-0,5474;-0,0647;-0,1537;-1,2453;-0,3383
"ados";-0,0225;-0,3028;-1,7248;-0,1875;-2,075;-0,7983;15,5445;-0,4051;-0,1556;-0,2462;-0,6427;-0,076;-0,1805;-1,4621;-0,9461
"site";-0,02;0,3355;-1,5329;-0,487;1,0946;-0,7095;-2,6639;-0,36;-0,1383;-0,2188;-0,5712;-0,0675;1,2899;4,4973;0,5479
"politique";-0,0175;2,7571;0,4938;-0,4261;0,6104;-0,6208;-2,3305;4,2877;-0,121;-0,1914;-0,4997;-0,0591;-0,1404;-0,5582;-0,2938
"alliance";-0,0134;1,2125;10,1625;-0,3245;-1,229;-0,4729;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;-0,045;-0,1069;-0,866;-0,5604
"lune";-0,0134;-0,1793;-1,0216;-0,3245;-0,2948;3,4461;-1,7752;2,7658;0,7185;-0,1458;-0,3807;-0,045;-0,1069;0,5428;-0,5604
"seul";-0,0142;-0,1905;-1,0855;-0,3448;0,271;0,5103;-1,1115;0,9519;-0,0979;0,5228;1,2321;-0,0478;0,638;0,4945;-0,21
"tamaran";-0,0217;-0,2915;-1,6608;-0,5276;-1,9981;-0,7687;16,8705;-0,3901;-0,1498;-0,237;-0,6189;-0,0732;-0,1738;-1,4079;-0,911
"mauvais";-0,01;-0,1345;-0,766;6,5923;0,2204;0,2534;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;0,6255
"chef";-0,01;1,4433;-0,766;0,3675;0,9381;-0,3546;-1,3311;0,4696;-0,0691;-0,1093;-0,2854;-0,0338;0,7732;0,3782;0,2076
"appeler";-0,0075;0,6836;-0,5744;-0,1825;0,3549;-0,2659;-0,9982;0,5734;-0,0518;-0,082;-0,2141;-0,0253;-0,0601;1,1059;0,8238
"françois";-0,015;1,9983;-0,5635;2,1051;0,2391;0,4768;-1,9973;1,6649;-0,1037;-0,1641;-0,4283;-0,0506;-0,1203;-0,9743;0,3856
"soucoupe";-0,0125;-0,1681;-0,9577;-0,3042;-0,5606;1,8505;-0,9343;2,879;1,7916;1,4237;-0,3569;-0,0422;-0,1002;-0,8118;-0,1711
"nombre";-0,0075;-0,1008;-0,5744;-0,1825;0,3549;-0,2659;-0,9982;-0,1349;-0,0518;-0,082;-0,2141;2,8429;-0,0601;1,8382;0,2874
"pizza";-0,0359;-0,4825;-2,7489;-0,3872;-3,3072;-1,2723;-4,7773;-0,6456;-0,248;-0,3923;52,4682;-0,1211;-0,2877;-2,3303;-1,5078
"alexis";-0,0108;-0,1457;11,2567;-0,2637;-0,9984;-0,3841;-1,4421;-0,1949;-0,0749;-0,1185;-0,3093;-0,0366;-0,0869;-0,7035;-0,4552
"enlever";-0,0083;-0,112;-0,6383;-0,2028;-0,7679;-0,2955;-0,2214;-0,1499;2,1409;3,022;-0,2379;-0,0281;-0,0668;-0,5411;1,4345
"prendre";-0,0653;-0,8766;-4,9947;-0,9095;-0,4262;0,8562;-4,576;-0,598;-0,4505;0,6575;32,5246;-0,22;-0,5226;-2,421;-0,222
"livreur";-0,0359;-0,4825;-2,7489;-0,3872;-3,3072;-1,2723;-4,7773;-0,6456;-0,248;-0,3923;52,4682;-0,1211;-0,2877;-2,3303;-1,5078
"état";-0,0159;1,0801;-1,2133;-0,3854;-0,7894;-0,1925;-2,1084;0,3177;-0,1094;-0,1732;-0,4521;-0,0535;-0,127;9,2495;-0,6655
"grave";-0,0418;-0,1972;-3,1975;-1,0157;-3,8468;-1,4799;30,2763;-0,7509;-0,2884;-0,4563;-1,1914;-0,1409;-0,3346;-2,7106;-1,7538
"déage";-0,0083;-0,112;-0,6383;13,4461;-0,7679;-0,2955;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"yacine";-0,0125;-0,1681;-0,9577;20,1994;-1,1521;-0,4433;-1,6642;-0,2249;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;-0,8118;-0,5253
"thierry";-0,025;5,1;4,897;-0,6089;-1,4723;1,3572;-3,3308;0,5674;-0,1729;-0,2736;-0,7142;-0,0844;-0,2006;-1,6248;-0,5042
