notice;chaine;Année de date_diffusion;Année de decennie;public_groupe;mediamat_groupe;genre_groupe;duree;resume
5079279.001;Canal +;2013;2010;Plus de douze ans;Fiction;Long métrage;01:38:16:00;"[Source iMedia]
Dans une banlieue tranquille des Etats-Unis, un habitant crée une milice de quartier. Ensemble, ils découvrent que des extraterrestres ont envahi leur ville.
Evan habite une banlieue tranquille de l'Illinois et se passionne pour la vie de son quartier. Après avoir organisé plusieurs activités, il s'intéresse aux questions de sécurité. Il crée alors une petite milice qui patrouillera durant les nuits, entre les pavillons cossus. Un soir, Evan et les trois volontaires qu'il a pu recruter font une stupéfiante découverte. Quelque chose d'étrange rôde dans les fourrés. Stupéfaits, ils constatent qu'un être d'origine extraterrestre circule en ville. Les compères sont forcés d'admettre qu'une invasion est en cours. Ils décident d'intervenir devant l'incrédulité de la police et de leurs proches..."
5146842.001;France 3;2013;2010;Programme jeunesse;Fiction;Animation;00:06:40:00;"[Source iMedia]
Deux scientifiques extraterrestres incompétents emmènent Pidsley et Shaun à bord de leur soucoupe volante..."
5266931.001;France 2;2014;2010;Présence d'un public in situ;Culture connaissance;Magazine;01:39:04:00;"[Source iMedia]
En compagnie de Sophie Davant, des invités témoignent de leur vécu, de leur parcours, de leurs difficultés et de la manière dont ils ont pu surmonter les obstacles.

Jeunes, belles, riches, elles avaient tout pour réussir...
Jeunes, belles et riches, les invitées que je m'apprête à vous présenter avaient
absolument tout entre leurs mains pour réussir. Leur avenir était tout tracé et il
promettait d'être radieux' Pourtant, alors que beaucoup auraient tout donné pour
avoir leur chance, elles ont décidé de tout plaquer pour vivre LA vie qui les faisait
rêver' une vie plus en accord avec leurs valeurs à elles, plus rock'n roll ou plus
aventurière'
Sont-elles parvenues à trouver leur équilibre ? Leur est-il arrivé de regretter leur
choix ? C'est ce qu'elles vont nous dire tout au long de notre émission

Invités
Isabelle, ' Je suis née avec une cuillère d'argent dans la bouche. Mais j'ai décidé
de vivre ma vie loin de ce monde superficiel ! '
Isabelle n'a jamais manqué de rien. Elle est née dans une famille très aisée et a
vécu dans un confort que peu connaissent. Ses parents l'imaginaient faire une
carrière dans la politique ou devenir médecin. Pour eux, la vie de leur fille était
toute tracée !
Pourtant très rapidement, Isabelle ne s'est pas sentie bien dans ce monde codifié
où l'argent et l'image régnaient en maîtres. Elle dit qu'elle avait l'impression d'être
' une extraterrestre'. Incomprise, elle a commencé à prendre ses distances'
Elle s'est d'abord lancée dans l'humanitaire, puis elle est devenue journaliste.
Une journaliste pas comme les autres puisqu'elle s'est prise de passion pour '
l'information positive ', une forme de journalisme totalement décalée. Quelques
années plus tard, elle a épousé un homme musulman et s'est installée dans le
désert égyptien. Ses parents n'ont jamais compris son désir de différence et ont
même fini par lui tourner le dos. Aujourd'hui, elle est heureuse de ses choix, et de
la vie qu'elle mène, en toute simplicité, à la montagne.
Elisabeth, ' Je suis née et j'ai grandi dans un milieu très bourgeois. Mais pour moi,
l'argent est devenu synonyme de superficialité et de manque d'amour. J'ai refusé
un avenir tout tracé pour vivre ma propre vie, à l'opposé de ce qu'on attendait de
moi. '
Elisabeth naît dans le 16ème arrondissement de Paris dans une famille aisée.
Son père travaille comme industriel, et sa mère a pour habitude de passer ses
journées dans un club de bridge très chic. Elisabeth et ses frères et soeurs sont
élevés par des gouvernantes. Complètement coupée du monde extérieur,
surprotégée, Elisabeth devient une jeune fille innocente, pas vraiment intéressée
par les études. Elle fait le clown en classe et n'est pas une très bonne élève. Mais
son avenir est déjà tout tracé : de courtes études et un mariage avec un homme
de bonne famille.
Pourtant, à 13 ans, Elisabeth commence à se sentir mal à l'aise dans cette
jeunesse dorée. C'est à cette époque qu'elle devient un peu rebelle et découvre le
cannabis. Le premier pas sur le chemin de traverse qu'elle a emprunté pendant
les années qui ont suivi.
A 15 ans, ses parents divorcent et sa mère quitte leur grand appartement parisien.
Pour Elisabeth, c'est le début d'une nouvelle vie : une vie de noctambule. Elle
commence à faire le mur, arrête les cours et vit la nuit. Elle qui a été habituée à
être couvée ne se rend pas compte que le monde peut être dangereux. Elle s'y
promène sans s'inquiéter et commence à fréquenter des gens et des endroits
bien différents de ceux qu'elle a connus jusque-là. Elle tombe dans les vices des
folles soirées parisiennes. Les boites de nuit et leurs doses d'alcool et de
drogues deviennent son quotidien. D'un naturel timide, la jeune fille boit beaucoup
pour se laisser aller et prendre confiance en elle. Rapidement, elle se met à tester
la cocaïne et l'acide. Progressivement, son nouveau rythme s'installe : elle vit la
nuit et dort la journée, elle tombe dans un engrenage totalement destructeur qui la
mènera en cavale avec Badaoui, un bandit qui a fait la Une des journaux dans les
années 70.
Après des années sombres, Elisabeth choisit finalement de tout quitter pour
s'installer sur l'île de la Réunion. Elle comprend qu'elle a pris le mauvais chemin
et tente de revenir à une vie plus saine. Après quelques années d'exil, elle revient
en métropole en femme et mère épanouie. Elle monte sa propre boite en tant que
coach de vie à Cannes. Elle entretient avec sa fille une relation à l'opposé de ce
qu'elle a vécu, basée sur l'amour et la confiance.
Lisa, ' J'étais une jeune femme riche, avec une belle carrière professionnelle.
Mais j'ai quitté ma vie de luxe pour créer une association pour les orphelins
d'Afrique '
Lisa naît à Barcelone, de parents britanniques qui ne peuvent pas s'occuper
d'elle. Elle grandit donc dans une famille d'accueil qui lui permet de beaucoup
voyager. C'est à cette époque qu'elle développe son ouverture d'esprit.
En grandissant, Lisa se passionne pour l'écriture et le journalisme. A tout juste 17
ans, la jeune fille gagne un concours pour rentrer à Vogue UK et y fait ses classes
au côté de la fameuse Anna Wintour. Mutée à Barcelone, elle devient à 22 ans la
plus jeune rédactrice en chef de l'histoire du groupe. A la tête du prestigieux
magazine Vogue Espagne, la jeune femme vit dans le luxe, la mode et le pouvoir.
Célèbre et même enviée, Lisa cache pourtant en elle une blessure : elle ne peut
pas avoir d'enfant. En 1989, elle adopte alors une petite fille marocaine, Sabrina.
Quelques années plus tard, Lisa part au Ghana accompagnée de sa fille pour
faire du volontariat en Afrique. Elle veut lui montrer une autre réalité, pour qu'elle
comprenne la chance qu'elle a.
Pour Lisa, le choc est si fort que ce voyage transforme tous ses plans d'avenir'
Du jour au lendemain, elle décide tout quitter : sa vie dorée, son poste de
rédactrice en chef'pour faire de l'humanitaire au Ghana! Elle crée une structure
d'accueil pour héberger des enfants. Au Ghana, Lisa se sent enfin utile. Depuis
2002, elle y vit dans une cahute en paille et en terre cuite, loin des châteaux et des
hôtels 5 étoiles de ses jeunes années.
Aujourd'hui fière de son parcours, elle aimerait témoigner de son parcours pour
montrer que l'important dans la vie, ce n'est pas le luxe et l'argent, mais de trouver
sa voie, celle qui nous rend heureux'

Avis de l'expert(e)
Présenté par Yvonne Poncet-Bonissol
- Comment expliquer que des enfants de bonne famille qui ont tout pour réussir,
prennent à un moment donné, un virage à 360 degrés?
Les enfants de bonne famille ont en général grandi dans l'opulence matérielle.
Pour leur offrir ce confort, leurs parents travaillent beaucoup, sont souvent absents
et/ou les confient à du personnel de maison. Ces enfants ressentent donc en
général un manque affectif qui, plus tard, peut ressurgir et impacter leurs choix de
vie.
- Quels conseils d'éducation pourriez-vous donner aux parents?
-Privilégier la qualité du lien
-Ne pas compenser une carence affective par un surplus matériel.
-Savoir écouter les besoins de son enfant"
5291844.001;Canal +;2014;2010;Plus de douze ans;Fiction;Long métrage;01:33:07:00;"[Source iMedia]
Dans une banlieue paisible, le quotidien d'une famille est bouleversé par l'irruption de forces extraterrestres, venues pour enlever leurs deux enfants.
La famille Barrett mène une vie agréable dans une banlieue paisible. Rien ne prépare ces gens tranquilles aux événements inquiétants qui surviennent soudain dans leur maison, la nuit. Le plus jeune fils se met à parler d'un 'ogre des sables' qui s'introduirait dans sa chambre. Daniel et Lacy, les parents, sont victimes de trous de mémoire inexpliqués et de pertes de contrôle de leur corps. Personne ne peut leur venir en aide, et leur vie tourne au cauchemar. Bientôt, ils comprennent qu'une force extraterrestre est déterminée à enlever leurs deux enfants. Comment lutter contre cette présence de plus en plus menaçante ?..."
5367293.001;M6;2014;2010;Déconseillé aux enfants;Fiction;Série;00:46:30:00;"[Source iMedia]
Dix ans après le crash de leur vaisseau, sept extraterrestres sont selectionnés pour intégrer un lycée afin de faciliter la cohabitation entre les espèces.
Lorsqu'au beau milieu de la nuit, une invasion extraterrestre transforme Edendale, en Louisiane, en champ de bataille, Emery, 6 ans, tombe nez à nez avec un alien de son âge, Roman, qu'elle décide d'héberger à l'insu de ses parents. Les autorités ne tardent pas à le retrouver et à l'emmener. Dix ans plus tard, alors que les intrus, nommés les Atriens, sont restés coupés du monde dans un camp à l'écart de la ville, sept d'entre eux sont selectionnés pour intégrer un lycée afin de tester leurs capacités d'adaption à la vie humaine. Emery et Roman se retrouvent alors..."
5396981.001;M6;2014;2010;Déconseillé aux enfants;Fiction;Série;00:52:40:00;"[Source iMedia]
Pierce a renoué avec son amie imaginaire, Natalie. Avec le FBI, il tente de comprendre une femme, persuadée que son mari a été remplacé par un extraterrestre.
Pierce a arrêté son traitement à cause des effets secondaires et refuse de dire à Caroline qu'il voit à nouveau son amie imaginaire, Natalie. Parallèlement, il aide le FBI à analyser les troubles qui poussent une femme à croire que son mari a été remplacé par un extraterrestre. Lorsque les enquêteurs découvrent qu'elle a tué celui qui partage sa vie, elle leur répond qu'elle n'a fait qu'éliminer un imposteur, un étranger..."
5452469.001;France 3;2015;2010;Programme jeunesse;Fiction;Animation;00:07:00:00;"[Source iMedia]
Lorsque le vieux copain de Shaun, l'extraterrestre, atterrit pour faire une pause pipi urgente, Shaun est trop heureux de le laisser utiliser les toilettes de la ferme..."
5454725.001;France 2;2015;2010;Participation du public à distance;Culture connaissance;Magazine;00:51:03:00;"Succession des séquences suivantes :

- MODE  : ATELIER COUTURE : LE VICHY !
Chronique de Sophie BRAFMAN illustrée par un court reportage sur la confection d'une chemise en vichy

- ANIMAUX DOMESTIQUES : COMMENT VAINCRE L'OBESITE DE MON ANIMAL ?
Chronique d'Yves LAHIANI sur l'obésité animale illustrée par un court reportage sur un centre de remise en forme

- ETRANGE : DES OVNIS AU-DESSUS... DE CENTRALES NUCLEAIRES ?
Chronique de David GALLEY sur le survol de centrales nucléaires par des drones illustrée par un court reportage avec une interview de Jean-Claude BOURRET

- CULTURE : UNE JOURNEE PARTICULIERE
Chronique de Damien THEVENOT sur la pièce de  théâtre ""Une journée particulière"" d'après le film d'Ettore Scola. Bref reportage montrant des extraits de la pièce et interview en plateau des comédiens Corinne TOUZET et Jérôme ANGER

- Chronique culinaire d'Eric LEAUTEY qui prépare des oeufs pochés"
5480252.001;France 2;2015;2010;Présence d'un public in situ;Culture connaissance;Magazine;01:04:26:00;"[Source iMedia]
Surt Twitter #Touteunehistoire. Avec les invités qui ont accepté de témoigner, l'animatrice Sophie Davant aborde des thèmes ordinaires ou extraordinaires relatifs à leur quotidien.

[Source : site internet de France 2]
Parce qu'ils n'étaient pas à l'image de ce que leurs parents auraient souhaité, les invités que nous accueillerons ont longtemps été considérés comme le vilain petit canard de leur famille. Comment se sont-ils construits alors que ceux qui étaient supposés les aimer et les encourager leur répétaient inlassablement qu'ils étaient des ' bons à rien ', moins ' valables ' que leurs frères et sœurs ? Est-il possible de faire de cette souffrance d'enfance une force ? Autant de questions auxquelles nous tenterons de répondre tout au long de cette émission.


Yvonne :

1)Comment définiriez-vous le terme ' le vilain petit canard ' ?

C'est celui qui est différent de la fratrie, soit par son physique soit par sa différence de personnalité

Il est en dehors du groupe,  il ne correspond pas aux attentes du groupe

2) Pourquoi une personne se définit telle de vilain petit canard ?

Il a et il ressent une exclusion, cette personne sent que le  regard posé sur elle est différent

Cette personne se sent comme un extraterrestre

Et cela provoque une fragilité au niveau de l'estime d'elle-même, une perte de confiance de soi-même

On se met en dehors du groupe

3)Quels conseils donneriez-vous à une personne ce sentant comme le vilain petit canard de sa famille ?

Il faut oser affirmer sa différence, et faire souvent de sa différence un atout

4)Y a-t-il des signes avant-coureurs d'une personne se sentant le vilain petit canard ?

Replie, dépression, peur du regard des autres, phobie, une tendance à se cacher

5)Comment faut-il réagir lorsque l'un de nos enfants se sent dans cette situation ?

Il faut lui donner confiance en lui et l'intégrer

6)Comment un enfant peut-il faire comprendre à ses parents qu'il se sent mis de côté ?

Le parent crée la situation du vilain petit canard,

Il faut donc qu'ils valorisent leur enfant. Il faut le féliciter et le valoriser sur des domaines ou il excelle. En cas de moqueries il faut le soutenir...

7)Quelles conséquences cela peut-il causé sur le futur de ses personnes  mal aimées ?

Une tendance à la valorisation, malaise physique, être investi de beaucoup d'humour pour masquer son manque de confiance en soi

8)Les parents se comportent ils de la sortent car eux-mêmes ont vécu cela lorsqu'ils étaient enfants ?

Les parents eux-mêmes non pas  confiance en eux. Ils ne pensent  pas être de bons parents. Ils sont fragiles, et  se dévalorisent eux-mêmes. L'enfant est le révélateur d'un dysfonctionnement des parents qui est révélé par la présence du vilain petit canard d'où le rejet et la mise à distance."
5516512.001;France 3;2015;2010;Programme jeunesse;Fiction;Long métrage;00:24:48:00;"[Source iMedia]
Alors que Scooby-Doo et ses amis profitent d'un voyage dans l'espace, ils sont bientôt confrontés à un mystérieux extraterrestre.
Scooby-Doo, Sammy, Fred, Véra et Daphné ont gagné des places à la loterie pour profiter d'un voyage dans l'espace à bord du vaisseau spatial d'un Baron milliardaire. Alors que tous les amis s'amusent dans cet environnement sans pesanteur, un étrange extraterrestre vient saboter la navette. Bientôt, l'équipage est contraint d'atterrir sur la base du Baron située sur le côté obscur de la lune. L'équipe saura-t-elle percer le mystère extraterrestre ? Et Scooby-Doo et Sammy arriveront-ils à trouver à manger sur la Lune ?"
5516514.001;France 3;2015;2010;Programme jeunesse;Fiction;Long métrage;00:27:09:00;"[Source iMedia]
Alors que Scooby-Doo et ses amis profitent d'un voyage dans l'espace, ils sont bientôt confrontés à un mystérieux extraterrestre.
Scooby-Doo, Sammy, Fred, Véra et Daphné ont gagné des places à la loterie pour profiter d'un voyage dans l'espace à bord du vaisseau spatial d'un Baron milliardaire. Alors que tous les amis s'amusent dans cet environnement sans pesanteur, un étrange extraterrestre vient saboter la navette. Bientôt, l'équipage est contraint d'atterrir sur la base du Baron située sur le côté obscur de la lune. L'équipe saura-t-elle percer le mystère extraterrestre ? Et Scooby-Doo et Sammy arriveront-ils à trouver à manger sur la Lune ?"
5637353.001;M6;2015;2010;Programme jeunesse;Jeunesse;Animation;00:01:00:00;"[Source iMedia]
Miles rappelle qu'il ne faut pas se fier aux apparences quand on se retrouve face à un extraterrestre..."
5681413.001;M6;2016;2010;Déconseillé aux enfants;Fiction;Série;00:46:51:00;"[Source iMedia]
L'animateur d'une émission populaire sur Internet contacte le FBI afin de convaincre Mulder et Scully de l'aider à élucider une affaire de conspiration.
Tad O'Malley, animateur d'une émission populaire sur Internet qui s'intéresse aux complots, pense avoir découvert l'existence d'une conspiration gouvernementale. Avec l'aide de Walter Skinner, directeur adjoint du FBI, O'Malley sollicite l'expertise de deux anciens agents du département des affaires non-classées, Mulder et Scully, qui ont coupé les ponts avec le Bureau. Le duo va alors faire la connaissance de Sveta, une jeune femme qui pourrait bien avoir été enlevée par des extraterrestres. Cette dernière leur fait des révélations qui vont ébranler toutes les certitudes de Mulder..."
5826898.001;France 2;2016;2010;Présence d'un public in situ;Variétés divertissement;Magazine;00:55:47:00;"INVITE : Salvatore ADAMO pour son album ""L'amour n'a jamais tort""

POURQUOI JE DOIS ECHOUER AVANT DE REUSSIR ?
Crhonique de Isabelle SAPORTA et interview de Charles PEPIN, auteur de ""Les vertus de l'échec""

QUI EST PATRICK BUISSON ?
Chronique de Nathalie SCHUCK et Bruno DONNET

POURQUOI DOIT ON CROIRE AUX EXTRATERRESTRES ?
Interview de Michel CHEVALET, journaliste scientifique, pour parler de son livre ""Comment ça marche""."
5861025.001;France 2;2016;2010;Participation du public à distance;Culture connaissance;Magazine;00:44:55:00;"- FORME NUTRITION : Le flexitarisme révolutionne notre alimentation ! 
Chronique de Christelle BALLESTRERO qui s'intéresse à un nouveau mouvement venu des Etats-Unis, le flexitarisme, qui consiste à ne manger de la viande qu'exceptionnellement. Reportage avec le témoignage de Julia, flexitarienne qui propose une recette végétarienne et équilibrée : le dhal indien. Evocation des bienfaits pour la santé, comme pour l'environnement.  Démonstration en plateau d'un robot culinaire connecté.

- DROIT, PAS DROIT : Ai-je le droit de faire un procès à mes parents ?
Chronique de Roland PEREZ qui s'intéresse à l'obligation pour les parents de subvenir aux besoins  de leurs enfants même adultes. Reportage illustratif avec le témoignage d'un père qui a dû vendre sa maison pour payer la pension alimentaire de sa fille suite à un procès. 

- MYSTERES : L'actualité de l'étrange 
Chronique de David GALLEY qui s'intéresse à des phénomènes étranges observés en France et dans le monde : une balançoire hantée, une créature étrange, un OVNI, un cercle de nuage accompagné d'un son de trompette. Son propos est illustré par des vidéos trouvées sur le net. 

- LES INVITES DE DAMIEN : Le chat, meilleur ami de l'homme ?
Chronique de Damien THEVENOT, qui reçoit Bernard WERBER. L'auteur vient présenter son livre ""Demain les chats"". Evocation de sa pièce de théâtre ""Nos amis les Humains"".
Interview illustrée par des vidéos de chats trouvées sur le net. 

- RECETTES : Velouté de potimarron aux moules de bouchot
Proposée par Benoist GERARD"
5882934.001;France 5;2016;2010;Programme jeunesse;Fiction;Animation;00:05:18:00;"[Source iMedia]
Déguisé en Super Lapin, Simon récupère le doudou de son petit frère Gaspard tombé dans le trou d'un arbre creux, mais se plante une écharde dans le doigt.
Simon est déguisé en super héros et joue à chasser des méchants imaginaires. Il est Super Lapin et sauve Papa d'une attaque extraterrestre dans la cabane. Mais une mission bien réelle se présente soudain : son petit frère Gaspard a fait tomber son doudou dans le trou d'un arbre creux. Super Lapin réussit à le récupérer mais se plante une écharde dans le doigt..."
5902399.001;France 2;2017;2010;Participation du public à distance;Culture connaissance;Magazine;00:43:36:00;"Déroulement chronologique de l'émission :

- DES APPLICATIONS QUI VOUS FONT GAGNER DE L'ARGENT !, par Karine ABDERRAHIM
Chronique consacrée aux applications mobiles qui permettent de gagner ou d'économiser de l'argent. Reportage sur la cas d'Anne-Laure et de Nicolas JACQUEMARD, blogueur sport qui consomment différemment. Avec les interviews de Julia ETAIX, directrice new business, de Johanna TRACZ, responsable communication de la marque, de Boris POURREAU et de Thibault DUTRIEUX, cofondateurs de l'application.

- BUGARACH, UN LIEU ENIGMATIQUE, par David GALLEY
Chronique consacrée au mystère qui entoure le ""Pech de Bugarach"", ou pic de Bugarach, situé à 50 km au sud de Carcassonne, dans l'Aude. Bizarreries géologiques, galeries souterraines, apparitions d'OVNIS, ressentis étranges. Illustration du sujet par un reportage avec l'interview de l'écrivain Christian DOUMERGUE

- LES NOUVELLES STARS DU RIRE, par David ARTUR
Chronique consacrée aux humoristes 2.0, qui  déchaînent les passions avec leurs sketchs sur le net. Reportage. Rencontre avec Maude VALENTIN, qui suit en ligne ces stars du rire et avec l'humoriste Ina MIHALACHE, alias ""Solange te parle"".

- MARC LAVOINE : SON PREMIER CONTE MUSICAL, par Damien THEVENOT
Chronique consacrée au chanteur et comédien Marc LAVOINE, qui, après la chanson, la comédie et la littérature, vient parler de son
conte musical intitulé ""Les Souliers rouges"". Interview en plateau.

- CUISINE : semaine spéciale ""Classiques du ski revisitées"". La recette du jour est celle de la ""Croziflette légère aux poireaux et au citron"", réalisée par Céline RIVIER."
5905674.001;France 5;2017;2010;Participation du public à distance;Culture connaissance;Magazine;01:10:25:00;"S'INFORMER : l'actualité de la petite enfance présentée par Benjamin MULLER. 
- Pharell Williams a eu des triplés.
- Dès 6 ans, les filles pensent être moins intelligentes que les garçons.
- Combien les parents ont-ils dépensé pour leurs enfants en 2016 ?
- Grève des ATSEM aujourd'hui
- Besançon : les Restos du coeur recherchent du matériel de puériculture
- Les grandes leçons de nos petits avec l'invitée Anne-Dauphine JULLIARD, écrivain et réalisatrice, qui évoque son documentaire ""Et les mistrals gagnants"" sur des enfants malades, aujourd'hui en salles.
- En Suède, des cours pour apprendre à accoucher seule en voiture

PARTAGER : Mensonges de nos petits : comment réagir ? Table ronde avec Julie, Anne-Gaëlle, mamans, et Béatrice COPPER-ROYER, psychologue clinicienne.

PRATIQUER : 
- Les tutos de Hafida : Préparer une huile de massage anti vergetures avec Oriane VALENTIN, responsable formulation, Julia et son fils Valentin.
- Chronique de Karim N'GOSSO : 7 minutes pour être en pleine forme ! Avec Mathilde, enceinte de 5 mois et demi.
- Les questions : Marie PERARNAU transmet les questions des téléspectateurs auxquels les chroniqueurs répondent

AGENDA : conseil cinéma pour enfants : ""Sahara"" de Pierre Coré qui sort aujourd'hui en salles. Conseil lecture pour enfants : ""Découvrir la vie extraterrestre"" d'André Brack (ed. Le Pommier)."
5907985.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:22:00:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
5914742.001;France 5;2017;2010;Programme jeunesse;Fiction;Animation;00:22:35:00;"[Source iMedia]
Geronimo n'arrête pas de recevoir des mails d'un fou de soucoupes volantes, Olaf, qui le prévient que des ovnis passent au-dessus du désert.
Geronimo n'arrête pas de recevoir des mails d'un fou de soucoupes volantes, Olaf, le prévenant que des ovnis passent au-dessus du désert. Flairant là un bon sujet de reportage, Geronimo et son clan filent vérifier s'il s'agit ou non d'un canular..."
5918167.001;ARTE;2017;2010;Participation du public à distance;Culture connaissance;Magazine;00:43:06:00;"- PRESIDENTIELLE : BAYROU-MACRON, LE CENTRE AU CENTRE DE LA CAMPAGNE ?
Débat autour du soutien apporté par François Bayrou, président du parti du ""MoDem"", à Emmanuel Macron, candidat du parti ""En marche !"" à l'élection présidentielle 2017, et des exigences de François Bayrou dans le cadre de cette alliance.

- LE DUEL DE LA SEMAINE : HAMON VS. MELENCHON, UN + UN = ZERO ?
Débat autour du refus d'alliance des deux candidats de gauche à l'élection présidentielle 2017, Benoît Hamon, du ""Parti Socialiste"" (PS), et Jean-Luc Mélenchon, du mouvement de la ""France insoumise"". Présentation des points communs et des divergences entre leurs programmes politiques.

- LA UNE INTERNATIONALE : SOUDAN DU SUD, UNE FAIM SANS FIN
Débat autour de l'état de famine au Soudan du Sud, qui vient d'être décrété par l'ONU, et sur la crise politique et économique qui touche le pays.

- LE TWEET DE LA SEMAINE : VU DE CHEZ TRUMP, LA FRANCE EST UN FAR-WEST
Débat autour de fausses informations diffusées sur internet, avec notamment le tweet américain ""#NoGoZones"" qualifiant des quartiers de Paris et des villes de France comme des zones de non-droit, qui seraient dangereuses et régies par la Charia.

- PRESIDENTIELLE : LES ""AFFAIRES"" PEUVENT-ELLES FREINER MARINE LE PEN ?
Débat autour des différents scandales touchant Marine Le Pen, candidate du parti du Front National (FN) à l'élection présidentielle 2017, et ses proches placés en garde à vue.

- JACTEZ-VOUS L'ARGOT, LES AMINCHES ?
Entretien avec Marcelle RATAFIA, coauteure de ""L'abc de l'argot, sans se fader le dico"", qui présente son abécédaire et les origines du langage argot.

- L'HISTOIRE DE LA SEMAINE : CANARDS ABATTUS, LE MASSACRE DES INNOCENTS
Débat autour de l'abattage préventif de centaines de milliers de canards dans le sud-ouest de la France, afin de créer un vide sanitaire pour enrayer la grippe aviaire. Eclairage sur les conséquences économiques et animales pour cette région spécialisée dans la production de foie gras.

- LA SEMAINE EN PHOTOS : Présentation d'une série de photographies marquantes sur l'actualité :
QU'ALLAH BENISSE L'AMERIQUE
LIBYE : LA PLAGE AUX LINCEULS
VIE EXTRATERRESTRE : UNE ETOILE EST NEE"
5921775.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:11:23:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
5934883.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:11:22:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
5935374.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:11:22:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
5935375.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:11:22:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
5935750.001;France 3;2017;2010;Programme jeunesse;Fiction;Animation;00:11:22:00;"[Source iMedia]
Il y a près de 40 000 ans, Flash, un extraterrestre, débarque sur Terre dans l'espoir d'accélérer l'évolution d'une petite tribu de néandertaliens : les Ronks."
6014299.001;Canal +;2017;2010;Déconseillé aux enfants;Fiction;Long métrage;01:52:03:00;"[Source iMedia]
Une nouvelle invasion extraterrestre menace la Terre. Si les nations ont développé un programme de défense, l'humanité est confrontée à des dangers inédits.
Vingt ans après l'attaque massive et destructrice qui a coûté la vie à trois milliards d'humains, David Levinson découvre que les aliens ont envoyé un message vers leur planète et qu'ils menacent la Terre d'une nouvelle invasion. Pour s'y préparer, les nations coalisées ont développé un important programme de défense mondial exploitant la technologie extraterrestre, récupérée grâce aux restes de la précédente invasion. Mais cette fois-ci, l'humanité va devoir faire face à des dangers inédits et à une force de frappe colossale de la part des envahisseurs..."
6020519.001;Canal +;2017;2010;Déconseillé aux enfants;Fiction;Long métrage;01:57:57:00;"[Source iMedia]
Attaqués par des extraterrestres, Kirk et ses hommes sont contraints d'abandonner l''USS Enterprise'. Ils atterrissent alors sur une planète inconnue.
L''USS Enterprise' est parti pour une mission de reconnaissance de cinq ans. Le temps passant, les liens se sont resserrés entre le capitaine Kirk et les autres membres de l'équipage. Alors que les premières années de mission se sont déroulées sans encombre, le vaisseau est un jour attaqué par des extraterrestres d'une race inconnue. Ces derniers font de tels dégâts sur l''Enterprise' que les hommes sont contraints de l'abandonner. Ils atterrissent sur une planète proche, où il n'y a aucune chance qu'une navette Starfleet vienne les secourir. Là, Kirk et ses hommes découvrent qu'ils vont devoir affronter un ennemi terrible : Krall..."
6030813.001;TF1;2017;2010;Déconseillé aux enfants;Fiction;Série;00:42:44:00;"[Source iMedia]
Barry Allen passe une journée difficile sur Earth-3 : il vient de rencontrer Rodrigoox, le méta-humain le plus dangereux qu'il ait jamais rencontré.
Barry enquête sur l'atterrissage brutal d'un vaisseau spatial aux abords de Central City. Il rassemble son équipe afin qu'elle se soumette à un entraînement intensif en cas d'attaque extraterrestre. Cisco revèle à l'un de ses alliés les manipulations de Barry, mais Oliver, Supergirl, Felicity, Martin et Jefferson choisissent de lui faire confiance. Lorsque les aliens kidnappent le président, Supergirl mène l'assaut avec courage. Pour sortir de cette mauvaise passe, les extraterrestres ont recours à un gadget qui permet d'hypnotiser la foule..."
6039277.001;TF1;2017;2010;Déconseillé aux enfants;Fiction;Série;00:46:02:00;"[Source iMedia]
Flash et Garric comprennent que Savitor n'est pas un dieu mais un extraterrestre qui provient d'une planète lointaine. De son côté, Wally devient diabolique.
Flash et Jay Garric comprennent que Savitor n'est pas un dieu mais un extraterrestre qui provient d'une planète lointaine. De son côté, Wally devient diabolique..."
6045537.001;M6;2017;2010;Programme jeunesse;Fiction;Animation;00:12:15:00;"[Source iMedia]
En regardant un film de science-fiction, Marine se persuade que Maxence est un alien déguisé en humain qui veut enlever sa soeur et l'emmener sur sa planète.
En regardant un film de science-fiction, Marine se persuade que Maxence est un extraterrestre déguisé en humain qui veut enlever sa soeur et l'emmener sur sa planète, loin, très loin..."
