"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"et";0,9901;0,6699;1,6701;0,556;0,3406;0,3719;1,1104;0,3828;0,996;-0,3871;-0,5313;0,6523;0,7194;0,4468;1,1854;-1,0097;0,8461;-0,6524;0,3999;0,4638;0,8139;1,6125;0,3419;0,9611;-0,4608;-3,583;0,4434;-3,8521
"album";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;8,4859;-0,2941;9,1185;-0,0677;-0,4278;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;0,512;-0,187;-0,5415;-0,5564;-0,1882;-0,9136;-0,9206;-0,7743
"marine";-0,0145;-0,0058;1,1682;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;1,1798;0,652;-0,2078;-0,1343;-0,149;3,2933;-0,5054;-0,5193;-0,1757;1,0011;-0,8592;-0,2806
"message";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;0,7386;-0,007;-0,0313;0,535;-0,0785;0,691;-0,2068;-0,0857;0,4654;-0,282;-0,5852;0,5379;-0,282;-0,1823;1,1173;0,3764;-0,686;-0,7048;-0,2384;-0,2686;2,0896;-0,9808
"incroyable";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;2,5876;0,5165;-0,0826;-0,3921;0,4043;0,7268;-0,5704;0,3052;-0,616;-0,1564;0,3052;-0,1919;-0,2129;-0,2493;-0,2853;-0,7419;-0,251;-0,6149;-1,2275;5,6558
"premier";-0,0693;-0,028;-0,1462;0,6558;-0,1988;-0,0919;-0,3089;-0,0248;-0,1103;0,4686;1,5873;0,4649;1,5987;-0,3024;0,5983;-0,9949;0,7612;-0,5242;-0,2161;-0,6431;0,6555;0,5308;-0,257;-0,4561;0,5257;-0,473;-3,0653;0,902
"presque";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;2,3251;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;1,6585;1,3722;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;-0,6137;1,0342
"deux";-0,0538;-0,0217;-0,1134;-0,0841;0,5244;0,82;-0,2397;-0,0192;-0,0856;0,2139;-0,2149;0,7072;0,8611;0,3794;-0,2388;0,5952;2,6053;0,6243;0,2797;0,5021;-0,1936;-0,2478;-0,4022;-0,239;0,7343;-0,7635;-2,243;-1,2268
"ligne";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;1,1597;-0,1088;-0,0451;-0,2852;1,3722;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;0,603;-0,361;-0,3709;0,6004;-0,2101;0,4121;-0,1616
"étrange";-0,061;-0,0246;-0,1287;-0,0955;-0,175;-0,0809;-0,272;-0,0218;-0,0971;0,5422;-0,2438;1,3442;-0,6423;0,9054;-1,6833;-0,876;-0,6536;1,0529;0,2263;1,3973;0,7655;-0,3012;-1,3442;-1,3924;-0,7406;0,4374;2,9182;-0,298
"disparaître";1,4015;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;0,7824;-0,0063;-0,028;-0,134;-0,0702;4,2241;-0,185;-0,0767;-0,1516;0,3559;0,9738;0,5789;-0,2523;-0,1631;-0,181;-0,2119;-0,6138;-0,2299;-0,2133;-0,484;-0,4894;-0,8775
"secrétaire";-0,03;-0,0121;-0,0633;-0,0469;-0,086;-0,0397;-0,1336;-0,0107;-0,0477;-0,2287;-0,1198;-0,1995;-0,3156;-0,1308;-0,3546;-0,4305;-0,8932;-0,2268;-0,4305;-0,2783;-0,3087;-0,3615;6,9829;7,8497;-0,3639;-1,7665;-1,78;-1,4971
"joli";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,1516;20,0205;-0,5236;-0,133;-0,2523;-0,1631;-0,181;-0,2119;-0,6138;-0,2299;-0,2133;-1,0354;-1,0433;-0,8775
"leur";-0,4098;-0,1654;-0,3868;0,7386;-0,3049;-0,1896;0,6188;-0,1464;-0,6517;-1,5832;-1,6367;-3,9999;-1,1366;1,2629;-0,9189;-2,0944;-3,153;-0,7818;0,919;-0,6219;-0,8064;-0,6732;1,7992;-4,6843;-0,3685;5,3687;21,8674;-11,4119
"sport";1,5159;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;2,4448;-0,0586;0,241;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;0,5067;-0,4693;-0,4822;2,2738;-0,3209;-0,7978;0,7652
"3";-0,0517;-0,0209;-0,1091;-0,0809;-0,1483;-0,0685;-0,2305;-0,0185;-0,0823;-0,3943;-0,2066;-0,9805;-0,1883;-0,2256;1,8878;0,2974;-0,2595;-0,3912;-0,7424;-0,154;-0,5324;-0,233;-1,8057;-0,673;-0,2355;-1,032;-3,0695;13,7772
"vrai";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;0,8065;-0,0059;-0,0263;0,5985;0,8502;-0,3137;0,4811;-0,0722;1,7961;-0,2375;-0,4928;-0,1251;-0,2375;0,5262;1,2506;-0,1994;-0,1998;-0,2085;-0,2008;-0,1871;-0,4468;-0,8259
"près_de";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;0,4598;-0,0767;0,5307;-0,2523;-0,1715;-0,133;0,3559;-0,1631;-0,181;5,3179;0,826;-0,2299;-0,2133;-0,484;-1,0433;-0,3798
"tropical";-0,0817;-0,033;-0,1724;-0,1278;-0,2344;-0,1083;-0,3642;-0,0292;-0,13;-0,6231;-0,3265;-1,5496;-0,8602;-0,3566;-2,2543;-1,1732;-2,4343;-0,6182;-1,1732;-0,7583;-0,8413;-0,9851;-2,8537;86,1069;-0,9918;-4,8143;-4,851;-4,0799
"maïa";-0,0383;-0,0155;-0,0807;-0,0599;-0,1097;-0,0507;-0,1705;-0,0137;-0,0609;-0,2917;-0,1529;-0,7255;-0,4027;-0,1669;-1,0554;-0,5493;-1,1397;-0,2894;-0,5493;-0,355;-0,3939;-0,4612;-1,3361;-1,3727;-0,4644;2,7136;-2,2712;15,1049
"prétexte";-0,0828;-0,0334;-0,1746;-0,1295;-0,2374;-0,1097;-0,3688;-0,0296;-0,1317;-0,631;-0,3307;-1,5692;-0,8711;0,2483;-2,2828;-1,188;-2,4652;-0,626;-1,188;-0,7679;-0,852;-0,9976;-2,8898;84,2399;-1,0044;-4,8753;-4,9125;-4,1316
"explication";3,4376;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;1,0184;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;1,4827;-0,1496;-0,4332;-0,4451;-0,1506;0,6981;-0,7364;0,8434
"soir";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;1,2351;0,7386;-0,007;-0,0313;1,3453;-0,0785;-0,3725;0,4216;-0,0857;0,9346;2,4833;0,8631;0,5379;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;0,3742;-0,5706;-1,1661;-0,4495
"media";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;0,8879;0,5384;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;0,2483;0,2408;1,504;0,8772;-0,6137;-0,5161
"fruit";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;2,6676;-0,0496;0,2887;-0,1633;0,7669;1,8034;-0,1633;-0,1055;0,6265;0,5675;0,2224;-0,408;-0,138;-0,67;-0,6751;-0,5678
"glacier";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;-0,7416;-0,3859;-0,8008;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;-0,9388;-0,9645;-0,3263;-1,5837;-1,5958;24,733
"européen";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;-0,1244;-0,01;-0,0444;-0,2129;-0,1116;-0,5294;0,3083;-0,1218;-0,3178;0,6393;0,5517;-0,2112;-0,4008;0,3475;-0,2874;-0,3366;0,7839;5,3839;-0,3388;-0,2827;-1,6572;-0,7495
"ami";-0,0403;-0,0163;-0,0851;2,0309;-0,1157;-0,0535;1,1954;1,4861;2,017;0,8087;0,5087;-0,7647;-0,4245;0,4774;-0,5504;-0,2067;0,2969;2,2966;0,4217;1,993;1,8428;-0,4862;-1,4083;0,4006;-0,1583;-1,5386;-1,5537;-0,7646
"certains";-0,0238;-0,0096;-0,0502;-0,0372;0,8376;-0,0315;-0,106;-0,0085;-0,0378;0,4668;-0,095;0,5689;-0,2503;-0,1038;-0,656;0,7448;-0,7084;1,2015;0,2641;-0,2207;0,3656;-0,2867;0,2537;-0,8532;-0,2886;-0,7513;-0,7592;3,2852
"faire";1,4037;0,5832;-0,6864;0,4871;-0,4334;1,1103;1,7143;-0,1163;0,4776;-1,1118;0,4603;0,9825;1,2954;-0,4332;-0,534;-1,338;-2,0939;0,6959;0,955;1,0654;1,0848;-0,9249;-1,0904;-6,4406;-0,3361;-1,3013;3,62;1,1477
"héros";-0,0134;-0,0054;1,1993;-0,021;-0,0386;3,1234;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;1,3998;0,8986;-0,3708;-0,193;0,2202;-0,1017;-0,193;-0,1247;0,5641;0,5067;0,5557;-0,4822;-0,1631;-0,3209;-0,7978;-0,2493
"vilain";-0,0103;-0,0042;1,31;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;9,5767;-0,1064;0,603;-0,361;-0,3709;-0,1255;-0,609;-0,6137;-0,1616
"vendre";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;0,9038;1,3399;-0,0632;-0,3993;0,4199;-0,4312;-0,1095;-0,2078;2,5;0,5369;0,4803;-0,5054;0,9954;-0,1757;-0,8527;-0,8592;-0,2806
"intervention";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;3,2023;0,7799;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;0,7831;-0,1484;1,7189;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;-0,6137;1,7224
"loi";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;0,6265;-0,1371;3,0053;-0,408;-0,138;-0,67;-0,6751;2,3421
"chambre";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;1,0851;2,6676;-0,0496;0,2887;-0,1633;-0,3388;-0,086;0,504;-0,1055;-0,1171;1,4303;-0,3971;-0,408;-0,138;-0,67;-0,6751;0,4512
"giorgio";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;-0,5419;-0,282;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;-0,2384;-0,2686;-0,2726;10,8685
"vers";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;1,5811;0,504;-0,0677;0,6084;-0,2226;-0,1392;0,6258;-0,2226;-0,1439;0,512;0,4562;-0,5415;-0,5564;-0,1882;0,2201;-0,4051;0,2895
"aile";-0,0838;-0,0338;-0,1767;-0,1311;-0,2403;-0,1111;-0,3734;-0,03;-0,1333;-0,6389;-0,3348;-1,5888;-0,882;-0,3656;-2,3114;-1,2029;-2,496;-0,6338;-1,2029;-0,7775;-0,8626;-1,0101;2,3336;-3,0062;-0,2269;4,1353;15,1748;-4,1833
"médecin";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;2,0647;-0,2068;-0,0857;-0,1821;-0,282;-0,5852;-0,1486;0,3209;-0,1823;-0,2022;-0,2368;-0,2632;7,3522;-0,2384;-1,1573;-1,1661;-0,4495
"iran";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;-0,1419;0,8031;-0,3529;-0,1959;-0,0812;-0,5134;-0,2672;-0,5544;-0,1408;-0,2672;-0,1727;-0,1916;-0,2244;-0,6499;-0,6677;25,0619;-1,0964;-1,1047;-0,9291
"aimer";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;0,2887;0,4811;-0,0722;-0,4563;1,0034;0,5224;-0,1251;1,0034;1,3304;1,2506;1,1316;-0,5777;-0,5935;-0,2008;-0,9745;-0,982;0,2603
"vidéo";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;-0,0909;0,2009;-0,2394;-0,0993;-0,6275;1,4411;-0,2598;-0,1721;-0,3266;-0,2111;1,8106;-0,2742;0,2732;-0,8161;-0,2761;-0,36;-1,3503;4,2537
"réalité";-0,0362;-0,0146;1,8747;-0,0566;-0,1038;0,9806;-0,1613;-0,0129;-0,0576;0,8843;-0,1446;0,6996;0,2336;-0,1579;-0,2116;0,95;1,0552;0,3301;-0,1737;3,0315;-0,3726;-0,4363;-1,2638;-0,6833;-0,4393;-0,8361;-0,8466;0,2502
"visage";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;0,3081;-0,1632;0,8408;-0,4278;2,8901;-0,1392;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;0,4699;-0,5564;-0,1882;2,06;-0,9206;-0,7743
"posséder";-0,0372;-0,015;-0,0785;-0,0582;-0,1068;-0,0493;-0,1659;-0,0133;-0,0592;-0,2839;-0,1487;-0,7059;1,931;-0,1624;-0,2242;-0,5344;-1,1089;-0,2816;1,4967;-0,3454;-0,3833;-0,4488;7,4402;-1,3356;-0,4518;1,4127;-1,3991;-1,1146
"suivant";-0,0124;-0,005;1,233;-0,0194;2,5355;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;1,0184;-0,1306;-0,0541;0,2634;0,4731;-0,3696;-0,0938;-0,1781;0,6329;1,4827;0,5356;-0,4332;-0,4451;-0,1506;-0,2827;-0,7364;-0,6194
"fr";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;1,6174;-0,0451;0,3175;0,5384;0,2942;-0,0782;0,5384;-0,0959;-0,1064;0,603;0,2483;0,7105;-0,1255;-0,609;-0,6137;-0,5161
"invasion";-0,0145;-0,0058;1,1682;-0,0226;1,0402;-0,0192;-0,0645;-0,0052;-0,023;0,6489;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;1,6;0,4199;-0,1343;-0,149;2,1863;-0,1603;-0,1674;-0,1757;-0,3602;-0,3643;-0,2806
"documentaire";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;0,2887;2,2923;3,3116;-0,086;-0,1633;-0,1055;-0,1171;0,5675;-0,3971;-0,408;-0,138;-0,67;-0,6751;-0,1897
"cet";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;-0,1244;-0,01;-0,0444;0,4118;-0,1116;1,5297;0,3083;-0,1218;0,612;0,22;0,2517;-0,2112;-0,4008;2,5742;0,3151;0,2682;0,436;-1,0016;-0,3388;-0,94;-0,9497;0,4455
"ces";-0,1439;-0,0581;0,2986;-0,2251;-0,4126;-0,1907;0,7399;-0,0514;-0,2289;-1,0969;-0,5748;-2,7278;-0,2609;-0,6277;-0,9289;-0,8227;-2,4842;-0,5403;0,2992;-0,7209;-0,832;-0,3526;-2,4524;-2,0306;-1,0398;1,028;6,9062;6,8935
"base";-0,0155;-0,0063;-0,0327;-0,0243;2,3397;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;2,4568;0,504;-0,0677;-0,4278;-0,2226;-0,1392;-0,1173;-0,2226;2,4102;-0,1597;-0,187;0,4699;-0,5564;-0,1882;-0,9136;0,2171;-0,7743
"dire";-0,0362;-0,0146;-0,0763;-0,0566;-0,1038;0,9806;1,2788;-0,0129;-0,0576;-0,276;-0,1446;1,1741;1,9737;-0,1579;1,1635;0,4819;-0,2463;-0,2738;3,8517;-0,3358;-0,3726;0,5842;-0,6579;-1,2985;0,1963;-0,8361;-2,1484;-0,6336
"selon";-0,0424;-0,0171;-0,0894;-0,0663;-0,1216;-0,0562;-0,189;-0,0152;-0,0675;-0,3233;-0,1694;0,2632;-0,4463;-0,185;-0,2908;0,3951;-0,6593;0,2822;-0,6087;-0,3934;-0,4365;-0,5111;0,6455;-1,5211;-0,5146;1,0989;-0,7142;5,4036
"diffuser";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;-0,129;-0,0103;-0,0461;9,013;0,6311;-0,1885;-0,3047;-0,1263;0,2686;1,1771;0,9161;-0,219;-0,4156;-0,2687;-0,2981;4,9972;-1,011;-1,0387;-0,3514;-0,9882;-1,7186;-1,4454
"tf1";-0,0476;-0,0192;-0,1003;-0,0744;-0,1364;-0,0631;-0,212;-0,017;-0,0757;0,247;4,1286;1,8188;-0,1647;-0,2076;12,9888;0,6977;-0,2127;-0,3599;-0,6829;-0,4414;-0,1589;-0,5735;-1,6612;-0,3244;-0,5774;-2,8025;-2,8238;-1,0074
"téléspectateur";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;0,3175;1,3722;0,2942;-0,0782;-0,1484;-0,0959;-0,1064;0,603;1,4006;0,2408;0,6004;-0,609;-0,6137;-0,5161
"véritable";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;0,7598;1,8181;-0,0296;0,5548;-0,0744;0,2547;0,44;0,7682;-0,5134;-0,2672;1,5097;-0,1408;-0,2672;-0,1727;0,4477;-0,2244;-0,2415;-0,6677;-0,2259;-0,2403;-0,2439;-0,1725
"charlotte";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;2,3326;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;0,2224;-0,408;3,7346;-0,67;-0,6751;1,5657
"aussi";-0,1636;-0,066;-0,345;-0,2559;-0,4691;-0,2168;0,3028;-0,0585;0,9187;-0,6558;-0,6535;-1,1064;0,2587;-0,7136;-0,4943;-0,6592;-0,6213;-0,3346;-0,6592;-1,5176;-0,9909;-1,2225;0,5546;-3,8099;-0,7714;0,8913;5,287;3,5138
"jour";-0,0362;-0,0146;-0,0763;-0,0566;-0,1038;-0,048;0,5083;-0,0129;-0,0576;0,3276;-0,1446;-0,6863;-0,381;-0,1579;1,1635;1,5365;0,3637;-0,2738;-0,1737;0,7506;0,6828;1,1205;-0,6579;0,256;0,5801;-2,1321;-1,348;0,7157
"justice";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;0,9667;-0,3137;-0,1633;0,2663;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;1,2882;2,0336;-0,138;0,3645;-0,6751;-0,5678
"international";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;0,7423;-0,0454;-0,2156;-0,1197;-0,0496;0,2887;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;0,5675;-0,3971;-0,408;-0,138;1,3454;-0,6751;1,5657
"événement";-0,0165;-0,0067;-0,0349;1,2377;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;0,8502;-0,3137;-0,1741;-0,0722;-0,4563;-0,2375;-0,4928;-0,1251;1,0034;-0,1535;-0,1703;-0,1994;0,4333;-0,5935;-0,2008;-0,1871;0,4506;1,5736
"voler";-0,0921;-0,0372;-0,1942;-0,144;-0,2641;-0,122;0,2138;-0,0329;-0,1465;-0,7021;-0,3679;-1,7459;-0,9691;-0,4017;-2,5398;-1,3218;-0,8736;-0,6965;-1,3218;-0,8544;-0,9479;-1,1099;1,9702;-3,3033;-0,2733;3,8666;14,9291;-3,5087
"culture";-0,0321;-0,0129;-0,0676;-0,0501;-0,0919;-0,0425;-0,1429;-0,0115;-0,051;-0,2444;-0,1281;-0,6078;-0,3374;3,5456;-0,8842;-0,4602;0,4469;0,3687;1,0713;0,8337;1,4148;-0,3864;-1,1194;-0,2771;-0,389;-0,6784;-1,9028;3,4636
"portrait";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;1,6638;-0,1524;0,8686;3,8986;-0,2078;0,201;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;-0,1674;0,478;-0,3602;-0,8592;-0,7226
"effet";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;0,3293;-0,1524;-0,0632;-0,3993;1,1046;0,6052;-0,1095;0,4199;-0,1343;0,5369;-0,1745;-0,5054;-0,1674;-0,1757;0,5621;-0,3643;0,3224
"sophia";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;3,1981;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;0,7105;-0,1255;2,264;-0,6137;-0,5161
"créature";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;-0,0466;-0,1567;-0,0126;-0,0559;0,3367;-0,1405;-0,6667;-0,3701;-0,1534;-0,1994;-0,1658;-1,0473;0,9105;0,9785;-0,3262;0,2476;-0,4238;-1,2277;-1,2614;-0,4267;-0,2709;9,2804;-1,7553
"planète";-0,1646;-0,0665;0,2593;0,3494;1,0218;-0,2181;1,5639;-0,0588;0,9143;-0,3437;-0,6576;-3,1208;-1,7323;1,598;-2,0977;6,9946;-1,8621;-0,6543;-1,0244;-0,8682;-0,9993;0,7808;0,542;-3,1377;-0,2796;1,0313;6,8679;-3,6872
"docteur";-0,0114;-0,0046;1,2697;1,3964;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;1,0851;-0,1197;-0,0496;1,5409;-0,1633;-0,3388;0,7454;-0,1633;-0,1055;0,6265;0,5675;0,2224;-0,408;-0,138;-0,67;-0,6751;-0,5678
"grand";-0,0838;-0,0338;2,099;0,5841;0,3716;-0,1111;0,6763;-0,03;1,4211;-0,6389;-0,3348;-0,9126;1,2953;-0,3656;0,5929;-0,314;0,4972;0,3714;-0,314;0,5842;0,2316;0,3949;-0,9806;-0,468;-0,2269;-0,298;-1,4489;0,9334
"000";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;1,2588;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;5,9012;-0,5054;-0,1674;-0,1757;-0,3602;-0,3643;0,3224
"coup";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;1,7969;1,0029;0,4074;0,6182;-0,0496;0,8187;-0,1633;0,7669;0,7454;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;-0,408;-0,138;-0,67;-0,6751;-0,1897
"autres";-0,1335;-0,0539;-0,2816;0,4182;0,6592;-0,1769;-0,595;-0,0477;-0,2124;-0,4906;-0,5334;-0,3068;-0,7737;-0,5825;-1,4844;-1,9165;-2,2342;-0,4849;0,8398;-0,3346;-0,2081;-0,9314;1,2868;-2,8951;-0,3032;2,3431;11,2843;-3,7324
"pierre";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;1,2299;-0,0909;0,2009;-0,2394;0,6897;0,3851;0,7751;3,3211;-0,1721;-0,3266;-0,2111;0,3801;0,3296;-0,3308;-0,8161;-0,2761;-1,34;-1,3503;0,6426
"jouer";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;0,9042;0,3293;4,8149;-0,0632;-0,3993;-0,2078;0,6052;-0,1095;-0,2078;-0,1343;0,5369;-0,1745;-0,1603;0,495;-0,1757;-0,8527;-0,8592;-0,2806
"jamais";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;0,2887;-0,1741;-0,0722;0,5678;0,3755;-0,1551;-0,1251;1,0034;-0,1535;0,4889;0,4339;-0,1998;-0,5935;-0,2008;-0,4419;-0,982;1,5736
"être";1,5726;0,3755;0,4781;0,3191;0,4972;-0,5134;1,1258;2,0621;-0,4771;-1,3529;-4,1467;0,5678;4,1871;-1,0169;1,829;0,33;0,7221;0,6641;2,4531;-0,3623;1,1006;-1,3867;-1,4567;0,6815;-1,1242;-0,553;-0,6107;-2,6817
"hapsatou";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;11,9607;-0,138;-0,67;-0,6751;-0,5678
"pauline";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;-0,5419;-0,282;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;-0,2384;-1,1573;-1,1661;18,0705
