"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"géant";-0,0197;-0,0079;1,0409;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;1,9627;0,7469;-0,5419;-0,282;0,8631;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,2632;-0,2743;-0,2384;0,6363;-0,2726;0,4437
"quoi";-0,0321;-0,0129;-0,0676;-0,0501;-0,0919;-0,0425;-0,1429;-0,0115;-0,051;-0,2444;-0,1281;-0,6078;-0,3374;-0,1399;-0,3922;-0,4602;-0,4391;-0,2425;-0,4602;-0,2974;-0,33;0,2297;-0,5525;-1,15;-0,389;-1,8884;-1,9028;21,3851
"suggérer";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;0,5559;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;0,5557;-0,4822;-0,1631;-0,7918;0,2787;4,7236
"afin";-0,0217;-0,0088;-0,0458;1,1236;-0,0623;-0,0288;0,6995;-0,0078;2,5452;-0,1656;-0,0868;0,2129;0,3881;-0,0947;-0,599;-0,3117;-0,2413;-0,1642;0,8072;-0,2015;1,8665;0,9283;-0,7582;-0,779;1,6797;-0,6598;-0,6668;-0,2391
"famille";-0,0383;-0,0155;-0,0807;0,8902;-0,1097;-0,0507;-0,1705;-0,0137;-0,0609;0,3105;-0,1529;2,9839;1,2001;-0,1669;-0,5098;-0,19;-0,5691;0,313;5,5459;3,8539;0,647;-0,4612;-1,3361;-0,7392;-0,4644;-1,4362;-0,9292;-1,9102
"vivre";-0,0434;-0,0175;-0,0916;-0,0679;-0,1246;-0,0576;-0,1936;-0,0155;-0,0691;-0,3312;-0,1735;1,436;1,0692;0,4515;-0,3048;-0,6235;0,4899;0,2751;7,0078;0,6316;-0,4472;-0,5236;-0,4706;-0,8818;-0,5271;-0,7385;-0,7493;-0,3136
"comportement";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,1516;0,3559;-0,5236;-0,133;-0,2523;-0,1631;-0,181;-0,2119;12,6501;-0,6306;-0,2133;-0,484;-1,0433;-0,8775
"aide";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;1,2821;0,7824;-0,0063;-0,028;0,5759;-0,0702;0,271;-0,185;-0,0767;1,0483;-0,2523;-0,5236;3,7002;0,9585;-0,1631;0,4676;1,0853;-0,6138;-0,6306;0,411;-1,0354;-1,0433;-0,8775
"créer";-0,0248;-0,01;-0,0523;-0,0388;-0,0712;-0,0329;-0,1106;-0,0089;-0,0395;-0,1892;-0,0992;-0,4705;0,9276;-0,1083;-0,2647;0,7162;0,3045;1,1687;0,7162;0,3856;0,9433;1,532;-0,8665;-0,8903;0,3009;-0,4255;-0,4314;-0,3132
"acteur";-0,0383;-0,0155;-0,0807;-0,0599;-0,1097;-0,0507;-0,1705;-0,0137;-0,0609;4,3166;-0,1529;-0,2926;-0,4027;-0,1669;-1,0554;-0,5493;-0,5691;-0,2894;-0,5493;-0,355;0,2246;-0,4612;-0,7119;-1,3727;-0,4644;-2,254;-2,2712;17,6375
"surprise";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;3,1981;1,0422;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;0,2942;-0,0782;-0,1484;0,7029;-0,1064;-0,1246;0,2483;0,2408;-0,1255;-0,609;-0,2127;-0,1616
"sauver";-0,1294;-0,0522;0,3312;-0,2024;-0,371;-0,1714;-0,5765;-0,0462;-0,2058;-0,9863;-0,5168;-1,0842;-0,7406;-0,2012;-0,7278;-1,857;-2,1354;-0,2119;-1,857;-1,2003;-0,7181;-1,5593;6,313;-3,5556;0,3206;4,2973;9,4975;-6,4581
"entraîner";-0,088;-0,0355;-0,1855;-0,1376;0,356;-0,1165;-0,3919;-0,0314;-0,1399;-0,6705;-0,3513;-1,6673;-0,9255;-0,3837;-1,059;-1,2624;-2,6193;-0,6652;-1,2624;-0,8159;-0,9053;-1,06;2,1441;-3,1547;0,3592;3,7746;14,2384;-4,39
"attaque";-0,0248;-0,01;-0,0523;-0,0388;-0,0712;-0,0329;-0,1106;-0,0089;-0,0395;-0,1892;-0,0992;-0,4705;2,5732;0,6563;-0,2647;-0,3563;-0,2976;-0,1877;-0,3563;-0,2303;0,3519;0,8331;-0,8665;2,6132;-0,3012;0,7044;-0,8062;-0,6336
"école";-0,0259;-0,0104;-0,0545;-0,0404;-0,0741;-0,0343;0,6326;-0,0092;-0,0411;1,1316;-0,1033;-0,4902;5,7394;-0,1128;0,6776;-0,3711;-0,317;-0,1955;-0,3711;-0,2399;0,339;-0,3116;0,2192;-0,9274;-0,3137;-0,8447;-1,5344;1,7657
"chroniqueur";-0,1284;-0,0518;-0,2707;-0,2007;-0,368;-0,1701;-0,5719;-0,0459;-0,2042;-0,9784;-0,5127;-2,4331;-1,3506;-0,5599;-2,565;-1,8421;-3,8224;-0,9706;-1,8421;-1,1907;-1,321;1,2012;2,7119;-0,2491;3,061;3,2564;-6,3191;11,9779
"syndicat";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;15,3822;-0,5193;-0,1757;-0,8527;-0,8592;-0,7226
"avion";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;4,2102;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;-0,408;1,425;0,3645;-0,2486;-0,1897
"terrestre";3,238;4,0242;4,2663;1,2649;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;2,6485;-0,062;-0,2941;-0,1632;0,8408;0,203;-0,2226;-0,462;0,6258;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;-0,4006;-0,9206;-0,7743
"don";-0,0103;-0,0042;1,31;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;0,4398;0,6543;1,0059;-0,2852;-0,1484;1,5733;0,7831;0,5384;-0,0959;-0,1064;-0,1246;-0,361;0,2408;-0,1255;-0,609;-0,6137;-0,5161
"doo";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;1,4572;-0,086;0,504;7,3446;-0,1171;-0,1371;-0,3971;-0,408;-0,138;-0,2457;-0,6751;-0,5678
"christopher";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;16,5016;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;-0,1674;-0,1757;-0,8527;-0,8592;-0,7226
"traverser";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;-0,3137;-0,1741;-0,0722;-0,4563;20,9361;-0,4928;-0,1251;0,3755;-0,1535;-0,1703;-0,1994;-0,5777;-0,5935;-0,2008;-0,9745;-0,982;-0,8259
"julien";-0,0559;-0,0226;0,6242;-0,0874;-0,1602;-0,074;-0,2489;-0,02;-0,0889;-0,4259;-0,2231;-1,059;-0,5878;0,3671;-1,5406;-0,8018;-0,5595;-0,4225;-0,8018;-0,5182;-0,575;-0,6733;-1,9502;-2,0037;-0,6778;7,0822;-3,3152;11,7289
"cabrol";-0,0238;-0,0096;-0,0502;-0,0372;-0,0682;-0,0315;-0,106;-0,0085;-0,0378;-0,1813;-0,095;-0,4509;-0,2503;-0,1038;-0,656;-0,3414;-0,7084;-0,1799;-0,3414;-0,2207;-0,2448;-0,2867;-0,8304;-0,8532;-0,2886;6,9644;-1,4116;3,2852
"02";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;-0,0909;-0,4313;-0,2394;-0,0993;0,793;1,4411;-0,6776;-0,1721;-0,3266;-0,2111;-0,2342;-0,2742;-0,3308;-0,3445;0,3275;2,9544;-1,3503;0,6426
"03";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;0,5289;-0,0632;0,6531;0,4199;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,1603;-0,1674;-0,1757;-0,3602;-0,8592;3,4314
"00";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;-0,0466;-0,1567;-0,0126;-0,0559;-0,2681;-0,1405;-0,6667;0,2415;-0,1534;0,434;0,9785;-1,0473;-0,266;-0,5047;-0,3262;-0,362;-0,4238;6,9063;0,5199;-0,4267;-1,2843;-2,087;1,506
"01";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;1,0987;0,6636;-0,8008;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;-0,4263;1,246;-0,3263;0,6061;-1,5958;2,8383
"07";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;3,0626;-0,282;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;2,4955;-0,2384;0,336;-1,1661;0,8058
"04";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;0,3559;-0,5236;-0,133;-0,2523;-0,1631;-0,181;-0,2119;-0,2204;0,8017;0,411;2,4171;-1,0433;0,9414
"05";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;-0,1419;-0,0744;-0,3529;0,44;-0,0812;-0,1666;0,3377;-0,5544;-0,1408;-0,2672;-0,1727;-0,1916;-0,2244;1,3002;1,2655;-0,2259;0,3717;-1,1047;0,8705
"08";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;0,5307;0,3559;-0,5236;-0,133;-0,2523;-0,1631;-0,181;5,3179;0,4001;0,3862;-0,2133;-0,2131;-1,0433;0,2344
"09";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;-0,0826;-0,3921;-0,2177;-0,0902;0,4365;1,5503;-0,616;-0,1564;-0,2969;-0,1919;-0,2129;-0,2493;0,6762;-0,2973;0,3576;0,5831;-1,2275;1,7195
"sorte";-0,0134;-0,0054;-0,0284;-0,021;1,0709;-0,0178;-0,0599;1,9585;-0,0214;-0,1025;-0,0537;2,707;-0,1415;0,8986;1,3431;-0,193;0,2202;0,6804;-0,193;-0,1247;-0,1384;-0,162;-0,4693;-0,4822;-0,1631;-0,3209;-0,7978;-0,671
"confronter";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;1,1597;0,6543;-0,0451;-0,2852;0,5384;0,2942;-0,0782;-0,1484;1,7189;-0,1064;0,603;0,7282;-0,3709;-0,1255;-0,609;-0,6137;-0,5161
"une";0,3194;0,5518;-1,0485;1,2866;0,3365;-0,8496;0,5819;0,2171;-0,2166;0,3094;-0,5259;1,3322;0,5281;-0,6811;-3,4832;-3,3766;-1,902;1,0777;1,454;0,7973;-0,7714;0,3625;-0,4922;1,8935;-0,6802;-0,5163;9,6876;-6,286
"scientifique";-0,0393;-0,0159;-0,0829;-0,0615;-0,1127;-0,0521;-0,1751;-0,014;-0,0625;-0,2996;-0,157;-0,3049;-0,4136;0,4865;-0,2501;1,4213;-0,2901;0,3048;-0,1983;-0,3646;1,1947;-0,4737;1,1051;-0,2065;1,0302;-0,9594;-0,9712;0,8972
"mathieu";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;0,6329;-0,1277;-0,1496;-0,4332;-0,4451;1,3539;5,7714;-0,7364;-0,6194
"il";0,3386;-0,2727;-0,2293;-0,2481;0,3431;1,2533;0,5999;0,3701;-1,0746;-2,0592;-0,8681;3,1287;3,9816;-1,4516;-0,2828;1,1144;4,1171;0,9033;-0,4014;1,5146;-2,3707;-0,9238;0,2907;-10,9995;-0,7659;1,2212;1,356;-6,0968
"amour";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;0,9042;-0,2745;1,3399;0,8686;2,0116;1,1046;-0,4312;-0,1095;1,1046;-0,1343;0,5369;-0,1745;-0,5054;-0,5193;0,478;-0,8527;-0,8592;-0,7226
"théoricien";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;-0,129;-0,0103;-0,0461;-0,2208;-0,1157;-0,549;-0,3047;-0,1263;-0,7986;-0,4156;-0,8624;-0,219;-0,4156;-0,2687;-0,2981;-0,349;1,6781;-1,0387;-0,3514;-1,7056;0,5143;9,3676
"quand";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;0,9925;0,5187;1,5448;-0,0559;-0,2681;0,5585;0,3505;2,018;3,3878;-0,9698;-0,5047;0,3827;0,9105;0,4986;1,4239;-0,362;0,2054;-0,3156;-1,2614;1,1438;-2,0712;-1,2972;-0,3357
"livre";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;0,9925;-0,1567;-0,0126;-0,0559;-0,2681;-0,1405;-0,6667;-0,3701;-0,1534;-0,4502;-0,1658;-0,2323;-0,266;-0,5047;-0,3262;0,7018;-0,4238;-0,3156;-1,2614;3,4452;-0,4769;-2,087;6,7388
"elle";2,3833;2,6372;-0,5922;-0,4392;-0,3482;-0,3721;0,2627;-0,1004;1,6987;-1,3637;-0,5654;14,9849;-1,4549;-1,225;10,9865;-1,7418;-2,3996;-0,3297;19,5662;0,2649;1,4717;-1,7806;-2,8699;-2,6371;2,2863;-2,9962;-8,297;-4,6488
"vieux";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;0,8762;1,5811;3,3875;-0,0677;-0,4278;1,052;-0,462;1,543;-0,2226;1,3822;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;-0,9136;-0,4051;-0,7743
"kid";-0,0134;-0,0054;1,1993;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;5,6715;-0,0537;-0,2549;6,4735;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;-0,4693;-0,1479;-0,1631;-0,7918;-0,7978;-0,671
"neptuna";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;24,3072;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;-0,6137;-0,5161
"nicolas";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;0,7799;-0,0413;-0,196;-0,1088;2,3429;-0,2852;0,5384;0,2942;-0,0782;-0,1484;-0,0959;0,6628;0,603;-0,361;0,2408;-0,1255;-0,2101;-0,6137;-0,1616
"royal";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;6,1034;-0,0454;-0,2156;-0,1197;-0,0496;0,2887;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;0,2224;0,2153;-0,138;0,7812;-0,6751;-0,5678
"musique";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;0,6489;-0,0578;-0,2745;2,348;-0,0632;2,0116;-0,2078;0,6052;-0,1095;-0,2078;-0,1343;1,357;-0,1745;-0,5054;-0,5193;-0,1757;-0,8527;-0,8592;0,3224
"revel";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;-0,1277;-0,1496;0,1998;10,9153;-0,1506;-0,7309;-0,7364;-0,6194
"super";-0,1232;-0,0497;-0,2597;0,4458;-0,3532;-0,1632;-0,5488;-0,044;-0,1959;-0,9389;-0,492;-2,3349;-1,2961;-0,1861;-3,3968;-1,7678;-3,6681;-0,9315;-1,7678;-1,1426;0,4872;-0,4657;9,8412;-4,4179;-0,4714;4,7685;8,5837;-4,0396
"magazine";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;1,052;0,5618;-0,1173;0,3968;-0,1439;0,512;4,3698;-0,1797;-0,1876;-0,1882;0,2201;-0,9206;-0,7743
"maître";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;6,4501;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;0,6084;-0,2226;-0,462;0,6258;0,3968;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;5,6732;-0,9136;-0,9206;-0,7743
"lieu";-0,0176;-0,0071;-0,0371;-0,0275;0,9602;-0,0233;-0,0783;-0,0063;-0,028;0,5759;-0,0702;2,246;-0,185;0,7908;-0,4849;0,9585;0,9738;0,5789;-0,2523;-0,1631;0,4676;0,4133;-0,6138;-0,2299;-0,2133;-1,0354;-1,0433;-0,3798
"batman";-0,1087;-0,0439;-0,2292;-0,17;-0,3116;-0,144;-0,4842;-0,0388;-0,1728;-0,8284;-0,4341;-2,06;-1,1435;-0,474;-2,9968;-1,5596;-3,2362;-0,8218;-1,5596;-1,0081;-1,1184;-1,3096;8,0471;-3,8977;-0,3747;6,5777;10,5177;-5,4239
"très";-0,0828;-0,0334;-0,1746;-0,1295;-0,2374;0,6513;0,2424;-0,0296;1,4309;-0,631;-0,3307;-0,5104;1,8395;-0,3611;0,8687;0,5499;-0,2757;-0,2359;1,2799;-0,7679;-0,852;-0,4749;0,3399;-2,0583;-0,4796;-1,8025;-4,9125;9,0676
"mystérieux";-0,03;-0,0121;-0,0633;-0,0469;0,7455;-0,0397;-0,1336;-0,0107;-0,0477;-0,2287;-0,1198;0,8715;-0,3156;-0,1308;-0,8272;0,2014;0,8744;0,3906;0,5942;0,8806;0,2935;-0,3615;-1,0471;-0,5211;-0,3639;0,4844;-1,0473;1,4258
"petit";-0,258;-0,1042;-0,5441;-0,4035;0,6183;-0,3419;-1,1495;-0,0922;0,6152;0,3327;-1,0306;-2,3698;0,5579;0,5894;-2,9229;-2,028;-2,8221;1,0982;-2,028;1,3151;-1,2346;0,7679;-7,6515;110,1839;-1,5856;-12,3241;-12,4331;-3,9048
"décider";-0,0362;-0,0146;-0,0763;-0,0566;-0,1038;0,9806;-0,1613;-0,0129;2,108;0,3276;-0,1446;1,7453;-0,381;-0,1579;1,6635;-0,5196;1,0552;0,8898;1,5365;0,2688;0,2396;0,198;-1,2638;-0,3512;-0,4393;-0,8361;-1,348;-1,073
"corbière";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;14,2829;-0,4822;-0,1631;-0,7918;-0,7978;-0,671
"dieu";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;-0,5419;2,4833;-0,5852;0,5379;0,8778;-0,1823;-0,2022;1,0017;-0,686;-0,7048;-0,2384;1,5257;-1,1661;0,8058
"chrono";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;-0,129;-0,0103;-0,0461;-0,2208;-0,1157;-0,549;-0,3047;-0,1263;-0,7986;-0,4156;-0,8624;-0,219;-0,4156;-0,2687;-0,2981;0,2578;-0,476;-1,0387;-0,3514;-1,7056;-1,7186;22,2544
"mazaurette";-0,0424;-0,0171;-0,0894;-0,0663;-0,1216;-0,0562;-0,189;-0,0152;-0,0675;-0,3233;-0,1694;-0,804;-0,4463;-0,185;-1,1696;-0,6087;-1,263;-0,3207;-0,6087;-0,3934;-0,4365;-0,5111;-1,4806;-1,5211;-0,5146;2,7946;-2,5168;17,0346
"laure";-0,0559;-0,0226;-0,1178;-0,0874;-0,1602;-0,074;-0,2489;-0,02;-0,0889;-0,4259;-0,2231;67,5522;-0,5878;-0,2437;-1,5406;-0,3425;-1,6636;-0,4225;-0,8018;-0,5182;-0,575;-0,2628;-1,9502;-2,0037;-0,6778;-3,2901;-3,3152;-2,7882
"ville";-0,031;-0,0125;-0,0654;0,9758;-0,089;1,0442;-0,1383;-0,0111;-0,0494;-0,2365;0,605;-0,5882;-0,3265;-0,1353;0,2391;-0,4453;1,2924;3,7534;0,5732;0,3146;0,2834;0,2386;-0,5267;-0,5476;-0,3765;0,2481;-1,0967;-0,2501
"etats";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;0,221;1,1046;0,201;0,652;0,4199;-0,1343;0,5369;-0,1745;-0,5054;-0,5193;0,478;-0,8527;-0,8592;2,5744
"accompagner";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;0,8323;-0,0055;-0,0247;1,5366;-0,062;1,5811;0,504;-0,0677;-0,4278;-0,2226;-0,462;1,543;0,3968;-0,1439;0,512;-0,187;-0,1797;-0,1876;0,4538;-0,4006;-0,9206;-0,7743
"voiture";-0,0134;-0,0054;-0,0284;-0,021;1,0709;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;6,3575;-0,1415;-0,0586;-0,3708;-0,193;0,2202;-0,1017;-0,193;-0,1247;-0,1384;0,5067;-0,4693;-0,4822;-0,1631;-0,7918;-0,7978;0,7652
"boy";-0,061;-0,0246;-0,1287;-0,0955;-0,175;-0,0809;-0,272;-0,0218;-0,0971;-0,4653;-0,2438;-1,1571;-0,6423;-0,2662;-1,6833;0,8651;-1,8177;-0,4616;-0,876;-0,5662;-0,6282;-0,7356;-2,1309;-2,1893;-0,7406;1,7414;22,3842;-3,0465
"père";-0,0341;-0,0138;-0,072;-0,0534;-0,0979;-0,0452;1,3248;-0,0122;-0,0543;-0,2602;-0,1363;11,6564;0,2498;-0,1489;0,8096;-0,4899;1,1432;0,3486;-0,1579;-0,3166;0,7215;-0,4114;-1,1916;-1,2243;0,2114;-2,0102;-1,2466;-1,7036
"bon";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;-0,0826;-0,3921;1,0621;-0,0902;-0,1979;0,3052;2,0108;-0,1564;2,398;1,1555;-0,2129;0,3598;0,3174;-0,7419;-0,251;-1,2182;-1,2275;-0,216
"margot";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;-0,1277;-0,1496;-0,4332;-0,4451;-0,1506;-0,7309;-0,286;9,4273
"univers";-0,1014;-0,0409;1,0608;-0,1586;-0,2908;-0,1344;-0,4519;-0,0362;1,2726;-0,7731;-0,4051;-1,9225;0,6481;-0,4424;-1,9125;-1,4556;-3,0203;-0,767;-1,4556;-0,9408;-1,0438;-1,2223;1,9667;-3,6376;0,2747;2,8024;11,6674;-1,1705
"france";-0,1107;-0,0447;-0,2335;-0,1732;-0,3175;-0,1467;-0,4934;-0,0396;-0,1761;-0,8442;3,2476;-0,8422;0,3049;-0,1569;5,4706;2,4826;-0,4026;-0,8375;-1,5894;0,382;-0,2849;0,7288;2,3225;-1,2517;-0,7265;1,4397;-6,5719;-1,807
"équipe";-0,029;-0,0117;-0,0611;-0,0453;0,7593;1,0728;-0,129;-0,0103;-0,0461;0,3996;-0,1157;-0,549;-0,3047;0,5979;0,582;0,6162;0,2364;-0,219;-0,4156;0,9056;0,304;0,7276;-0,476;-0,495;-0,3514;-0,308;-0,5735;0,7016
"vous";-0,0579;-0,0234;-0,1222;-0,0906;-0,1661;-0,0768;-0,2581;-0,0207;-0,0921;-0,1349;0,384;-1,0982;-0,6096;-0,2527;-0,9161;0,2477;0,4719;-0,4381;0,5366;0,46;1,9438;5,4581;12,8001;-2,0779;-0,7029;-3,412;-3,438;-1,9845
"militaire";-0,0259;-0,0104;-0,0545;-0,0404;0,8043;-0,0343;-0,1152;-0,0092;-0,0411;-0,1971;-0,1033;6,1721;-0,2721;-0,1128;0,3208;-0,3711;0,6147;0,4407;-0,3711;-0,2399;0,9138;-0,3116;0,2192;-0,178;-0,3137;-0,4595;-0,8536;-1,2905
"sous";-0,0331;-0,0134;-0,0698;-0,0518;-0,0949;-0,0439;-0,1475;-0,0118;-0,0526;-0,2523;-0,1322;3,3858;-0,3483;0,5485;0,478;-0,475;-0,9857;-0,2503;-0,475;-0,307;3,0153;-0,3989;-0,5785;-0,295;0,2194;1,303;-0,4244;-0,9495
"agent";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;1,3959;-0,0599;-0,0048;-0,0214;1,6555;-0,0537;-0,2549;-0,1415;-0,0586;0,241;2,0752;2,0224;-0,1017;-0,193;-0,1247;0,5641;-0,162;-0,1416;-0,4822;-0,1631;-0,7918;-0,7978;-0,671
"mal";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;1,3959;-0,0599;-0,0048;-0,0214;-0,1025;0,9344;-0,2549;1,3998;-0,0586;1,3431;0,4452;0,2202;-0,1017;0,4452;0,6027;0,5641;-0,162;-0,4693;-0,4822;-0,1631;-0,7918;-0,7978;-0,2493
"avant";-0,0238;-0,0096;-0,0502;1,0857;-0,0682;-0,0315;1,6144;-0,0085;-0,0378;-0,1813;1,7024;-0,1366;0,3585;-0,1038;1,877;-0,3414;-0,2785;-0,1799;0,2641;-0,2207;0,3656;0,3159;0,9743;-0,8532;0,8584;-0,7513;-1,4116;-1,1873
