"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"depuis";0;0;0;0,68;1,18;1,98;0;2,08;0;0;2,11;1,11;0,69;6,1;3,5;1,8;3,12;1,82;0
"jimmy";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0
"dewalle";0;0;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avenir";0;0;0;2,71;0,59;0;0;0;0;0;0;0;0;0;0;0;0,67;0;0
"conseil";9,52;0;0;0,68;0,44;0;0;2,08;0;0;0;0,56;0;0;0;0;0;0,61;0
"travailler";0;2,08;0;0;0,74;0,33;0;0;0;0;0;1,11;0;0;0;0;0;0,61;0
"lointain";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;1,78;0,61;0
"elles";0;1,04;0;0,68;1,32;0;0;0;3,77;0;0;0;0;0;0;3,6;2,9;0,3;0
"invité";0;6,24;3,48;6,77;1,18;0;0;3,47;0;0;0;5,85;0;0;0;0;0;0,3;0
"objet";0;0;0;0;0,59;2,97;0;0;1,88;0;1,06;0,56;0;0;0;0;2,01;0,3;0
"39";0;3,12;0,39;0;0;0;0;0;0;0;0;1,67;0;0;0;0;0;0;0
"38";0;0;0,77;0,68;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0
"33";0;1,04;0,39;0,68;0;0;0;0;0;0;0;2,51;0;0;0;0;0;0,3;0
"31";0;0;0,77;1,35;0;0;0;0;0;0;0;1,95;0;0;0;0;0;0;0
"30";0;1,04;1,16;0,68;0;0;0;2,78;0;0;0;3,62;0;0;0;0;0;1,52;0
"35";0;0;1,55;0,68;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0
"souvent";0;0;0,39;0;1,18;0,66;0;0;0;0;0;0,28;0;0;0;0;0,89;0;0
"terrien";0;0;0;0;0;0,33;5,07;1,39;0;0;0;0;0;0;0;0;0;0,91;23,81
"laurie";0;0;0;6,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chien";0;0;0;0;0,15;2,31;0;0;0;0;1,06;0,28;0;0;0;0;0;0;0
"extrait";0;0;0,39;0;0,74;0,33;0;0;0;0;0;3,34;0;0;0;0;0;1,22;0
"le";9,52;23,91;18,94;29,77;26,63;34,63;17,17;50,03;33,9;47,62;28,54;24,22;7,55;12,2;24,48;23,42;26,52;36,46;47,62
"la";28,57;62,37;26,29;38,57;35,9;30,67;24,2;38,92;39,55;0;31,71;37,03;8,93;30,49;48,95;45,05;26,74;33,42;47,62
"eux";0;0;0;0;0,74;0,33;0;0,69;0;0;1,06;0;0;0;0;1,8;0,67;0,61;0
"identifier";0;0;0;3,38;0,15;0,33;0;0;0;0;3,17;0,28;0;0;0;0;2,45;0,91;0
"lfi";0;0;5,03;0;0;0;0;0;0;0;0;0,56;0;0;0;0;0;0;0
"expliquer";0;0;0;0;2,21;3,3;0,2;0,69;0;0;0;1,11;0;0;0;0;0,22;1,22;0
"réseau";0;0;0;3,38;0,15;0;0;0,69;0;0;0;0,56;0;0;0;0;0,22;0;0
"là";0;0;0;0;0;0,66;0,2;0,69;5,65;23,81;2,11;0,28;0;3,05;0;0;0,67;0,61;0
"que";9,52;1,04;1,93;2,71;7,21;8,25;0,78;6,25;13,18;0;12,68;1,95;0;9,15;17,48;18,02;14,93;8,81;11,9
"écrire";0;0;0;0,68;0,59;0,99;0;0;0;0;1,06;0;0;0;0;0;0;0,91;0
"auproux";0;0;4,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mélenchon";0;1,04;8,89;0;0;0;0;0;0;0;0;0,56;0;0;0;0;0;0;0
"bernard";0;0;4,64;0;1,47;0,33;0;0;0;0;0;0;0;0;0;0;0;0,3;0
"beau";0;0;0;0;0,88;0,99;0;0;0;0;1,06;0,28;0;0;0;0;0;0,3;0
"sembler";19,05;0;0;0;0,15;0,33;0;0;0;0;2,11;0,28;0;0;0;1,8;0,89;1,22;0
"cacher";0;0;0;0;0,29;0,33;0;0,69;0;0;2,11;0;0;0;0;3,6;0,89;2,13;0
"comment";0;0;0;0,68;2,65;0,99;0;2,08;0;0;0;1,11;0;9,15;0;0;0;0,3;0
"annonce";0;0;0;0;0,15;0,66;0;0,69;0;0;0;0,84;0;0;0;0;0;1,22;0
"agnès";0;6,24;0;0,68;0,15;0,66;0;0;0;0;0;0;0;0;0;0;0;0;0
"moyen";0;5,2;0;0;0,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"provoquer";0;1,04;0;0;0,29;0,33;15,03;0;1,88;0;0;0,28;0;0;0;0;0;0,3;0
"système";0;0;0;1,35;0,74;0;0;0;0;0;0;0,28;0;0;0;0;2,45;0;0
"toutes";0;0;0,39;0;0,44;0,66;0;0;0;0;1,06;0;0;0;0;0;0,67;0,3;0
"j";0;0;0;0,68;1,77;1,32;0;0;0;0;1,06;0;0;0;0;0;0;0,61;0
"48";0;0;2,32;0;0;0;0;0;0;0;0;1,95;0;0;0;0;0;0;0
"47";0;1,04;1,55;0,68;0;0;0;0;0;0;0;2,51;0;0;0;0;0;0;0
"44";0;0;3,87;0;0;0;0;0;0;0;0;1,95;0;0;0;0;0;0;0
"45";0;1,04;2,71;0;0;0,99;0;0;0;0;0;1,67;0;0;0;0;0;0;0
"42";0;2,08;0,39;1,35;0;0;0;0;0;0;0;1,39;0;0;0;0;0;0;0
"40";0;2,08;2,32;1,35;0,59;1,65;0;0;0;0;0;1,11;0;0;0;0;0;0,3;0
"membre";0;0;10,82;0;0,15;0;0;2,08;0;0;0;0;0,69;0;0;0;0;0;0
"parole";0;0;5,8;0;0,15;0;0;0,69;0;0;0;2,51;0;0;0;0;0;0,3;0
"philippe";0;0;0,77;0;1,03;0,33;0;0,69;0;0;0;0,28;0;0;0;0;0;0;0
"même";0;1,04;0;0;0,59;0,66;0,39;1,39;7,53;0;1,06;0;0,69;3,05;10,49;1,8;2,01;0,91;0
"pendant";0;0;0,39;0;0,59;0,99;0,2;0,69;5,65;0;1,06;0,28;0;6,1;0;1,8;0,22;1,22;0
"mois";0;1,04;0;0;0,74;0;0;2,08;0;0;0;0,28;0;0;0;0;0;0,61;0
"me";0;0;5,41;0;0,29;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0
"naître";0;0;0;1,35;0,74;0;5,07;0,69;0;0;0;0;0;0;0;0;0;0;0
"mi";0;0;4,25;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"enquête";0;3,12;0;1,35;0,29;0;0;3,47;0;0;0;0,28;0;6,1;0;0;0,89;0,91;0
"nouvelle";0;0;0,39;0;0,59;0;0,59;0;0;0;1,06;0,28;0;0;0;0;0,22;0,61;0
"mettre";9,52;0;0;0,68;1,03;1,32;0;2,08;3,77;0;1,06;0,28;0;0;0;0;0,67;0,61;0
"autre";0;0;0;0,68;0,44;1,65;0;0;0;0;1,06;0;0,69;0;0;0;0,45;1,82;11,9
"construire";0;0;0;2,03;0,15;0,33;0;0;1,88;0;0;0;0;0;0;0;2,01;0;0
"émission";0;2,08;0;2,03;1,47;1,32;0;1,39;0;0;2,11;2,78;0;3,05;0;0;0,22;3,04;0
"coeur";0;0;0;0;0,44;0;0,2;0,69;5,65;0;1,06;0,56;0;3,05;0;0;0;0,3;0
"claude";0;0;5,03;1,35;0,74;1,65;0,2;0,69;0;0;0;0;0;0;0;0;0;1,22;0
"présidentiel";0;3,12;0,39;0;0;0;0;1,39;0;0;0;2,23;0;0;0;0;0;0;0
"âge";0;0;0;0;0,15;0;0;0,69;0;0;1,06;0;0;3,05;0;0;1,56;0,61;0
"manquer";0;0;0;0,68;0,59;0;5,07;0;0;0;0;0;0;0;0;0;0;0;0
"2999";0;0;0;0,68;0;0;0;0;0;0;0;0;28,85;0;0;0;0;0;0
"bande";0;0;0,39;0;1,32;0,99;0;0;0;0;0;0,28;0;0;0;0;0;0,3;0
"59";0;0;1,16;0;0;0;0;0;0;0;0;2,78;0;0;0;0;0;0;0
"55";0;0;1,55;0,68;0;0;0;0;0;0;1,06;3,34;0;0;0;0;0;0;0
"54";0;0;2,71;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0
"56";0;0;2,32;0;0;0;0;0;0;0;0;1,67;0;0;0;0;0;0;0
"53";0;0;1,16;0,68;0;0;0;0;0;0;0;1,95;0;0;0;0;0;0;0
"52";0;0;0,39;2,03;0;0;0;0;0;0;0;2,51;0;0;0;0;0;0;0
"57";0;1,04;1,55;0,68;0;0;0;0;0;0;0;1,67;0;0;0;0;0;0;0
"50";0;0;2,71;1,35;0,74;0;0;0;0;0;0;1,95;0;0;0;0;0,22;0,61;0
"humanité";0;0;0;0;0;0,33;0;1,39;0;0;0;0;0;0;6,99;3,6;3,79;0;0
"gouvernement";0;0;0,39;0;0;0;0;0;0;0;0;1,11;0,69;0;0;5,41;2,01;0;0
"plus";19,05;3,12;1,16;1,35;3,68;2,97;0,59;4,86;1,88;0;6,34;2,51;0;6,1;6,99;0;12,03;3,34;11,9
"antique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;2,45;0;0
"entrepreneur";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"exister";0;0;0,39;0,68;0,29;0;0;0;0;0;2,11;0,84;0;0;0;0;1,34;0,3;0
"peret";0;0;0;6,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"actuel";0;1,04;0;1,35;0,15;0;0;0,69;0;0;0;0,28;0;0;0;0;1,78;0;0
"retour";0;1,04;1,55;1,35;0,29;0,33;0;4,17;0;0;0;3,06;0,69;0;0;0;0;0,3;0
"cnews";0;0;6,18;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0
"élément";0;0;0;0,68;0,59;0;0;0,69;0;0;0;0,28;0;0;0;0;0,67;0;11,9
"groupe";0;0;0;2,71;0,59;0,33;0;0;1,88;0;0;0,56;0;0;0;0;0,22;0,3;0
"entier";0;0;0;0;0,15;0,33;0;0;5,65;0;0;0;0;0;0;7,21;3,12;0;0
"humour";0;1,04;0,77;0;0,44;0;10,15;0;0;0;1,06;1,11;0;0;0;0;0;0;0
"frédéric";0;10,4;0;0;0,74;2,64;0;0;0;0;0;2,51;0;0;0;0;0;0,61;0
"boucher";0;0;3,87;0;0;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0
"courir";0;0;0;0;1,47;0,33;5,07;0;0;0;0;0;0;0;0;0;0;0,3;0
"haut";0;0;5,41;0;0,15;0,66;0;1,39;0;0;0;0,56;0;3,05;0;0;0;0;0
"1";0;0;1,93;0;1,03;0,33;0;0;0;0;0;1,11;0;0;0;0;0;0;0
"nombreux";0;0;0,77;0;0,59;0,33;15,22;0,69;0;0;0;0,28;0;0;3,5;3,6;1,78;0;0
"apporter";0;1,04;0;0,68;0,29;0;0;0;0;0;1,06;0;0;3,05;0;1,8;0,89;0;0
"revue";0;0;0;0,68;0,59;0,33;0;0;0;0;0;1,11;0;0;0;0;0;0;0
"cnrs";0;0;0;0;0,88;0;0;0,69;0;0;0;0;0;0;0;0;0;1,22;0
"trop";0;0;0;0;0,15;1,32;0,39;0,69;1,88;0;0;0;0,69;0;0;0;0;0,3;0
"sse";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;0;0;0
"20";0;18,71;8,89;0;0;0;0;3,47;0;0;3,17;25,06;0;0;0;0;0;1,52;0
"devoir";0;1,04;2,32;3,38;1,32;0,66;0,2;0,69;9,42;0;2,11;0,28;0;3,05;0;1,8;0,67;1,22;0
"ne";19,05;2,08;6,57;2,71;7,06;8,58;15,22;6,95;1,88;0;16,91;8,63;0;6,1;0;1,8;4,68;8,2;23,81
"chercheur";0;5,2;0;0,68;0,29;0;0;0,69;0;0;0;0;0;0;0;0;0;0,3;0
"départ";0;0;0;0,68;0;0;0;0,69;0;0;0;0,28;28,85;0;0;0;0;0;0
"peu";9,52;0;0,39;0,68;0,59;0,99;0;0;0;0;0;0,56;0;0;0;0;0;0,3;0
"bellver";0;0;0;0;0;0;0;0;0;0;0;13,36;0;0;0;0;0;0;0
"porter";0;0;0,39;0,68;0,88;0;0;0,69;0;0;0;0;0;0;0;0;0;0,3;0
"on";0;0;0,77;4,06;4,12;1,98;0,2;1,39;0;0;2,11;0,56;0;9,15;13,99;3,6;1,34;3,04;0
"ou";0;3,12;1,55;4,06;2,65;5,61;0;3,47;0;0;2,11;0,56;0;6,1;6,99;1,8;2,45;0,91;0
"celui";0;0;0;0;0,74;0,33;0;0;1,88;0;1,06;0;0;3,05;0;0;0;0,3;0
"envoyer";0;0;0;0;0,44;0,33;0,39;0,69;0;0;0;0,56;0,69;0;0;1,8;0;0,61;0
"alain";0;0;0;0,68;0,74;0,99;0;2,08;0;0;0;0;0;0;0;0;0;0,3;0
"avec";19,05;6,24;9,66;7,44;9,12;8,25;10,73;4,86;1,88;0;11,63;4,73;0;15,24;3,5;18,02;4,01;10,94;11,9
"phénomène";0;0;0,39;6,09;2,35;1,32;0;0,69;0;0;1,06;0,28;0;0;0;0;2,9;1,52;0
"5";0;1,04;0,39;0;0,88;0,66;0;2,78;0;0;1,06;0;0;3,05;0;0;0,22;0,3;0
"péril";0;0;0;0;0;0;9,56;0;0;0;0;0;0;0;0;0;0;0;0
"pté";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;0;0;0
"sud";0;4,16;0;0;0,29;0;0;0;0;0;0;0,28;0;0;0;0;0,45;0,3;0
"sur";28,57;13,51;11,6;22,33;12,36;14,18;21,08;20,85;1,88;0;12,68;26,45;2,75;15,24;3,5;10,81;17,16;17,93;0
"christian";0;0;0;0;1,03;0,33;0;0;0;0;0;0,56;0;0;0;0;0;0;0
"grâce";9,52;1,04;0;0,68;0,59;0,33;5,07;0,69;0;0;0;0;0;0;0;0;0;0,3;11,9
"enfant";19,05;0;0;2,71;3,09;0,99;0;3,47;5,65;0;0;0;0;0;0;1,8;0;0,91;11,9
"vaisseau";0;0;0;0;0;2,64;0,39;0;5,65;0;1,06;0;0;0;0;1,8;0,89;1,52;0
"différents";0;1,04;0,39;0;0,88;0,66;0;0;0;0;0;0;0;0;0;1,8;0;0,91;0
"bout";0;5,2;0;0;0,44;0;0;0;0;0;0;0;0;0;6,99;0;0;0;0
"affrontement";0;0;5,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"blanc";0;0;0;0;0,15;0,33;0;0,69;0;0;0;1,11;0;0;0;0;0,67;1,82;0
"passer";0;1,04;0;2,03;0,74;0,99;0;1,39;0;0;0;1,95;0;3,05;0;1,8;4,9;1,82;0
"professeur";0;0;0;0;1,03;0;0;0;3,77;0;2,11;0,28;0;6,1;0;0;0;2,13;0
"dans";19,05;8,32;1,93;8,8;11,62;17,15;7,22;12,51;7,53;23,81;11,63;10,02;20,6;12,2;13,99;12,61;20,5;12,46;11,9
"maison";0;0;0;0;0,59;0;0,2;1,39;0;0;1,06;0,28;0;0;0;0;0,45;2,73;0
"arriver";0;0;0;0;0,88;1,32;0;0;1,88;0;1,06;0,28;0,69;0;0;0;0,22;0,3;0
"tourner";0;0;0;0,68;0,29;0,66;0;0,69;0;0;0;0,84;0;0;0;0;0;0,3;0
"vincent";0;0;2,32;0;0;0;0;0;0;0;0;1,11;0;6,1;0;0;0;0;0
"matin";0;0;0;0;0,74;0;0;0,69;0;0;0;0,84;0;0;0;0;0;0,91;0
"raconter";0;0;0;1,35;1,91;1,32;0;0;0;0;1,06;0,28;0;0;0;0;0,67;1,82;0
"année";0;0;3,09;0;1,91;1,98;0;0,69;0;0;0;0,28;0;0;0;0;4,23;0,91;0
"c";9,52;3,12;0,39;3,38;1,77;3,96;0;8,34;3,77;0;3,17;3,34;0;3,05;0;0;0,89;1,52;0
"moins";0;0;0;0;0,44;0,33;0;0,69;0;0;0;0;0;0;0;0;1,11;0,3;0
"plateau";0;0;0,77;1,35;1,47;2,64;0;0,69;0;0;2,11;0,56;0;0;0;0;0;3,04;0
"rien";9,52;0;0;0;0,44;1,32;0;0;0;0;0;0;0;0;0;0;0;0,91;0
"réveiller";0;0;0;0,68;0;0;0;0,69;0;0;0;0;28,85;0;0;0;0;0;0
"anne";0;0;0,39;0;0,29;0;0;1,39;0;0;0;4,45;0;0;0;0;0;0,3;0
"savoir";0;0;0;0,68;0,74;0,66;0,2;0,69;0;0;0;0,28;0;6,1;13,99;0;0,89;0,61;0
"question";0;4,16;1,16;0,68;1,32;0,33;0;3,47;0;0;0;0,84;0;0;0;0;1,11;0;0
"long";0;0;0;0,68;0,59;0;0;0;0;0;0;0;0;3,05;0;3,6;0,89;0,3;0
"présentation";0;2,08;0,39;0,68;1,03;0,33;0;1,39;0;0;0;0,84;0;0;0;0;0;0;0
"nasa";0;0;0;0,68;0;0;0;0,69;0;0;0;2,51;0,69;0;0;1,8;0,22;0;0
"yves";0;0;0;0;1,47;0,99;0;0,69;0;0;0;0;0;0;0;0;0;1,22;0
"théâtre";0;0;0,39;0;0,88;0,33;0;0;0;0;0;0,28;0;3,05;0;0;0,45;0;0
"chose";0;0;0,39;0;0,15;0,33;0,2;0;0;0;0;0;0;0;0;0;0;2,13;0
"olivier";0;3,12;0,39;3,38;0,88;0,33;0;0,69;0;0;0;0,28;0;0;0;0;0;0;0
"claviere";0;0;0;10,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"figure";0;0;0;0;0;0;5,07;0;0;0;0;0,28;0;0;0;3,6;0,22;0;0
"patron";0;0;4,25;0;0;0;0;0;0;0;2,11;0,28;0;0;0;0;0;0;0
"fédération";0;0;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nuit";0;0;0;0;0,44;0,33;0,2;0;0;0;1,06;0,28;0;0;0;1,8;0,22;0,61;0
"permettre";0;0;0,77;0,68;0,88;0,33;0,2;0,69;0;0;0;0;0;0;6,99;1,8;0,89;0,3;0
"tsoukalos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,01;0;0
"polémiste";0;0;4,25;0;0;0;0;0;0;0;0;0,84;0;0;0;0;0;0;0
"galley";0;0;0;0;1,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pomart";0;0;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"encore";0;0;0;0;0;0,99;0;1,39;0;0;0;0;0;0;3,5;0;1,34;0,61;0
"xavier";0;1,04;0;0;0,29;0;0;0;0;0;0;1,11;0;0;0;0;0;0,91;0
"durant";0;0;0,39;1,35;0;0,33;0;0;0;0;0;0,28;28,85;0;0;0;0;0,3;0
"rendre";19,05;0;0,39;0,68;1,62;0,66;0,39;0;9,42;0;1,06;0,56;0;3,05;0;0;1,56;2,43;0
"qu";19,05;1,04;0,39;0,68;6,62;4,62;0,98;3,47;3,77;0;12,68;0,56;2,06;12,2;0;0;4,68;10,94;0
"partie";0;0;0,39;0;0,59;0,33;0;0,69;0;0;0;1,11;0;0;0;0;1,56;0,3;11,9
"partir";0;4,16;0,77;0;0,44;0,66;0,2;2,08;1,88;0;0;1,67;0;0;0;3,6;0,22;0,3;0
"marier";0;0;0;0;1,03;0,33;0;0,69;1,88;0;0;0,56;0;0;0;0;0;0,91;0
"joe";0;0;5,41;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;0
"certaines";0;0;0,39;0;0,15;0;0;0;0;0;0;0,28;0;0;6,99;0;2,45;0,3;0
"disciple";0;0;0;0;0;0;4,49;0;0;0;0;0;0;0;0;0;0;0;0
"préparer";0;0;0;0;0,44;0,33;0;1,39;0;0;0;0;0;3,05;0;0;0,22;0,3;11,9
"mère";0;0;0;0;0,59;0;0;0,69;0;0;0;0,56;0;0;0;0;0;0,91;0
"américain";0;3,12;0;2,03;0,44;0,66;0;1,39;0;23,81;0;2,51;0;0;0;3,6;1,56;0;0
"conquérant";0;0;0;0;0;0;5,07;0;0;0;0;0;0;0;0;0;0;0;0
"val";0;0;5,8;0;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"humain";0;0;0;2,03;0,44;0,66;0;0;0;0;4,23;0,28;0;0;0;3,6;3,12;2,73;0
"courant";0;1,04;0;0;0,29;2,64;0;0;0;0;0;0;0;0;0;0;0;0,3;0
"décrire";0;0;0;0,68;0,29;0,99;0,2;0;0;0;0;0,56;0;0;0;0;0,45;0,3;0
"fantôme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,45;2,73;0
