"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"quand";-0,0258;-0,2395;-0,659;1,3091;1,5757;0,2832;-0,7151;0,7103;-0,1314;-0,0103;1,8074;-0,9284;-0,365;1,8348;-0,0706;-0,1374;-1,1755;-0,8469;-0,0207
"livre";-0,0492;2,4451;-0,6535;6,5144;-0,2628;0,3821;-2,5817;-0,6871;-0,2504;-0,0197;-0,4487;1,4516;-0,6954;-0,1543;-0,1344;-0,2618;-0,567;-0,9237;-0,0394
"elle";1,9785;0,9194;-4,999;-1,9295;10,0582;-1,3264;-10,2802;-1,2882;-0,2203;-0,0783;0,6562;0,3249;-2,7689;1,275;0,4599;-0,5079;-1,932;5,9407;-0,1568
"revel";-0,0148;-0,1369;13,8925;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"super";-0,0763;-0,7076;-1,9467;-0,2601;-4,2764;-2,2962;39,1574;0,6589;-0,3883;-0,0305;-0,6956;-2,7426;-1,0782;-0,2392;-0,2084;-0,4059;-3,4725;-2,5017;-0,061
"magazine";-0,0148;-0,1369;0,2367;0,4135;1,8987;-0,4441;-0,7742;2,0073;-0,0751;-0,0059;-0,1345;-0,1714;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"lieu";1,3809;-0,1711;-0,4707;-0,2647;0,2708;0,4562;-0,9678;-0,2576;2,9337;-0,0074;0,4934;-0,6631;-0,2607;-0,0578;-0,0504;-0,0981;-0,3533;1,4198;-0,0148
"très";-0,0603;-0,1964;-1,5382;0,2321;2,3267;4,6052;-3,163;0,2431;-0,3068;1,2677;0,8897;-0,8707;-0,852;-0,189;-0,1647;-0,3208;-1,2661;-0,2527;0,9783
"mystérieux";-0,0234;-0,2167;-0,5962;-0,3353;-0,5274;0,3306;-1,2259;-0,3263;-0,1189;-0,0093;-0,2131;-0,8399;0,2737;-0,0732;-0,0638;1,4914;5,6256;-0,3115;-0,0187
"petit";-0,2789;-2,5849;-7,1122;-2,9817;-4,3044;-0,7755;79,9171;-0,314;-1,4184;-0,1114;-0,5023;-2,5819;-3,9393;-0,8737;-0,7614;-1,483;-12,6879;-1,25;-0,223
"décider";-0,0234;-0,2167;-0,5962;-0,3353;-0,275;-0,2734;-1,2259;-0,3263;1,5267;1,672;1,9286;-0,3576;1,4378;-0,0732;-0,0638;-0,1243;-1,0635;1,6557;-0,0187
"handicapé";-0,0135;-0,1254;-0,3451;-0,1941;8,1135;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"corbière";-0,016;-0,1483;15,0512;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"dieu";-0,0172;-0,1597;-0,4393;-0,2471;-1,2298;-0,5181;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;-0,6189;-0,2433;-0,054;-0,047;1,7441;6,3808;0,4484;-0,0138
"mazaurette";-0,0505;-0,4678;-1,2869;-0,7238;-3,6031;-1,518;-2,6463;-0,7043;-0,2567;-0,0202;-0,4599;41,6765;-0,7128;-0,1581;-0,1378;-0,2684;-2,2957;-1,6539;-0,0404
"laure";-0,0148;-0,1369;-0,3765;-0,2118;-0,487;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;10,5396;-0,0118
"ville";-0,0172;0,512;-0,4393;-0,2471;-0,2896;0,4963;-0,3924;0,3715;0,7383;-0,0069;0,5181;-0,2209;0,3676;-0,054;-0,047;-0,0916;0,2854;-0,1912;-0,0138
"etats";-0,0185;0,4873;-0,4707;0,3407;-0,3335;-0,1869;-0,9678;-0,2576;2,9337;-0,0074;-0,1682;0,3629;-0,2607;-0,0578;-0,0504;0,6941;0,2544;0,41;-0,0148
"père";-0,0197;-0,1825;-0,502;-0,2824;0,813;0,4201;-1,0323;0,8997;-0,1001;-0,0079;-0,1794;-0,7073;1,6383;-0,0617;-0,0538;-0,1047;-0,8955;1,3256;-0,0157
"bon";-0,0197;-0,1825;-0,502;-0,2824;2,401;-0,2077;-1,0323;0,8997;-0,1001;-0,0079;0,4706;0,3304;-0,2781;0,8781;-0,0538;-0,1047;-0,8955;-0,2374;-0,0157
"margot";-0,0135;-0,1254;-0,3451;15,4152;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"équipe";-0,0271;-0,2509;-0,2673;-0,3883;-0,6885;0,5752;-1,4196;0,2358;0,5659;-0,0108;0,3631;2,4393;0,6719;-0,0848;-0,0739;-0,144;-0,6265;0,51;-0,0217
"vous";-0,0579;-0,1837;6,4228;-0,8298;5,7592;-1,7403;-3,0338;0,2608;-0,2943;-0,0231;-0,1788;-1,2974;-0,8172;1,1879;-0,158;-0,3077;-2,6318;-0,6965;-0,0463
"sous";1,3035;0,424;-0,5648;-0,3177;0,3716;-0,251;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;-0,7957;-0,3128;-0,0694;0,8861;-0,1178;3,1913;0,3164;-0,0177
"clair";3,4543;-0,114;-0,3137;0,4764;-0,3676;2,2047;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,657;-0,0098
"mal";-0,0135;0,6005;-0,3451;-0,1941;1,4474;0,2159;-0,7097;-0,1889;-0,0688;-0,0054;0,6069;-0,148;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,5945;-0,0108
"avant";-0,0221;-0,2053;-0,1939;0,7973;2,0198;0,3576;-1,1614;0,8158;0,6412;-0,0089;-0,2018;-0,7957;-0,3128;0,8307;-0,0605;-0,1178;-1,0075;-0,2862;-0,0177
"spécialiste";-0,0517;10,5539;-1,3183;-0,7415;0,2898;-1,555;-2,7109;-0,2909;-0,2629;-0,0207;-0,149;5,3365;-0,7302;-0,162;-0,1411;0,8856;-2,3517;-0,5719;-0,0413
"mais";-0,133;-1,2333;-2,4334;0,3657;-0,6782;0,4113;5,2618;0,6166;0,6958;-0,0532;-0,3203;-2,8811;-1,1453;1,8057;-0,3633;-0,7075;-0,2468;0,6049;-0,1064
"main";-0,0135;0,6005;-0,3451;-0,1941;-0,4264;4,0216;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,148;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,5945;-0,0108
"ancien";-0,1935;-1,0785;9,1821;-2,7761;-6,6475;-3,0714;0,3837;-0,8601;-0,9844;-0,0773;-1,0543;-2,3093;-2,734;-0,6064;1,4728;2,0175;16,9709;-1,9297;-0,1548
"agir";-0,0258;-0,2395;-0,659;-0,3706;-1,0883;1,0608;0,2447;0,2486;-0,1314;-0,0103;0,3783;-0,1753;-0,365;0,7694;-0,0706;0,5666;0,613;0,5468;-0,0207
"11";-0,0271;0,3577;0,71;0,2284;-1,1595;-0,3433;-1,4196;-0,3778;-0,1377;-0,0108;-0,2467;5,7558;-0,3824;-0,0848;-0,0739;-0,144;-0,6265;0,51;-0,0217
"10";-0,0221;0,424;0,899;-0,3177;-0,8792;0,3576;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;1,6059;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;2,454;-0,0177
"13";-0,0197;1,1984;0,5116;-0,2824;-0,744;-0,2077;-1,0323;1,6516;-0,1001;-0,0079;-0,1794;2,5559;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,2374;-0,0157
"12";-0,032;0,3055;0,5678;-0,1411;1,0569;-0,9624;-1,6778;-0,4466;-0,1627;-0,0128;-0,2916;4,0567;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;0,3883;-0,0256
"15";-0,0246;0,3887;0,7974;0,2546;-1,0178;-0,7403;-1,2905;0,2624;-0,1252;-0,0098;-0,2243;7,402;-0,3476;-0,0771;-0,0672;-0,1309;-1,1195;-0,3372;-0,0197
"17";-0,0197;-0,1825;1,0185;0,3205;2,401;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;-0,1794;1,2084;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,6452;-0,0157
"16";-0,0185;0,4873;1,7633;0,3407;-0,3335;-0,5552;-0,9678;0,3493;-0,0939;-0,0074;-0,1682;2,7232;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"19";-0,1479;-0,747;-3,7708;15,3968;-10,5581;-4,4478;-7,7542;-0,8198;-0,752;-0,0591;-1,3475;53,7316;-2,0886;-0,4633;-0,4037;-0,7863;-6,7266;-1,4035;-0,1182
"18";-0,0123;-0,114;-0,3137;-0,1765;-0,3676;-0,3701;-0,6452;1,26;-0,0626;-0,0049;-0,1121;2,8526;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,657;-0,0098
"trace";-0,0123;4,0805;-0,3137;-0,1765;0,2433;0,2415;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;0,4619;0,2184;-0,0098
"extraire";-0,138;-1,279;-0,4827;-0,2692;-3,6895;-3,1097;-7,2364;2,8642;-0,7018;-0,0551;0,4954;22,9832;-1,9491;-0,4323;-0,3768;-0,7338;-6,2775;5,3827;-0,1104
"nouveau";-0,1318;0,2784;-1,7484;0,3738;-1,4887;-1,247;-5,653;-0,2223;0,7038;-0,0527;0,2878;0,3341;30,3684;0,2121;-0,3599;-0,2812;-0,4603;-2,5045;1,6089
"débarquer";-0,0148;-0,1369;-0,3765;-0,2118;-0,487;3,7518;-0,3085;-0,2061;-0,0751;-0,0059;0,5745;-0,1714;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;0,5398;-0,0118
"parent";-0,0628;-0,5819;-1,601;0,4792;1,7684;-0,6939;9,5275;-0,3906;-0,3193;-0,0251;-0,2038;-1,4446;-0,8868;-0,1967;-0,1714;-0,3339;-2,856;-1,2817;-0,0502
"je";-0,0135;-0,1254;-0,3451;0,4432;1,4474;2,0372;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,1939;-0,0108
"lopez";-0,0197;-0,1825;14,189;-0,2824;-1,4056;-0,5922;-1,0323;0,8997;-0,1001;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,6452;-0,0157
"rugby";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"tous";-0,0973;-0,178;-0,7197;-0,7637;0,7297;1,5808;4,9161;0,4354;-0,4948;-0,0389;-0,8866;-0,4592;-1,3742;0,811;-0,2656;-0,5174;-3,3506;-0,7962;-0,0778
"tout";-0,0973;-0,4095;-1,6402;-1,3954;4,9678;0,4995;-3,9657;0,4354;0,9821;-0,0389;0,8455;-1,3407;-0,7477;-0,3048;-0,2656;-0,1746;0,3103;1,0524;-0,0778
"côté";-0,0554;-0,1713;-0,7716;-0,7945;-1,6098;0,5155;11,1666;-0,7731;0,3212;-0,0221;-0,1667;-1,9901;-0,7824;-0,1735;-0,1512;-0,2946;-1,1054;0,4332;-0,0443
"capable";-0,0123;-0,114;-0,3137;-0,1765;-0,8784;1,3743;0,3862;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;2,4162;-0,4032;-0,0098
"lorsque";-0,0443;-0,4107;-1,1299;-0,6355;-2,2055;0,4702;15,8279;-0,6184;-0,2254;-0,0177;0,218;-1,5919;-0,6259;-0,1388;-0,121;-0,2356;-0,7629;-0,7983;-0,0354
"mars";-0,0197;-0,1825;-0,1598;-0,2824;2,401;-0,5922;-0,4805;0,329;-0,1001;-0,0079;-0,1794;0,3304;-0,2781;-0,0617;-0,0538;0,6692;-0,8955;0,3756;-0,0157
"delage";-0,016;-0,1483;15,0512;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"pas";0,4334;-1,1247;0,6204;-1,3825;-0,305;-0,6564;10,2021;1,0008;-0,2286;-0,0798;-0,2194;-1,3715;-2,8212;-0,6258;-0,5453;-0,2495;-1,4294;-0,6615;-0,1597
"new_yorkais";-0,0529;-0,4906;-1,3497;-0,3143;-3,779;-1,5921;-2,7755;-0,7387;-0,2692;-0,0212;-0,4823;-1,9016;57,7045;-0,1658;-0,1445;-0,2815;-2,4077;-1,7346;-0,0423
"4";-0,0135;-0,1254;-0,3451;-0,1941;-0,1717;0,2159;1,2715;-0,1889;-0,0688;-0,0054;-0,1233;0,5394;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,5945;-0,0108
"davant";-0,0123;-0,114;-0,3137;-0,1765;7,3756;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"mot";-0,0135;-0,1254;-0,3451;-0,1941;-0,1717;1,2625;-0,7097;2,1197;-0,0688;-0,0054;1,5138;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,2154;-0,4435;-0,0108
"christine";-0,016;-0,1483;12,8073;-0,2294;-0,5493;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"rappeler";-0,016;-0,1483;0,2153;-0,2294;1,7019;-0,4811;-0,3498;-0,2232;-0,0814;-0,0064;0,545;-0,5747;0,3919;-0,0501;-0,0437;-0,0851;-0,2822;0,4914;-0,0128
"ex_membre";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"fils";-0,0135;-0,1254;-0,3451;-0,1941;-0,4264;-0,4071;-0,7097;0,4526;-0,0688;-0,0054;1,5138;-0,148;2,1056;-0,0424;-0,037;-0,072;-0,6156;1,1745;-0,0108
"citation";-0,0394;0,2453;24,3509;-0,1979;-2,8118;-1,1846;-2,0651;-0,5497;-0,2003;-0,0157;-0,3589;0,4257;-0,5563;-0,1234;-0,1075;-0,2094;-1,7915;-1,2907;-0,0315
"pourquoi";-0,0209;-0,1939;-0,1766;-0,3;0,7284;1,3497;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;-0,301;-0,2955;-0,0655;0,9093;-0,1112;0,8507;-0,2615;-0,0167
"film";-0,0689;-0,639;-1,7581;-0,2122;3,2496;0,7691;-3,6153;-0,9622;-0,3506;-0,0276;0,7667;1,7671;-0,9738;-0,216;-0,1882;-0,3666;-2,196;2,0335;-0,0551
"important";-0,0135;-0,1254;-0,3451;-0,1941;0,9006;-0,4071;-0,7097;0,4526;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;2,1982;0,1939;-0,0108
"revenir";-0,0394;-0,365;-0,4729;0,8747;-0,3428;0,3084;-2,0651;-0,5497;-0,2003;-0,0157;0,25;0,715;-0,5563;-0,1234;-0,1075;-0,2094;2,4662;0,5026;-0,0315
"révéler";-0,0221;-0,2053;-0,1939;-0,3177;-0,8792;1,2686;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;-0,7957;-0,3128;-0,0694;0,8861;-0,1178;4,9408;-0,2862;-0,0177
"public";-0,0172;0,512;-0,4393;-0,2471;2,8817;-0,1668;-0,9033;0,3715;-0,0876;-0,0069;-0,157;-0,6189;-0,2433;-0,054;-0,047;-0,0916;-0,3173;0,4484;-0,0138
"à";0,3683;5,6308;-18,7503;-0,4407;4,3644;2,8632;2,531;-0,3735;1,9638;0,6066;1,0168;-1,8573;-6,3745;2,4255;-0,4373;-0,7271;-3,4825;-1,6987;1,9092
"agathe";-0,0148;-0,1369;13,8925;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"des";-1,2394;-1,1845;0,7453;0,784;-0,6658;-0,6615;-6,3106;-0,504;-0,2621;-0,1615;-4,3644;-8,4467;-13,3994;-0,6528;3,1065;11,271;29,0283;0,3215;0,7255
"récit";-0,0123;-0,114;-0,3137;0,4764;-0,3676;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;0,8543;3,3737;0,2184;-0,0098
"csa";-0,016;-0,1483;12,8073;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,1957;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"rapport";-0,0123;-0,114;-0,3137;-0,1765;-0,3676;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;1,1891;-0,1738;-0,0385;-0,0336;-0,0654;1,6103;0,657;-0,0098
"par";-0,3544;-0,6131;-4,3469;-0,7217;5,1406;0,7262;-0,8353;0,6456;1,6334;1,3781;1,7907;-1,579;-1,9484;-0,5568;-0,9677;-0,4246;0,3632;-0,454;0,3194
"trois";-0,016;-0,1483;-0,4079;-0,2294;0,3616;4,5758;-0,8387;0,3959;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;0,4914;-0,0128
"24";-0,0123;-0,114;1,553;0,4764;-0,8784;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;3,915;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"25";-0,0197;0,4646;-0,1598;0,8807;0,2347;-0,5922;-1,0323;0,329;-0,1001;-0,0079;-0,1794;2,5559;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;0,3756;-0,0157
"26";-0,0135;1,5004;1,4373;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;3,6098;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"27";-0,0197;-0,1825;0,5116;3,5222;-1,4056;-0,5922;-1,0323;0,329;-0,1001;-0,0079;-0,1794;3,387;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,2374;-0,0157
"21";-0,0862;-0,3417;7,4319;-0,3292;-4,9309;-2,5927;-4,52;-0,62;-0,4384;-0,0344;-0,7855;28,0089;-1,2175;-0,2701;-0,2353;-0,4584;-3,9211;-2,8248;-0,0689
"22";-0,0381;0,718;15,5643;0,4542;-1,8232;-1,1476;-2,0006;-0,5325;-0,194;-0,0152;-0,3477;1,1341;-0,5389;-0,1195;-0,1042;-0,2029;-1,7355;-1,2503;-0,0305
"23";-0,0431;-0,3993;14,0987;0,3886;-3,0755;-1,2957;-2,2588;0,4027;-0,2191;-0,0172;-0,3926;2,8704;-0,6085;-0,135;-0,1176;-0,2291;-1,9595;-0,7675;-0,0344
"28";-0,0172;-0,1597;1,1611;0,9785;-1,2298;-0,1668;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;3,8341;-0,2433;-0,054;-0,047;-0,0916;-0,7836;-0,1912;-0,0138
"29";-0,0148;0,5682;0,2367;0,4135;-0,2085;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;2,4271;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;0,5398;-0,0118
"etienne";-0,0492;-0,4563;-1,2555;-0,7062;-3,5152;-1,4809;-2,5817;-0,6871;-0,2504;-0,0197;-0,4487;40,6578;-0,6954;-0,1543;-0,1344;-0,2618;-2,2396;-1,6135;-0,0394
"association";-0,0135;-0,1254;-0,3451;-0,1941;2,9454;0,2159;-0,7097;1,1839;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,1939;-0,0108
"porte";-0,0369;0,2634;9,6153;-0,5295;-1,1644;-1,1106;-1,936;-0,1707;-0,1878;-0,0148;-0,3364;2,1956;-0,5215;-0,1157;-0,1008;-0,1963;-0,5534;-0,6166;-0,0295
"président";-0,0406;0,2368;5,9436;-0,5825;-0,5983;-1,2217;-2,1297;0,4344;-0,2066;-0,0162;-0,3701;4,4741;-0,5737;-0,1272;-0,1109;-0,216;-1,1038;-0,7064;-0,0325
"troisième";-0,0221;-0,2053;14,545;0,285;-1,5813;-0,251;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;-0,7957;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;-0,2862;-0,0177
"dont";-0,0345;0,2834;-0,3875;-0,1594;0,9025;1,6328;-1,0675;-0,1525;-0,1753;-0,0138;0,2884;-1,238;-0,4867;-0,108;-0,0941;-0,1832;-0,8814;2,0193;-0,0276
"travail";-0,0135;-0,1254;0,7546;-0,1941;0,9006;0,6477;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,148;-0,1912;-0,0424;-0,037;-0,072;-0,6156;0,5945;-0,0108
"pari";-0,0258;0,3727;-0,2484;0,2411;4,1016;-0,7773;-1,355;-0,3607;-0,1314;-0,0103;-0,2355;0,8563;-0,365;0,7694;-0,0706;-0,1374;-1,1755;-0,3634;-0,0207
"part";-0,0172;0,512;0,1963;-0,2471;0,3127;1,641;-0,9033;0,3715;-0,0876;-0,0069;0,5181;-0,2209;-0,2433;-0,054;0,9887;-0,0916;-0,7836;-0,1912;-0,0138
"dossier";-0,0148;-0,1369;0,6949;1,0955;0,7891;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;0,3611;0,5398;-0,0118
"gasnier";-0,0591;-0,5477;-1,5068;-0,8475;-4,2187;-1,7773;-3,0984;-0,8247;-0,3005;-0,0236;-0,5385;48,8105;-0,8346;-0,1851;-0,1613;-0,3142;-2,6879;-1,9364;-0,0473
"recevoir";-0,0357;-0,3308;-0,4085;-0,5119;1,1612;1,0798;-1,8715;4,02;-0,1815;-0,0143;-0,3252;-0,6685;-0,5041;0,644;-0,0974;0,451;-0,5203;-0,2848;-0,0285
"expert";-0,0135;-0,1254;-0,3451;0,4432;3,9132;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,2154;0,1939;-0,0108
"point";-0,032;4,3563;0,2601;-0,4589;0,4724;-0,9624;-1,6778;-0,4466;-0,1627;-0,0128;-0,2916;0,9982;-0,4519;-0,1002;2,9864;-0,1701;-0,4248;-0,2284;-0,0256
"secret";-0,0197;-0,1825;-0,502;0,3205;-0,3794;-0,2077;-1,0323;-0,2748;-0,1001;-0,0079;0,4706;-0,7073;-0,2781;-0,0617;0,934;1,6325;2,0721;0,3756;-0,0157
"mener";-0,0135;-0,1254;-0,3451;-0,1941;0,9006;-0,4071;-0,2685;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;0,8572;1,1745;-0,0108
"puis";-0,0234;-0,2167;-0,2117;-0,3353;1,8571;1,797;-0,6191;-0,3263;-0,1189;-0,0093;-0,2131;-0,8399;-0,3302;-0,0732;-0,0638;-0,1243;-1,0635;1,0885;-0,0187
"moment";-0,0172;-0,1597;0,1963;-0,2471;0,6107;0,4963;-0,9033;0,9981;-0,0876;-0,0069;-0,157;0,8316;-0,2433;-0,054;-0,047;0,7209;-0,7836;-0,1912;-0,0138
"travers";-0,016;-0,1483;-0,4079;1,0342;-0,5493;-0,1474;-0,3498;0,3959;1,8431;-0,0064;-0,1458;-0,1957;-0,2259;0,9626;-0,0437;-0,0851;-0,2822;0,4914;-0,0128
"entre";-0,0357;0,7628;-0,9101;-0,5119;-0,4366;-0,2412;-1,8715;0,5077;-0,1815;-0,0143;1,4334;2,2925;-0,5041;-0,1118;-0,0974;-0,1898;-0,5203;1,4101;-0,0285
"y";-0,085;0,5762;-0,5485;-0,6313;-0,4281;2,4502;-4,4554;0,5547;1,7637;-0,034;-0,7742;0,6556;-1,2001;-0,2662;0,3832;1,0725;-0,266;0,8089;-0,0679
"depuis";-0,0603;-0,5591;-1,5382;-0,3831;-0,3505;0,6815;-3,163;0,5294;-0,3068;-0,0241;0,4485;-0,3188;-0,3745;1,1563;0,5009;0,2822;2,8181;0,5764;-0,0482
"jimmy";-0,0148;-0,1369;11,6833;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,1479;-0,0118
"dewalle";-0,0185;-0,1711;17,3691;-0,2647;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;-0,6631;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"avenir";-0,0135;-0,1254;-0,3451;3,1808;0,9006;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;0,8572;-0,4435;-0,0108
"conseil";1,476;-0,1369;-0,3765;0,4135;0,4187;-0,4441;-0,7742;2,0073;-0,0751;-0,0059;-0,1345;0,4867;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;0,5398;-0,0118
"travailler";-0,0172;1,3039;-0,4393;-0,2471;1,0168;-0,1668;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;1,401;-0,2433;-0,054;-0,047;-0,0916;-0,7836;0,4484;-0,0138
"lointain";-0,0443;-0,4107;-1,1299;-0,6355;-3,1635;-1,3328;14,5954;-0,6184;-0,2254;-0,0177;-0,4038;-1,5919;-0,6259;-0,1388;-0,121;-0,2356;1,2078;-0,4318;-0,0354
"elles";-0,0357;0,2732;-0,9101;-0,1688;1,1612;-1,0735;-1,8715;-0,4981;1,1916;-0,0143;-0,3252;-1,2822;-0,5041;-0,1118;-0,0974;1,1581;4,9245;-0,5872;-0,0285
"invité";-0,0739;2,3427;1,6487;3,9241;-0,6855;-2,222;-3,8737;1,0827;-0,3757;-0,0295;-0,6732;7,0467;-1,0434;-0,2314;-0,2017;-0,3928;-3,3604;-1,5855;-0,0591
"objet";-0,0332;-0,308;-0,8473;-0,4766;-0,3632;3,7159;-1,7423;-0,4637;0,4917;-0,0133;0,2993;-0,2946;-0,4693;-0,1041;-0,0907;-0,1767;2,4785;-0,5292;-0,0266
"39";-0,0123;2,7408;0,2887;-0,1765;-0,8784;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;3,915;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"38";-0,0135;-0,1254;0,7546;0,4432;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;6,0168;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
