"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"certains";-0,0246;-0,2281;-0,6276;-0,353;-0,5798;0,6557;-1,2905;-0,3435;-0,1252;-0,0098;-0,2243;0,2295;-0,3476;-0,0771;-0,0672;0,5847;3,5817;0,5866;-0,0197
"faire";1,1214;-0,6716;-1,5277;-0,263;2,3241;4,8334;-3,5846;0,3698;-0,4806;0,7799;1,6598;-1,6312;-2,7863;0,3832;-0,5386;-0,5125;0,6621;-0,634;0,5163
"héros";-0,0148;0,5682;-0,3765;0,4135;1,2825;0,1936;-0,3085;1,1157;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,1479;-0,0118
"vendre";-0,0123;-0,114;-0,3137;-0,1765;-0,3676;0,712;0,8248;-0,1717;0,8723;-0,0049;-0,1121;0,1948;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,657;-0,0098
"loi";-0,0123;-0,114;2,4544;2,213;-0,8784;-0,3701;-0,6452;0,486;-0,0626;-0,0049;-0,1121;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"giorgio";-0,0234;-0,2167;-0,5962;-0,3353;-1,6692;-0,7032;-1,2259;-0,3263;-0,1189;-0,0093;-0,2131;-0,8399;-0,3302;-0,0732;-0,0638;-0,1243;17,4488;-0,7662;-0,0187
"aile";-0,032;-0,2966;-0,8159;-0,4589;-2,2844;-0,9624;22,3847;-0,4466;-0,1627;-0,0128;-0,2916;-1,1495;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;-1,0486;-0,0256
"aimer";-0,0135;-0,1254;-0,3451;0,4432;0,9006;0,2159;-0,7097;-0,1889;0,8339;-0,0054;-0,1233;-0,148;-0,1912;1,0314;-0,037;-0,072;-0,6156;0,5945;-0,0108
"vidéo";-0,0234;-0,2167;0,4137;0,2692;-0,5274;-0,2734;-1,2259;0,2771;-0,1189;-0,0093;-0,2131;4,5601;0,2737;-0,0732;-0,0638;-0,1243;-0,5055;-0,3115;-0,0187
"réalité";-0,0258;-0,2395;-0,659;2,0602;-0,3498;-0,3196;0,2447;-0,3607;2,4956;-0,0103;-0,2355;-0,9284;-0,365;0,7694;-0,0706;-0,1374;0,613;0,2465;-0,0207
"visage";-0,0148;-0,1369;-0,3765;-0,2118;0,7891;0,1936;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,1714;-0,2085;0,9955;-0,0403;-0,0785;0,7711;0,5398;-0,0118
"posséder";-0,0431;0,6391;-1,0985;-0,6178;-1,4867;-0,6813;11,6132;-0,6012;-0,2191;-0,0172;-0,3926;-1,5476;-0,6085;-0,135;-0,1176;3,7842;-0,7268;-1,4117;-0,0344
"diffuser";-0,0123;0,6365;-0,3137;-0,1765;2,3969;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;0,1948;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,657;-0,0098
"cet";-0,0258;-0,2395;-0,659;-0,3706;-0,3498;0,6139;-0,7151;1,3379;0,5831;-0,0103;-0,2355;-0,9284;-0,365;1,8348;-0,0706;-0,1374;1,4703;0,2465;-0,0207
"ces";-0,0652;-0,2224;-0,967;-0,1896;0,5943;0,8578;-3,4214;-0,1794;0,2723;-0,0261;-0,5946;-1,519;-0,9216;-0,2044;-0,1781;2,0906;4,5485;-0,3109;-0,0522
"base";-0,0135;-0,1254;-0,3451;-0,1941;-0,4264;2,9586;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;3,2997;0,4078;-0,4435;-0,0108
"dire";-0,0246;1,028;-0,6276;0,2546;2,2617;0,3059;-1,2905;0,2624;-0,1252;-0,0098;1,0404;-0,3867;-0,3476;0,7887;-0,0672;-0,1309;-1,1195;-0,3372;-0,0197
"selon";-0,0468;-0,4335;-1,1927;-0,6708;-2,3603;-0,4089;-2,4526;-0,249;-0,2379;-0,0187;-0,4262;-0,5612;-0,6606;-0,1465;-0,1277;2,6128;13,925;-0,4772;1,0834
"véritable";1,476;0,5682;-0,3765;-0,2118;-1,0541;0,1936;-0,3085;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;0,9955;-0,0403;-0,0785;1,3234;1,0781;-0,0118
"aussi";-0,0677;-0,6276;-1,7267;0,7564;-2,249;-0,2761;8,6154;1,2117;-0,3444;-0,0271;-0,2296;-0,6816;0,4358;0,4129;-0,1849;-0,3601;-1,5149;-0,5688;-0,0541
"jour";-0,0308;-0,2852;-0,3261;0,581;0,5201;0,475;-1,6132;0,2021;1,3069;-0,0123;-0,2804;0,6603;-0,4346;1,6899;0,7548;-0,1636;-0,1923;-1,0082;-0,0246
"justice";-0,0135;-0,1254;5,6915;-0,1941;-0,4264;-0,4071;-0,2685;-0,1889;-0,0688;-0,0054;-0,1233;0,5394;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"voler";-0,0406;-0,3765;-1,0357;-0,5825;-2,8997;0,5501;16,1853;-0,5668;1,0935;-0,0162;-0,3701;-0,8022;-0,5737;-0,1272;-0,1109;-0,216;-1,8475;-1,331;-0,0325
"culture";-0,032;-0,2966;-0,8159;-0,4589;1,8944;-0,9624;-0,9646;-0,4466;-0,1627;-0,0128;-0,2916;0,3307;-0,4519;-0,1002;1,7691;1,2421;2,0235;-1,0486;-0,0256
"portrait";-0,016;0,5388;-0,4079;-0,2294;4,0949;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;0,9927;-0,0128
"effet";1,5131;-0,1254;-0,3451;-0,1941;-0,4264;0,2159;-0,7097;0,4526;3,3558;-0,0054;0,6069;0,5394;-0,1912;-0,0424;-0,037;-0,072;-0,2154;-0,4435;-0,0108
"planète";0,7992;-0,6961;-1,9152;-0,529;-1,2711;-0,3604;8,1398;-0,5086;1,9445;-0,03;0,6918;-1,2417;-0,2445;-0,2353;-0,2051;1,1985;-0,9034;-0,701;-0,0601
"grand";-0,0677;-0,2357;0,2681;-0,2045;-0,9933;0,7976;-1,8692;0,7853;1,3549;-0,0271;-0,2296;1,437;-0,9564;-0,2121;-0,1849;0,2491;0,6672;0,2637;-0,0541
"000";-0,0172;-0,1597;0,1963;-0,2471;0,3127;2,4121;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;-0,2209;-0,2433;-0,054;-0,047;-0,0916;0,629;-0,1912;-0,0138
"autres";-0,0726;-0,6733;-1,1178;-0,504;0,4043;-2,185;8,5307;-0,4845;-0,3694;-0,029;-0,6619;-2,6097;-0,493;-0,2276;1,1191;1,2334;0,7696;-1,5513;-0,0581
"pierre";-0,0295;-0,2737;-0,7531;0,2055;-0,2637;-0,392;-1,5487;2,7;-0,1502;-0,0118;-0,2691;-0,2322;-0,4172;-0,0925;-0,0806;-0,1571;-0,7097;4,7429;-0,0236
"jouer";-0,016;0,5388;-0,4079;-0,2294;0,6935;1,0763;-0,8387;0,3959;-0,0814;-0,0064;1,3767;-0,1957;0,3919;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"jamais";-0,0197;-0,1825;-0,1598;-0,2824;0,4756;-0,5922;-1,0323;0,329;-0,1001;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;2,0721;1,3256;-0,0157
"être";0,2735;-0,4658;-3,4927;-2,3307;-1,7237;1,0664;0,3745;0,4545;-0,6152;-0,1602;0,9922;-2,0607;1,6829;0,5836;0,4516;1,587;7,5168;-1,187;-0,2135
"hapsatou";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"univers";-0,0529;1,0001;-1,3497;-0,3143;-2,0298;-0,5134;12,8093;-0,7387;-0,2692;-0,0212;-0,4823;-1,9016;-0,7476;-0,1658;-0,1445;-0,2815;0,3758;-0,5963;-0,0423
"info";-0,0197;-0,1825;2,4281;0,8807;-1,4056;-0,5922;-1,0323;1,6516;-0,1001;-0,0079;-0,1794;2,5559;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,6452;-0,0157
"cryogénisé";-0,0529;-0,4906;-1,3497;-0,3143;-3,779;-1,5921;-2,7755;-0,7387;-0,2692;-0,0212;-0,4823;-1,9016;57,7045;-0,1658;-0,1445;-0,2815;-2,4077;-1,7346;-0,0423
"rester";-0,0258;-0,2395;-0,659;-0,3706;-1,8449;0,6139;-0,7151;0,2486;-0,1314;-0,0103;1,004;-0,9284;-0,365;0,7694;-0,0706;-0,1374;4,1842;0,5468;-0,0207
"visite";-0,0258;0,3727;-0,659;-0,3706;0,4724;-0,3196;-1,355;-0,3607;0,5831;-0,0103;-0,2355;-0,4164;-0,365;0,7694;-0,0706;2,4416;2,0289;-0,3634;-0,0207
"structure";-0,0135;-0,1254;-0,3451;-0,1941;-0,4264;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;8,1888;-0,4435;-0,0108
"e";-0,2318;-0,5541;-0,4752;0,3235;-3,1918;-2,8069;40,2048;-1,1951;-1,1793;-0,0927;-0,3227;2,3585;-3,2752;-0,7264;-0,6331;-1,233;-9,1173;-6,3118;-0,1854
"utiliser";-0,0234;-0,2167;-0,5962;-0,3353;0,927;1,1939;-0,6191;-0,3263;-0,1189;-0,0093;-0,2131;0,251;-0,3302;-0,0732;-0,0638;0,6039;1,153;-0,7662;-0,0187
"rencontre";-0,0308;-0,2852;-0,7845;0,1952;1,144;-0,9254;-1,6132;-0,4294;-0,1565;-0,0123;-0,2804;0,3558;-0,4346;-0,0964;-0,084;1,2727;0,7515;1,7073;-0,0246
"suite";-0,0221;-0,2053;5,9821;-0,3177;-0,2403;0,3576;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;-0,329;-0,3128;-0,0694;-0,0605;-0,1178;-0,4664;0,3164;-0,0177
"scientologie";-0,0197;-0,1825;-0,502;-0,2824;11,8035;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,6452;-0,0157
"élection";-0,016;7,9393;0,2153;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;2,252;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"témoignage";-0,0332;-0,308;0,244;0,5341;2,8031;-0,9995;-1,7423;0,5502;-0,169;-0,0133;-0,3028;-0,6033;-0,4693;0,6713;-0,0907;-0,1767;-1,5115;2,1103;-0,0266
"cela";-0,0135;0,6005;-0,3451;-0,1941;0,9006;0,2159;-0,7097;-0,1889;-0,0688;-0,0054;0,6069;-0,4862;-0,1912;-0,0424;-0,037;0,8161;0,4078;0,1939;-0,0108
"gens";-0,0234;-0,2167;8,0835;-0,3353;-0,5274;-0,7032;-1,2259;-0,3263;-0,1189;-0,0093;-0,2131;-0,3576;-0,3302;-0,0732;-0,0638;0,6039;-0,5055;0,6299;-0,0187
"danger";-0,0357;-0,3308;-0,9101;-0,5119;-1,1019;-1,0735;19,0068;-0,4981;-0,1815;-0,0143;-0,3252;-1,2822;-0,5041;-0,1118;-0,0974;-0,1898;-1,6235;-0,5872;-0,0285
"volant";-0,0271;-0,2509;-0,6904;-0,3883;-1,9328;1,5304;-0,7639;2,0266;1,4083;-0,0108;1,7519;-0,4465;-0,3824;-0,0848;-0,0739;-0,144;0,5659;0,2272;-0,0217
"entrer";-0,016;-0,1483;-0,4079;0,3868;-0,5493;-0,4811;-0,8387;-0,2232;3,1261;-0,0064;-0,1458;0,4404;-0,2259;-0,0501;1,0192;-0,0851;1,8433;-0,5242;-0,0128
"heure";-0,016;-0,1483;-0,4079;1,0342;-0,5493;-0,4811;-0,8387;9,9217;-0,0814;-0,0064;0,545;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"également";-0,0123;-0,114;0,2887;-0,1765;0,5657;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;0,643;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;0,4619;0,2184;-0,0098
"rencontrer";-0,0172;-0,1597;-0,4393;-0,2471;0,3127;0,4963;-0,9033;-0,2404;0,7383;-0,0069;-0,157;-0,6189;-0,2433;-0,054;-0,047;-0,0916;1,6961;0,9162;-0,0138
"représentant";-0,0135;-0,1254;-0,3451;-0,1941;-0,9663;0,2159;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;8,1888;-0,4435;-0,0108
"avocat";-0,0295;0,3301;12,8959;-0,4236;-0,8018;-0,8884;-1,5487;0,2126;-0,1502;-0,0118;-0,2691;0,704;-0,4172;-0,0925;-0,0806;-0,1571;-1,3435;-0,9679;-0,0236
"université";-0,0209;-0,1939;-0,5334;5,6697;1,1282;-0,6292;-1,0969;-0,2919;-0,1064;1,7198;0,4494;-0,301;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,2615;-0,0167
"nous";-0,0911;-0,8446;-0,986;-0,3658;1,1406;0,3969;-4,7786;-0,6708;-0,4635;-0,0364;1,3916;-2,3224;-1,2872;0,3171;6,9617;-0,4846;3,4276;0,4778;-0,0729
"médecin";-0,0234;-0,2167;8,0835;-0,3353;0,927;-0,7032;-1,2259;-0,3263;-0,1189;-0,0093;-0,2131;-0,3576;-0,3302;-0,0732;-0,0638;-0,1243;-1,0635;-0,3115;-0,0187
"réaliser";1,4102;-0,1597;-0,4393;-0,2471;2,1516;-0,5181;-0,3924;-0,2404;-0,0876;-0,0069;-0,157;0,3994;0,3676;-0,054;-0,047;-0,0916;-0,3173;-0,1912;-0,0138
"trouver";-0,0394;-0,365;-1,0043;-0,5649;0,4341;-0,2938;-1,2777;-0,5497;1,1166;-0,0157;0,25;-1,4149;0,4449;-0,1234;-0,1075;-0,2094;3,68;0,8263;-0,0315
"mohammed";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"média";-0,016;-0,1483;1,2435;-0,2294;-0,5493;0,541;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;4,0971;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"preuve";-0,0468;-0,4335;-1,1927;-0,6708;-0,8245;-1,4069;-2,4526;-0,6528;-0,2379;-0,0187;0,204;-1,6804;-0,6606;-0,1465;-0,1277;0,9571;16,3128;0,358;-0,0374
"luc";-0,0394;0,2453;19,4669;-0,5649;-0,8618;-1,1846;-2,0651;-0,1895;-0,2003;-0,0157;-0,3589;-0,4092;-0,5563;-0,1234;-0,1075;-0,2094;-1,7915;-0,3454;-0,0315
"lui";0,7801;-0,2981;-2,0095;-0,5669;0,5613;0,3711;-1,7609;-0,2627;0,6328;-0,0315;-0,2905;-1,3386;-0,5547;1,7178;-0,2151;-0,419;1,0966;3,4151;-0,063
"carrière";-0,0135;-0,1254;-0,3451;0,4432;0,486;0,6477;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;2,7966;-0,0108
"examiner";-0,0197;-0,1825;-0,502;-0,2824;-1,4056;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;12,6208;-0,2374;-0,0157
"femme";-0,0332;0,2942;-0,8473;-0,1502;1,3428;1,7073;-1,7423;-0,4637;-0,169;-0,0133;2,3363;0,3076;-0,4693;-0,1041;-0,0907;-0,1767;-1,5115;0,3631;-0,0266
"persuader";-0,0197;-0,1825;-0,502;-0,2824;-0,744;0,4201;0,4163;-0,2748;0,6863;-0,0079;4,4347;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;1,3256;-0,0157
"général";-0,0406;-0,3765;25,4249;-0,5825;-0,3748;-1,2217;-2,1297;-0,5668;-0,2066;-0,0162;-0,3701;-1,4591;-0,5737;-0,1272;-0,1109;-0,216;-1,8475;-0,7064;-0,0325
"he";-0,0148;0,5682;-0,3765;0,4135;0,7891;0,1936;-0,7742;2,0073;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;0,9955;-0,0403;-0,0785;-0,6716;-0,1479;-0,0118
"étude";-0,0209;-0,1939;-0,5334;2,4057;1,6189;0,3873;-1,0969;-0,2919;-0,1064;-0,0084;1,1641;-0,301;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,2615;-0,0167
"laporte";-0,0148;-0,1369;13,8925;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"chercher";-0,0197;-0,1825;-0,502;0,3205;-0,3794;0,4201;0,77;-0,2748;2,8482;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;0,6692;-0,8955;0,7852;-0,0157
"homme";-0,0887;-0,8218;-0,9429;2,66;-0,6785;0,8815;-4,6493;1,6692;-0,4509;1,106;0,5559;-0,7904;-1,2523;-0,2778;-0,2421;1,03;2,3245;-0,2658;0,8221
"star";-0,0172;-0,1597;-0,4393;0,3627;1,5305;-0,1668;-0,3924;-0,2404;-0,0876;-0,0069;-0,157;0,3994;-0,2433;2,1803;-0,047;-0,0916;-0,7836;-0,1912;-0,0138
"fois";-0,0271;0,9576;-0,2673;-0,3883;-0,2052;1,0013;-1,4196;0,6795;-0,1377;-0,0108;0,9698;-0,4465;-0,3824;-0,0848;-0,0739;-0,144;-0,3072;0,9028;-0,0217
"aider";1,5539;-0,114;-0,3137;-0,1765;0,2433;-0,3701;-0,2299;-0,1717;3,4894;-0,0049;0,643;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"aux";0,4647;3,3016;-3,5685;1,8093;2,2469;-1,804;-9,5674;-1,1515;2,2526;-0,0729;0,7507;1,5529;-1,7277;0,4241;-0,4981;0,7408;0,9068;-0,6404;-0,1459
"siècle";-0,0135;-0,1254;-0,3451;-0,1941;-0,9663;0,6477;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;1,9499;3,0782;0,1939;-0,0108
"voix";-0,0209;1,1514;-0,5334;-0,3;-1,4934;2,7801;-1,0969;-0,2919;-0,1064;-0,0084;1,1641;1,712;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;0,3445;-0,0167
"réputation";-0,0234;-0,2167;-0,5962;21,6379;-1,6692;-0,7032;-1,2259;-0,3263;-0,1189;-0,0093;1,079;-0,8399;-0,3302;-0,0732;-0,0638;-0,1243;-1,0635;-0,7662;-0,0187
"voir";0,8125;0,7061;-1,1178;0,6824;0,5594;-0,3313;-2,7894;-1,0138;0,6848;1,1894;1,1973;-1,1779;-0,493;0,3895;2,9487;0,2298;-1,6853;3,2836;-0,0581
"légende";-0,0148;-0,1369;-0,3765;-0,2118;-1,0541;-0,4441;-0,7742;1,1157;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;3,1797;1,3234;1,0781;-0,0118
"force";-0,0135;-0,1254;0,7546;-0,1941;-0,1717;0,2159;-0,7097;0,4526;-0,0688;-0,0054;0,6069;-0,148;-0,1912;-0,0424;-0,037;0,8161;-0,6156;0,1939;1,6088
"histoire";-0,0468;0,5875;-1,1927;-0,6708;-0,3553;-0,4089;-2,4526;0,3602;-0,2379;-0,0187;0,204;0,2939;-0,6606;-0,1465;-0,1277;0,9571;5,4889;-0,2507;-0,0374
"propre";-0,0492;-0,4563;-1,2555;-0,7062;-0,9214;-0,4498;12,881;-0,2697;-0,2504;-0,0197;-0,4487;-1,7688;-0,6954;0,5244;-0,1344;0,3441;-0,9115;-0,2829;-0,0394
"nes";-0,0185;-0,1711;-0,4707;-0,2647;1,38;0,9268;-0,4359;-0,2576;0,7113;-0,0074;-0,1682;1,2999;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"aujourd_hui";-0,0726;-0,6733;-1,8524;-1,0419;-0,6511;-0,8876;7,814;1,1071;0,2419;-0,029;0,351;-1,7446;-1,026;0,3895;1,9704;0,2298;-0,2382;-1,019;-0,0581
"mes";-0,0123;-0,114;-0,3137;-0,1765;-0,3676;0,712;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;2,5926;-0,0654;0,9564;0,657;-0,0098
"omar";-0,016;-0,1483;-0,4079;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;13,1945;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"quotidien";-0,0172;-0,1597;0,5938;0,3627;2,8817;-0,5181;-0,9033;0,3715;-0,0876;-0,0069;0,5181;-0,2209;-0,2433;-0,054;-0,047;-0,0916;-0,7836;-0,5645;-0,0138
"géant";-0,0172;-0,1597;-0,4393;-0,2471;-1,2298;-0,1668;-0,3924;1,8137;-0,0876;-0,0069;-0,157;-0,6189;-0,2433;-0,054;-0,047;-0,0916;5,2089;-0,5645;-0,0138
"suggérer";-0,016;0,5388;-0,4079;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;1,8068;6,8746;-0,5242;-0,0128
"afin";-0,0123;0,6365;-0,3137;-0,1765;-0,8784;0,712;-0,6452;-0,1717;-0,0626;-0,0049;2,7617;0,1948;-0,1738;-0,0385;-0,0336;-0,0654;-0,1839;0,2184;1,6497
"famille";-0,0283;-0,2623;-0,7218;0,6334;2,3314;0,5393;-0,2178;-0,395;-0,144;-0,0113;-0,2579;-1,0168;-0,3998;-0,0887;-0,0773;-0,1505;-1,2875;1,3219;-0,0226
"vivre";-0,0406;-0,3765;-1,0357;0,4198;4,7835;-0,6264;-2,1297;-0,5668;-0,2066;-0,0162;-0,3701;-0,4335;-0,5737;1,4644;-0,1109;0,4069;0,2387;0,4748;-0,0325
"comportement";-0,0197;-0,1825;14,189;-0,2824;-1,4056;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;0,4706;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,2374;-0,0157
"créer";-0,0185;0,4873;-0,4707;1,6986;0,5386;-0,5552;-0,9678;-0,2576;5,8048;-0,0074;-0,1682;-0,2468;-0,2607;0,9043;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"acteur";-0,0394;-0,365;-1,0043;-0,1979;-1,2914;-0,2938;-2,0651;-0,5497;-0,2003;-0,0157;-0,3589;20,7034;-0,5563;-0,1234;-0,1075;-0,2094;-1,7915;-0,6762;-0,0315
"sauver";-0,0726;-0,6733;-1,8524;-1,0419;-5,1863;-0,5536;33,5554;-0,4845;0,6848;-0,029;0,351;-2,6097;-1,026;-0,2276;-0,1983;-0,3863;-3,3044;-1,5513;-0,0581
"entraîner";-0,0332;-0,308;-0,8473;-0,4766;-2,3723;-0,9995;21,015;-0,4637;-0,169;-0,0133;-0,3028;-1,1937;-0,4693;-0,1041;-0,0907;-0,1767;-1,5115;-0,5292;-0,0266
"école";-0,0197;-0,1825;-0,502;5,8849;0,813;-0,5922;-1,0323;0,329;-0,1001;-0,0079;-0,1794;-0,2736;-0,2781;0,8781;-0,0538;-0,1047;-0,8955;-0,2374;-0,0157
"cabrol";-0,0135;-0,1254;-0,3451;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;11,1634;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"02";-0,0221;0,424;0,4435;-0,3177;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;8,1529;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;0,6771;-0,0177
"voyage";-0,0295;-0,2737;6,7067;-0,4236;-0,2637;0,8941;-1,5487;0,2126;-0,1502;-0,0118;-0,2691;-0,2322;-0,4172;-0,0925;-0,0806;-0,1571;-1,3435;-0,1933;-0,0236
"00";-0,0345;0,2834;14,0236;-0,1594;-2,4602;-1,0365;-1,8069;-0,4809;-0,1753;-0,0138;-0,314;2,3948;-0,4867;-0,108;-0,0941;-0,1832;-1,5675;-1,1293;-0,0276
"01";-0,0258;-0,2395;2,6053;-0,3706;-1,8449;-0,7773;-1,355;-0,3607;-0,1314;-0,0103;-0,2355;9,431;-0,365;-0,081;-0,0706;-0,1374;-1,1755;-0,3634;-0,0207
"06";-0,0185;-0,1711;0,5507;0,9275;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;2,7232;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;2,1144;-0,0148
"07";-0,0271;-0,2509;2,4931;-0,3883;-1,9328;-0,8143;-1,4196;-0,3778;-0,1377;-0,0108;-0,2467;2,4393;-0,3824;-0,0848;-0,0739;-0,144;-1,2315;4,2441;-0,0217
"04";-0,0221;-0,2053;1,4849;-0,3177;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;5,8251;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;1,1609;-0,0177
"05";-0,0283;0,3435;3,9815;-0,4059;-2,0207;-0,8513;-1,4841;-0,395;-0,144;-0,0113;-0,2579;2,3191;-0,3998;-0,0887;-0,0773;-0,1505;-1,2875;2,5331;-0,0226
"08";-0,0209;-0,1939;1,57;-0,3;1,1282;-0,6292;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;0,6514;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;1,2396;-0,0167
"09";-0,0221;-0,2053;1,4849;0,7973;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;3,864;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;1,1609;-0,0177
"une";0,2759;-1,7474;-10,9045;-1,6851;-0,3725;0,5981;19,8078;-1,5549;-0,9372;0,2924;3,094;-4,4332;-2,4727;0,7193;-1,3437;-0,3887;0,3983;0,3654;0,3825
"scientifique";-0,0468;-0,4335;-1,1927;0,3468;1,1308;-0,2054;-1,6018;0,3602;-0,2379;-0,0187;-0,4262;-0,9749;-0,6606;-0,1465;1,4602;1,7205;1,0921;0,6121;-0,0374
"servir";-0,0135;-0,1254;-0,3451;-0,1941;0,486;0,2159;-0,2685;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;0,8161;2,1982;-0,4435;-0,0108
"il";-0,5258;-0,6463;-4,3115;-3,8226;0,6295;1,3517;0,4073;-1,8245;-1,8149;1,0785;0,5369;-1,4496;10,1823;1,8553;-0,7984;0,3457;0,3138;0,4326;0,2074
"théoricien";-0,0345;-0,3194;-0,8787;-0,4942;-2,4602;-1,0365;-1,8069;-0,4809;-0,1753;-0,0138;-0,314;-1,238;-0,4867;-0,108;-0,0941;5,5092;14,9492;-1,1293;-0,0276
