"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"hugues";-0,3762;-0,7749;-0,665;-0,4722;-0,209;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;16,1302;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"peret";12,2275;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"actuel";0,6912;-0,7749;1,3074;1,0885;0,4179;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;0,977;0,4812;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;0,6428;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"retour";0,279;-0,9113;-0,7389;-0,9784;-0,433;-0,2312;-0,1163;0,4649;-0,0176;-0,0746;0,47;-0,0421;3,5515;-0,0294;-0,3017;-0,362;-0,0258;0,473;-0,0556;0,3554;-0,0255;-0,1147;5,9155;-0,3607;-0,1542;-0,1434;-0,034;-0,0327;-0,0157;0,8544;-0,119;-0,0278;0,3061;-0,0654;-0,0314;-0,3711;-0,2324;-0,2105;-0,368;-0,0232;-0,0147;-0,1599;-0,0467;-0,0314;-0,0336;-0,1107;-0,0229;-0,0281;-0,0245;-0,031;-0,0297;-0,1068;-0,0933;-0,0251;0,63;-0,0232
"valentin";-0,4568;-0,9409;-0,8075;0,4362;-0,2538;-0,3663;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;-0,0247;1,3326;-0,0172;-0,1768;0,4129;-0,0151;-0,5407;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;-0,2114;-0,0904;-0,084;-0,0199;-0,0191;-0,0092;-0,1694;-0,0697;-0,0163;15,8953;-0,0383;-0,0184;-0,2175;-0,1362;-0,1234;-0,2157;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
"cnews";-0,645;-1,3285;-1,1401;-0,8097;-0,3583;0,4884;-0,0963;-0,1509;-0,0146;-0,0617;-0,1487;-0,0349;-0,2157;-0,0243;-0,2497;-0,2996;-0,0213;10,1319;-0,046;-0,2091;-0,0211;-0,0949;0,205;-0,2985;-0,1276;-0,1186;-0,0281;-0,027;-0,013;0,3732;-0,0984;-0,023;4,8382;-0,0541;-0,0259;-0,3071;-0,1923;-0,1742;-0,3046;-0,0192;-0,0122;-0,1323;-0,0387;-0,0259;-0,0278;-0,0916;-0,0189;-0,0232;-0,0203;-0,0257;-0,0246;-0,0884;-0,0772;-0,0208;-0,096;-0,0192
"élément";0,3066;-0,6088;-0,5225;1,3599;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;1,4228;-0,0211;0,7033;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;0,6516;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;1,7839;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"groupe";2,0996;-0,312;-0,247;-0,4722;-0,209;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;0,4812;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;0,5611;3,5568;-0,0134;0,5523;-0,0316;-0,0151;0,4712;-0,1122;-0,1016;-0,1776;-0,0112;1,7908;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"entier";-0,6181;-0,3284;0,3654;2,9641;1,3852;1,6351;1,7267;-0,1446;-0,014;-0,0592;-0,1425;-0,0334;-0,2067;-0,0233;-0,2393;-0,2871;-0,0205;-0,7316;-0,0441;-0,2004;-0,0202;-0,0909;-0,4068;0,3166;-0,1223;-0,1137;-0,0269;-0,0259;-0,0124;-0,2292;-0,0943;-0,022;-0,2348;-0,0519;-0,0249;-0,2943;-0,1843;-0,1669;0,3104;-0,0184;-0,0116;-0,1268;-0,0371;-0,0249;-0,0267;-0,0878;-0,0181;-0,0223;-0,0194;-0,0246;-0,0236;-0,0847;-0,074;-0,0199;-0,092;-0,0184
"humour";4,7615;13,2343;-0,2857;-2,1265;-0,9411;-0,3909;-0,2528;-0,3963;-0,0383;-0,1621;-0,3906;-0,0916;-0,2012;-0,0639;-0,6557;-0,7868;-0,0561;-0,4661;-0,1208;-0,5492;-0,0554;-0,2493;-0,5559;-0,7838;-0,3352;-0,3116;-0,0738;-0,071;-0,034;-0,6282;0,3481;-0,0603;-0,6434;-0,1422;-0,0681;-0,8065;-0,1677;-0,4575;0,2637;-0,0504;-0,0319;-0,3474;-0,1016;-0,0681;-0,0731;-0,2407;-0,0497;-0,061;-0,0532;-0,0674;-0,0646;-0,2321;-0,2028;-0,0546;-0,2521;-0,0504
"langlois";-0,3762;-0,7749;-0,665;-0,4722;-0,209;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;16,1302;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"frédéric";-0,9138;-1,8823;-1,6154;-1,1472;-0,5077;-0,2964;-0,1364;-0,2138;-0,0207;-0,0875;0,4152;-0,0494;-0,3057;-0,0345;-0,3538;0,6014;-0,0302;-1,0816;-0,0652;-0,2963;-0,0299;-0,1345;5,2747;-0,4229;-0,1809;-0,1681;1,0574;-0,0383;-0,0184;-0,3389;-0,1395;-0,0325;0,2594;11,139;-0,0368;-0,4351;-0,2725;-0,2468;5,3673;-0,0272;-0,0172;0,4553;0,9262;1,0907;-0,0394;-0,1298;-0,0268;-0,0329;-0,0287;-0,0364;-0,0348;-0,1252;-0,1094;-0,0295;-0,136;-0,0272
"boucher";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;12,1407;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;0,6352;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"courir";2,2354;8,2244;-0,3396;-1,2484;-0,5525;-0,7973;0,5383;-0,2327;-0,0225;-0,0952;1,0158;-0,0538;1,401;-0,0375;-0,385;-0,1439;-0,0329;-1,1771;-0,0709;-0,3224;-0,0325;-0,1463;-0,6545;-0,4602;-0,1968;-0,1829;-0,0433;-0,0417;-0,02;-0,3688;-0,1518;-0,0354;-0,3777;-0,0835;-0,04;-0,4735;-0,2966;-0,2686;-0,4696;-0,0296;-0,0187;-0,204;-0,0596;-0,04;-0,0429;-0,1413;-0,0292;-0,0358;1,1585;-0,0396;-0,0379;-0,1363;-0,1191;-0,0321;-0,148;-0,0296
"haut";-0,5912;-1,2178;-0,4956;-0,7422;-0,3285;-0,474;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;-0,1977;-0,0223;1,0239;-0,2746;-0,0196;12,2586;-0,0422;0,4475;-0,0193;-0,087;-0,3891;-0,2736;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;-0,2192;-0,0902;-0,0211;-0,2246;-0,0496;-0,0238;-0,2815;-0,1763;-0,1597;0,8824;-0,0176;-0,0111;-0,1213;1,1058;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;-0,088;-0,0176
"antoine";-0,6181;-1,2731;-1,0926;-0,7759;-0,3434;-0,4956;-0,0923;-0,1446;-0,014;-0,0592;-0,1425;-0,0334;-0,2067;-0,0233;0,373;-0,2871;-0,0205;-0,7316;-0,0441;-0,2004;-0,0202;-0,0909;9,4663;0,3166;-0,1223;-0,1137;-0,0269;-0,0259;-0,0124;10,5234;-0,0943;-0,022;-0,2348;-0,0519;-0,0249;-0,2943;-0,1843;-0,1669;-0,2919;-0,0184;-0,0116;-0,1268;-0,0371;-0,0249;-0,0267;-0,0878;-0,0181;-0,0223;-0,0194;-0,0246;-0,0236;-0,0847;-0,074;-0,0199;-0,092;-0,0184
"1";-0,4568;-0,4209;-0,8075;-0,5735;-0,2538;0,7042;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;-0,0247;0,5278;-0,0172;-0,1768;1,9412;-0,0151;0,9434;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;-0,2114;-0,0904;-0,084;-0,0199;-0,0191;-0,0092;0,4908;0,8288;-0,0163;0,4823;-0,0383;-0,0184;-0,2175;-0,1362;2,5869;0,4073;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
"nombreux";-0,8134;16,9604;9,3869;-1,7064;0,3733;-0,8501;0,2249;-0,6168;-0,0596;0,3559;-0,2255;-0,1426;-0,8817;-0,0994;-0,4914;-0,6374;-0,0872;-3,1202;-0,188;-0,8547;-0,0861;-0,3879;-1,0289;-0,3234;-0,5217;-0,4849;-0,1149;-0,1105;-0,053;-0,9776;-0,4024;-0,0939;-1,0013;-0,2212;-0,106;-1,2551;-0,7861;-0,712;-1,2449;-0,0784;-0,0497;-0,5407;-0,1581;-0,106;-0,1138;-0,3745;-0,0773;-0,095;-0,0828;-0,1049;-0,1005;-0,3612;-0,3156;-0,085;-0,3924;-0,0784
"apporter";-0,2956;-0,2117;-0,5225;2,1742;-0,1642;-0,237;1,0151;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;1,716;-0,0097;-0,0435;-0,1945;0,5684;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;0,7359;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;1,7043;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"revue";0,336;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;1,4828;0,7283;-0,0101;0,6717;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;0,4756;-0,1243;-0,0532;0,9684;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;0,679;-0,0225;-0,0108;0,5932;-0,0801;-0,0726;0,5963;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;1,7156;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"média";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;0,3231;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;1,5508;-0,0132;0,5726;0,5062;-0,0116;0,6332;-0,0249;-0,1133;-0,0114;-0,0514;2,8694;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;1,2811;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"gotham";3,1792;8,5551;0,289;-0,8772;-0,3882;-0,5602;-0,1043;-0,1635;-0,0158;-0,0669;-0,1611;-0,0378;-0,2337;-0,0263;-0,2705;-0,3245;-0,0231;-0,827;-0,0498;-0,2265;-0,0228;-0,1028;-0,4599;-0,3233;-0,1383;-0,1285;-0,0305;-0,0293;-0,014;-0,2591;-0,1067;-0,0249;-0,2654;-0,0586;-0,0281;-0,3327;-0,2084;-0,1887;-0,33;-0,0208;-0,0132;-0,1433;-0,0419;-0,0281;-0,0302;-0,0993;-0,0205;-0,0252;-0,022;-0,0278;-0,0266;-0,0957;-0,0837;-0,0225;-0,104;-0,0208
"animation";3,1792;8,5551;0,289;-0,8772;-0,3882;-0,5602;-0,1043;-0,1635;-0,0158;-0,0669;-0,1611;-0,0378;-0,2337;-0,0263;-0,2705;-0,3245;-0,0231;-0,827;-0,0498;-0,2265;-0,0228;-0,1028;-0,4599;-0,3233;-0,1383;-0,1285;-0,0305;-0,0293;-0,014;-0,2591;-0,1067;-0,0249;-0,2654;-0,0586;-0,0281;-0,3327;-0,2084;-0,1887;-0,33;-0,0208;-0,0132;-0,1433;-0,0419;-0,0281;-0,0302;-0,0993;-0,0205;-0,0252;-0,022;-0,0278;-0,0266;-0,0957;-0,0837;-0,0225;-0,104;-0,0208
"cnrs";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;0,2572;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;1,8669;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;6,0715;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;1,0354;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;4,0293;-0,0354;-0,0095;-0,044;-0,0088
"chanteur";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;3,9678;-0,0132;-0,1352;0,5062;-0,0116;1,9759;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;0,8322;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;1,6029;-0,0139;-0,0133;-0,0479;2,3968;-0,0113;-0,052;-0,0104
"trop";0,8597;-0,2117;-0,5225;0,2408;0,5019;0,3762;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;0,2572;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;1,4164;-0,0088;-0,0056;0,8851;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;1,573;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"20";-3,876;-7,9843;-6,852;-4,8658;-2,1535;-2,1859;-0,5785;-0,9068;-0,0877;-0,3709;-0,4056;-0,2096;2,0059;-0,1462;-1,5004;-1,8002;-0,1283;4,1431;-0,2764;-1,2567;-0,1267;0,4253;10,7177;-1,0777;-0,7671;-0,7129;-0,1689;-0,1624;-0,0779;12,6444;-0,5916;-0,138;24,9474;-0,3253;-0,1559;-1,8453;-1,1558;-1,0468;7,4307;-0,1153;-0,073;-0,3408;-0,2324;-0,1559;-0,1673;-0,5507;-0,1136;-0,1397;-0,1218;-0,1543;-0,1478;-0,1827;-0,1471;-0,125;-0,5769;-0,1153
"devoir";0,614;-0,372;-0,2541;-0,211;-0,6273;-0,1754;-0,1685;1,6501;-0,0255;-0,108;0,346;-0,0611;-0,3776;-0,0426;0,1976;-0,5244;-0,0374;0,7636;-0,0805;1,2962;-0,0369;2,1857;0,2979;-0,1759;-0,2234;-0,2077;-0,0492;0,9863;-0,0227;-0,4187;-0,1723;-0,0402;-0,4288;-0,0947;-0,0454;-0,5375;-0,3367;-0,3049;-0,5331;-0,0336;-0,0213;-0,2316;1,9732;-0,0454;-0,0487;-0,1604;1,1344;-0,0407;-0,0355;1,0074;1,0252;-0,1547;-0,1352;-0,0364;-0,168;-0,0336
"ne";0,9597;2,3754;-0,3052;-1,8304;-1,2246;0,4302;0,4857;-0,4104;0,5775;0,8531;-0,2046;0,779;-0,7655;-0,2225;2,6363;-0,8874;-0,1953;-1,3043;-0,4207;-0,4372;-0,1928;0,8579;-3,8834;-0,3829;-0,598;0,6258;-0,2572;-0,2473;1,5167;-0,3527;0,4696;0,4161;-0,3738;-0,4952;0,9858;1,569;-0,2018;-1,5936;0,527;0,4783;-0,1112;-0,3214;-0,3538;1,7579;-0,2547;0,5221;-0,173;0,4122;-0,1854;-0,2349;1,0247;0,5497;0,3174;-0,1903;-0,3957;-0,1755
"chercheur";-0,2687;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;0,8704;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;1,0604;4,6697;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;1,908;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;1,8658;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"départ";-1,2097;-0,7051;6,7062;8,9188;1,1882;-0,9699;-0,1805;-0,283;-0,0274;-0,1158;-0,2789;-0,0654;-0,4046;-0,0456;-0,4683;-0,5618;-0,04;-1,4317;-0,0863;-0,3922;-0,0395;-0,178;-0,3379;-0,5598;-0,2394;-0,2225;-0,0527;-0,0507;-0,0243;-0,1378;-0,1846;-0,0431;-0,4595;-0,1015;-0,0487;-0,5759;-0,3607;-0,3267;-0,5712;-0,036;-0,0228;-0,2481;-0,0725;-0,0487;-0,0522;-0,1719;-0,0355;-0,0436;-0,038;-0,0482;-0,0461;-0,1657;-0,1448;-0,039;-0,18;-0,036
"peu";0,2576;-0,7195;-0,6175;0,1968;-0,1941;0,3231;0,9464;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;0,5062;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;0,5886;-0,0533;-0,0124;0,5796;2,6981;-0,0141;1,2748;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;1,5015;-0,0133;0,9815;-0,0418;-0,0113;-0,052;-0,0104
"bellver";-1,2904;-2,6579;-2,281;-1,6198;-0,7169;-1,0345;-0,1926;-0,3019;-0,0292;-0,1235;-0,2975;-0,0698;4,2826;-0,0487;-0,4995;-0,5993;-0,0427;-1,5272;-0,092;-0,4184;-0,0422;-0,1899;6,5437;-0,5971;-0,2554;-0,2373;-0,0562;-0,0541;-0,0259;6,989;-0,197;-0,046;7,9878;-0,1083;-0,0519;-0,6143;-0,3848;-0,3485;4,2044;-0,0384;-0,0243;-0,2647;-0,0774;-0,0519;-0,0557;-0,1833;-0,0378;-0,0465;-0,0405;-0,0514;-0,0492;-0,1768;-0,1545;-0,0416;-0,192;-0,0384
"porter";-0,2687;-0,5534;-0,475;-0,3373;-0,1493;0,4078;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;0,6025;-0,0089;-0,318;-0,0192;1,7974;-0,0088;1,0604;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;4,8391;-0,1269;-0,008;-0,0051;-0,0551;1,4387;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"on";0,3383;-0,33;-0,4639;-0,2837;-0,5502;-1,5955;0,3051;-0,1473;-0,045;0,4498;-0,1439;-0,1076;-0,6656;-0,075;0,2795;5,1353;-0,0659;-0,4041;-0,1419;-0,2469;-0,065;0,3094;-0,6989;-0,4221;0,2246;0,6899;-0,0867;-0,0834;-0,04;-0,738;0,2983;-0,0709;0,288;0,4959;-0,08;1,1942;-0,2168;-0,5375;-0,4348;-0,0592;-0,0375;0,2152;-0,1193;-0,08;-0,0859;1,5642;-0,0583;-0,0717;0,8726;-0,0792;-0,0759;0,8881;0,3745;-0,0642;0,8308;-0,0592
"ou";1,0713;-4,21;0,2708;0,686;-0,2807;0,5132;0,8105;-0,4782;-0,0462;1,1283;-0,4712;-0,1105;-0,6836;-0,0771;9,568;1,1904;-0,0676;-1,0518;-0,1457;0,3496;0,8461;-0,3007;-0,386;-0,4391;-0,4045;-0,3759;-0,0891;0,7472;-0,0411;-0,7579;0,7954;-0,0728;-0,7763;-0,1715;-0,0822;0,7465;-0,226;-0,1935;-0,204;-0,0608;-0,0385;-0,4192;0,6093;-0,0822;-0,0882;-0,2904;-0,0599;-0,0736;-0,0642;-0,0814;-0,0779;0,3231;-0,2447;-0,0659;-0,3042;-0,0608
"celui";-0,2687;-0,1807;0,5563;0,2676;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;1,0604;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;1,0452;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;0,7735;0,8128;0,5963;1,7392;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"envoyer";0,2576;1,2201;-0,6175;0,1968;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;0,2118;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;0,5076;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;0,5886;-0,0533;-0,0124;-0,1327;1,1853;-0,0141;-0,1663;-0,1042;-0,0943;0,5003;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;0,9666;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;0,9815;-0,0418;-0,0113;-0,052;-0,0104
"alain";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;1,2938;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;1,2967;0,8322;-0,0642;-0,0152;-0,0146;1,7949;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;2,9416;2,261;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;0,9815;-0,0418;-0,0113;-0,052;-0,0104
"avec";0,7817;0,3383;-0,4326;-1,1458;-2,5814;3,2883;-0,6067;-0,6867;0,472;1,5154;1,607;-0,4273;-0,8314;-0,298;0,2656;1,1218;-0,2615;-3,4783;4,2968;-0,5135;0,3486;-0,5945;-0,4247;-1,9921;2,4701;0,373;0,7286;-0,3311;-0,1588;-1,4359;-0,6262;0,3216;0,6137;2,3583;0,782;-0,6005;0,3498;-0,8721;-0,2749;0,9938;-0,1489;0,5072;0,5294;0,782;-0,3411;-0,5656;-0,2317;0,318;-0,2483;0,2879;-0,3013;0,3466;-0,4415;0,9354;2,7827;-0,235
