"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"phénomène";1,9794;-2,8241;-0,6738;0,2715;-0,7618;1,0027;0,4251;0,2822;-0,031;-0,1312;0,2865;-0,0741;-0,4586;-0,0517;1,4897;-0,6368;-0,0454;-0,5345;-0,0978;0,5703;-0,0448;1,1072;-0,4079;-0,6344;-0,2713;5,7684;-0,0598;-0,0575;-0,0276;-0,5084;-0,2093;-0,0488;-0,5208;-0,1151;-0,0552;-0,2502;2,627;-0,3703;-0,6474;-0,0408;-0,0258;-0,2812;0,7633;-0,0552;2,0838;0,442;-0,0402;-0,0494;-0,0431;-0,0546;-0,0523;-0,1879;-0,1641;-0,0442;-0,2041;-0,0408
"5";-0,4837;-0,9963;0,2443;-0,2173;-0,2687;0,2287;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;1,1762;1,0412;-0,016;0,4362;-0,0345;0,5184;-0,0158;-0,0712;0,7959;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;-0,1794;0,8059;-0,0172;-0,1837;-0,0406;-0,0195;0,3856;-0,1442;1,4535;-0,2284;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;0,8492;-0,0579;-0,0156;-0,072;-0,0144
"péril";5,3662;15,433;0,4003;-1,6536;-0,7319;-1,0561;-0,1966;-0,3082;-0,0298;-0,1261;-0,3037;-0,0712;-0,4406;-0,0497;-0,5099;-0,6118;-0,0436;-1,5591;-0,0939;-0,4271;-0,043;-0,1938;-0,8669;-0,6095;-0,2607;-0,2423;-0,0574;-0,0552;-0,0265;-0,4885;-0,2011;-0,0469;-0,5003;-0,1105;-0,053;-0,6271;-0,3928;-0,3558;-0,622;-0,0392;-0,0248;-0,2702;-0,079;-0,053;-0,0569;-0,1872;-0,0386;-0,0475;-0,0414;-0,0524;-0,0502;-0,1805;-0,1577;-0,0425;-0,1961;-0,0392
"île";-0,6155;18,3454;9,159;-1,9734;-0,3479;-1,8329;-0,3412;-0,5348;-0,0517;-0,2188;-0,5271;-0,1236;-0,7647;-0,0862;-0,885;-0,2471;-0,0757;-2,7058;-0,163;-0,7412;-0,0747;-0,3364;-1,5046;-1,0579;-0,4524;-0,4205;-0,0996;-0,0958;-0,046;-0,8478;-0,3489;-0,0814;-0,8683;-0,1918;-0,092;-0,5386;-0,2691;-0,6175;-1,0795;-0,068;-0,0431;-0,4689;-0,1371;-0,092;-0,0987;-0,3248;-0,067;-0,0824;0,8169;-0,091;-0,0872;-0,3132;-0,2737;-0,0737;-0,3403;-0,068
"sud";-0,2687;-0,5534;-0,475;-0,3373;1,3679;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;1,5084;-0,0089;-0,318;-0,0192;1,7974;-0,0088;-0,0395;1,2376;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;0,679;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;0,9238;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"sur";-0,4077;0,8267;0,6771;-1,0655;0,3207;-0,5108;-0,4601;0,2987;0,2416;-0,8984;-0,2885;-0,1726;2,4347;0,3851;-0,4868;-2,3556;-0,5413;-1,1692;0,5591;-0,337;-0,5344;0,9968;3,6784;-0,3361;-0,5942;-1,0559;-0,7128;0,6856;-0,3288;1,0126;-0,7471;-0,5824;6,0223;0,4184;-0,6579;-3,4304;0,5033;-2,6072;-1,1713;-0,4864;-0,3082;0,8392;0,7298;0,3525;0,6607;-0,4097;-0,4796;0,4089;0,484;0,3577;-0,2346;-0,2228;0,7928;0,4692;-1,6098;0,9998
"christian";-0,2687;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;0,8764;-0,0145;-0,0899;-0,0101;0,6717;1,5084;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;0,4756;2,6349;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;1,6692;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"grâce";2,2354;5,7352;-0,3396;-0,3272;-0,5525;-0,3375;-0,1484;-0,2327;-0,0225;-0,0952;-0,2293;-0,0538;-0,3326;-0,0375;-0,385;1,0626;-0,0329;-0,5958;-0,0709;0,2806;-0,0325;0,5435;-0,6545;-0,4602;-0,1968;-0,1829;-0,0433;-0,0417;-0,02;-0,3688;-0,1518;-0,0354;-0,3777;-0,0835;-0,04;-0,4735;-0,2966;0,9029;-0,4696;-0,0296;-0,0187;-0,204;-0,0596;-0,04;-0,0429;-0,1413;-0,0292;-0,0358;-0,0312;-0,0396;-0,0379;-0,1363;-0,1191;-0,0321;-0,148;-0,0296
"enfant";-1,1559;-1,0086;-1,2669;1,879;-0,6422;-0,9267;-0,1725;0,8969;-0,0261;0,6481;0,3385;-0,0625;-0,3866;-0,0436;0,5675;-0,5369;-0,0383;-0,7376;-0,0824;0,6776;-0,0378;1,2368;-0,7607;0,4643;0,3878;0,4122;-0,0504;-0,0484;-0,0232;-0,4286;4,2908;-0,0412;-0,439;-0,097;0,9934;4,5397;-0,3447;1,4654;-0,5458;-0,0344;-0,0218;-0,2371;-0,0693;-0,0465;-0,0499;-0,1642;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;-0,0373;-0,172;-0,0344
"vaisseau";0,3701;-0,357;-0,5632;0,2641;0,7125;0,4884;-0,0963;6,0337;-0,0146;-0,0617;1,3468;-0,0349;-0,2157;1,2639;-0,2497;-0,2996;1,3191;-0,7634;-0,046;-0,2091;-0,0211;-0,0949;-0,4245;-0,2985;-0,1276;-0,1186;-0,0281;-0,027;-0,013;-0,2392;-0,0984;1,2881;-0,245;-0,0541;-0,0259;-0,3071;-0,1923;-0,1742;-0,3046;-0,0192;-0,0122;-0,1323;-0,0387;-0,0259;-0,0278;-0,0916;-0,0189;2,8828;-0,0203;-0,0257;-0,0246;-0,0884;-0,0772;-0,0208;-0,096;-0,0192
"différents";-0,3762;-0,7749;-0,665;1,0885;-0,209;0,3005;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;0,4799;-0,0125;0,193;-0,0268;0,6111;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;0,4712;2,7203;-0,1016;-0,1776;-0,0112;-0,0071;3,1846;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"emmanuel";-0,3762;-0,7749;-0,665;-0,4722;-0,209;0,3005;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;2,6179;-0,0123;-0,0554;5,0411;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;0,5611;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;0,6428;0,6807;0,474;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"bout";-0,2687;-0,5534;-0,475;0,7733;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;0,6025;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;4,6697;-0,1243;-0,0532;0,9684;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;0,8128;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"affrontement";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;14,9771;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"blanc";-0,4299;-0,3838;-0,76;-0,5397;0,3736;0,7452;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;1,3812;1,436;-0,1664;-0,1997;1,4917;-0,5089;-0,0307;-0,1394;-0,014;-0,0633;0,3199;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;1,0984;-0,0173;-0,2047;0,5924;-0,1161;0,4278;-0,0128;-0,0081;1,7712;-0,0258;-0,0173;-0,0186;0,882;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;0,8633;-0,0128
"passer";-0,395;-2,8241;1,4639;1,4643;1,5457;0,3459;0,4251;0,7785;-0,031;-0,1312;-0,3161;-0,0741;0,5517;-0,0517;-0,181;0,7563;-0,0454;-1,6228;-0,0978;-0,4445;-0,0448;1,1072;-0,1758;-0,2395;-0,2713;-0,2522;-0,0598;-0,0575;-0,0276;0,4917;-0,2093;-0,0488;-0,5208;0,6331;-0,0552;-0,2502;0,2147;-0,3703;0,3626;-0,0408;-0,0258;0,3218;-0,0822;-0,0552;-0,0592;0,442;-0,0402;-0,0494;-0,0431;-0,0546;-0,0523;-0,1879;-0,1641;-0,0442;-0,2041;-0,0408
"professeur";-0,5643;-0,2738;-0,2028;-0,7084;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;-0,6679;-0,0402;0,4637;-0,0184;4,4546;0,6913;-0,2611;-0,1117;-0,1038;1,2592;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;-0,2687;0,4932;2,3169;-0,2665;-0,0168;-0,0106;1,5461;-0,0338;-0,0227;-0,0244;-0,0802;3,1773;-0,0203;-0,0177;-0,0225;-0,0215;0,7876;-0,0676;-0,0182;-0,084;-0,0168
"dans";-0,9857;-0,6966;0,392;3,2627;2,2786;0,7287;2,0628;0,5077;0,8914;-0,2921;0,7377;0,3578;-1,3125;-0,4534;-0,7658;-1,2041;-0,398;-7,8215;-0,8574;0,2804;-0,3929;0,4231;-1,8096;-0,2914;0,5236;0,8709;-0,1786;-0,5039;-0,2417;1,0721;-1,1135;0,2028;-0,7284;0,3918;-0,4837;1,9384;-0,7564;0,3396;-0,5798;-0,3576;1,0228;-0,4716;0,3082;0,5179;-0,519;1,0096;1,3261;0,1998;0,2358;1,0124;0,5495;0,2848;-0,4433;-0,3879;1,6479;1,311
"chaouch";-0,2687;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;16,4656;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"maison";-0,5374;-0,5366;-0,4299;-0,6747;0,3035;-0,4309;-0,0802;0,5997;-0,0122;-0,0514;0,6051;-0,0291;0,4699;3,0032;-0,2081;-0,2496;3,1157;0,7854;1,0734;-0,1743;-0,0176;3,125;-0,3537;0,3605;-0,1064;-0,0989;-0,0234;-0,0225;-0,0108;-0,1993;-0,082;-0,0191;-0,2041;-0,0451;-0,0216;0,3514;-0,1603;-0,1452;-0,2538;-0,016;1,6373;-0,1102;-0,0322;-0,0216;-0,0232;-0,0764;-0,0158;-0,0194;-0,0169;-0,0214;-0,0205;-0,0736;-0,0643;-0,0173;-0,08;-0,016
"bfm";-0,5106;-1,0517;-0,9025;-0,6409;-0,2837;1,2116;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;-0,2371;-0,0169;2,0554;-0,0364;-0,1655;-0,0167;-0,0751;0,2686;-0,2363;-0,101;-0,0939;-0,0223;-0,0214;-0,0103;0,4518;-0,0779;-0,0182;4,2274;-0,0428;-0,0205;-0,2431;-0,1523;-0,1379;0,3706;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;3,1783;-0,0152
"arriver";-0,4299;-0,3838;-0,3052;0,4706;0,3736;0,7452;-0,0642;0,6846;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;0,4335;-0,0142;-0,1633;-0,0307;-0,1394;-0,014;-0,0633;-0,283;0,4347;-0,0851;0,7787;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;0,5039;-0,0361;-0,0173;0,425;-0,1282;-0,1161;0,4278;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;1,3785;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"tourner";0,336;-0,5534;0,5563;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;0,7283;-0,0101;1,6539;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;0,6039;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;1,4889;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;1,075;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"vincent";-0,3224;-0,6641;-0,1921;-0,4048;-0,1791;5,0391;0,9792;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;4,1204;-0,0122;-0,1248;-0,1498;-0,0107;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"matin";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;-0,2585;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;4,9166;-0,0107;0,2331;-0,023;-0,1045;-0,0105;-0,0474;0,4128;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;1,5161;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;2,3228;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;0,9804;-0,0096
"raconter";0,264;-0,9549;-0,2062;-1,0122;-0,448;-0,6464;-0,1203;-0,1886;-0,0182;-0,0772;0,4582;-0,0436;-0,2697;-0,0304;0,2902;0,2382;-0,0267;-0,4383;-0,0575;-0,2614;-0,0263;-0,1186;-0,5306;0,6836;0,5122;-0,1483;-0,0351;-0,0338;-0,0162;-0,299;-0,1231;-0,0287;-0,3062;-0,0677;-0,0324;-0,3839;4,8265;1,0557;0,6707;-0,024;-0,0152;1,2619;-0,0483;-0,0324;-0,0348;1,5488;-0,0236;-0,0291;1,2467;-0,0321;-0,0307;0,6486;0,7005;-0,026;-0,12;-0,024
"année";-1,3711;-1,9243;0,3604;0,7475;1,5457;-0,2604;-0,2046;-0,3208;-0,031;-0,1312;-0,3161;-0,0741;-0,4586;-0,0517;0,9216;-0,6368;-0,0454;2,0573;-0,0978;-0,4445;-0,0448;0,43;-0,9024;-0,6344;-0,2713;0,945;-0,0598;-0,0575;-0,0276;-0,169;-0,2093;-0,0488;-0,5208;-0,1151;-0,0552;3,1893;0,2147;0,2413;0,7419;-0,0408;-0,0258;-0,2812;0,7633;-0,0552;-0,0592;-0,1948;-0,0402;-0,0494;-0,0431;-0,0546;-0,0523;-0,1879;0,5021;-0,0442;0,4261;-0,0408
"c";0,3496;-0,9323;-0,9432;-1,0822;-1,0907;-0,5118;-0,293;-0,4593;-0,0444;-0,1879;-0,4526;-0,1062;0,3542;-0,074;2,1151;1,251;-0,065;0,5923;-0,14;-0,2417;-0,0641;-0,2889;0,2507;0,8206;-0,3885;-0,3611;-0,0856;-0,0823;-0,0395;-0,728;0,3024;-0,0699;1,561;-0,1647;-0,079;0,7899;-0,5854;-0,5302;4,3458;-0,0584;-0,037;-0,4026;-0,1177;-0,079;-0,0847;0,3243;-0,0576;-0,0707;2,0485;-0,0781;-0,0748;0,3357;0,3789;-0,0633;0,8402;-0,0584
"moins";-0,2956;-0,6088;-0,1662;0,2408;1,2904;-0,237;2,358;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;0,567;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;0,9294;-0,0129;-0,0124;-0,0059;-0,1096;1,0058;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;0,5609;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;1,0162;-0,0088
"bristielle";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;-0,6679;-0,0402;-0,183;-0,0184;-0,083;10,0178;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;11,0165;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"propos";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;0,3231;-0,0521;-0,0817;-0,0079;-0,0334;0,7714;-0,0189;0,6273;-0,0132;-0,1352;1,2938;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;1,8721;-0,1616;1,9769;2,0375;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;0,9476;-0,0104
"prince";3,1792;8,5551;0,289;-0,8772;-0,3882;-0,5602;-0,1043;-0,1635;-0,0158;-0,0669;-0,1611;-0,0378;-0,2337;-0,0263;-0,2705;-0,3245;-0,0231;-0,827;-0,0498;-0,2265;-0,0228;-0,1028;-0,4599;-0,3233;-0,1383;-0,1285;-0,0305;-0,0293;-0,014;-0,2591;-0,1067;-0,0249;-0,2654;-0,0586;-0,0281;-0,3327;-0,2084;-0,1887;-0,33;-0,0208;-0,0132;-0,1433;-0,0419;-0,0281;-0,0302;-0,0993;-0,0205;-0,0252;-0,022;-0,0278;-0,0266;-0,0957;-0,0837;-0,0225;-0,104;-0,0208
"plateau";-0,4677;-2,0485;-1,758;-1,2484;-0,5525;-0,3375;-0,1484;0,3822;-0,0225;-0,0952;0,387;-0,0538;0,7566;-0,0375;4,6479;0,5496;-0,0329;0,3095;0,822;-0,3224;-0,0325;-0,1463;0,359;-0,1431;0,4384;-0,1829;1,0223;-0,0417;-0,02;-0,3688;-0,1518;-0,0354;-0,3777;-0,0835;-0,04;-0,1498;1,5254;-0,2686;-0,4696;-0,0296;-0,0187;2,926;-0,0596;-0,04;-0,0429;0,5564;-0,0292;-0,0358;-0,0312;-0,0396;-0,0379;-0,1363;3,8008;-0,0321;-0,148;-0,0296
"rien";-0,2956;-0,6088;-0,5225;0,2408;-0,1642;-0,237;-0,0441;-0,0691;1,8161;-0,0283;0,838;-0,016;-0,0989;-0,0111;2,7235;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;1,021;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;1,0058;-0,0105;-0,1123;-0,0248;-0,0119;0,5579;-0,0881;-0,0798;0,5609;-0,0088;-0,0056;0,8851;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"réveiller";-1,1828;-0,6741;6,8838;9,1091;1,2174;-0,9483;-0,1765;-0,2767;-0,0267;-0,1132;-0,2727;-0,064;-0,3956;-0,0446;-0,4579;-0,5493;-0,0391;-1,3999;-0,0843;-0,3835;-0,0386;-0,174;-0,7784;-0,1895;-0,2341;-0,2175;-0,0515;-0,0496;-0,0238;-0,4386;-0,1805;-0,0421;-0,4492;-0,0993;-0,0476;-0,5631;-0,3527;-0,3195;-0,5585;-0,0352;-0,0223;-0,2426;-0,0709;-0,0476;-0,0511;-0,168;-0,0347;-0,0426;-0,0372;-0,0471;-0,0451;-0,1621;-0,1416;-0,0382;-0,176;-0,0352
"anne";-0,5912;-1,2178;-1,0451;0,3036;-0,3285;-0,1478;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;3,0216;-0,0223;-0,2289;0,3292;-0,0196;-0,6997;-0,0422;0,4475;-0,0193;-0,087;0,2278;-0,2736;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;10,7622;-0,0902;-0,0211;0,3939;-0,0496;-0,0238;-0,2815;-0,1763;-0,1597;-0,2792;-0,0176;-0,0111;0,6133;-0,0354;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;-0,088;-0,0176
"savoir";-0,2256;-1,2731;2,8118;0,283;-0,3434;1,0107;-0,0923;-0,1446;-0,014;0,895;-0,1425;-0,0334;-0,2067;-0,0233;-0,2393;-0,2871;-0,0205;-0,7316;-0,0441;-0,2004;-0,0202;-0,0909;-0,4068;-0,286;-0,1223;1,5587;-0,0269;-0,0259;1,5497;-0,2292;-0,0943;-0,022;-0,2348;-0,0519;-0,0249;0,3079;-0,1843;0,496;0,3104;-0,0184;-0,0116;0,5966;-0,0371;1,2546;-0,0267;-0,0878;-0,0181;-0,0223;-0,0194;-0,0246;-0,0236;-0,0847;-0,074;-0,0199;-0,092;-0,0184
"question";-0,8332;-1,7162;-0,4392;0,7028;-0,1438;0,7261;-0,1244;-0,1949;-0,0188;-0,0797;-0,1921;-0,0451;0,3246;-0,0314;-0,3225;0,2293;-0,0276;-0,4602;-0,0594;-0,2701;-0,0272;-0,1226;2,1435;0,6623;2,2042;-0,1532;-0,0363;-0,0349;-0,0167;0,2932;0,5954;-0,0297;0,2861;-0,0699;-0,0335;-0,3967;1,7283;-0,225;-0,3934;-0,0248;-0,0157;-0,1709;2,2292;-0,0335;-0,036;-0,1184;-0,0244;-0,03;-0,0262;-0,0332;-0,0318;-0,1142;-0,0997;-0,0269;-0,124;-0,0248
"long";-0,3493;-0,2775;2,125;-0,4385;0,4432;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;0,2118;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;0,8322;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;0,9373;-0,0124;-0,1327;-0,0293;-0,0141;0,4974;0,6711;-0,0943;-0,1649;-0,0104;-0,0066;0,8179;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"présentation";-0,1376;-0,9409;-0,8075;-0,5735;-0,2538;-0,3663;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;1,2573;0,5278;-0,0172;-0,1768;-0,2122;-0,0151;-0,1805;-0,0326;1,3568;-0,0149;-0,0672;1,5473;0,4141;-0,0904;1,809;-0,0199;-0,0191;-0,0092;0,4908;-0,0697;-0,0163;0,4823;-0,0383;-0,0184;-0,2175;-0,1362;2,5869;-0,2157;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
