"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"alliance";0;0;0;0;0;7,49;0;0;0;0;0;0;0;0;0;0;0;0;0;2,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lune";0;0,22;0,25;1,04;0;2,14;0;0;0;0;0;0;0;0;2,19;0;0;0,37;0;0;0;0;0;3,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"seul";0;0,43;0,5;2,08;0,77;0;0;0;0;0;0;0;0;0;2,19;0;0;0,37;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;1,11;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,51;0;0;0
"tamaran";3,02;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mauvais";3,45;0;0;0;0;0,54;0;1,8;0;0;0;0;0;0;0;0;12,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chez";0,86;0,22;0,5;0;0;2,68;0;0;0;4,39;0;0;0;0;0;0,91;0;0;0;1,3;0;0;0,65;0;4,26;0;0;0;0;0;0;0;0;0;0;0,89;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chef";0,43;0;0,25;0;1,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;1,3;0;0;0;9,62;0;20,83;0;0;0;0;0;0;1,78;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"appeler";0;0;0;0,35;1,53;0;0;0;0;0;0;0;0;0;0;0,91;0;0;0;0;0;2,86;1,3;0;0;0;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"qui";20,28;25,75;19;11,09;11,49;7,49;8,45;10,81;0;8,77;18,28;23,26;11,38;22,22;14,22;10,05;12,66;8,8;17,65;10,43;12,82;5,71;4,54;14,68;10,64;16,02;9,62;0;0;7,99;11,02;0;6,69;5;0;11,6;12,75;9,38;9,89;28,17;0;6,16;6,99;20,83;0;5,92;0;0;26,67;10,53;21,98;15,34;14,04;51,95;2,82;0
"falloir";0;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;0;0;0;0;0;0;0;0;0;0;0;0;16,53;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"françois";0;0,22;0;0;0;0,54;0;0;0;0;0;0;0;0;1,09;1,83;0;0;0;3,91;0;2,86;0,65;2,75;4,26;0;0;0;0;0;0;0;5,57;0;0;0;2,83;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"soucoupe";0,43;0,22;1,5;0;0;0;2,82;0;0;0;0;0;0;0;2,19;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,99;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"nombre";0;0,22;0,5;0,69;0,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0;2,29;0;0;0;0;0;0;0;0;0;0,89;0;0;0;0;0;0;0;0;9,71;0;0;0;0;0;0;0;0;0;0;0
"pizza";0;0,65;4,5;6,24;3,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"l";25,03;25,32;27,24;19,75;19,92;21,4;19,72;39,64;18,52;17,54;45,7;38,76;27,81;33,33;42,67;31,99;63,29;22,37;11,76;29,99;38,46;11,43;36,34;41,28;53,19;22,88;38,46;30;83,33;33,11;16,53;35,29;16,72;85;10,42;18,73;41,08;45,31;26,98;0;0;24,64;34,97;10,42;38,83;23,67;14,29;0;40;21,05;32,97;42,94;10,53;64,94;16,95;28,17
"alexis";0;0;0;0;0;6,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"enlever";0,86;0,22;0,5;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;3,51;12,99;0;0
"prendre";0;1,3;6;6,58;4,6;0;2,82;0;0;0;1,83;0;0;0;3,28;0;0;0;0;1,3;0;0;0;1,83;0;0;9,62;0;0;0;0;0;1,11;0;10,42;6,24;0;3,12;0;0;0;2,05;0;0;9,71;5,92;0;0;0;0;0;3,07;0;0;0;0
"alors";0,86;0,22;0,5;1,39;1,53;2,68;0;1,8;0;0;1,83;0;0;0;1,09;0,91;0;0,73;0;1,3;0;0;0,65;0;0;0;0;0;0;0;2,75;23,53;1,11;0;0;1,78;0;0;0;0;0;4,11;0;0;0;0;0;0;0;0;0;3,07;7,02;12,99;0;14,08
"livreur";0;0,65;4,5;6,24;3,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"état";0;0;2;1,39;1,53;0;0;0;0;0;0;0;0;0;1,09;0;0;0;0;1,3;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"grave";5,61;6,49;1,5;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"de";43,16;55,83;65,23;60,98;61,3;74,37;42,25;100,9;92,59;57,02;106,03;93,02;87,23;100;67,83;83,18;164,56;76,64;135,29;89,96;141,03;68,57;81,12;80,73;119,15;89,24;96,15;100;83,33;53,65;68,87;94,12;60,2;105;83,33;66,9;97,73;95,31;51,26;28,17;88,89;73,92;48,95;93,75;38,83;47,34;57,14;58,14;53,33;63,16;32,97;88,96;49,12;90,91;149,72;56,34
"du";5,18;3,03;7;8,66;9,96;21,4;22,54;5,41;0;0;14,63;23,26;13,91;22,22;19,69;14,63;63,29;26,77;35,29;28,68;25,64;5,71;23,36;18,35;27,66;16,02;48,08;30;20,83;15,98;16,53;11,76;14,49;30;10,42;7,14;15,58;18,75;1,8;0;0;10,27;6,99;0;9,71;8,88;14,29;0;53,33;0;21,98;3,07;7,02;25,97;115,82;0
"déage";4,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bien";3,02;3,68;3,25;0,69;1,53;1,07;2,82;0;0;0;1,83;0;0;11,11;1,09;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;1,78;0;1,56;1,8;0;0;0;0;0;0;2,96;0;0;0;0;0;3,07;0;12,99;0;0
"ils";7,34;8,44;8,5;4,16;7,66;5,89;11,27;10,81;0;0;1,83;0;0;0;2,19;1,83;0;0;0;6,52;0;2,86;0;2,75;2,13;4,58;0;0;20,83;1,14;22,04;0;0;0;20,83;1,78;1,42;1,56;1,8;0;44,44;4,11;13,99;0;58,25;8,88;0;34,88;0;0;0;6,13;0;0;0;14,08
"yacine";6,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"thierry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,09;0;0;5,13;5,88;0;0;0;5,84;0,92;6,38;0;0;0;0;0;0;0;1,11;0;0;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"carbonnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,14;0;0;0;0;0;0;11,42;0;0;12,26;0;0;0;0;0;7,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jerry";0;1,73;0;0,35;0;0;0;0;0;0;0;0;0;0;1,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"déclaration";0;0;0;0;0;0;0;0;0;0;0;0;10,11;0;0;0;0;2,57;0;0;0;0;3,24;0;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"contact";0,43;0;1,25;1,39;2,3;1,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,92;2,13;0;0;0;0;0;0;0;0;0;0;0;2,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"the";0;0;0;0,35;0;2,14;0;0;0;0;0;0;0;0;0;0;0;0,73;0;0;0;0;0;0;2,13;0;0;0;0;0;0;0;1,11;0;0;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;0
"photo";0;0,22;0;0,69;0;0;0;0;0;0;0;0;1,26;11,11;4,38;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,89;7,08;0;0;0;0;0;0;0;0;2,96;0;0;0;0;0;0;24,56;0;0;0
"transformer";1,29;0,22;0;0,69;0;0;0;0;0;0;0;7,75;0;0;0;0;0;0;0;0;0;0;0;0;2,13;0;0;0;0;0;0;11,76;1,11;0;0;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lci";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,77;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;6,69;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bord";0;0,22;0;0;0;1,07;2,82;5,41;0;0;1,83;0;0;0;1,09;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jacques";0;0,43;0;0;0;0;0;0;0;0;0;0;0;0;1,09;0,91;0;0;17,65;1,3;0;0;0;3,67;2,13;2,29;0;0;0;0;0;0;0;0;0;0;2,83;0;0;0;0;2,05;0;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"loin";0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,86;0;0;2,13;0;0;0;0;1,14;0;0;0;0;0;1,78;1,42;0;0;0;0;0;0;0;9,71;2,96;0;0;0;0;0;0;0;0;0;0
"connaître";0;0,22;0,25;1,04;0;1,07;0;0;0;13,16;0;0;0;0;2,19;1,83;0;0,37;0;1,3;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;1,78;5,67;0;1,8;0;0;2,05;0;0;0;0;0;0;0;10,53;0;0;0;0;0;0
"peupler";0;0,43;2,5;3,81;1,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"commencer";0;0,22;0,5;0,35;0,77;0;0;0;0;0;0;0;0;0;0;0,91;0;0,73;0;0;0;0;0;0,92;0;0;0;0;0;1,14;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;9,71;0;0;0;0;0;0;0;0;0;0;0
"archive";0,43;0;0;0;0;0;0;1,8;0;0;0;0;0;0;1,09;0,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1,8;0;0;0;0;0;0;2,96;0;0;0;0;0;0;10,53;0;2,82;0
"sujet";0,43;0,22;0,25;0;0;0,54;0;0;0;0;3,66;7,75;5,06;0;0;2,74;12,66;1,47;0;1,3;12,82;0;1,95;0;0;2,29;0;0;0;0;0;0;0;5;0;0;0;0;2,7;0;0;2,05;0;0;0;0;0;0;0;0;0;0;3,51;0;0;0
"zone";0;0;0;0,69;0;0;0;0;0;0;0;0;1,26;0;1,09;0;0;0;0;1,3;0;0;0,65;0;0;4,58;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"donner";0,43;1,08;0,75;0,35;0;0,54;0;3,6;0;0;0;0;0;0;2,19;0,91;0;0,37;0;0;0;2,86;0;0;8,51;9,15;0;0;0;0;5,51;0;0;0;0;2,68;2,83;0;0;0;0;0;0;0;0;2,96;14,29;0;0;0;0;0;10,53;0;0;0
"quelques";0,43;0;0,25;0;0;0,54;5,63;0;0;0;0;0;0;0;3,28;4,57;0;0,37;0;0;0;0;0,65;1,83;2,13;2,29;0;0;0;0;0;0;0;0;0;2,68;0;0;0;0;0;2,05;0;0;0;0;0;0;13,33;0;0;0;0;0;0;0
"urgentiste";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,03;0;0;0;0;0;0;0;0;0;0;0;1,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gilet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciel";0,43;0;2;2,08;0,77;0,54;5,63;0;0;0;3,66;0;0;0;0;0,91;0;0;0;0;0;0;0;0,92;2,13;0;0;0;20,83;0;0;0;0;0;0;0;1,42;0;0;0;0;4,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cas";0;0;0,5;0;0;0,54;2,82;1,8;0;0;0;0;0;0;6,56;0,91;0;0;0;0;0;0;4,54;0;0;2,29;0;0;0;0;2,75;0;0;0;0;0;0;1,56;8,09;0;0;0;0;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"discussion";0;0;0;0;0;0;0;0;0;0;0;0;1,26;0;0;0;0;3,3;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;2,96;0;0;0;0;0;3,07;0;0;0;0
"cours";0;0;0,5;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,88;0;0;0;0,65;0;0;0;0;10;0;0;0;0;0;5;0;0,89;4,25;6,25;0;0;0;0;0;0;0;2,96;0;0;0;0;0;0;3,51;0;0;0
"découvrir";0,86;1,08;1,5;1,73;1,53;1,07;11,27;1,8;0;4,39;0;0;0;0;0;0,91;0;0,73;0;0;0;5,71;0;1,83;0;2,29;0;10;0;0;0;0;0;0;10,42;1,78;2,83;0;0;14,08;0;2,05;0;0;0;0;0;0;0;0;0;0;3,51;12,99;0;0
"forme";0,43;0;2,25;2,77;1,53;1,07;0;0;0;8,77;1,83;0;1,26;0;1,09;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,89;1,42;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nom";0;0,43;0;0,69;0;1,07;0;0;0;0;0;0;1,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2,05;0;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"non";2,59;0;1,5;1,73;0,77;0,54;0;0;0;4,39;0;0;0;0;2,19;0;0;0;0;0;0;2,86;0,65;0;0;0;0;10;0;0;2,75;0;0;0;0;0;1,42;0;0,9;0;0;0;0;0;9,71;2,96;0;0;0;0;10,99;0;0;12,99;0;0
"nos";0,86;0;0,75;1,04;0,77;0;0;0;0;0;1,83;0;0;0;0;2,74;0;0,37;0;0;0;0;0;0,92;0;0;0;0;0;0;2,75;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"en";7,34;5,63;13;22,18;13,03;8,56;16,9;18,02;18,52;43,86;12,8;131,78;8,85;11,11;30,63;22,85;0;5,5;82,35;19,56;0;5,71;19,47;21,1;29,79;13,73;19,23;10;0;20,55;16,53;23,53;8,92;25;10,42;24,09;32,58;35,94;27,88;0;0;26,69;41,96;20,83;19,42;29,59;14,29;23,26;26,67;0;0;9,2;31,58;0;11,3;0
"ex";0;0;0,25;0,69;0;0;0;0;0;0;0;0;0;0;0;0;0;4,03;0;0;0;0;0;0;0;0;0;0;0;1,14;0;0;5,57;0;0;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"et";22,01;31,16;29,49;25,99;18,39;37,99;8,45;50,45;92,59;39,47;32,91;23,26;11,38;11,11;24,07;45,7;0;21,64;17,65;35,2;12,82;31,43;16,22;38,53;27,66;20,59;38,46;30;0;18,26;24,79;23,53;8,92;15;20,83;35,68;25,5;39,06;23,38;14,08;22,22;26,69;41,96;20,83;29,13;59,17;28,57;0;26,67;42,11;65,93;30,67;35,09;25,97;11,3;42,25
"album";0;0;0;0;0;3,21;0;1,8;0;0;0;0;0;0;0;0;0;2,2;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;0;0;0;6,99;0;0;0;0;0;0;0;0;0;0;0;0;0
"marine";0;0;1,25;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,61;0;0;1,3;0;0;0;0;0;0;0;0;0;1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"toulouse";3,02;0;0;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,92;0;0;9,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"message";0;0;0,5;0;0;0;5,63;0;0;0;0;0;0;0;0;0;0;0,37;0;0;0;0;0;0;2,13;2,29;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,13;0;0;0;0
"incroyable";0;0,22;1;1,39;3,07;0;0;0;0;0;0;0;0;11,11;3,28;0,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"premier";0,43;0;1,75;0,69;0;0,54;5,63;0;0;0;0;0;3,79;0;0;1,83;0;2,57;0;6,52;0;2,86;3,24;2,75;2,13;2,29;0;0;0;1,14;0;0;0;0;0;0,89;1,42;0;6,29;0;0;2,05;0;10,42;0;0;0;0;0;0;0;0;0;0;0;0
"déguiser";0;0;0,75;0;1,53;0;0;0;0;0;0;54,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,99;0;0;0;0;0;0;0;0;0;0;0;5,65;0
"deux";0,86;1,08;0;0,69;0;0,54;0;0;0;0;0;0;0;11,11;1,09;0;0;1,47;0;3,91;0;0;0,65;4,59;2,13;4,58;0;10;0;1,14;0;0;1,11;0;10,42;0,89;0;1,56;2,7;0;0;4,11;6,99;10,42;0;2,96;0;0;0;0;0;0;0;12,99;0;0
"ligne";0;0;0,5;0;0,77;0,54;0;0;0;0;0;0;0;0;0;0,91;0;0;0;1,3;25,64;0;0,65;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"étrange";0,43;0,43;2,5;3,81;3,07;3,75;5,63;0;0;0;5,48;0;0;11,11;1,09;1,83;0;0;0;0;0;2,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,71;2,96;0;0;0;0;0;0;0;0;0;0
"secrétaire";0;0;0;0;0;6,96;0;0;0;0;0;0;0;0;0;0;0;5,13;0;0;0;0;0;0;2,13;0;9,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bruno";0;0;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"leur";9,5;11,9;5;1,39;2,3;2,14;8,45;14,41;37,04;0;1,83;7,75;0;0;3,28;2,74;0;1,1;0;1,3;0;2,86;0;0,92;0;0;0;10;0;0;11,02;11,76;1,11;0;10,42;8,92;1,42;3,12;2,7;14,08;22,22;4,11;0;10,42;9,71;2,96;0;34,88;0;0;32,97;9,2;0;12,99;0;14,08
"sport";0;0;0;0;0;0;0;0;0;0;0;0;1,26;0;0;0,91;0;0;0;0;0;0;0,65;2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;0
"3";0;0;0,25;0;0;0;0;1,8;0;0;0;0;1,26;0;1,09;0;0;0,73;0;0;0;0;0,65;0,92;0;0;0;0;0;1,14;2,75;0;2,23;0;0;0,89;0;1,56;0,9;0;0;2,05;6,99;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"près_de";0,86;0,65;0,25;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0,65;0;0;2,29;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;6,99;0;9,71;0;0;0;0;0;10,99;0;0;0;0;0
"tropical";1,29;9,31;7,5;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maïa";0;0;0;0;0;0;0;0;0;0;0;0;8,85;0;0;0;0;0;0;0;0;0;7,79;0;0;0;0;0;0;11,42;0;0;0;0;0;0;0;0;7,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prétexte";1,29;9,31;7,5;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"explication";0,43;0;0;0,35;1,53;0;0;0;0;0;0;0;0;0;2,19;0;0;1,1;0;0;0;0;0,65;0;0;0;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ami";1,29;0,65;0,25;0;0,77;2,14;5,63;1,8;18,52;0;3,66;0;0;0;0;0;0;0;0;1,3;0;0;0;0;2,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"certains";0;0,22;0,75;1,73;0,77;0;2,82;0;0;0;0;0;1,26;0;2,19;0,91;0;0;5,88;0;0;2,86;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"faire";3,88;2,6;4;3,81;3,83;2,14;5,63;9,01;0;13,16;7,31;7,75;2,53;0;10,94;3,66;0;3,67;0;1,3;0;5,71;1,95;5,5;2,13;11,44;9,62;0;0;1,14;8,26;0;2,23;0;0;8,92;5,67;0;8,09;14,08;0;8,21;6,99;0;0;2,96;0;0;0;10,53;10,99;6,13;3,51;25,97;0;0
"héros";1,29;0,22;0,25;0;0,77;0,54;0;0;0;0;0;7,75;0;0;0;1,83;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,51;0;0;0
"vilain";0,43;0,22;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vendre";0;0,87;0;0;0;0;0;0;0;0;1,83;0;0;0;0;0;0;0;0;0;0;2,86;0;0;0;0;0;10;0;1,14;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"loi";1,29;0;0;0;0;2,14;0;0;0;0;0;0;2,53;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"giorgio";0;0;1,25;3,12;3,07;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aile";3,02;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"iran";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,68;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aimer";0,43;0,22;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0,91;0;0;5,88;0;0;0;0;0;0;0;0;0;0;1,14;5,51;0;0;0;0;0,89;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"vidéo";0,43;0,22;0;0,35;0,77;1,07;0;0;0;0;3,66;0;1,26;0;1,09;0;0;0;5,88;0;0;0;0,65;0;0;0;0;0;0;5,71;0;0;0;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
