"";"";"";"";"gasnier";""
"359";"xavier";"0.39798766496094";"0.39798766496094";"0.527838089139784";"429"
"360";"lune";"0.310949276878434";"0.310949276878434";"0.527325749230672";"430"
"361";"force";"0.32440414498246";"0.32440414498246";"0.527325749230672";"431"
"362";"base";"0.303065779249342";"0.303065779249342";"0.527325749230672";"432"
"363";"puissant";"0.310949276878434";"0.310949276878434";"0.527325749230672";"433"
"364";"astrophysicien";"0.299280830935827";"0.299280830935827";"0.52704238805189";"434"
"365";"civilisation";"0.299280830935827";"0.299280830935827";"0.52704238805189";"435"
"366";"train";"0.299280830935827";"0.299280830935827";"0.52704238805189";"436"
"367";"prétendre";"0.299280830935827";"0.299280830935827";"0.52704238805189";"437"
"368";"tradition";"0.299280830935827";"0.299280830935827";"0.52704238805189";"438"
"369";"savant";"0.299280830935827";"0.299280830935827";"0.52704238805189";"439"
"370";"présent";"0.299280830935827";"0.299280830935827";"0.52704238805189";"440"
"371";"modifier";"0.299280830935827";"0.299280830935827";"0.52704238805189";"441"
"372";"menace";"0.299280830935827";"0.299280830935827";"0.52704238805189";"442"
"373";"révéler";"0.31164833687345";"0.31164833687345";"0.527016627944728";"443"
"374";"créer";"0.333658966759521";"0.333658966759521";"0.526973694432791";"444"
"375";"philippe";"0.345327412702128";"0.345327412702128";"0.526973694432791";"445"
"376";"spectacle";"0.370450726748761";"0.370450726748761";"0.526973694432791";"446"
"377";"semaine";"0.361426802308669";"0.361426802308669";"0.526338278456127";"447"
"378";"mai";"0.386558974753829";"0.386558974753829";"0.526338278456127";"448"
"379";"intérieur";"0.386558974753829";"0.386558974753829";"0.526338278456127";"449"
"380";"fondateur";"0.434570297653346";"0.434570297653346";"0.526338278456127";"450"
"381";"suivant";"0.386558974753829";"0.386558974753829";"0.526338278456127";"451"
"382";"social";"0.386558974753829";"0.386558974753829";"0.526338278456127";"452"
"383";"reconnaître";"0.386558974753829";"0.386558974753829";"0.526338278456127";"453"
"384";"ayatollah";"0.434570297653346";"0.434570297653346";"0.526338278456127";"454"
"385";"regarder";"0.378042841048422";"0.378042841048422";"0.526338278456127";"455"
"386";"méchant";"0.386558974753829";"0.386558974753829";"0.526338278456127";"456"
"387";"imion";"0.386558974753829";"0.386558974753829";"0.526338278456127";"457"
"388";"clash";"0.386558974753829";"0.386558974753829";"0.526338278456127";"458"
"389";"marine";"0.407869688742126";"0.407869688742126";"0.526209477920317";"459"
"390";"frère";"0.364185086811536";"0.364185086811536";"0.52590894333676";"460"
"391";"thème";"0.323612641522707";"0.323612641522707";"0.525751520459658";"461"
"392";"off";"0.323612641522707";"0.323612641522707";"0.525751520459658";"462"
"393";"gouvernement";"0.328668730198843";"0.328668730198843";"0.525639893328623";"463"
"394";"répondre";"0.370631323212532";"0.370631323212532";"0.525608408753203";"464"
"395";"damien";"0.368821105088373";"0.368821105088373";"0.525608408753203";"465"
"396";"style";"0.347535661489824";"0.347535661489824";"0.525456710344359";"466"
"397";"oeuf";"0.326532458793132";"0.326532458793132";"0.525456710344359";"467"
"398";"bien_être";"0.347535661489824";"0.347535661489824";"0.525456710344359";"468"
"399";"élève";"0.347535661489824";"0.347535661489824";"0.525456710344359";"469"
"400";"show";"0.347535661489824";"0.347535661489824";"0.525456710344359";"470"
"401";"région";"0.326532458793132";"0.326532458793132";"0.525456710344359";"471"
"402";"avouer";"0.326532458793132";"0.326532458793132";"0.525456710344359";"472"
"403";"application";"0.326532458793132";"0.326532458793132";"0.525456710344359";"473"
"404";"animer";"0.347535661489824";"0.347535661489824";"0.525456710344359";"474"
"405";"téléphone";"0.347535661489824";"0.347535661489824";"0.525456710344359";"475"
"406";"résultat";"0.326532458793132";"0.326532458793132";"0.525456710344359";"476"
"407";"pratique";"0.326532458793132";"0.326532458793132";"0.525456710344359";"477"
"408";"plage";"0.347535661489824";"0.347535661489824";"0.525456710344359";"478"
"409";"maladie";"0.347535661489824";"0.347535661489824";"0.525456710344359";"479"
"410";"lavoine";"0.326532458793132";"0.326532458793132";"0.525456710344359";"480"
"411";"illustration";"0.347535661489824";"0.347535661489824";"0.525456710344359";"481"
"412";"deuxième";"0.347535661489824";"0.347535661489824";"0.525456710344359";"482"
"413";"constater";"0.326532458793132";"0.326532458793132";"0.525456710344359";"483"
"414";"explication";"0.32293304559413";"0.32293304559413";"0.52467818266124";"484"
"415";"extra_terrestre";"0.311924517145381";"0.311924517145381";"0.52467818266124";"485"
"416";"apporter";"0.311924517145381";"0.311924517145381";"0.52467818266124";"486"
"417";"pen";"0.438544073861416";"0.438544073861416";"0.524068526791738";"487"
"418";"onclusive";"0.410163482396685";"0.410163482396685";"0.524068526791738";"488"
"419";"expérience";"0.323492408987482";"0.323492408987482";"0.523968348597219";"489"
"420";"père";"0.336654478495689";"0.336654478495689";"0.523487493263528";"490"
"421";"marier";"0.345405812952643";"0.345405812952643";"0.523487493263528";"491"
"422";"bande";"0.362908481866554";"0.362908481866554";"0.523487493263528";"492"
"423";"temps";"0.313344613772793";"0.313344613772793";"0.523407350707912";"493"
"424";"réalité";"0.318057489534946";"0.318057489534946";"0.522955117715512";"494"
"425";"millier";"0.318057489534946";"0.318057489534946";"0.522955117715512";"495"
"426";"structure";"0.303538897788531";"0.303538897788531";"0.522849215052735";"496"
"427";"mythe";"0.303538897788531";"0.303538897788531";"0.522849215052735";"497"
"428";"mystère";"0.303538897788531";"0.303538897788531";"0.522849215052735";"498"
"429";"signe";"0.303538897788531";"0.303538897788531";"0.522849215052735";"499"
"430";"intervention";"0.303538897788531";"0.303538897788531";"0.522849215052735";"500"
"431";"invasion";"0.327544559238289";"0.327544559238289";"0.522849215052735";"502"
"432";"américain";"0.334832176203662";"0.334832176203662";"0.522769072497119";"503"
"433";"forme";"0.311072400681776";"0.311072400681776";"0.522769072497119";"504"
"434";"pyramide";"0.299280830935827";"0.299280830935827";"0.522408430996851";"505"
"435";"elbaz";"0.299280830935827";"0.299280830935827";"0.522408430996851";"506"
"436";"tuer";"0.299280830935827";"0.299280830935827";"0.522408430996851";"507"
"437";"vieux";"0.299280830935827";"0.299280830935827";"0.522408430996851";"508"
"438";"solaire";"0.299280830935827";"0.299280830935827";"0.522408430996851";"509"
"439";"satellite";"0.299280830935827";"0.299280830935827";"0.522408430996851";"510"
"440";"inexplicable";"0.299280830935827";"0.299280830935827";"0.522408430996851";"511"
"441";"indiquer";"0.299280830935827";"0.299280830935827";"0.522408430996851";"512"
"442";"code";"0.299280830935827";"0.299280830935827";"0.522408430996851";"513"
"443";"capacité";"0.299280830935827";"0.299280830935827";"0.522408430996851";"514"
"444";"émettre";"0.299280830935827";"0.299280830935827";"0.522408430996851";"515"
"445";"statue";"0.299280830935827";"0.299280830935827";"0.522408430996851";"516"
"446";"lier";"0.299280830935827";"0.299280830935827";"0.522408430996851";"517"
"447";"inexpliqué";"0.299280830935827";"0.299280830935827";"0.522408430996851";"518"
"448";"habiter";"0.299280830935827";"0.299280830935827";"0.522408430996851";"519"
"449";"enquêteur";"0.299280830935827";"0.299280830935827";"0.522408430996851";"520"
"450";"divin";"0.299280830935827";"0.299280830935827";"0.522408430996851";"521"
"451";"dimension";"0.299280830935827";"0.299280830935827";"0.522408430996851";"522"
"452";"but";"0.299280830935827";"0.299280830935827";"0.522408430996851";"523"
"453";"avancé";"0.299280830935827";"0.299280830935827";"0.522408430996851";"524"
"454";"astronomie";"0.299280830935827";"0.299280830935827";"0.522408430996851";"525"
"455";"rencontre";"0.329969340628918";"0.329969340628918";"0.52231397727059";"526"
"456";"jour";"0.343667081518065";"0.343667081518065";"0.52231397727059";"527"
"457";"monter";"0.369022705732556";"0.369022705732556";"0.521964784706838";"528"
"458";"enquête";"0.322555002620628";"0.322555002620628";"0.521784463956703";"529"
"459";"seul";"0.308364706888262";"0.308364706888262";"0.521784463956703";"530"
"460";"archive";"0.373835338515813";"0.373835338515813";"0.521378026710369";"531"
"461";"préparer";"0.340722754525498";"0.340722754525498";"0.521378026710369";"532"
"462";"écrivain";"0.381212727283853";"0.381212727283853";"0.521194843726105";"533"
"463";"he";"0.368821105088372";"0.368821105088372";"0.521194843726105";"534"
"464";"laure";"0.313188885766336";"0.313188885766336";"0.520470698491439";"535"
"465";"élément";"0.313188885766336";"0.313188885766336";"0.520470698491439";"536"
"466";"poser";"0.313188885766336";"0.313188885766336";"0.520470698491439";"537"
"467";"important";"0.306093737900153";"0.306093737900153";"0.520470698491439";"538"
"468";"capable";"0.306093737900153";"0.306093737900153";"0.520470698491439";"539"
"469";"exister";"0.364043923124984";"0.364043923124984";"0.520084296884008";"540"
"470";"phénomène";"0.323638069005818";"0.323638069005818";"0.519998429860135";"541"
"471";"photo";"0.320502800540578";"0.320502800540578";"0.519932598475165";"542"
"472";"site";"0.341889897727805";"0.341889897727805";"0.519517574526443";"543"
"473";"machine";"0.320571165199347";"0.320571165199347";"0.519411671863666";"544"
"474";"apparaître";"0.320571165199347";"0.320571165199347";"0.519411671863666";"545"
"475";"accompagner";"0.333698166884779";"0.333698166884779";"0.519411671863666";"546"
"476";"confiance";"0.346825168570212";"0.346825168570212";"0.519411671863666";"547"
"477";"rappeler";"0.313709587863054";"0.313709587863054";"0.519002372383202";"548"
"478";"trace";"0.314283118576321";"0.314283118576321";"0.51842706332325";"549"
"479";"jerry";"0.314283118576321";"0.314283118576321";"0.51842706332325";"550"
"480";"énergie";"0.304147193053203";"0.304147193053203";"0.51842706332325";"551"
"481";"vol";"0.304147193053203";"0.304147193053203";"0.51842706332325";"552"
"482";"peuple";"0.304147193053203";"0.304147193053203";"0.51842706332325";"553"
"483";"changer";"0.304147193053203";"0.304147193053203";"0.51842706332325";"554"
"484";"vérité";"0.304147193053203";"0.304147193053203";"0.51842706332325";"555"
"485";"troublant";"0.304147193053203";"0.304147193053203";"0.51842706332325";"556"
"486";"raison";"0.314283118576321";"0.314283118576321";"0.51842706332325";"557"
"487";"maudit";"0.304147193053203";"0.304147193053203";"0.51842706332325";"558"
"488";"andré";"0.314283118576321";"0.314283118576321";"0.51842706332325";"559"
"489";"discussion";"0.397830864459908";"0.397830864459908";"0.518292538319182";"560"
"490";"réaliser";"0.37902227869024";"0.37902227869024";"0.518129390973822";"561"
"491";"nouveau";"0.362687666803084";"0.362687666803084";"0.5179404835213";"562"
"492";"parisien";"0.414325311274169";"0.414325311274169";"0.517866065433943";"563"
"493";"totalement";"0.375916252954555";"0.375916252954555";"0.517866065433943";"564"
"494";"reporter";"0.407512404309842";"0.407512404309842";"0.517866065433943";"565"
"495";"marseille";"0.362290439025903";"0.362290439025903";"0.517866065433943";"566"
"496";"finir";"0.369103345990229";"0.369103345990229";"0.517866065433943";"567"
"497";"coulisse";"0.375916252954555";"0.375916252954555";"0.517866065433943";"568"
"498";"nommer";"0.299280830935827";"0.299280830935827";"0.51778019841007";"569"
"499";"atterrir";"0.299280830935827";"0.299280830935827";"0.51778019841007";"570"
"500";"bermudes";"0.299280830935827";"0.299280830935827";"0.51778019841007";"571"
"501";"xxe";"0.299280830935827";"0.299280830935827";"0.51778019841007";"572"
"502";"triangle";"0.299280830935827";"0.299280830935827";"0.51778019841007";"573"
"503";"sol";"0.299280830935827";"0.299280830935827";"0.51778019841007";"574"
"504";"ruine";"0.299280830935827";"0.299280830935827";"0.51778019841007";"575"
"505";"pléiade";"0.299280830935827";"0.299280830935827";"0.51778019841007";"576"
"506";"partisan";"0.299280830935827";"0.299280830935827";"0.51778019841007";"577"
"507";"océan";"0.299280830935827";"0.299280830935827";"0.51778019841007";"578"
"508";"nature";"0.299280830935827";"0.299280830935827";"0.51778019841007";"579"
"509";"mexique";"0.299280830935827";"0.299280830935827";"0.51778019841007";"580"
"510";"intelligence";"0.299280830935827";"0.299280830935827";"0.51778019841007";"581"
"511";"enquêter";"0.299280830935827";"0.299280830935827";"0.51778019841007";"582"
"512";"egypte";"0.299280830935827";"0.299280830935827";"0.51778019841007";"583"
"513";"céleste";"0.299280830935827";"0.299280830935827";"0.51778019841007";"584"
"514";"continent";"0.299280830935827";"0.299280830935827";"0.51778019841007";"585"
"515";"voisin";"0.299280830935827";"0.299280830935827";"0.51778019841007";"586"
"516";"terrible";"0.299280830935827";"0.299280830935827";"0.51778019841007";"587"
"517";"technologique";"0.299280830935827";"0.299280830935827";"0.51778019841007";"588"
"518";"seulement";"0.299280830935827";"0.299280830935827";"0.51778019841007";"589"
"519";"révélation";"0.299280830935827";"0.299280830935827";"0.51778019841007";"590"
"520";"rouch";"0.299280830935827";"0.299280830935827";"0.51778019841007";"591"
"521";"roman";"0.299280830935827";"0.299280830935827";"0.51778019841007";"592"
"522";"religion";"0.299280830935827";"0.299280830935827";"0.51778019841007";"593"
"523";"neil";"0.299280830935827";"0.299280830935827";"0.51778019841007";"594"
"524";"nazca";"0.299280830935827";"0.299280830935827";"0.51778019841007";"595"
"525";"manipuler";"0.299280830935827";"0.299280830935827";"0.51778019841007";"596"
"526";"invisible";"0.299280830935827";"0.299280830935827";"0.51778019841007";"597"
"527";"inhabituel";"0.299280830935827";"0.299280830935827";"0.51778019841007";"598"
"528";"indice";"0.299280830935827";"0.299280830935827";"0.51778019841007";"599"
"529";"identique";"0.299280830935827";"0.299280830935827";"0.51778019841007";"600"
"530";"henry";"0.299280830935827";"0.299280830935827";"0.51778019841007";"601"
"531";"géoglyphes";"0.299280830935827";"0.299280830935827";"0.51778019841007";"602"
"532";"globe";"0.299280830935827";"0.299280830935827";"0.51778019841007";"603"
"533";"gigantesque";"0.299280830935827";"0.299280830935827";"0.51778019841007";"604"
"534";"décoder";"0.299280830935827";"0.299280830935827";"0.51778019841007";"605"
"535";"déchiffrer";"0.299280830935827";"0.299280830935827";"0.51778019841007";"606"
"536";"débris";"0.299280830935827";"0.299280830935827";"0.51778019841007";"607"
"537";"disséminer";"0.299280830935827";"0.299280830935827";"0.51778019841007";"608"
"538";"conserver";"0.299280830935827";"0.299280830935827";"0.51778019841007";"609"
"539";"coin";"0.299280830935827";"0.299280830935827";"0.51778019841007";"610"
"540";"brack";"0.299280830935827";"0.299280830935827";"0.51778019841007";"611"
"541";"big";"0.299280830935827";"0.299280830935827";"0.51778019841007";"612"
"542";"arme";"0.299280830935827";"0.299280830935827";"0.51778019841007";"613"
"543";"général";"0.321990520816915";"0.321990520816915";"0.517720091493358";"614"
"544";"cercle";"0.356995858644735";"0.356995858644735";"0.517720091493358";"615"
"545";"refuser";"0.321990520816915";"0.321990520816915";"0.517720091493358";"616"
"546";"journée";"0.339493189730824";"0.339493189730824";"0.517720091493358";"617"
"547";"gérard";"0.339493189730824";"0.339493189730824";"0.517720091493358";"618"
"548";"cuisine";"0.339493189730824";"0.339493189730824";"0.517720091493358";"619"
"549";"ven";"0.356995858644735";"0.356995858644735";"0.517720091493358";"620"
"550";"top";"0.321990520816915";"0.321990520816915";"0.517720091493358";"621"
"551";"nde";"0.321990520816915";"0.321990520816915";"0.517720091493358";"622"
"552";"médium";"0.321990520816915";"0.321990520816915";"0.517720091493358";"623"
"553";"julia";"0.321990520816915";"0.321990520816915";"0.517720091493358";"624"
"554";"homosexuel";"0.377178160800774";"0.377178160800774";"0.517720091493358";"625"
"555";"atout";"0.321990520816915";"0.321990520816915";"0.517720091493358";"626"
"556";"guerre";"0.358646998775888";"0.358646998775888";"0.51722778722315";"627"
"557";"comprendre";"0.333130105186568";"0.333130105186568";"0.517021706365854";"628"
"558";"star";"0.37660456632522";"0.37660456632522";"0.516953012746755";"629"
"559";"appel";"0.368821105088372";"0.368821105088372";"0.516795589869654";"631"
"560";"télévision";"0.416832427987889";"0.416832427987889";"0.516795589869654";"632"
"561";"lancer";"0.368821105088372";"0.368821105088372";"0.516795589869654";"633"
"562";"concours";"0.364563038235669";"0.364563038235669";"0.516795589869654";"634"
"563";"personnalité";"0.32482923205205";"0.32482923205205";"0.516706860611651";"635"
"564";"chambre";"0.32482923205205";"0.32482923205205";"0.516706860611651";"636"
"565";"stéphane";"0.351083235422916";"0.351083235422916";"0.516706860611651";"637"
"566";"parcours";"0.381356688656975";"0.381356688656975";"0.516706860611651";"638"
"567";"passionner";"0.32482923205205";"0.32482923205205";"0.516706860611651";"639"
"568";"méthode";"0.351083235422916";"0.351083235422916";"0.516706860611651";"640"
"569";"distance";"0.32482923205205";"0.32482923205205";"0.516706860611651";"641"
"570";"tracer";"0.32482923205205";"0.32482923205205";"0.516706860611651";"642"
"571";"ressentir";"0.32482923205205";"0.32482923205205";"0.516706860611651";"643"
"572";"passage";"0.32482923205205";"0.32482923205205";"0.516706860611651";"644"
"573";"mercier";"0.32482923205205";"0.32482923205205";"0.516706860611651";"645"
"574";"joël";"0.32482923205205";"0.32482923205205";"0.516706860611651";"646"
"575";"illustrer";"0.351083235422916";"0.351083235422916";"0.516706860611651";"647"
"576";"détailler";"0.32482923205205";"0.32482923205205";"0.516706860611651";"648"
"577";"décryptage";"0.351083235422916";"0.351083235422916";"0.516706860611651";"649"
"578";"question";"0.334213799301632";"0.334213799301632";"0.516569473373454";"650"
"579";"désert";"0.32261772282104";"0.32261772282104";"0.516369116984416";"651"
"580";"siècle";"0.306850727562856";"0.306850727562856";"0.516369116984416";"652"
"581";"fantôme";"0.314734225191948";"0.314734225191948";"0.516369116984416";"653"
"582";"chine";"0.314734225191948";"0.314734225191948";"0.516369116984416";"654"
"583";"récit";"0.306850727562856";"0.306850727562856";"0.516369116984416";"655"
"584";"nom";"0.328189093295975";"0.328189093295975";"0.516369116984416";"656"
"585";"professeur";"0.353818817447878";"0.353818817447878";"0.515776634519688";"657"
"586";"partie";"0.316313098346643";"0.316313098346643";"0.515776634519688";"658"
"587";"sentir";"0.316313098346643";"0.316313098346643";"0.515776634519688";"659"
"588";"époque";"0.316313098346643";"0.316313098346643";"0.515776634519688";"660"
"589";"créature";"0.321471427462059";"0.321471427462059";"0.515184152054961";"661"
"590";"lieu";"0.308571158614454";"0.308571158614454";"0.515184152054961";"662"
"591";"ligne";"0.326029821487005";"0.326029821487005";"0.515184152054961";"663"
"592";"vie";"0.331975053828145";"0.331975053828145";"0.515032453646118";"664"
"593";"travailler";"0.391633687678737";"0.391633687678737";"0.514843546193597";"665"
"594";"décrire";"0.343328886550033";"0.343328886550033";"0.514668949911721";"666"
"595";"association";"0.3182055725034";"0.3182055725034";"0.514668949911721";"667"
"596";"rouge";"0.329874018446007";"0.329874018446007";"0.514668949911721";"668"
"597";"arriver";"0.324534941003873";"0.324534941003873";"0.514468593522682";"669"
"598";"soucoupe";"0.326135644418289";"0.326135644418289";"0.514468593522682";"670"
"599";"construire";"0.331593450469199";"0.331593450469199";"0.514468593522682";"671"
"600";"mélenchon";"0.444661448731366";"0.444661448731366";"0.514162334470867";"672"
"601";"état";"0.369291506591467";"0.369291506591467";"0.514162334470867";"673"
"602";"composer";"0.369291506591467";"0.369291506591467";"0.514162334470867";"674"
"603";"co";"0.369291506591467";"0.369291506591467";"0.514162334470867";"675"
"604";"élite";"0.369291506591467";"0.369291506591467";"0.514162334470867";"676"
"605";"week_end";"0.38064635153201";"0.38064635153201";"0.514162334470867";"677"
"606";"type";"0.38064635153201";"0.38064635153201";"0.514162334470867";"678"
"607";"trou";"0.369291506591467";"0.369291506591467";"0.514162334470867";"679"
"608";"samedi";"0.369291506591467";"0.369291506591467";"0.514162334470867";"680"
"609";"pascal";"0.38064635153201";"0.38064635153201";"0.514162334470867";"681"
"610";"particulièrement";"0.369291506591467";"0.369291506591467";"0.514162334470867";"682"
"611";"palais";"0.369291506591467";"0.369291506591467";"0.514162334470867";"683"
"612";"humoristique";"0.444661448731366";"0.444661448731366";"0.514162334470867";"684"
"613";"course";"0.38064635153201";"0.38064635153201";"0.514162334470867";"685"
"614";"zapping";"0.38064635153201";"0.38064635153201";"0.514162334470867";"686"
"615";"vétérinaire";"0.369291506591467";"0.369291506591467";"0.514162334470867";"687"
"616";"trump";"0.369291506591467";"0.369291506591467";"0.514162334470867";"688"
"617";"séparer";"0.369291506591467";"0.369291506591467";"0.514162334470867";"689"
"618";"sénateur";"0.369291506591467";"0.369291506591467";"0.514162334470867";"690"
"619";"sébastien";"0.444661448731366";"0.444661448731366";"0.514162334470867";"691"
"620";"scandale";"0.369291506591467";"0.369291506591467";"0.514162334470867";"692"
"621";"répéter";"0.369291506591467";"0.369291506591467";"0.514162334470867";"693"
"622";"réfugier";"0.369291506591467";"0.369291506591467";"0.514162334470867";"694"
"623";"relancer";"0.369291506591467";"0.369291506591467";"0.514162334470867";"695"
"624";"raphaël";"0.369291506591467";"0.369291506591467";"0.514162334470867";"696"
"625";"quatrième";"0.369291506591467";"0.369291506591467";"0.514162334470867";"697"
"626";"plat";"0.369291506591467";"0.369291506591467";"0.514162334470867";"698"
"627";"métrage";"0.369291506591467";"0.369291506591467";"0.514162334470867";"699"
"628";"lynx";"0.38064635153201";"0.38064635153201";"0.514162334470867";"700"
"629";"londres";"0.369291506591467";"0.369291506591467";"0.514162334470867";"701"
"630";"iens";"0.369291506591467";"0.369291506591467";"0.514162334470867";"702"
"631";"highland";"0.38064635153201";"0.38064635153201";"0.514162334470867";"703"
"632";"feuilleton";"0.38064635153201";"0.38064635153201";"0.514162334470867";"704"
"633";"fabriquer";"0.38064635153201";"0.38064635153201";"0.514162334470867";"705"
"634";"ena";"0.369291506591467";"0.369291506591467";"0.514162334470867";"706"
"635";"défiler";"0.38064635153201";"0.38064635153201";"0.514162334470867";"707"
"636";"déclencher";"0.38064635153201";"0.38064635153201";"0.514162334470867";"708"
"637";"conservateur";"0.444661448731366";"0.444661448731366";"0.514162334470867";"709"
"638";"chorégraphie";"0.38064635153201";"0.38064635153201";"0.514162334470867";"710"
"639";"bretagne";"0.38064635153201";"0.38064635153201";"0.514162334470867";"711"
"640";"barnier";"0.38064635153201";"0.38064635153201";"0.514162334470867";"712"
"641";"assassiner";"0.369291506591467";"0.369291506591467";"0.514162334470867";"713"
"642";"agression";"0.369291506591467";"0.369291506591467";"0.514162334470867";"714"
"643";"affiche";"0.38064635153201";"0.38064635153201";"0.514162334470867";"715"
"644";"victime";"0.304958253406099";"0.304958253406099";"0.514085054149381";"716"
"645";"place";"0.304958253406099";"0.304958253406099";"0.514085054149381";"717"
"646";"chiffre";"0.316783499849737";"0.316783499849737";"0.514085054149381";"718"
"647";"peur";"0.316783499849737";"0.316783499849737";"0.514085054149381";"719"
"648";"recueillir";"0.304958253406099";"0.304958253406099";"0.514085054149381";"720"
"649";"projet";"0.336965802005777";"0.336965802005777";"0.514085054149381";"721"
"650";"espèce";"0.316783499849737";"0.316783499849737";"0.514085054149381";"722"
"651";"attirer";"0.316783499849737";"0.316783499849737";"0.514085054149381";"723"
"652";"armstrong";"0.316783499849737";"0.316783499849737";"0.514085054149381";"724"
"653";"persuader";"0.324825971608736";"0.324825971608736";"0.514039258403315";"725"
"654";"permettre";"0.319650840715441";"0.319650840715441";"0.513793106268211";"726"
"655";"penser";"0.315744704010953";"0.315744704010953";"0.513767346161049";"727"
"656";"mettre";"0.334778752260768";"0.334778752260768";"0.513767346161049";"728"
"657";"jouer";"0.351318436174462";"0.351318436174462";"0.51340670466078";"729"
"658";"écrire";"0.333815767260553";"0.333815767260553";"0.51340670466078";"730"
"659";"magazine";"0.351318436174462";"0.351318436174462";"0.51340670466078";"731"
"660";"observation";"0.299280830935827";"0.299280830935827";"0.513160552525676";"732"
"661";"église";"0.299280830935827";"0.299280830935827";"0.513160552525676";"733"
"662";"bender";"0.299280830935827";"0.299280830935827";"0.513160552525676";"734"
"663";"électrique";"0.299280830935827";"0.299280830935827";"0.513160552525676";"735"
"664";"tesla";"0.299280830935827";"0.299280830935827";"0.513160552525676";"736"
"665";"enfermer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"737"
"666";"défier";"0.299280830935827";"0.299280830935827";"0.513160552525676";"738"
"667";"centaine";"0.299280830935827";"0.299280830935827";"0.513160552525676";"739"
"668";"bébé";"0.299280830935827";"0.299280830935827";"0.513160552525676";"740"
"669";"éternel";"0.299280830935827";"0.299280830935827";"0.513160552525676";"741"
"670";"virus";"0.299280830935827";"0.299280830935827";"0.513160552525676";"742"
"671";"taille";"0.299280830935827";"0.299280830935827";"0.513160552525676";"743"
"672";"stellaire";"0.299280830935827";"0.299280830935827";"0.513160552525676";"744"
"673";"signaler";"0.299280830935827";"0.299280830935827";"0.513160552525676";"745"
"674";"sauvage";"0.299280830935827";"0.299280830935827";"0.513160552525676";"746"
"675";"russie";"0.299280830935827";"0.299280830935827";"0.513160552525676";"747"
"676";"planet";"0.299280830935827";"0.299280830935827";"0.513160552525676";"748"
"677";"nourriture";"0.299280830935827";"0.299280830935827";"0.513160552525676";"749"
"678";"niveau";"0.299280830935827";"0.299280830935827";"0.513160552525676";"750"
"679";"minus";"0.299280830935827";"0.299280830935827";"0.513160552525676";"751"
"680";"immortel";"0.299280830935827";"0.299280830935827";"0.513160552525676";"752"
"681";"hommage";"0.299280830935827";"0.299280830935827";"0.513160552525676";"753"
"682";"former";"0.299280830935827";"0.299280830935827";"0.513160552525676";"754"
"683";"foot";"0.299280830935827";"0.299280830935827";"0.513160552525676";"755"
"684";"faciliter";"0.299280830935827";"0.299280830935827";"0.513160552525676";"756"
"685";"enseigner";"0.299280830935827";"0.299280830935827";"0.513160552525676";"757"
"686";"doter";"0.299280830935827";"0.299280830935827";"0.513160552525676";"758"
"687";"cirou";"0.299280830935827";"0.299280830935827";"0.513160552525676";"759"
"688";"capturer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"760"
"689";"avancée";"0.299280830935827";"0.299280830935827";"0.513160552525676";"761"
"690";"yéti";"0.299280830935827";"0.299280830935827";"0.513160552525676";"762"
"691";"vallée";"0.299280830935827";"0.299280830935827";"0.513160552525676";"763"
"692";"télescope";"0.299280830935827";"0.299280830935827";"0.513160552525676";"764"
"693";"transe";"0.299280830935827";"0.299280830935827";"0.513160552525676";"765"
"694";"terme";"0.299280830935827";"0.299280830935827";"0.513160552525676";"766"
"695";"technopolis";"0.299280830935827";"0.299280830935827";"0.513160552525676";"767"
"696";"surprendre";"0.299280830935827";"0.299280830935827";"0.513160552525676";"768"
"697";"sphère";"0.299280830935827";"0.299280830935827";"0.513160552525676";"769"
"698";"serpent";"0.299280830935827";"0.299280830935827";"0.513160552525676";"770"
"699";"semer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"771"
"700";"rédaction";"0.299280830935827";"0.299280830935827";"0.513160552525676";"772"
"701";"res";"0.299280830935827";"0.299280830935827";"0.513160552525676";"773"
"702";"pluie";"0.299280830935827";"0.299280830935827";"0.513160552525676";"774"
"703";"pied";"0.299280830935827";"0.299280830935827";"0.513160552525676";"775"
"704";"phrase";"0.299280830935827";"0.299280830935827";"0.513160552525676";"776"
"705";"paroi";"0.299280830935827";"0.299280830935827";"0.513160552525676";"777"
"706";"originaire";"0.299280830935827";"0.299280830935827";"0.513160552525676";"778"
"707";"maman";"0.299280830935827";"0.299280830935827";"0.513160552525676";"779"
"708";"james";"0.299280830935827";"0.299280830935827";"0.513160552525676";"780"
"709";"invention";"0.299280830935827";"0.299280830935827";"0.513160552525676";"781"
"710";"intérêt";"0.299280830935827";"0.299280830935827";"0.513160552525676";"782"
"711";"intégrer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"783"
"712";"intriguer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"784"
"713";"idée";"0.299280830935827";"0.299280830935827";"0.513160552525676";"785"
"714";"hybride";"0.299280830935827";"0.299280830935827";"0.513160552525676";"786"
"715";"génétique";"0.299280830935827";"0.299280830935827";"0.513160552525676";"787"
"716";"favier";"0.299280830935827";"0.299280830935827";"0.513160552525676";"788"
"717";"espion";"0.299280830935827";"0.299280830935827";"0.513160552525676";"789"
"718";"entité";"0.299280830935827";"0.299280830935827";"0.513160552525676";"790"
